Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_Pr,Plot_index_Annual_Pr,Ave25yearSpan_Winter_pr,Plot_index_Winter_pr,Ave25yearSpan_Spring_pr,Plot_index_Spring_pr,Ave25yearSpan_Summer_pr,Plot_index_Summer_pr,Ave25yearSpan_Fall_pr,Plot_index_Fall_pr
long-term Future,ACCESS-CM2,1.1.2,ssp370,1.8655794377208443e-05,50.27676361318502,1.590129528259732e-05,82.36625119474527,1.2823511222753983e-05,48.220161022542776,2.152024027205045e-05,28.202988242861743,2.4387739719868372e-05,57.72235192050279
long-term Future,ACCESS-CM2,10.1.1,ssp370,2.2754086732083778e-05,13.776305607167025,2.641020484280128e-05,7.991088697644024,2.250276757559293e-05,27.619965387398647,1.4327230060168719e-05,-21.107893935445578,2.7902043632107904e-05,40.70470853224234
long-term Future,ACCESS-CM2,10.1.2,ssp370,1.1099228253663923e-05,10.103942571680099,1.6042209010002715e-05,9.915366727204383,1.1787088422441135e-05,15.38100719064713,4.654909607579954e-06,-16.731896972463876,1.2017245797182702e-05,20.086338362559403
long-term Future,ACCESS-CM2,10.1.3,ssp370,1.2385321585772318e-05,28.452676962640332,1.6008384173091884e-05,29.34520586786376,1.2708649169058652e-05,15.490017828963431,9.734726809411965e-06,55.15741334689049,1.1145359100971138e-05,24.418999486281496
long-term Future,ACCESS-CM2,10.1.4,ssp370,1.1302443834413442e-05,16.856824186223367,9.05699025540297e-06,27.180899745800225,1.3022809597721579e-05,6.4366713747479904,1.3841853077612724e-05,45.69767240111973,9.22255845387742e-06,-5.73440632740633
long-term Future,ACCESS-CM2,10.1.5,ssp370,1.2579589127586342e-05,37.723859282272066,1.5804910146967337e-05,45.23414570610267,1.1773698916763776e-05,9.95376432940184,1.2276429548423184e-05,118.89928568065942,1.0502442005495634e-05,12.046935397169172
long-term Future,ACCESS-CM2,10.1.6,ssp370,1.3524464635873745e-05,39.2114423669205,1.280871451923465e-05,42.15090035989362,8.815857285637818e-06,2.2487248427580884,1.888933674906134e-05,114.70459792680931,1.357076059558759e-05,9.037359235920999
long-term Future,ACCESS-CM2,10.1.7,ssp370,1.3626395133117184e-05,39.199078914584476,1.0641669386242354e-05,39.68748082304101,6.078950734144977e-06,-8.295747119805618,2.3553181458265785e-05,80.19180323310843,1.4180704959378241e-05,19.983668969169596
long-term Future,ACCESS-CM2,10.1.8,ssp370,1.3436301310607868e-05,24.963745001696548,1.7725035091128988e-05,23.816876485832825,1.4388952013303441e-05,21.452458802136004,9.110129757934416e-06,31.68678689160457,1.259397803416543e-05,26.096789812087124
long-term Future,ACCESS-CM2,10.2.1,ssp370,1.0624531812026246e-05,45.703527846864766,2.0380797288673702e-05,65.81421600117167,6.9711659949187414e-06,-3.11747466680291,8.20082240826771e-06,188.59211992065562,7.0936035011142555e-06,2.349610388656058
long-term Future,ACCESS-CM2,10.2.2,ssp370,1.0359431304144367e-05,50.018042753287716,9.573344337816473e-06,41.03765942243192,3.370738452206375e-06,10.960581699387696,1.5504553538239956e-05,52.97581459778456,1.3002782784176573e-05,69.59449832475325
long-term Future,ACCESS-CM2,10.2.3,ssp370,6.5879864988066864e-06,42.76507723806531,6.910580466083168e-06,45.64283599273586,1.511113409279419e-06,45.91128983271788,7.5766010093085285e-06,37.322510784064974,1.0401271220381509e-05,44.64579158696259
long-term Future,ACCESS-CM2,10.2.4,ssp370,1.2800945708520276e-05,22.72702587798143,3.708540139132553e-06,-7.275551634308163,4.444252843821935e-06,-15.303601454043442,2.376518683165675e-05,23.837931020096374,1.9181212069017405e-05,45.40793474342507
long-term Future,ACCESS-CM2,11.1.1,ssp370,2.116010132742649e-05,25.835265526315617,5.279104805281294e-05,47.7885004861587,1.833894194972344e-05,1.8139030241930736,2.4895743784764004e-06,42.22038303828561,1.152118384998932e-05,-4.702958555166783
long-term Future,ACCESS-CM2,11.1.2,ssp370,1.49504924548068e-05,21.746228998165375,3.665109284770663e-05,42.76839987337254,1.3285264113525405e-05,-1.6770285581014073,1.0454633447572026e-06,33.751785373396835,9.172487026973509e-06,-2.208392458098146
long-term Future,ACCESS-CM2,11.1.3,ssp370,2.0068414950510006e-05,33.28517155607623,5.0749645423346636e-05,66.9776086410961,1.679613830941417e-05,-5.526725376185328,4.814902614332169e-06,87.75941706398265,8.372792401503406e-06,-13.915481566915242
long-term Future,ACCESS-CM2,12.1.1,ssp370,1.969001076971164e-05,47.34556076104187,1.2878317865269463e-05,33.029286570322995,5.494904676754683e-06,15.54315470451895,3.907274704653963e-05,49.5571708067592,2.1200177701367984e-05,65.44495469452602
long-term Future,ACCESS-CM2,12.1.2,ssp370,1.8121715111181044e-05,25.118291835710316,3.240623847281243e-06,-3.836172115280657,2.477369943733006e-06,-34.37977980356909,4.339369021187406e-05,25.406327215844144,2.3145096669376432e-05,44.74056600908122
long-term Future,ACCESS-CM2,12.2.1,ssp370,2.4579239273029307e-05,8.883264917262817,2.5247450707060498e-06,-26.132934370182415,5.107558870925234e-06,-35.722308826421994,5.8587687469351784e-05,7.274428277931679,3.175302959994754e-05,32.49422388957235
long-term Future,ACCESS-CM2,13.1.1,ssp370,1.8868395302464376e-05,44.00851760663919,1.4528691251897448e-05,36.03616020408997,7.090505524333997e-06,-2.1408573324957847,3.298219367161432e-05,69.34030093198913,2.0810277754655124e-05,38.91419815206042
long-term Future,ACCESS-CM2,13.2.1,ssp370,3.026267782670757e-05,20.47297432748679,1.0536777073832348e-05,11.659010166538794,3.463346802089081e-06,-12.830170689988154,7.181608906760804e-05,16.77017510890083,3.4907621827163785e-05,38.14185928282289
long-term Future,ACCESS-CM2,13.3.1,ssp370,2.6917030133585267e-05,5.804935514001082,6.262492703209639e-06,-11.496398175748071,9.957611975366517e-06,-25.54996636240116,4.568979916859366e-05,-1.3242013060310678,4.556579032097479e-05,31.097770812204512
long-term Future,ACCESS-CM2,13.4.1,ssp370,2.4732566357803994e-05,-5.38958371419427,3.0296333142172e-06,-28.51903508132657,1.1781531837861675e-05,-22.96601483200988,4.6856088011427966e-05,-13.283878539242622,3.698096044082113e-05,20.736419095031817
long-term Future,ACCESS-CM2,13.4.2,ssp370,3.272906603203723e-05,-1.1107655496634183,3.925453200634602e-06,-24.691973060669625,8.494900886861052e-06,-27.765956228811323,6.966753555801567e-05,-7.367217407139261,4.844820909656433e-05,21.899078619714864
long-term Future,ACCESS-CM2,13.5.1,ssp370,3.476513573795726e-05,-1.7445528515530717,4.597908148725803e-06,-1.0396126960225354,1.9534045847478068e-06,-45.06043364857618,7.125114969152079e-05,-15.183510092407976,6.09657577161954e-05,24.724566113017
long-term Future,ACCESS-CM2,13.5.2,ssp370,3.650903886605418e-05,-5.582464504638967,3.124889788900492e-06,-30.989474077031296,1.2556449976825916e-05,-19.84084363486831,6.509941261207842e-05,-21.535510473071692,6.492562574404454e-05,27.32464214237591
long-term Future,ACCESS-CM2,13.6.1,ssp370,4.903908199631548e-05,-11.003412974995182,3.003963533972648e-06,-31.327263240311915,2.1407754946218147e-05,-9.140798811173394,7.781598632076845e-05,-30.873400158102537,9.353156530182203e-05,18.10403641776081
long-term Future,ACCESS-CM2,13.6.2,ssp370,4.9949607925830484e-05,-15.79704620747856,1.559126897316428e-05,-26.531322846840776,2.6230170114396044e-05,-10.775130224553221,6.512753371212945e-05,-35.17509799902257,9.265637290825973e-05,8.04887999451182
long-term Future,ACCESS-CM2,14.1.1,ssp370,3.190093620475908e-05,-0.8701919637455411,8.647691452404042e-06,-7.587579962618484,1.3073481241892973e-05,-17.999379258887114,4.8947495760077105e-05,-12.869677374092008,5.6760443720659586e-05,20.84450784280099
long-term Future,ACCESS-CM2,14.1.2,ssp370,3.645232641615248e-05,-1.1074914119896289,8.450178719039666e-06,-10.606460723208745,1.3791791405636444e-05,-20.594507281925818,6.302516158661272e-05,-10.513072097499679,6.0265317553213935e-05,20.996320312064352
long-term Future,ACCESS-CM2,14.2.1,ssp370,2.2659443768712164e-05,-16.604102307022337,8.236436777077792e-06,-18.923674294863726,1.4372086500405828e-05,13.431844695782788,2.9202000111238373e-05,-35.65278569287076,3.872596944010622e-05,-3.881590229767171
long-term Future,ACCESS-CM2,14.3.1,ssp370,2.014750592371017e-05,16.483032019197882,8.000020744649828e-06,28.09423144122438,7.563458300081887e-07,14.084003158885075,3.989782628998244e-05,0.9191714581538587,3.183043248944579e-05,40.90900372872717
long-term Future,ACCESS-CM2,14.3.2,ssp370,2.9741568336866222e-05,20.532594024742277,1.1069310744903162e-05,18.52798626299889,2.4650620059388857e-06,14.877594081882878,6.79150481201061e-05,11.765195373328138,3.724116138616283e-05,42.2897682021604
long-term Future,ACCESS-CM2,14.4.1,ssp370,3.1737306297544875e-05,-0.371566363020801,1.660326893457147e-06,-34.39310902030812,7.193457602456669e-06,-20.17066866056766,6.706904978849232e-05,-9.908158954733667,5.065665025585065e-05,23.63171281150223
long-term Future,ACCESS-CM2,14.4.2,ssp370,4.003739336037478e-05,-14.57610164193531,4.1606594633182555e-06,-30.945791948223228,1.8293586884878083e-05,-6.042234989919578,6.55134475805266e-05,-32.75378168340956,7.18412359357826e-05,12.318123216951458
long-term Future,ACCESS-CM2,14.4.3,ssp370,2.387221988549125e-05,-10.0937455163597,2.9482705378864695e-06,-34.63364165040434,1.3252924409225568e-05,-20.182007232542077,3.9480718910621193e-05,-25.114981003670145,3.9577389804527975e-05,23.637038081951825
long-term Future,ACCESS-CM2,14.5.1,ssp370,3.065370324996495e-05,-10.116870997573901,1.975680449360168e-06,-25.31284767888088,9.604812575711482e-06,-10.921615412904812,5.393125863956445e-05,-29.89074640190461,5.6839061752324705e-05,24.683918831098183
long-term Future,ACCESS-CM2,14.5.2,ssp370,3.7366721606712536e-05,-1.4635028618288524,3.2937018470044964e-06,-6.202975344404719,4.445752969876937e-06,-27.877732688557543,6.879134699653036e-05,-18.82812305415732,7.26679620665113e-05,27.913158685793636
long-term Future,ACCESS-CM2,14.6.1,ssp370,1.5001043572758965e-05,16.226708742730192,4.3100263490423855e-06,-9.650363406749864,3.7805784536597917e-07,-4.4036470740215705,1.81220139437285e-05,-19.31625455084431,3.7231184309672596e-05,55.356660596724595
long-term Future,ACCESS-CM2,15.1.1,ssp370,5.721799271988265e-05,-11.747564021344434,2.7085862995183662e-05,-22.525622210619062,1.9450342271883425e-05,-13.437477761143413,6.918991334761739e-05,-28.309960882875863,0.00011317766887176368,7.519516918506366
long-term Future,ACCESS-CM2,15.1.2,ssp370,5.7563969089072685e-05,-10.596005961756216,2.0324903026827205e-05,-20.58542016495201,2.45031773944045e-05,-15.217439789458497,8.093781214944932e-05,-26.757179900184134,0.00010428542618590629,13.22597581106917
long-term Future,ACCESS-CM2,15.2.1,ssp370,3.0428879992190164e-05,-11.044546105895972,9.562531428456592e-06,-22.19990834357869,2.0430813387598384e-05,5.269619936338269,3.873486660010775e-05,-28.975496767886217,5.2831634432688455e-05,4.934792127269199
long-term Future,ACCESS-CM2,15.2.2,ssp370,3.738108866493994e-05,-8.278396089795569,1.6971743162485263e-05,-20.715243987282385,2.476852829574166e-05,2.5695416768680883,4.192193083528421e-05,-23.17831318899396,6.578040088951223e-05,4.805399818007141
long-term Future,ACCESS-CM2,15.2.3,ssp370,3.505595822220636e-05,-13.01739666935419,1.3262296403351198e-05,-25.780167153967003,2.1674617691174095e-05,10.454028277327524,4.1906296707372635e-05,-31.356578184686224,6.327037834037289e-05,1.2657257654792595
long-term Future,ACCESS-CM2,15.3.1,ssp370,5.502615890388196e-05,-9.08026286687878,1.9595927122478644e-05,-16.313067865498457,1.33036002929706e-05,-18.26547537925527,7.552223743854288e-05,-26.301937111770318,0.000111620227947496,12.029717196037918
long-term Future,ACCESS-CM2,15.4.1,ssp370,4.415953537248914e-05,-1.6970409786605565,2.3166583361865397e-05,26.826541115308515,3.4482698477266226e-05,8.100194942663826,6.445062858672848e-05,-15.370611318921156,5.424626513171082e-05,2.461125257378175
long-term Future,ACCESS-CM2,15.5.1,ssp370,4.233872626015576e-05,-0.9241220575639354,6.430328956373216e-06,13.079926849689652,1.569453522071522e-06,-17.9098724753854,8.931594877400881e-05,-16.065880553505057,7.167106025271184e-05,27.15840516092162
long-term Future,ACCESS-CM2,15.5.2,ssp370,4.251698246521822e-05,-1.4322290125713328,6.401597376555208e-06,6.108418818738355,1.5512632837499225e-06,-47.19219734124509,9.181915002668237e-05,-13.777584128632311,6.990268685468341e-05,23.693001074827627
long-term Future,ACCESS-CM2,15.6.1,ssp370,5.259685493738126e-05,-6.986210106280716,1.6032975163750658e-06,-25.559089709034925,2.0680189294116638e-05,-13.532216618768622,8.343876778216094e-05,-27.52544528182505,0.0001042510953674056,23.738320999530384
long-term Future,ACCESS-CM2,2.1.1,ssp370,3.7033283005074468e-06,57.137417767032474,8.90068712729581e-07,99.48958698665264,1.709536569383e-06,62.347008813607076,7.39203103981804e-06,44.80191420364724,4.779556129605785e-06,71.24658046446399
long-term Future,ACCESS-CM2,2.1.2,ssp370,8.351155451555989e-06,81.79806998541562,5.70241712625309e-06,107.59379962917524,4.474758396831119e-06,80.21369982711653,1.182720923605941e-05,49.577677185943635,1.1382515092607717e-05,118.51946311622248
long-term Future,ACCESS-CM2,2.1.3,ssp370,4.961743627103408e-06,52.55363253577015,1.9631761933191553e-06,79.71477055032123,2.6521110321132616e-06,65.55435979865926,8.648992261552791e-06,35.362181917571355,6.542513402866499e-06,68.11899085907844
long-term Future,ACCESS-CM2,2.1.4,ssp370,8.951520344400166e-06,56.8330559719522,4.2277194152368575e-06,89.3647348376249,4.443527593024042e-06,50.22261933408282,1.4601236264165106e-05,38.71507793379572,1.2481600172487258e-05,76.7346794604692
long-term Future,ACCESS-CM2,2.1.5,ssp370,1.2193138754099905e-05,43.02914008813919,7.720381920987117e-06,84.32158461648554,7.5409030300204705e-06,45.72778198692258,1.724749315805775e-05,23.834311404327085,1.622200312850962e-05,50.90387441017462
long-term Future,ACCESS-CM2,2.1.6,ssp370,1.5016903433306926e-05,52.73793979115553,9.237472041937835e-06,86.66359463382089,9.526746635095015e-06,47.743368972361914,2.1766130098826502e-05,35.61467580938182,1.9475161246107384e-05,64.92595190085984
long-term Future,ACCESS-CM2,2.1.7,ssp370,1.0297804814524874e-05,39.61034808721603,4.649482238705039e-06,75.38877034879948,6.275735315044341e-06,35.68175941393287,1.577555933946338e-05,24.798340638655432,1.4427273022215512e-05,51.54387727847859
long-term Future,ACCESS-CM2,2.1.8,ssp370,5.24767932045095e-06,49.045261496420764,2.232999454462449e-06,80.0445142917808,2.6778554810043148e-06,56.291784971035284,9.05168161611139e-06,32.44909059038408,6.989440783474388e-06,64.06534134568169
long-term Future,ACCESS-CM2,2.1.9,ssp370,5.491654963044445e-06,46.85061758322846,2.2130466334792757e-06,90.44110366784128,2.9539307043331565e-06,58.77415545963039,9.552892816540126e-06,34.01844027314361,7.202626006338917e-06,51.00478720496597
long-term Future,ACCESS-CM2,2.2.1,ssp370,6.406204971445885e-06,43.333254181992004,2.867173947424384e-06,102.50965160451535,2.7239635755987233e-06,54.18955515610985,1.3220818511244713e-05,36.723200000806685,6.748885436985953e-06,35.72092514978116
long-term Future,ACCESS-CM2,2.2.2,ssp370,8.339640973359583e-06,51.335599875937376,3.7272746916539015e-06,87.47556645912614,3.890680941130147e-06,55.20910962079625,1.7646036142041058e-05,44.72079344195496,8.002672849266547e-06,51.42527933206971
long-term Future,ACCESS-CM2,2.2.3,ssp370,1.7955832664466694e-05,31.188175238045662,1.2246128685615059e-05,45.24539950002886,1.2023971560304694e-05,55.750628219968235,2.3366478986671327e-05,10.85094806798051,2.414479362041889e-05,38.30032170912585
long-term Future,ACCESS-CM2,2.2.4,ssp370,1.5144413111971934e-05,38.61318411337731,9.425735906809808e-06,48.63661696276193,9.253187627495039e-06,56.739706530165456,2.2530902562826455e-05,18.889751631170466,1.9303634497544347e-05,55.23275436567876
long-term Future,ACCESS-CM2,2.2.5,ssp370,2.7778668696415688e-05,31.2760670363442,2.22601620045186e-05,41.05407528625275,2.176668532856903e-05,50.64510021591941,2.8491736958695853e-05,11.421058406826097,3.860823170288727e-05,33.95944417600501
long-term Future,ACCESS-CM2,2.2.6,ssp370,3.971180450520793e-05,21.9113159975324,4.1161685300488294e-05,23.15126115863431,3.4086473025728686e-05,35.014586087306334,3.2104677585940986e-05,14.586851070894728,5.165190263398318e-05,18.069361686416364
long-term Future,ACCESS-CM2,2.3.1,ssp370,7.233631808415638e-06,42.37472423321296,2.0260904880105487e-06,70.21790669401027,3.3713636168793483e-06,51.0115301184345,1.8925620042145193e-05,35.791615350101026,4.4819206531582136e-06,56.47988780418225
long-term Future,ACCESS-CM2,2.4.1,ssp370,8.82350999688646e-06,39.73203790753275,4.732690762013343e-06,57.69630413221864,5.7647498544701955e-06,58.84529251248446,1.3627573879784895e-05,21.420515479427717,1.1115681245574264e-05,51.18208001372723
long-term Future,ACCESS-CM2,2.4.2,ssp370,1.0989711280470194e-05,33.605365001513135,6.627096053979472e-06,71.32769790659871,6.756759789528942e-06,39.79475269936727,1.572086542952307e-05,13.63999135534581,1.4812214066099355e-05,43.7253688689524
long-term Future,ACCESS-CM2,2.4.3,ssp370,2.1506131451898852e-05,40.70210764121701,1.803104536344003e-05,85.49026576110526,1.5232397978648869e-05,61.10919899549779,2.3830614447116607e-05,5.4675347218462,2.8944843678288848e-05,49.92613640226472
long-term Future,ACCESS-CM2,2.4.4,ssp370,7.960277418083748e-06,46.75791048767807,3.850704715604504e-06,71.65774075776523,4.681657874150931e-06,43.35471306668557,1.2193244424196223e-05,28.14329124858982,1.1070693617547466e-05,67.12519235120199
long-term Future,ACCESS-CM2,3.1.1,ssp370,1.3905795330793144e-05,35.01427525327632,7.1267049576847024e-06,42.749268423293955,8.24181664883739e-06,53.16904520088311,2.356542676761561e-05,18.725448682946073,1.658870809806312e-05,52.45863769956607
long-term Future,ACCESS-CM2,3.1.2,ssp370,1.5823130983496067e-05,32.39675340070304,8.412324535645807e-06,36.05196753632232,9.17081089071308e-06,48.30457043776002,2.583477228746765e-05,16.280427149668686,1.9775808152997786e-05,50.6957950131852
long-term Future,ACCESS-CM2,3.1.3,ssp370,8.555391264698775e-06,40.6990478334772,3.301214205775103e-06,47.37972511218796,4.817159241623506e-06,105.97274580060834,1.8201027685960774e-05,22.102163420478547,7.793366354414083e-06,64.08750286602826
long-term Future,ACCESS-CM2,3.2.1,ssp370,7.324235323738679e-06,32.51901562276198,1.8904449829524075e-06,30.94545277631744,4.29471782549462e-06,54.86474652288188,1.8286346087367194e-05,23.50481383668257,4.692879938433e-06,57.54051136764902
long-term Future,ACCESS-CM2,3.2.2,ssp370,1.3123932261087426e-05,30.964867278251614,6.434925018568294e-06,25.493258119210356,8.67708989007185e-06,38.506947773463494,2.7330556108950055e-05,25.722191842006726,9.890043444548948e-06,44.92643574586965
long-term Future,ACCESS-CM2,3.2.3,ssp370,1.4313827205658858e-05,29.736889752212875,8.071703358283655e-06,27.817194706094224,1.0339897476496412e-05,44.37370277484978,2.547880090993514e-05,20.02878151289871,1.3233752593314544e-05,42.01136201565019
long-term Future,ACCESS-CM2,3.3.1,ssp370,1.1385393939411538e-05,32.97438354891484,7.134634448086524e-06,37.01598455234779,7.901441942479289e-06,47.30827922330324,1.8019509561953676e-05,19.926102583722855,1.2415871773928681e-05,44.5734315260962
long-term Future,ACCESS-CM2,3.3.2,ssp370,1.4504922236520578e-05,15.4453072952749,8.38326924428089e-06,18.87483908586956,1.163929992476228e-05,32.22288229219406,2.437377040042582e-05,3.065936934121883,1.3495264957643566e-05,26.98911336323641
long-term Future,ACCESS-CM2,3.4.1,ssp370,1.4340979887471428e-05,21.814286554880933,9.009997181786014e-06,54.096616812807476,9.587294874141502e-06,25.942029394163697,2.118740127937971e-05,6.040845126086637,1.751170661859058e-05,29.166539016987013
long-term Future,ACCESS-CM2,3.4.2,ssp370,2.7937391263281598e-05,24.09976562987294,2.3712303053286675e-05,72.73907146355202,1.8040360585014725e-05,23.11384781983996,3.147736375471571e-05,-4.472622284749288,3.855410899139758e-05,34.73548992012605
long-term Future,ACCESS-CM2,3.4.3,ssp370,3.507070172334581e-05,24.054525116330737,3.404624686259933e-05,38.77166471324097,2.935494125392565e-05,26.800107877183777,4.02115439587726e-05,13.044130806610207,3.6667836714127684e-05,23.16926456380528
long-term Future,ACCESS-CM2,3.4.4,ssp370,2.7599930975788113e-05,29.81780025872325,2.4822681505849133e-05,55.423399524311,1.9518427081430214e-05,33.180905729632016,3.139599437612864e-05,2.5778340444727523,3.468651908146825e-05,46.14589309367956
long-term Future,ACCESS-CM2,3.4.5,ssp370,1.174380243003522e-05,23.47547722122334,8.028055148315336e-06,38.734678925456286,7.890647698314306e-06,33.36286887738768,1.7096907833640172e-05,9.181013384413367,1.3912083450794247e-05,30.968555422861314
long-term Future,ACCESS-CM2,4.1.1,ssp370,1.8851079073126796e-05,19.831965474127347,1.45603336035008e-05,81.00135452066758,1.285731431920662e-05,36.522953419364896,2.273883399814041e-05,-10.320260208221752,2.5235142539483436e-05,26.13252606491888
long-term Future,ACCESS-CM2,4.1.2,ssp370,2.2945364634272247e-05,17.31115587797934,1.8718402986391916e-05,56.39782871775492,1.5767688338636666e-05,20.333530135022166,2.746314594331438e-05,-7.89415876283765,2.982614878670435e-05,28.319100369837457
long-term Future,ACCESS-CM2,5.1.1,ssp370,1.6612078245007976e-05,8.950272211850177,9.879833539946318e-06,23.231744074482062,1.2524242444656203e-05,26.450626905205805,2.588774398968376e-05,-6.91390459270346,1.8043258545084396e-05,19.352799621954375
long-term Future,ACCESS-CM2,5.1.2,ssp370,2.381591403311551e-05,6.730315365918497,1.5726774304055848e-05,24.10868408266874,2.0435152504251876e-05,10.480899411221973,3.070315955613659e-05,-8.765552883901687,2.8292479326388683e-05,16.564854313484513
long-term Future,ACCESS-CM2,5.1.3,ssp370,3.855056496263171e-05,18.822801802991368,3.48003163619633e-05,30.43356442993723,3.301625975341085e-05,25.499694988262288,4.246914995079298e-05,5.466340087212986,4.390296819408006e-05,20.440525857140386
long-term Future,ACCESS-CM2,5.1.4,ssp370,4.8167372734629526e-05,19.534943774432104,5.4006839626258864e-05,17.656047630556653,4.254382679526307e-05,22.389453415813556,4.484057608178173e-05,25.581605756605715,5.142537302235562e-05,14.352328271676154
long-term Future,ACCESS-CM2,5.1.5,ssp370,2.116944899358829e-05,12.751768500668764,1.3529344173352045e-05,36.35393350643431,1.6314773606109033e-05,21.44123424358751,2.8088824170149932e-05,-8.105112302686244,2.6658357547242574e-05,26.74243565142243
long-term Future,ACCESS-CM2,5.1.6,ssp370,3.1580420491490835e-05,15.581539525829246,2.8554323813383315e-05,46.239740399939535,2.425555531320866e-05,15.536556099736861,3.393435322893507e-05,-6.782543334814465,3.9606802346320676e-05,22.72065452948782
long-term Future,ACCESS-CM2,5.2.1,ssp370,2.4971737504903182e-05,4.068934891221893,1.5800654548742638e-05,25.117991942757655,2.6257301272837525e-05,13.835409005944237,2.89395825493452e-05,-16.595509793216937,2.875508822166473e-05,13.26832297276392
long-term Future,ACCESS-CM2,5.2.2,ssp370,2.1587656748050716e-05,5.0895210834699975,1.0965148797102079e-05,26.40210662385346,2.232852021622935e-05,21.634908029883025,3.0216741575369685e-05,-12.778709446239784,2.264853448769716e-05,11.772903798962602
long-term Future,ACCESS-CM2,5.2.3,ssp370,3.5769070916504334e-05,15.432817887040622,3.536283379084736e-05,35.20448982197957,3.152642239651194e-05,19.505247729212854,3.40227758839408e-05,-7.98850946097286,4.222667141160794e-05,22.82482783816751
long-term Future,ACCESS-CM2,5.3.1,ssp370,4.360164135524088e-05,15.254039791829843,4.423556030775207e-05,23.324149761491693,3.9628628953263664e-05,15.874197974214505,4.709997454754977e-05,16.64026519355498,4.345291213562411e-05,6.321075847765684
long-term Future,ACCESS-CM2,5.3.3,ssp370,3.716277780533396e-05,10.325537130478972,3.333078790481066e-05,28.085731835959955,3.762502382371746e-05,19.648880391608802,4.1802899171259894e-05,-2.598288039240885,3.580432691815542e-05,4.656485741176041
long-term Future,ACCESS-CM2,5.4.1,ssp370,1.5239291483969246e-05,4.480927674953145,9.094513032206877e-06,15.729349342503307,1.3045015426355173e-05,23.25659549157454,2.5587362064226207e-05,-9.380904582484796,1.3089354246649346e-05,13.796456656464256
long-term Future,ACCESS-CM2,5.4.2,ssp370,1.750976887868608e-05,6.352482842751439,1.0753568560303862e-05,12.370613679369457,1.5808745623794463e-05,21.946180479659063,2.9676555364520907e-05,-4.247610275665391,1.362877216971944e-05,12.167494848252677
long-term Future,ACCESS-CM2,5.4.3,ssp370,1.6540703957102294e-05,2.3100078202445182,9.932977523598529e-06,17.920154778153087,1.525506850817439e-05,20.2938700980301,2.333360646257798e-05,-15.914411922698271,1.752545850827793e-05,11.908668461202442
long-term Future,ACCESS-CM2,6.1.1,ssp370,9.051264563657957e-06,28.173375153337492,2.9869779494467937e-06,37.05503934673413,4.691495576591451e-06,39.20156334309549,2.1676570978301685e-05,19.67300207841729,6.7085368793646645e-06,50.333716801941264
long-term Future,ACCESS-CM2,6.1.2,ssp370,1.9224997231065904e-05,36.29319826187179,1.1984593762125131e-05,41.44067379502287,1.1322619894623315e-05,42.812696173338765,3.4142600407505986e-05,31.66651322024293,1.9312615162466415e-05,38.13756079848252
long-term Future,ACCESS-CM2,6.1.3,ssp370,2.2567381006731125e-05,35.188293416190156,1.5030264706171892e-05,24.36296294387495,1.514491759422172e-05,44.67331269516816,3.4860393121275186e-05,37.65872984297014,2.5117478747118805e-05,33.388441650596604
long-term Future,ACCESS-CM2,6.1.4,ssp370,2.5616308290015786e-05,29.764517467703556,1.9163036509885568e-05,20.199920881951464,1.9777167838947443e-05,37.60017188058546,3.656447492791437e-05,32.61909492786377,2.685051528178028e-05,27.755860734603694
long-term Future,ACCESS-CM2,6.1.5,ssp370,1.2699384820106783e-05,27.343030744611912,7.878745392491559e-06,22.490388256797004,8.031833199150463e-06,39.99261485272809,2.2785966826831732e-05,19.60907390773559,1.2001183792164838e-05,39.748392377117376
long-term Future,ACCESS-CM2,6.1.6,ssp370,1.9993823888138454e-05,22.520299531216764,1.657126888324073e-05,15.219053602869145,1.4028352756854733e-05,43.73518895917314,2.700079633467813e-05,12.481428366702058,2.233484853251671e-05,30.61582933861109
long-term Future,ACCESS-CM2,6.2.1,ssp370,2.233692061345165e-05,12.745619710092113,2.2340817069461077e-05,11.1584249266679,1.73347462989603e-05,31.144009109827238,2.3820254340417172e-05,-4.008992914944334,2.589056586468335e-05,22.49716510640872
long-term Future,ACCESS-CM2,6.2.10,ssp370,1.441651670126705e-05,10.946677001998497,1.2302601461734933e-05,16.923092466488594,1.8304648150504702e-05,17.072097908408697,1.459808947764714e-05,3.9866027320643864,1.2398351013998323e-05,5.7927089388357995
long-term Future,ACCESS-CM2,6.2.11,ssp370,3.5183884507826017e-05,4.617444970292695,7.322511618842686e-05,11.148413288230417,3.1297758608161954e-05,2.0007162643583007,5.558684629195873e-06,-5.107742928366644,3.133994192261337e-05,-4.184544195964738
long-term Future,ACCESS-CM2,6.2.12,ssp370,3.2146407188348686e-05,24.930748049099158,7.050314991546333e-05,38.34018267408377,2.9114229369514907e-05,8.0270864001523,7.353406622458683e-06,84.9706324428376,2.224095606417026e-05,3.5811249890656724
long-term Future,ACCESS-CM2,6.2.13,ssp370,1.9054654431302282e-05,35.9754376501018,2.0296204595193262e-05,32.05955942539427,1.6470764180271925e-05,11.643683114725125,2.162493852711855e-05,122.06126078357072,1.7837228931194306e-05,9.813728722560665
long-term Future,ACCESS-CM2,6.2.14,ssp370,1.7151402599594185e-05,14.036334529293992,1.3614407283334005e-05,18.00589890140167,1.3181874246073472e-05,-7.1766652657545045,2.763033629976639e-05,45.01101838376529,1.4077920901213765e-05,-8.017479875092114
