Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_Pr,Plot_index_Annual_Pr,Ave25yearSpan_Winter_pr,Plot_index_Winter_pr,Ave25yearSpan_Spring_pr,Plot_index_Spring_pr,Ave25yearSpan_Summer_pr,Plot_index_Summer_pr,Ave25yearSpan_Fall_pr,Plot_index_Fall_pr
near-term Future,CNRM-ESM2-1,2.4.3,ssp245,1.647654581356522e-05,8.220180888433424,1.1118710498435989e-05,21.53968547931715,1.0588624527875643e-05,10.834361583133067,2.1972164316392096e-05,0.12823657808123776,2.2186248174671058e-05,9.876276656708635
near-term Future,CNRM-ESM2-1,2.4.4,ssp245,5.932984818304352e-06,-1.014555894310745,2.7753768657450302e-06,22.888267331752434,3.1680540555530385e-06,9.096342048068054,1.0483959452662387e-05,-6.657867415755332,7.258550812272869e-06,-3.5570558000853674
near-term Future,CNRM-ESM2-1,3.1.1,ssp245,1.109299597647958e-05,7.228721638292007,5.806406057512648e-06,3.937685773526515,6.124047491284783e-06,18.00267411655067,2.1479776883635445e-05,8.812636026389704,1.0858065113481315e-05,0.7426262125146031
near-term Future,CNRM-ESM2-1,3.1.2,ssp245,1.2810213758644404e-05,6.110104264719472,7.239774482729031e-06,3.8180948080462738,7.117908607393758e-06,22.060727754019958,2.3600949071038292e-05,6.8790918580152685,1.3179673818352377e-05,-1.0489922756042531
near-term Future,CNRM-ESM2-1,3.1.3,ssp245,6.431562275194418e-06,8.49186828998226,2.2416496439508504e-06,13.636532460892486,3.0647413007388198e-06,11.661795519086125,1.5496652601743114e-05,6.909960305063049,4.825594532896115e-06,9.472338311963705
near-term Future,CNRM-ESM2-1,3.2.1,ssp245,5.8633986348776045e-06,3.4737225138123398,1.5767944975800439e-06,0.40056090018180096,2.8853469832806817e-06,10.2043423609438,1.5967476169856605e-05,3.810745337565191,2.909868701675198e-06,-2.639311771511733
near-term Future,CNRM-ESM2-1,3.2.2,ssp245,1.087874876375442e-05,9.15710739206032,5.5115065218497756e-06,7.77660370641256,6.5918270070022975e-06,3.2387552708575638,2.390249787449633e-05,12.952351483400449,7.368329240044712e-06,4.073565422732109
near-term Future,CNRM-ESM2-1,3.2.3,ssp245,1.1413332861380602e-05,4.797505477516416,6.825524431298309e-06,8.040251214438605,7.1313111605510725e-06,0.5823095936572293,2.2247586106818422e-05,8.065696592568576,9.338591439695605e-06,-1.3428587411522004
near-term Future,CNRM-ESM2-1,3.3.1,ssp245,8.773711712723782e-06,2.1143350066039694,5.6492587586617224e-06,7.138605641755638,5.086296362137279e-06,-2.2825891930745104,1.5633149032743043e-05,3.0934222408130405,8.665190980710007e-06,0.0201221503053817
near-term Future,CNRM-ESM2-1,3.3.2,ssp245,1.2432144420980223e-05,-1.0419275018767076,7.458177507904875e-06,3.431423760683653,8.39953451169968e-06,-7.885944000393555,2.320346973553791e-05,1.625983393378851,1.0551803288567263e-05,-3.819892076512583
near-term Future,CNRM-ESM2-1,3.4.1,ssp245,1.263951980399158e-05,5.757072246993899,6.455377371046832e-06,3.6889583069315903,8.05964097982597e-06,5.8211880557349955,2.1146889095300845e-05,5.029209908130442,1.4801364750933566e-05,7.728785818849787
near-term Future,CNRM-ESM2-1,3.4.2,ssp245,2.383315954093161e-05,4.143426421322135,1.5511927399845162e-05,9.738876032676965,1.5332208105192155e-05,6.025056927962449,3.231352992319668e-05,-1.0725285338265247,3.2105702896220434e-05,6.339509442237194
near-term Future,CNRM-ESM2-1,3.4.3,ssp245,3.002247828626884e-05,4.967271967702625,2.638169353883482e-05,10.12368844044631,2.514697472522059e-05,10.85515322665114,3.7688258884060635e-05,5.6236012817275,3.0811917058005537e-05,-3.811396386100136
near-term Future,CNRM-ESM2-1,3.4.4,ssp245,2.2932903342677e-05,6.85617229501007,1.8928829091714207e-05,17.864967002106134,1.6756869896553797e-05,16.361224747811978,2.947113353935472e-05,-1.1032135999443105,2.6537360038895334e-05,3.960706657428818
near-term Future,CNRM-ESM2-1,3.4.5,ssp245,9.512499537159382e-06,-0.14843542996814738,6.203775770079816e-06,4.233300954799045,5.27423229707799e-06,-4.051632590558372,1.55620228785599e-05,-2.4003019044698597,1.0962429992323121e-05,2.866495192151158
near-term Future,CNRM-ESM2-1,4.1.1,ssp245,1.6293500966179782e-05,5.062922559918416,8.468686001673526e-06,6.274216462673925,9.960997839853811e-06,-2.5789065712830137,2.4595116933433555e-05,2.7283503946226038,2.206221438411042e-05,11.422904608120488
near-term Future,CNRM-ESM2-1,4.1.2,ssp245,2.0664688898897326e-05,4.694176228391962,1.2555612928059463e-05,7.493452490815519,1.3643017754246882e-05,-0.8094357726290323,2.9329839533055728e-05,-1.4214376826340003,2.7044501015091563e-05,14.335986892244614
near-term Future,CNRM-ESM2-1,5.1.1,ssp245,1.4886750916397706e-05,1.0240738251178416,8.618176531045293e-06,6.2498970335836415,1.0291072507104118e-05,-4.236593519561736,2.530903755775538e-05,-0.2596964258488484,1.5212335478862612e-05,4.3193971210138615
near-term Future,CNRM-ESM2-1,5.1.2,ssp245,2.2391915405526377e-05,2.1168056485967113,1.2833943425139103e-05,6.762853485346351,1.815136669534872e-05,5.5827386760685584,3.294067617768524e-05,-6.949668178911367,2.5492529491327214e-05,11.230104043974656
near-term Future,CNRM-ESM2-1,5.1.3,ssp245,3.395714446010776e-05,3.808917119517262,2.8559890367103863e-05,9.471615046853572,2.7463481485260036e-05,3.466268815163831,4.2014986638910107e-05,4.593673909825805,3.772795459844673e-05,-0.6461669042589496
near-term Future,CNRM-ESM2-1,5.1.4,ssp245,4.44966136880701e-05,7.814986031024028,5.07968514117963e-05,13.40886253256948,3.9983602091792866e-05,13.320097756702456,3.975962391201724e-05,1.7247002867741932,4.760064307340322e-05,3.380541348656929
near-term Future,CNRM-ESM2-1,5.1.5,ssp245,1.9569701618838276e-05,6.1471741805832565,1.0437542933914565e-05,7.997249062494828,1.441132612852211e-05,6.503659605544416,2.9918800305687156e-05,0.37488225993950036,2.3377827614953715e-05,13.494311019528354
near-term Future,CNRM-ESM2-1,5.1.6,ssp245,2.8837551491952988e-05,2.1681546111113414,2.0977606940372092e-05,6.222971618146529,2.1558090555045876e-05,-0.5876662985179857,3.6981278845838744e-05,-3.5482015687264745,3.575808870044336e-05,8.304309321682393
near-term Future,CNRM-ESM2-1,5.2.1,ssp245,2.441685978793471e-05,1.0093823127294645,1.4311351613157707e-05,15.15304348382666,2.472149173731131e-05,7.627477418302524,3.275032350539e-05,-10.918192725643848,2.5704950516982472e-05,5.754336268501261
near-term Future,CNRM-ESM2-1,5.2.2,ssp245,1.9451884753784542e-05,-7.866930492788467,9.526021240355445e-06,16.92594015202296,1.7808073600396593e-05,-2.7513153418899594,3.007230839320887e-05,-21.497319568218927,2.0219594366273495e-05,4.125462482183781
near-term Future,CNRM-ESM2-1,5.2.3,ssp245,3.346619789502932e-05,4.632266532630943,3.019375238279987e-05,10.777546086555242,2.957317367532559e-05,7.4788511595717075,3.722681572939143e-05,-1.3679437629939724,3.684517449365585e-05,4.1706251639825975
near-term Future,CNRM-ESM2-1,5.3.1,ssp245,4.14710287904862e-05,9.977186407581803,4.110836793104285e-05,17.00608200719003,3.800258084319628e-05,8.419103223776721,4.308410485057149e-05,5.3600222958050585,4.370642142322237e-05,10.007566630673471
near-term Future,CNRM-ESM2-1,5.3.3,ssp245,3.589085921159403e-05,3.729688805546284,3.0443159563624097e-05,10.596119463805318,3.5898608324896906e-05,2.5986996432424454,3.883412781942147e-05,-6.909051856378517,3.830961510048209e-05,12.583141712816703
near-term Future,CNRM-ESM2-1,5.4.1,ssp245,1.402363526267404e-05,0.96500486020655,8.731441717799346e-06,12.263190831297976,1.0838027029715853e-05,1.1314087133237067,2.5832251520073618e-05,-0.41948816963353835,1.0553863913672771e-05,-3.8309780353049954
near-term Future,CNRM-ESM2-1,5.4.2,ssp245,1.6390498419279713e-05,0.5050050397412869,1.0614329870069901e-05,10.047631044305701,1.3219107714880789e-05,-6.335966362318119,3.012868314828955e-05,3.1704994904290915,1.1435513799680703e-05,-5.475943401890704
