Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_tasmax,Plot_index_Annual_tasmax,Ave25yearSpan_Winter_tasmax,Plot_index_Winter_tasmax,Ave25yearSpan_Spring_tasmax,Plot_index_Spring_tasmax,Ave25yearSpan_Summer_tasmax,Plot_index_Summer_tasmax,Ave25yearSpan_Fall_tasmax,Plot_index_Fall_tasmax
near-term Past,1,3.1.1,historical,273.43303535314516,0.0,258.23074580795134,0.0,272.79943006778035,0.0,289.6772346572361,0.0,272.7264521389773,0.0
near-term Past,1,3.1.2,historical,275.569048412087,0.0,260.0286336572931,0.0,275.74385987089016,0.0,291.6750401873996,0.0,274.5201974778978,0.0
near-term Past,1,3.1.3,historical,274.01455700129804,0.0,256.2616791980303,0.0,274.6089182590302,0.0,292.205381687506,0.0,272.62782153813765,0.0
near-term Past,1,3.2.1,historical,270.8369820787468,0.0,253.80097649168133,0.0,270.44016969754546,0.0,288.7071731395986,0.0,270.06557332696326,0.0
near-term Past,1,3.2.2,historical,271.0029537933449,0.0,254.1638531745072,0.0,271.0699020592776,0.0,288.33934453972455,0.0,270.1070909038598,0.0
near-term Past,1,3.2.3,historical,272.6573256866021,0.0,254.1041781888602,0.0,272.89299919609726,0.0,291.48020813640267,0.0,271.78781439527575,0.0
near-term Past,1,3.3.1,historical,271.84096688070343,0.0,252.52026575042584,0.0,271.00709644789924,0.0,291.5748488288948,0.0,271.8928972084349,0.0
near-term Past,1,3.3.2,historical,277.66047102580274,0.0,259.1122545895139,0.0,279.1414249564651,0.0,294.449177228064,0.0,277.5836347920504,0.0
near-term Past,1,3.4.1,historical,271.3535046424002,0.0,252.326273061612,0.0,269.6270462835827,0.0,290.3872174280873,0.0,272.7246718405945,0.0
near-term Past,1,3.4.2,historical,273.93082620430744,0.0,257.90332819778195,0.0,271.94883636426596,0.0,289.32816360806413,0.0,276.2619421509102,0.0
near-term Past,1,3.4.3,historical,275.20384562456866,0.0,260.9675078114364,0.0,273.0575961378897,0.0,289.6033479513078,0.0,276.933598364124,0.0
near-term Past,1,3.4.4,historical,272.78832300164424,0.0,257.53261682668204,0.0,270.064925854884,0.0,288.1401054521193,0.0,275.14969134933835,0.0
near-term Past,1,3.4.5,historical,272.15672545420136,0.0,253.07717067681514,0.0,270.9047422142017,0.0,291.04050957565005,0.0,273.2516667579958,0.0
near-term Past,1,4.1.1,historical,273.9945480542105,0.0,256.0369277686482,0.0,272.2648371819869,0.0,291.0397158550894,0.0,276.31870614502674,0.0
near-term Past,1,4.1.2,historical,277.45905847522357,0.0,259.82667238630944,0.0,276.79261900340737,0.0,293.88226839741844,0.0,279.01453056051275,0.0
near-term Past,1,5.1.1,historical,277.03744208013944,0.0,258.3258562679757,0.0,278.04195874758756,0.0,294.316993766889,0.0,277.10804674153883,0.0
near-term Past,1,5.1.2,historical,280.1470606112434,0.0,262.57648916925206,0.0,280.870718932626,0.0,296.0406223956255,0.0,280.7713282207588,0.0
near-term Past,1,5.1.3,historical,278.07077244442536,0.0,263.5197603752407,0.0,276.7290454637582,0.0,292.21833590882113,0.0,279.55392016949867,0.0
near-term Past,1,5.1.4,historical,281.42197456617913,0.0,271.26761485937556,0.0,278.4109412274737,0.0,292.43171981685697,0.0,283.40507269863946,0.0
near-term Past,1,5.1.5,historical,277.629407415089,0.0,258.9937461190461,0.0,278.0498994540075,0.0,294.8010437206886,0.0,278.32426425046987,0.0
near-term Past,1,5.1.6,historical,279.83557999849086,0.0,263.18650108432035,0.0,279.7646935434246,0.0,295.1105283828332,0.0,280.97472448165706,0.0
near-term Past,1,5.2.1,historical,283.9472760999313,0.0,268.2011319924746,0.0,284.2398360583241,0.0,298.05013742446897,0.0,285.0085398916537,0.0
near-term Past,1,5.2.2,historical,283.04651541731835,0.0,265.7264343970235,0.0,284.00229794264123,0.0,298.1959855088944,0.0,283.9399743215339,0.0
near-term Past,1,5.2.3,historical,282.5925645626711,0.0,266.956105374065,0.0,282.5767243839758,0.0,296.78204902365826,0.0,283.7692719334282,0.0
near-term Past,1,5.3.1,historical,283.9132027358883,0.0,270.46161182661757,0.0,282.70449620847,0.0,296.654572525196,0.0,285.59325875212215,0.0
near-term Past,1,5.3.3,historical,287.6589722277382,0.0,274.2540680556866,0.0,287.3826162451747,0.0,299.5760008764052,0.0,289.18353438957786,0.0
near-term Past,1,5.4.1,historical,280.48961125309637,0.0,263.7340819750984,0.0,281.7377677278083,0.0,295.32863562511,0.0,280.8414951566419,0.0
near-term Past,1,5.4.2,historical,281.12947364918426,0.0,267.3659866314504,0.0,281.80759791659494,0.0,293.60314386080404,0.0,281.4819017868713,0.0
near-term Past,1,5.4.3,historical,280.0080132064952,0.0,261.67060572057926,0.0,280.63096150306785,0.0,296.56613720703695,0.0,280.8226757688071,0.0
near-term Past,1,6.1.1,historical,273.03508860117716,0.0,256.71673890291606,0.0,273.5262267065953,0.0,289.76502223161384,0.0,271.8070862400892,0.0
near-term Past,1,6.1.2,historical,274.1344077960923,0.0,261.62716952382203,0.0,274.123274183476,0.0,287.5685390568923,0.0,272.96687647103636,0.0
near-term Past,1,6.1.3,historical,276.3557437954417,0.0,261.69530067384375,0.0,277.5167384801531,0.0,290.970256224994,0.0,274.9451059282066,0.0
near-term Past,1,6.1.4,historical,272.37515984722194,0.0,260.73441035620107,0.0,271.91549294358464,0.0,284.7386805435081,0.0,271.8842009609825,0.0
near-term Past,1,6.1.5,historical,275.701834423478,0.0,259.28113038298017,0.0,276.98370594898694,0.0,291.3078754032927,0.0,274.91215344954065,0.0
near-term Past,1,6.1.6,historical,276.98314672383304,0.0,264.3233624743654,0.0,277.36093522066056,0.0,289.3391818187762,0.0,276.6636370754862,0.0
near-term Past,1,6.2.1,historical,280.1706693456125,0.0,267.96815689283306,0.0,280.5326494086949,0.0,291.91072731136023,0.0,280.03642820427314,0.0
near-term Past,1,6.2.10,historical,285.2726280191635,0.0,273.6462784147455,0.0,283.61803145399006,0.0,297.8494816416922,0.0,285.7597728034524,0.0
near-term Past,1,6.2.11,historical,290.53680493806837,0.0,282.99948715784956,0.0,288.7447561460635,0.0,298.60025281141185,0.0,291.6709723809715,0.0
near-term Past,1,6.2.12,historical,290.8442977508131,0.0,282.31772493412825,0.0,288.35001553211254,0.0,300.5734569167447,0.0,291.98540777963143,0.0
near-term Past,1,6.2.13,historical,286.05482716051955,0.0,274.4178891814306,0.0,284.4696719138498,0.0,298.2461396172307,0.0,286.87204552159767,0.0
near-term Past,1,6.2.14,historical,285.8603716379198,0.0,275.094415353509,0.0,284.145363870954,0.0,297.16085994876306,0.0,286.8457621287262,0.0
near-term Past,1,6.2.15,historical,285.45879355832545,0.0,274.23038359520694,0.0,283.82270396672175,0.0,297.5003135280094,0.0,286.0738222149238,0.0
