Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_tasmax,Plot_index_Annual_tasmax,Ave25yearSpan_Winter_tasmax,Plot_index_Winter_tasmax,Ave25yearSpan_Spring_tasmax,Plot_index_Spring_tasmax,Ave25yearSpan_Summer_tasmax,Plot_index_Summer_tasmax,Ave25yearSpan_Fall_tasmax,Plot_index_Fall_tasmax
mid-term Future,1,8.5.3,ssp245,303.267017573692,2.28469280975758,296.70844938268897,2.315266441118112,303.0933870137256,1.9417302723302612,308.8979463154336,2.3068415594887313,304.2535424180083,2.5786138592366257
mid-term Future,1,8.5.4,ssp245,294.1043701098382,2.8612717029361043,282.8408776803363,3.4798205482715314,292.5630554682275,2.341726213472782,304.85447327655294,2.5618918794634773,295.96380980795556,3.0756331530964367
mid-term Future,1,9.2.1,ssp245,287.5946419678326,3.991802493265567,270.26772205844674,3.5159807716759537,286.2281461402482,2.2566819366423907,303.8140009448839,5.245629030853916,289.76077210928344,4.949977867039188
mid-term Future,1,9.2.2,ssp245,287.62253994489606,4.144120749754345,269.58902085189777,4.190672476366856,286.16130754092666,2.0971758509955123,304.50026987490446,5.185569921905305,289.91953984112223,5.114228892718012
mid-term Future,1,9.2.3,ssp245,292.54358191629956,3.6757630289723284,276.22358455849104,3.0249269340587888,291.97735697253,2.5848806890341827,306.495160369873,4.159358376984834,295.19483508846093,4.934886543543026
mid-term Future,1,9.2.4,ssp245,295.9904133929367,3.521044001604796,281.8399715626487,3.1920399594365403,295.321019477202,2.467496298392355,308.25734371019445,3.7738456290272246,298.297693852553,4.656636305844618
mid-term Future,1,9.3.1,ssp245,288.9245064355802,3.9153230903303466,272.3652063929388,3.10137783870979,287.3012501006856,2.354765676491981,304.82067942743714,5.320556751176873,290.9157471323652,4.879262508470374
mid-term Future,1,9.3.3,ssp245,291.9029458617637,3.6805138790085987,276.3038686433943,2.4238306068547835,289.93574003342377,2.5135127290257433,307.09693311027854,4.7627727444061065,293.99961440604466,5.012157901521487
mid-term Future,1,9.3.4,ssp245,293.8813235092965,3.6205588547924634,279.2144764641072,2.315315973809505,292.6416438130234,2.932172005487285,307.1780088938837,3.974003036533336,296.2361779492194,5.253321637176743
mid-term Future,1,9.4.1,ssp245,297.4315923458743,3.395902994543494,285.56023348771026,2.928291908574197,296.5774406799074,2.732587402558245,308.4850090963944,3.3036532092344615,298.8924608687516,4.623304201155253
mid-term Future,1,9.4.2,ssp245,298.4284440608995,3.549327059915953,285.3217908841794,3.222182557058858,297.6976908138022,2.5567100855925347,310.0955675349028,3.5724197870394647,300.3690849597113,4.85372402444013
mid-term Future,1,9.4.3,ssp245,298.4052050504029,3.4218984448635723,287.48548609821245,3.219939894783016,297.74954523397525,2.7588981489151294,308.524526013084,3.2611620107476327,299.6660689272199,4.454796638351446
mid-term Future,1,9.4.4,ssp245,297.44410002307933,3.5724703208635233,283.61707302834697,3.1252920308450927,296.7148042126259,2.493368027811421,309.51501539147415,3.791392707939096,299.68939581070623,4.8853435656698245
mid-term Future,1,9.4.5,ssp245,301.04728434033,3.1761030911468175,290.4136328840575,3.599451882146811,300.085028418458,2.0385899998008554,310.8675581243764,3.039555507385394,302.6367685611431,4.044183708456892
mid-term Future,1,9.4.6,ssp245,302.3763254456221,2.9829447274803833,293.4268379471443,3.467856274422065,302.4964466291925,2.2387728873936332,310.3086850008757,2.668084371329428,303.11010043343344,3.5726099043336923
mid-term Future,1,9.4.7,ssp245,302.04104178616967,3.059131528368848,292.31214694620064,3.460557904706663,300.99354523327037,2.142801242321511,310.9759355097232,2.9395372257490067,303.71461245274804,3.7082125514436264
mid-term Future,1,9.5.1,ssp245,303.69876743043426,2.5430738490400593,296.549283085309,2.973032414180306,303.3881002048824,2.165574856976871,309.8526512875764,2.2637323653179706,304.88111399304734,2.7806497660727594
mid-term Future,1,9.6.1,ssp245,305.72952830627236,2.886376866673185,298.45199642659077,3.3878048682771116,306.4311479228476,2.495243091769126,312.0656093199357,2.591000469956988,305.8312427990253,3.083072947162073
long-term Future,1,0.0.0,ssp245,290.22148295279715,4.7840464374258485,276.2364095006427,5.2673025157318,288.87003270376186,3.808681786604925,303.56455251279084,5.018043405169667,291.9663626419646,5.054121624460702
long-term Future,1,1.1.1,ssp245,259.8712156101208,6.16222560810805,248.05716210665537,8.087141209067408,253.8085392979435,5.348882503080581,274.481569198522,2.0886882418395816,262.9449944973749,9.19376043477225
long-term Future,1,1.1.2,ssp245,269.6594218587601,6.084105821069034,261.1141616777203,9.730580044610075,264.16012019605233,5.162499391744117,280.94838420089746,3.4320767131456904,272.28003170743597,6.080807132158174
long-term Future,1,10.1.1,ssp245,286.52977159881647,3.7600262498503074,274.65831303737866,2.865867673450874,285.18421131355603,2.920823849980991,299.7873573800792,5.982966646619108,286.25915703784875,3.2476068335437613
long-term Future,1,10.1.2,ssp245,294.468568890777,4.050958329796472,281.3872322100617,3.0422091628959587,293.0013543595438,3.034833894019897,308.4788046890756,6.274170673118718,294.75979818196083,3.830747181247613
long-term Future,1,10.1.3,ssp245,293.1686774703404,3.9637531979136185,280.26091062328146,2.6663804174705747,290.8855386701258,3.251297692297838,307.1941539275128,5.8062854969590845,294.097268853181,4.107619575660941
long-term Future,1,10.1.4,ssp245,291.0513346302946,4.021197932227929,277.58292025340575,2.769813617577565,288.79857437637713,3.441751638655264,305.3266054791989,5.117357119355784,292.25263945042263,4.7395548912501635
long-term Future,1,10.1.5,ssp245,295.49116906699396,3.7442932434181024,282.9120266654086,2.3997091885431336,292.9001952681852,3.094007930338293,308.7502532942398,4.9098146419153395,297.17991248350876,4.556579499582579
long-term Future,1,10.1.6,ssp245,294.60982244640024,3.8173759485349557,280.7092677156843,2.4741504828867633,293.460055964019,3.393484522784032,307.9265533604829,4.565418086016198,296.0936172945683,4.821480125312373
long-term Future,1,10.1.7,ssp245,297.14010737051495,3.892488649639887,285.5307625599496,2.8903419222297213,295.9563221614257,3.4842474774477914,308.1799123316226,4.363020196997603,298.6881673542484,4.823130139180684
long-term Future,1,10.1.8,ssp245,294.0463061790761,4.276956777240304,280.4680691474078,3.1080079795424282,292.2318633699158,3.71485725876855,308.6789116001129,6.151954938868531,294.5521210081433,4.108628734099952
long-term Future,1,10.2.1,ssp245,302.1117596266369,3.612084769080546,291.46795981610916,2.597168820561656,299.61025019977404,3.0624782480971966,313.16920665658034,4.053488744681388,304.0167072685996,4.727770133370832
long-term Future,1,10.2.2,ssp245,306.7979736093545,3.538298362481182,297.8112979866934,2.967037325327354,305.1531644501893,3.002477700663821,315.25633335528164,3.769589874662202,308.82117090833054,4.4125364975461245
long-term Future,1,10.2.3,ssp245,304.26153897674095,2.8305428541718385,299.3207013803171,2.786525431424483,302.2045318703029,2.522909953762209,308.76911110421884,2.776825925092112,306.6836181280115,3.239439143259986
long-term Future,1,10.2.4,ssp245,304.2710664675617,3.830475917497761,296.59832656442694,3.9654659566048487,305.3820667615144,3.383066195683856,311.14356526250424,4.1574190057700235,303.808496497018,3.8182853666640213
long-term Future,1,11.1.1,ssp245,298.5455249274603,3.2026332168058538,291.88447303780424,2.5850161189952807,296.3532866395038,2.7520808933378085,305.09016570381493,3.616054296507823,300.7507149669102,3.8525398713198946
long-term Future,1,11.1.2,ssp245,301.09186599684654,3.316036034626464,291.23986616980096,2.4383832150942713,299.44660274712936,2.835112905631,310.54108716384223,3.9923514154254036,302.9718696891868,3.9886835605495605
long-term Future,1,11.1.3,ssp245,295.6431070421549,3.2606268919998413,289.4114978934433,2.526775571962549,292.8005112422031,2.823450523616671,302.3092777293661,3.532675213005941,297.9570797888787,4.155208654248295
long-term Future,1,12.1.1,ssp245,303.4523236830046,3.75651613142324,294.67763879637346,3.2637383285186985,302.3163966547924,3.16719697413237,311.6778406756857,4.183721941872157,304.98622794056985,4.408947708604007
long-term Future,1,12.1.2,ssp245,302.8392475264577,3.655575271126061,297.0708349348805,3.6641144357026434,304.3768324918332,3.403651527865179,307.55859340916504,4.073368537651188,302.23379603459284,3.479327594631318
long-term Future,1,12.2.1,ssp245,302.762821833404,3.445154146914998,300.05564958677223,3.415314166388928,305.95639455878216,3.674788148671258,303.84883817921514,3.8207716794850413,301.12076720688367,2.8628016833167678
long-term Future,1,13.1.1,ssp245,297.77740656901176,3.9139051346268907,287.6996025361109,3.2201930072071363,296.4153554232224,3.4087594859424897,307.6155919630631,4.3317908545269646,299.2017657458127,4.689900214313425
long-term Future,1,13.2.1,ssp245,301.4450514816478,3.489669787103683,296.3824043415117,3.4097546891377526,302.3451461742235,3.174415693426063,305.4862791044815,3.901025307039088,301.4697946125072,3.4716844518386125
long-term Future,1,13.3.1,ssp245,303.1614454824631,3.418698949527375,299.45333658017165,3.541223690825312,305.8421624490489,3.3684756112563434,305.77909017894575,3.829506071167909,301.4820001455453,2.93259318735889
long-term Future,1,13.4.1,ssp245,300.1349089707201,3.4757223063433997,298.4813807747888,3.498813061667562,303.1302763822804,3.6231594678773007,300.44371166643884,3.8388529258510715,298.43414781172197,2.9366205679462354
long-term Future,1,13.4.2,ssp245,301.28311104695615,3.3195109378032797,299.37213651017936,3.2779022995189493,304.17964190607483,3.451818974193241,301.6166811569877,3.6354385942176,299.91252921219706,2.9075823811556027
long-term Future,1,13.5.1,ssp245,304.9607560255639,2.8663813479260334,303.4879168299073,2.769089401610664,306.7914948372219,2.7709042147646414,305.3494833904764,3.225566815543573,304.17743867140547,2.6962336683544343
long-term Future,1,13.5.2,ssp245,303.4453527762012,2.919631801479291,302.28490076014333,2.6932391812459606,305.77484247456425,2.8475536902340437,303.43005209798395,3.4354637317571743,302.25649343637315,2.6954892777547386
long-term Future,1,13.6.1,ssp245,304.6246914843637,2.9974024638888253,303.4876672048095,2.886304369008883,306.53340392568833,2.7599523281800913,304.94975443715634,3.4696947515278964,303.4938973604977,2.870134321402851
long-term Future,1,13.6.2,ssp245,303.89440432352063,3.2696181249492753,301.84437335484415,3.1831278058685015,305.9342856357408,3.1806790163420473,304.7537284834488,3.63667263225458,302.99624928149547,3.074184733539333
long-term Future,1,14.1.1,ssp245,307.3578567281791,2.9459577175266283,302.44022538661955,3.0597687621676,308.70727098630823,2.5436030618361656,311.242932498766,3.242545623979467,306.9424058448875,2.939949941053314
long-term Future,1,14.1.2,ssp245,306.9339080293342,3.025382012575939,302.4402506446162,3.1099303348799197,308.8405853404169,2.722451909449866,310.20198934389197,3.3527670201154294,306.15841186271916,2.9167467754634337
long-term Future,1,14.2.1,ssp245,307.58463204304155,2.3881333826270037,304.80878447319594,2.4095610512486445,308.83281512550684,2.1180288657684514,309.53712848663326,2.5409053775038117,307.10144488156493,2.485464161695422
long-term Future,1,14.3.1,ssp245,308.7911230966486,2.75171874773212,303.9284145132024,2.928313537859694,308.60952632821125,2.4596273948120384,312.38970040031097,2.6320194097115746,310.1586902760935,2.9928382965469567
long-term Future,1,14.3.2,ssp245,307.2530308781207,3.2483394513811064,301.97182990997396,3.1784211809250884,307.56087514960245,2.8649823690926297,311.26764311417287,3.4878441206375896,308.1201690833123,3.4630280090598013
long-term Future,1,14.4.1,ssp245,309.13909699111315,3.170839155416715,307.70328086335604,3.050414828241582,312.5283089861662,3.359672143984767,308.8204102723495,3.4660964472540456,307.4586543751811,2.800827849410883
long-term Future,1,14.4.2,ssp245,307.82578647113445,3.153053929674204,306.2902115576656,3.071960925589085,309.999226339589,2.9780904963777957,308.3826804940597,3.581596844514447,306.5881992423927,2.9770815582969306
long-term Future,1,14.4.3,ssp245,303.07486123116456,3.1869568092019556,301.52235098358585,3.063146182710792,305.85150964985723,3.1453571752808465,303.2033131574548,3.7093692627410633,301.67738093449515,2.82361528073535
long-term Future,1,14.5.1,ssp245,307.55277132237546,2.8449310044375906,305.9678238031712,2.6484909920612303,309.2493098980447,2.4193004822051876,308.3137645779485,3.4921677091275356,306.63994424170187,2.815667957712094
long-term Future,1,14.5.2,ssp245,308.9177170738126,2.698911587038417,307.8825881432134,2.5274788986215526,310.1738121339549,2.5945275913793324,309.28920654794445,3.096540218507677,308.29873089297786,2.5724323343245885
long-term Future,1,14.6.1,ssp245,300.81388283636494,2.345277441032742,296.67772830648624,2.5482437509316895,299.11098445643546,2.095363274993211,304.75606008280874,2.2674808770713035,302.651607331496,2.475252412027725
long-term Future,1,15.1.1,ssp245,308.2294147877478,2.9602398963797185,304.9204788970609,2.950666651533428,310.2809102157924,2.7485131825071036,310.20617413645203,3.300668304391884,307.4381942967006,2.839567181094665
long-term Future,1,15.1.2,ssp245,306.82282596045445,3.1401173595256893,303.5719371122671,3.0912737060058433,308.903093074301,2.9529872094458867,308.79578945906263,3.5420644403540607,305.9487929199554,2.971326997445452
long-term Future,1,15.2.1,ssp245,308.3361368055451,2.464153619297271,305.67858131658943,2.446870861201898,309.9302665188001,2.1494321287804325,310.1277638377314,2.6592303449639303,307.5485344620589,2.6022115610692964
long-term Future,1,15.2.2,ssp245,307.23346322556466,2.2850556437469898,305.0365524885502,2.344760464789797,308.20390041517174,1.9746371319554896,308.8715981408824,2.3648778913689483,306.77478840419224,2.4589455413240167
long-term Future,1,15.2.3,ssp245,308.2447398796829,2.8009608135409323,305.47254180248746,2.7390789098683896,309.9410592344533,2.54466657547043,309.8547378639553,3.0212611706860955,307.6511350367619,2.8986742384355146
long-term Future,1,15.3.1,ssp245,305.4761285259016,2.9457133655913488,302.1102609230271,2.9894277951267476,307.7807687941841,2.775970905452649,307.36509957106216,3.2287558269643704,304.5741906319083,2.787767287496809
long-term Future,1,15.4.1,ssp245,304.9027048564038,2.3706205952392523,300.59295429507046,2.1556968170364676,304.2423233645895,1.9417841551293122,308.5477736987238,2.5073533726739328,306.15897578396635,2.8790009323183696
long-term Future,1,15.5.1,ssp245,307.15411900303184,2.7028680954422057,304.6066140868139,2.769489466435374,306.5107534997359,2.4819885529571053,309.20106409985084,2.883246372114236,308.26134450891516,2.6777098343976746
long-term Future,1,15.5.2,ssp245,306.89545486236295,2.8548002566818695,304.5843031644821,2.9001734579707303,306.89019933037133,2.6449570666975184,308.6212541190437,3.120303727111356,307.44785383538886,2.753498346083724
long-term Future,1,15.6.1,ssp245,308.90273882605106,2.855628243572646,308.09394904755527,2.7165350785554807,310.5582531149491,2.620219862593359,309.05591143483696,3.3144011182370363,307.8762112988482,2.7677305520633375
long-term Future,1,2.1.1,ssp245,265.7632866822804,7.7273202090592,254.6018676643253,11.197361938549268,259.06777550343423,6.139395501473485,277.5069863309289,1.4256083360447818,271.7278263851206,12.262373158738974
long-term Future,1,2.1.2,ssp245,262.23472962909284,6.455716125630367,249.7385560439853,8.311568338834789,256.0677606547818,5.534423454857194,277.48187339424476,2.4349773414190166,265.44658263527685,9.611485293117802
long-term Future,1,2.1.3,ssp245,266.3546153274495,7.350574420351371,254.85498675789603,10.681528590458072,259.7023050164585,5.813697830778169,279.16339331750146,2.423323740348809,271.5340818729757,10.582376052377194
long-term Future,1,2.1.4,ssp245,266.6590140132806,6.84252427652756,254.46875800748901,9.631431682623841,260.6749763696516,5.402244286769733,280.64879441516945,3.142085697532269,270.6537433341897,9.27389178294634
long-term Future,1,2.1.5,ssp245,270.5508814265453,6.2018913655012815,258.46878635483034,9.603988354230811,264.8547409486162,5.331917888830807,285.32751767471007,3.9238258247466664,273.3517896508296,6.01060564938991
long-term Future,1,2.1.6,ssp245,269.6399494617216,5.880229022943226,259.6406165703507,8.953852075654597,264.1528919849593,5.352841624111152,282.493344113276,3.683466522590887,272.1084855060779,5.586163251348951
long-term Future,1,2.1.7,ssp245,270.928252024037,6.409865887292237,259.7861150745829,9.962670547402558,265.3605827172151,5.614517133425473,284.60770899741544,3.8187515449522262,273.7764055734385,6.310187243750359
long-term Future,1,2.1.8,ssp245,268.45042128739004,6.647720407228164,255.62698422835095,9.364935568332104,261.73474101420413,5.273633590574644,283.44055450941477,3.491877393317081,272.8013805062309,8.5326721972452
long-term Future,1,2.1.9,ssp245,269.4346060767708,6.605911106568838,257.6587785043585,9.562829379469465,262.9049604349661,5.286223110409491,283.7668074304132,3.5841204718197375,273.2237879959513,8.062651854571826
long-term Future,1,2.2.1,ssp245,274.5217410625711,6.996405466255739,265.54791511947616,12.52624451078026,269.6653550389012,5.292557219498714,287.81378022453055,4.0549127763331025,274.89226814369476,6.208918496381907
long-term Future,1,2.2.2,ssp245,274.6120794206949,6.0886517805467095,264.5234960444255,10.26216827693807,270.5131028786067,4.907047129672613,288.71616509162857,3.7788124536753056,274.50135111323095,5.479586346000955
long-term Future,1,2.2.3,ssp245,280.57861103565114,5.515395196796472,273.0585275089654,9.298195036441228,277.9896467398847,5.148022429911185,291.2490158673991,3.5933829669938078,279.86564189430857,4.078559724068944
long-term Future,1,2.2.4,ssp245,278.5657108695037,6.132099694952748,272.2736878605355,11.398177260848396,274.92392465679484,5.44942350933138,289.1337267809329,3.3341267716008858,277.8028430018885,4.428725368265102
long-term Future,1,2.2.5,ssp245,283.43324410322714,4.394825839908448,275.7789775261964,6.392289337594237,281.7732591993799,3.936969590741483,293.2259197749262,3.7855050308736544,282.8015239413467,3.492802439823378
long-term Future,1,2.2.6,ssp245,282.6153046942856,3.387619309386354,279.2070944031132,3.246940806341722,280.0175767457485,3.0226893743312733,286.5048107868692,3.5880352644155415,284.689077303331,3.6933952141856086
long-term Future,1,2.3.1,ssp245,272.32804063698086,5.196978490776139,260.4448968641803,8.165640234619483,269.1001305131505,4.297705554293757,288.0260215441882,3.6375404834050595,271.5048360434297,4.738614598700386
long-term Future,1,2.4.1,ssp245,272.74605477141404,5.628388473907549,258.77604310834226,8.470405543812536,267.75733783780163,4.4328003491690495,289.72955888036796,4.106762391250621,274.47279578618526,5.556925811127382
long-term Future,1,2.4.2,ssp245,272.3076623842005,5.784528404273358,257.35147533995985,8.833482450566114,267.11549581789205,4.818784803739471,289.97197503327027,4.197048045691421,274.5297379804448,5.342046606733038
long-term Future,1,2.4.3,ssp245,276.55153509067856,6.539090602227676,266.87135852444015,11.095132888173868,272.47639035500424,6.448345980772665,288.9210746997854,4.686683679181172,277.76532415641003,3.985387855485044
long-term Future,1,2.4.4,ssp245,269.9909421388449,6.029938688824837,254.96306418533442,8.488338839948078,263.98725622083833,4.934740311499132,287.6440457733607,4.207749230171007,273.11587924440477,6.541252230236636
long-term Future,1,3.1.1,ssp245,278.2968245104759,4.863789157330722,266.12041148838097,7.8896656804296175,276.8603250915291,4.060895023748703,293.2491238979671,3.5718892407310037,276.70721916990186,3.9807670309245737
long-term Future,1,3.1.2,ssp245,280.24293508114823,4.673886669061233,267.5240843713942,7.495450714101099,279.72068477471396,3.976824903823827,295.23724159821217,3.5622014108125946,278.22447262697534,3.7042751490775396
long-term Future,1,3.1.3,ssp245,278.74565942708057,4.7311024257825025,263.91527074833976,7.653591550309441,278.3692480106563,3.760329751626096,295.8559390163421,3.650557328836136,276.534433080581,3.906611542443379
long-term Future,1,3.2.1,ssp245,275.57294897946383,4.73596690071702,261.20195664189345,7.400980150212138,274.266813458691,3.8266437611454887,292.5063480877876,3.7991749481890302,274.0249280837239,3.9593547567607033
long-term Future,1,3.2.2,ssp245,275.2037692908288,4.200815497483898,259.9963779451228,5.832524770615581,274.5938608223694,3.523958763091792,292.3163150419359,3.9769705022114152,273.6001689065751,3.493078002715303
long-term Future,1,3.2.3,ssp245,277.1647056246311,4.507379938028994,260.5535732764573,6.449395087597109,276.4889529348924,3.595953738795143,295.6709614303837,4.1907532939810785,275.6106649260149,3.8228505307391383
long-term Future,1,3.3.1,ssp245,276.9270322707853,5.0860653900818935,260.0360437818551,7.51577803142926,275.1857497993261,4.178653351426875,295.73745064517726,4.162601816282461,276.4202443386012,4.527347130166348
long-term Future,1,3.3.2,ssp245,281.9537440578729,4.293273032070165,264.5952560781437,5.483001488629798,282.35981209128676,3.218387134821713,299.17278868384983,4.7236114557858215,281.34846483399167,3.7648300419412415
long-term Future,1,3.4.1,ssp245,276.7285102577399,5.37500561533969,259.87455195124187,7.548278889629854,274.04442497963043,4.417378696047752,295.11928185815395,4.732064430066675,277.56242296022737,4.83775111963286
long-term Future,1,3.4.2,ssp245,280.1028340025539,6.172007798246468,266.76581699832064,8.862488800538694,277.66853751702183,5.719701152755882,294.79615079506584,5.467987187001661,280.93473011486003,4.672787963949807
long-term Future,1,3.4.3,ssp245,280.96769599549873,5.763850370930085,269.0920251597167,8.124517348280307,278.4655109229893,5.4079147850996945,294.76611063169395,5.1627626803861375,281.3238214500248,4.390223085900819
long-term Future,1,3.4.4,ssp245,279.033944150634,6.245621148989756,267.39470499395577,9.862088167273726,276.2070436197031,6.1421177648191065,292.852107398199,4.712001946079681,279.46393065138454,4.314239302046207
long-term Future,1,3.4.5,ssp245,277.2172737835807,5.060548329379343,260.1045004724059,7.027329795590747,275.05156495278567,4.146822738583968,295.43945832076275,4.398948745112726,277.9542067353697,4.702539977373926
long-term Future,1,4.1.1,ssp245,279.70576830900916,5.711220254798699,265.4421426539802,9.405214885332013,276.6359097491245,4.371072567137631,295.66231311756627,4.622597262476873,280.82197099287674,4.5032648478500334
long-term Future,1,4.1.2,ssp245,283.03483814840786,5.575779673184267,267.36403208697675,7.537359700667349,281.17339965664445,4.3807806532371,299.34816788839254,5.46589949097412,283.96406390826695,4.949533347754194
long-term Future,1,5.1.1,ssp245,281.7489221845736,4.711480104434123,263.97455088311915,5.648694615143436,281.4340827045049,3.3921239569173096,299.65609360653417,5.3390998396451685,281.5891939163229,4.481147174784047
long-term Future,1,5.1.2,ssp245,285.1441747296131,4.997114118369687,268.0860777858593,5.5095886166072,284.3768505948057,3.5061316621797065,301.8337419248664,5.793119529240855,285.9625956817375,5.191267460978735
long-term Future,1,5.1.3,ssp245,283.40562302110203,5.33485057667666,270.3112861591259,6.791525783885198,281.3607973282725,4.631751864514259,297.54688863505487,5.328552726233738,284.1612327538645,4.60731258436585
long-term Future,1,5.1.4,ssp245,286.2525618653535,4.8305872991743914,276.3542049340463,5.086590074670749,283.12171039137826,4.710769163904568,297.4654150896487,5.0336952727916895,287.89743624394407,4.4923635453046415
long-term Future,1,5.1.5,ssp245,282.79802944330504,5.1686220282160305,265.30127114850137,6.307525029455304,281.7444060753735,3.6945066213659867,300.4334422434931,5.632398522804518,283.38465406699163,5.060389816521778
long-term Future,1,5.1.6,ssp245,285.0995969359121,5.264016937421209,269.66915102848657,6.482649944166198,283.8823611450873,4.117667601662731,300.625397309013,5.51486892617983,285.9353716295018,4.960647147844743
long-term Future,1,5.2.1,ssp245,288.789596855412,4.842320755480733,273.1701080206168,4.968976028142223,287.77997341413493,3.5401373558108187,303.7088039754784,5.658666551009464,290.2162009653383,5.207661073684662
long-term Future,1,5.2.2,ssp245,287.8535126013988,4.806997184080455,270.29062945105187,4.56419505402837,287.2013879465865,3.1990900039453116,304.41941189226895,6.2234263833745125,289.1810654472227,5.2410911256887704
long-term Future,1,5.2.3,ssp245,287.61004997713025,5.017485414459131,272.87483099155736,5.918725617492367,286.5425209500786,3.9657965661028207,302.12695679913395,5.344907775475708,288.625032440015,4.855760506586828
long-term Future,1,5.3.1,ssp245,288.62530290988053,4.712100173992187,275.8754462561452,5.413834429527648,286.822668230602,4.118172022131976,301.4578162831845,4.803243757988561,290.11759109210834,4.52433233998622
long-term Future,1,5.3.3,ssp245,291.71966260209547,4.06069037435728,277.982902212581,3.728834156894335,290.76365079761194,3.3810345524372902,304.0185248598845,4.4425239834792585,293.87420123776235,4.6906668481845095
long-term Future,1,5.4.1,ssp245,284.80499218917265,4.315380936076334,268.3570476924491,4.622965717350704,284.7220030393409,2.9842353115326237,300.86260496968805,5.533969344578043,284.9654002920457,4.123905135403781
long-term Future,1,5.4.2,ssp245,285.03416808148273,3.904694432298495,271.3546259485777,3.98863931712724,284.7179310777688,2.910333161173835,298.82528417545814,5.222140314654077,284.97650880422236,3.494607017351072
long-term Future,1,5.4.3,ssp245,284.8437619927254,4.835748786230168,266.9584708972902,5.287865176710991,283.91145397616305,3.28049247309521,302.40541256407033,5.839275357033362,285.7675988434075,4.944923074600389
long-term Future,1,6.1.1,ssp245,277.43564311022664,4.40055450904943,263.4733138314169,6.756574928500841,277.1772018693515,3.6509751627562173,293.4519919749965,3.686969743382626,275.35029248079223,3.5432062407030207
long-term Future,1,6.1.2,ssp245,278.19337936555064,4.058971569458342,267.49132944219923,5.864159918377244,277.3262805739709,3.2030063904949353,291.33115764991095,3.762618593018633,276.4005274067311,3.4336509356947293
long-term Future,1,6.1.3,ssp245,279.9892130420106,3.633469246568854,266.28418363281384,4.588882958970077,280.37862922093706,2.861890740784002,294.77029949229694,3.8000432673029643,278.2425714156186,3.29746548741198
long-term Future,1,6.1.4,ssp245,276.01118138679425,3.6360215395723507,265.0703544242812,4.335944068080133,274.74802193420516,2.832528990620487,288.7660160479338,4.027335504425698,275.2426770561409,3.35847609515836
long-term Future,1,6.1.5,ssp245,279.5592205493906,3.857386125912589,264.25832958494937,4.977199201969215,280.1212761635604,3.137570214573463,295.41140196966086,4.103526566368174,278.1377105874421,3.2255571379014247
long-term Future,1,6.1.6,ssp245,280.52681982772117,3.543673103888115,268.0477642424673,3.724401768101888,280.2339298359855,2.872994615324931,293.8236035765772,4.484421757801005,279.754861040449,3.0912239649628157
long-term Future,1,6.2.1,ssp245,283.8238505714776,3.6531812258650467,271.6862106689659,3.7180537761328045,283.3196836015711,2.787034192876246,296.9297048887999,5.018977577439674,283.1199537455479,3.0835255412747467
long-term Future,1,6.2.10,ssp245,289.2835524938064,4.010924474642836,276.38128771384663,2.7350092991011534,286.78339775945705,3.1653663054669803,303.70768404794774,5.858202406255561,290.02305256328657,4.263279759834138
long-term Future,1,6.2.11,ssp245,293.7860341259715,3.2492291879031505,285.50364855360897,2.504161395759434,291.3720276801482,2.627271534084736,303.0409234092546,4.440670597842782,295.0831907523857,3.4122183714142444
long-term Future,1,6.2.12,ssp245,294.3344668916198,3.4901691408067457,284.71736974603107,2.399644811902782,291.27410519516985,2.9240896630573143,305.1004972030805,4.5270402863358115,296.08089913158625,4.095491351954816
long-term Future,1,6.2.13,ssp245,289.9555347658308,3.9007076053112453,276.9530189304115,2.535129748980837,287.8702383789532,3.4005664651034113,303.16373038209,4.917590764859266,291.60432927006303,4.732283748465322
long-term Future,1,6.2.14,ssp245,289.8207645595825,3.960392921662729,277.6677150462098,2.5732996927007843,287.7277963341254,3.5824324631714415,301.87450985535327,4.713649906590245,291.80207991802104,4.9563177892948005
long-term Future,1,6.2.15,ssp245,289.5123463214137,4.053552763088259,276.96893597059227,2.7385523753853427,287.10329572560994,3.280591758888164,303.7669662815591,6.266652753549721,289.9752580635972,3.9014358486733975
long-term Future,1,6.2.2,ssp245,285.92852390563684,3.659739814363764,274.41672238724107,3.222948183046279,284.9649568344942,2.8721979225249505,298.3772456480109,5.471734273344325,285.73281774373294,3.057005361147759
long-term Future,1,6.2.3,ssp245,286.6599000691392,3.872630307572834,274.28070186104827,2.9326466182326048,285.2803771600965,2.9754390259062937,300.6214116191864,6.04217323687838,286.2154593144766,3.5182566626975724
long-term Future,1,6.2.4,ssp245,283.64707007920316,3.8725067171323113,272.4252699284537,3.22729127328162,281.9038379296327,2.9604632292665727,296.49222059332806,5.758980912415161,283.5512322337594,3.5270344993082734
long-term Future,1,6.2.5,ssp245,287.162211028115,3.769119605124015,276.7050219910644,2.6478331693407853,285.50574542125804,3.063613346641535,298.70857510794764,5.909100267654772,287.533486623606,3.430662085185558
long-term Future,1,6.2.6,ssp245,288.26897269173656,4.123888076644322,272.1003579135482,3.0370549194822734,286.57278209437493,2.679045251791985,304.667879092175,6.3368441340090484,289.4382687763591,4.424861749762519
long-term Future,1,6.2.7,ssp245,291.21935829169377,3.616877131790952,281.56665102154716,2.8867264512241464,288.9902486831468,2.832194867386546,302.0841000631581,5.218208455102914,292.0609203254259,3.515171384760695
