Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_Pr,Plot_index_Annual_Pr,Ave25yearSpan_Winter_pr,Plot_index_Winter_pr,Ave25yearSpan_Spring_pr,Plot_index_Spring_pr,Ave25yearSpan_Summer_pr,Plot_index_Summer_pr,Ave25yearSpan_Fall_pr,Plot_index_Fall_pr
near-term Past,1,0.0.0,historical,2.67E-05,0,1.98E-05,0,2.53E-05,0,3.23E-05,0,2.95E-05,0
near-term Past,1,1.1.1,historical,6.91E-06,0,4.82E-06,0,4.02E-06,0,1.11E-05,0,7.59E-06,0
near-term Past,1,1.1.2,historical,1.24E-05,0,8.59E-06,0,8.66E-06,0,1.68E-05,0,1.55E-05,0
near-term Past,1,10.1.1,historical,2.00E-05,0,2.42E-05,0,1.76E-05,0,1.81E-05,0,1.98E-05,0
near-term Past,1,10.1.2,historical,1.00E-05,0,1.45E-05,0,1.02E-05,0,5.55E-06,0,9.98E-06,0
near-term Past,1,10.1.3,historical,9.64E-06,0,1.24E-05,0,1.10E-05,0,6.27E-06,0,8.96E-06,0
near-term Past,1,10.1.4,historical,9.66E-06,0,7.06E-06,0,1.22E-05,0,9.49E-06,0,9.77E-06,0
near-term Past,1,10.1.5,historical,9.13E-06,0,1.10E-05,0,1.07E-05,0,5.61E-06,0,9.37E-06,0
near-term Past,1,10.1.6,historical,9.76E-06,0,9.12E-06,0,8.69E-06,0,8.84E-06,0,1.25E-05,0
near-term Past,1,10.1.7,historical,9.78E-06,0,7.80E-06,0,6.63E-06,0,1.31E-05,0,1.18E-05,0
near-term Past,1,10.1.8,historical,1.08E-05,0,1.43E-05,0,1.18E-05,0,6.92E-06,0,9.99E-06,0
near-term Past,1,10.2.1,historical,7.29E-06,0,1.28E-05,0,7.20E-06,0,2.84E-06,0,6.93E-06,0
near-term Past,1,10.2.2,historical,6.91E-06,0,7.12E-06,0,3.04E-06,0,1.01E-05,0,7.67E-06,0
near-term Past,1,10.2.3,historical,4.61E-06,0,4.88E-06,0,1.04E-06,0,5.52E-06,0,7.19E-06,0
near-term Past,1,10.2.4,historical,1.04E-05,0,4.05E-06,0,5.26E-06,0,1.92E-05,0,1.32E-05,0
near-term Past,1,11.1.1,historical,1.68E-05,0,3.67E-05,0,1.80E-05,0,1.75E-06,0,1.21E-05,0
near-term Past,1,11.1.2,historical,1.23E-05,0,2.62E-05,0,1.35E-05,0,7.82E-07,0,9.38E-06,0
near-term Past,1,11.1.3,historical,1.51E-05,0,3.17E-05,0,1.78E-05,0,2.56E-06,0,9.73E-06,0
near-term Past,1,12.1.1,historical,1.34E-05,0,1.02E-05,0,4.76E-06,0,2.61E-05,0,1.28E-05,0
near-term Past,1,12.1.2,historical,1.45E-05,0,3.45E-06,0,4.09E-06,0,3.45E-05,0,1.60E-05,0
near-term Past,1,12.2.1,historical,2.26E-05,0,3.42E-06,0,7.95E-06,0,5.46E-05,0,2.40E-05,0
near-term Past,1,13.1.1,historical,1.31E-05,0,1.11E-05,0,7.25E-06,0,1.95E-05,0,1.50E-05,0
near-term Past,1,13.2.1,historical,2.52E-05,0,9.78E-06,0,4.37E-06,0,6.14E-05,0,2.52E-05,0
near-term Past,1,13.3.1,historical,2.54E-05,0,7.03E-06,0,1.34E-05,0,4.63E-05,0,3.48E-05,0
near-term Past,1,13.4.1,historical,2.61E-05,0,4.14E-06,0,1.53E-05,0,5.40E-05,0,3.06E-05,0
near-term Past,1,13.4.2,historical,3.31E-05,0,5.18E-06,0,1.18E-05,0,7.52E-05,0,3.97E-05,0
near-term Past,1,13.5.1,historical,3.54E-05,0,4.84E-06,0,3.56E-06,0,8.40E-05,0,4.89E-05,0
near-term Past,1,13.5.2,historical,3.87E-05,0,4.40E-06,0,1.57E-05,0,8.30E-05,0,5.10E-05,0
near-term Past,1,13.6.1,historical,5.51E-05,0,4.36E-06,0,2.36E-05,0,0.00011257,0,7.92E-05,0
near-term Past,1,13.6.2,historical,5.93E-05,0,2.08E-05,0,2.94E-05,0,0.000100467,0,8.58E-05,0
near-term Past,1,14.1.1,historical,3.22E-05,0,9.23E-06,0,1.59E-05,0,5.62E-05,0,4.70E-05,0
near-term Past,1,14.1.2,historical,3.69E-05,0,9.31E-06,0,1.74E-05,0,7.04E-05,0,4.98E-05,0
near-term Past,1,14.2.1,historical,2.72E-05,0,1.00E-05,0,1.27E-05,0,4.54E-05,0,4.03E-05,0
near-term Past,1,14.3.1,historical,1.73E-05,0,6.57E-06,0,6.63E-07,0,3.95E-05,0,2.26E-05,0
near-term Past,1,14.3.2,historical,2.47E-05,0,9.86E-06,0,2.14E-06,0,6.07E-05,0,2.62E-05,0
near-term Past,1,14.4.1,historical,3.19E-05,0,2.54E-06,0,9.01E-06,0,7.44E-05,0,4.10E-05,0
near-term Past,1,14.4.2,historical,4.69E-05,0,5.91E-06,0,1.95E-05,0,9.74E-05,0,6.40E-05,0
near-term Past,1,14.4.3,historical,2.66E-05,0,4.35E-06,0,1.66E-05,0,5.27E-05,0,3.20E-05,0
near-term Past,1,14.5.1,historical,3.41E-05,0,2.56E-06,0,1.08E-05,0,7.69E-05,0,4.56E-05,0
near-term Past,1,14.5.2,historical,3.79E-05,0,3.63E-06,0,6.16E-06,0,8.47E-05,0,5.68E-05,0
near-term Past,1,14.6.1,historical,1.29E-05,0,4.82E-06,0,3.95E-07,0,2.25E-05,0,2.40E-05,0
near-term Past,1,15.1.1,historical,6.49E-05,0,3.47E-05,0,2.25E-05,0,9.62E-05,0,0.000105664,0
near-term Past,1,15.1.2,historical,6.44E-05,0,2.52E-05,0,2.89E-05,0,0.000110506,0,9.21E-05,0
near-term Past,1,15.2.1,historical,3.42E-05,0,1.22E-05,0,1.94E-05,0,5.45E-05,0,5.03E-05,0
near-term Past,1,15.2.2,historical,4.08E-05,0,2.13E-05,0,2.41E-05,0,5.46E-05,0,6.28E-05,0
near-term Past,1,15.2.3,historical,4.03E-05,0,1.78E-05,0,1.96E-05,0,6.10E-05,0,6.25E-05,0
near-term Past,1,15.3.1,historical,6.05E-05,0,2.29E-05,0,1.63E-05,0,0.000102475,0,9.96E-05,0
near-term Past,1,15.4.1,historical,4.50E-05,0,1.82E-05,0,3.20E-05,0,7.65E-05,0,5.30E-05,0
near-term Past,1,15.5.1,historical,4.27E-05,0,6.00E-06,0,1.91E-06,0,0.000106412,0,5.64E-05,0
near-term Past,1,15.5.2,historical,4.31E-05,0,6.36E-06,0,2.94E-06,0,0.000106491,0,5.65E-05,0
near-term Past,1,15.6.1,historical,5.65E-05,0,2.16E-06,0,2.39E-05,0,0.000115128,0,8.43E-05,0
near-term Past,1,2.1.1,historical,2.36E-06,0,4.42E-07,0,1.05E-06,0,5.10E-06,0,2.79E-06,0
near-term Past,1,2.1.2,historical,4.60E-06,0,2.74E-06,0,2.49E-06,0,7.91E-06,0,5.22E-06,0
near-term Past,1,2.1.3,historical,3.25E-06,0,1.07E-06,0,1.60E-06,0,6.39E-06,0,3.89E-06,0
near-term Past,1,2.1.4,historical,5.71E-06,0,2.21E-06,0,2.96E-06,0,1.05E-05,0,7.06E-06,0
near-term Past,1,2.1.5,historical,8.52E-06,0,4.16E-06,0,5.17E-06,0,1.39E-05,0,1.07E-05,0
near-term Past,1,2.1.6,historical,9.84E-06,0,4.90E-06,0,6.45E-06,0,1.61E-05,0,1.18E-05,0
near-term Past,1,2.1.7,historical,7.39E-06,0,2.64E-06,0,4.64E-06,0,1.27E-05,0,9.54E-06,0
near-term Past,1,2.1.8,historical,3.52E-06,0,1.22E-06,0,1.71E-06,0,6.83E-06,0,4.26E-06,0
near-term Past,1,2.1.9,historical,3.74E-06,0,1.15E-06,0,1.86E-06,0,7.12E-06,0,4.77E-06,0
near-term Past,1,2.2.1,historical,4.47E-06,0,1.42E-06,0,1.77E-06,0,9.67E-06,0,4.97E-06,0
near-term Past,1,2.2.2,historical,5.51E-06,0,2.00E-06,0,2.51E-06,0,1.22E-05,0,5.28E-06,0
near-term Past,1,2.2.3,historical,1.37E-05,0,8.55E-06,0,7.72E-06,0,2.11E-05,0,1.75E-05,0
near-term Past,1,2.2.4,historical,1.09E-05,0,6.40E-06,0,5.91E-06,0,1.89E-05,0,1.24E-05,0
near-term Past,1,2.2.5,historical,2.12E-05,0,1.58E-05,0,1.45E-05,0,2.56E-05,0,2.89E-05,0
near-term Past,1,2.2.6,historical,3.23E-05,0,3.33E-05,0,2.49E-05,0,2.78E-05,0,4.36E-05,0
near-term Past,1,2.3.1,historical,5.08E-06,0,1.20E-06,0,2.24E-06,0,1.39E-05,0,2.87E-06,0
near-term Past,1,2.4.1,historical,6.32E-06,0,2.96E-06,0,3.63E-06,0,1.12E-05,0,7.35E-06,0
near-term Past,1,2.4.2,historical,8.23E-06,0,3.89E-06,0,4.84E-06,0,1.38E-05,0,1.03E-05,0
near-term Past,1,2.4.3,historical,1.53E-05,0,9.76E-06,0,9.45E-06,0,2.26E-05,0,1.93E-05,0
near-term Past,1,2.4.4,historical,5.43E-06,0,2.24E-06,0,3.27E-06,0,9.52E-06,0,6.63E-06,0
near-term Past,1,3.1.1,historical,1.03E-05,0,5.04E-06,0,5.37E-06,0,1.98E-05,0,1.09E-05,0
near-term Past,1,3.1.2,historical,1.19E-05,0,6.28E-06,0,6.19E-06,0,2.22E-05,0,1.31E-05,0
near-term Past,1,3.1.3,historical,6.08E-06,0,2.26E-06,0,2.34E-06,0,1.49E-05,0,4.75E-06,0
near-term Past,1,3.2.1,historical,5.53E-06,0,1.43E-06,0,2.77E-06,0,1.48E-05,0,2.98E-06,0
near-term Past,1,3.2.2,historical,1.00E-05,0,5.16E-06,0,6.26E-06,0,2.17E-05,0,6.81E-06,0
near-term Past,1,3.2.3,historical,1.10E-05,0,6.34E-06,0,7.15E-06,0,2.12E-05,0,9.30E-06,0
near-term Past,1,3.3.1,historical,8.56E-06,0,5.19E-06,0,5.36E-06,0,1.50E-05,0,8.58E-06,0
near-term Past,1,3.3.2,historical,1.26E-05,0,7.04E-06,0,8.80E-06,0,2.36E-05,0,1.06E-05,0
near-term Past,1,3.4.1,historical,1.18E-05,0,5.80E-06,0,7.61E-06,0,2.00E-05,0,1.36E-05,0
near-term Past,1,3.4.2,historical,2.25E-05,0,1.37E-05,0,1.47E-05,0,3.29E-05,0,2.86E-05,0
near-term Past,1,3.4.3,historical,2.83E-05,0,2.45E-05,0,2.32E-05,0,3.56E-05,0,2.98E-05,0
near-term Past,1,3.4.4,historical,2.13E-05,0,1.60E-05,0,1.47E-05,0,3.06E-05,0,2.37E-05,0
near-term Past,1,3.4.5,historical,9.51E-06,0,5.70E-06,0,5.91E-06,0,1.57E-05,0,1.06E-05,0
near-term Past,1,4.1.1,historical,1.57E-05,0,8.06E-06,0,9.42E-06,0,2.54E-05,0,2.00E-05,0
near-term Past,1,4.1.2,historical,1.96E-05,0,1.20E-05,0,1.31E-05,0,2.98E-05,0,2.32E-05,0
near-term Past,1,5.1.1,historical,1.52E-05,0,7.92E-06,0,9.90E-06,0,2.78E-05,0,1.51E-05,0
near-term Past,1,5.1.2,historical,2.23E-05,0,1.26E-05,0,1.85E-05,0,3.37E-05,0,2.43E-05,0
near-term Past,1,5.1.3,historical,3.24E-05,0,2.65E-05,0,2.63E-05,0,4.03E-05,0,3.65E-05,0
near-term Past,1,5.1.4,historical,4.04E-05,0,4.58E-05,0,3.48E-05,0,3.58E-05,0,4.50E-05,0
near-term Past,1,5.1.5,historical,1.88E-05,0,9.86E-06,0,1.34E-05,0,3.06E-05,0,2.10E-05,0
near-term Past,1,5.1.6,historical,2.73E-05,0,1.95E-05,0,2.10E-05,0,3.64E-05,0,3.23E-05,0
near-term Past,1,5.2.1,historical,2.40E-05,0,1.26E-05,0,2.31E-05,0,3.47E-05,0,2.54E-05,0
near-term Past,1,5.2.2,historical,2.05E-05,0,8.49E-06,0,1.84E-05,0,3.46E-05,0,2.03E-05,0
near-term Past,1,5.2.3,historical,3.10E-05,0,2.62E-05,0,2.64E-05,0,3.70E-05,0,3.44E-05,0
near-term Past,1,5.3.1,historical,3.78E-05,0,3.56E-05,0,3.42E-05,0,4.04E-05,0,4.09E-05,0
near-term Past,1,5.3.3,historical,3.37E-05,0,2.59E-05,0,3.14E-05,0,4.29E-05,0,3.42E-05,0
near-term Past,1,5.4.1,historical,1.46E-05,0,7.83E-06,0,1.06E-05,0,2.82E-05,0,1.15E-05,0
near-term Past,1,5.4.2,historical,1.65E-05,0,9.56E-06,0,1.29E-05,0,3.10E-05,0,1.22E-05,0
near-term Past,1,5.4.3,historical,1.62E-05,0,8.23E-06,0,1.27E-05,0,2.77E-05,0,1.57E-05,0
near-term Past,1,6.1.1,historical,7.07E-06,0,2.22E-06,0,3.38E-06,0,1.81E-05,0,4.49E-06,0
near-term Past,1,6.1.2,historical,1.41E-05,0,8.58E-06,0,7.95E-06,0,2.59E-05,0,1.40E-05,0
near-term Past,1,6.1.3,historical,1.67E-05,0,1.22E-05,0,1.05E-05,0,2.53E-05,0,1.88E-05,0
near-term Past,1,6.1.4,historical,1.97E-05,0,1.60E-05,0,1.44E-05,0,2.76E-05,0,2.10E-05,0
near-term Past,1,6.1.5,historical,9.98E-06,0,6.47E-06,0,5.74E-06,0,1.91E-05,0,8.59E-06,0
near-term Past,1,6.1.6,historical,1.63E-05,0,1.44E-05,0,9.76E-06,0,2.40E-05,0,1.71E-05,0
near-term Past,1,6.2.1,historical,1.98E-05,0,2.00E-05,0,1.32E-05,0,2.48E-05,0,2.11E-05,0
near-term Past,1,6.2.10,historical,1.30E-05,0,1.05E-05,0,1.56E-05,0,1.40E-05,0,1.17E-05,0
near-term Past,1,6.2.11,historical,3.36E-05,0,6.62E-05,0,3.07E-05,0,5.86E-06,0,3.27E-05,0
near-term Past,1,6.2.12,historical,2.55E-05,0,5.13E-05,0,2.68E-05,0,3.95E-06,0,2.13E-05,0
near-term Past,1,6.2.13,historical,1.40E-05,0,1.54E-05,0,1.48E-05,0,9.76E-06,0,1.62E-05,0
near-term Past,1,6.2.14,historical,1.51E-05,0,1.15E-05,0,1.42E-05,0,1.91E-05,0,1.53E-05,0
near-term Past,1,6.2.15,historical,1.47E-05,0,2.00E-05,0,1.52E-05,0,1.01E-05,0,1.37E-05,0
near-term Past,1,6.2.2,historical,1.96E-05,0,2.26E-05,0,1.37E-05,0,1.96E-05,0,2.24E-05,0
near-term Past,1,6.2.3,historical,2.85E-05,0,3.60E-05,0,2.56E-05,0,2.41E-05,0,2.85E-05,0
near-term Past,1,6.2.4,historical,2.45E-05,0,2.48E-05,0,2.21E-05,0,2.84E-05,0,2.26E-05,0
near-term Past,1,6.2.5,historical,3.60E-05,0,5.81E-05,0,3.14E-05,0,1.54E-05,0,3.93E-05,0
near-term Past,1,6.2.6,historical,1.13E-05,0,7.84E-06,0,1.27E-05,0,1.65E-05,0,8.00E-06,0
near-term Past,1,6.2.7,historical,4.29E-05,0,7.35E-05,0,3.94E-05,0,1.28E-05,0,4.61E-05,0
near-term Past,1,6.2.8,historical,1.96E-05,0,3.39E-05,0,1.84E-05,0,6.62E-06,0,1.97E-05,0
near-term Past,1,6.2.9,historical,1.32E-05,0,1.79E-05,0,1.38E-05,0,8.67E-06,0,1.26E-05,0
near-term Past,1,7.1.1,historical,1.57E-05,0,9.49E-06,0,9.87E-06,0,2.37E-05,0,1.98E-05,0
near-term Past,1,7.1.2,historical,3.10E-05,0,2.98E-05,0,2.36E-05,0,2.95E-05,0,4.14E-05,0
near-term Past,1,7.1.3,historical,1.79E-05,0,1.39E-05,0,1.03E-05,0,2.30E-05,0,2.45E-05,0
near-term Past,1,7.1.4,historical,3.46E-05,0,3.53E-05,0,2.46E-05,0,3.17E-05,0,4.68E-05,0
near-term Past,1,7.1.5,historical,6.73E-05,0,8.48E-05,0,5.21E-05,0,3.94E-05,0,9.31E-05,0
near-term Past,1,7.1.6,historical,5.43E-05,0,7.48E-05,0,4.07E-05,0,2.98E-05,0,7.20E-05,0
near-term Past,1,7.1.7,historical,5.39E-05,0,8.71E-05,0,4.50E-05,0,1.86E-05,0,6.48E-05,0
near-term Past,1,7.1.8,historical,5.24E-05,0,9.43E-05,0,4.73E-05,0,1.18E-05,0,5.69E-05,0
near-term Past,1,7.1.9,historical,3.96E-05,0,6.88E-05,0,3.68E-05,0,1.06E-05,0,4.27E-05,0
near-term Past,1,8.1.1,historical,3.18E-05,0,2.79E-05,0,2.90E-05,0,3.52E-05,0,3.51E-05,0
near-term Past,1,8.1.10,historical,3.17E-05,0,2.40E-05,0,3.14E-05,0,3.92E-05,0,3.18E-05,0
near-term Past,1,8.1.2,historical,2.90E-05,0,2.49E-05,0,2.80E-05,0,3.19E-05,0,3.10E-05,0
near-term Past,1,8.1.3,historical,3.22E-05,0,2.47E-05,0,3.05E-05,0,4.01E-05,0,3.33E-05,0
near-term Past,1,8.1.4,historical,2.36E-05,0,9.80E-06,0,2.53E-05,0,3.65E-05,0,2.27E-05,0
near-term Past,1,8.1.5,historical,2.60E-05,0,1.10E-05,0,2.90E-05,0,3.98E-05,0,2.38E-05,0
near-term Past,1,8.1.6,historical,2.83E-05,0,1.94E-05,0,2.91E-05,0,3.46E-05,0,2.98E-05,0
near-term Past,1,8.1.7,historical,3.63E-05,0,3.51E-05,0,3.56E-05,0,3.68E-05,0,3.74E-05,0
near-term Past,1,8.1.8,historical,3.74E-05,0,3.66E-05,0,3.44E-05,0,3.77E-05,0,4.05E-05,0
near-term Past,1,8.1.9,historical,3.73E-05,0,3.96E-05,0,3.42E-05,0,3.45E-05,0,4.06E-05,0
near-term Past,1,8.2.1,historical,2.62E-05,0,1.38E-05,0,2.83E-05,0,3.69E-05,0,2.58E-05,0
near-term Past,1,8.2.2,historical,2.68E-05,0,1.95E-05,0,2.74E-05,0,3.30E-05,0,2.71E-05,0
near-term Past,1,8.2.3,historical,2.99E-05,0,1.81E-05,0,3.37E-05,0,3.84E-05,0,2.93E-05,0
near-term Past,1,8.2.4,historical,3.13E-05,0,2.33E-05,0,3.47E-05,0,3.89E-05,0,2.79E-05,0
near-term Past,1,8.3.1,historical,3.53E-05,0,3.11E-05,0,3.48E-05,0,4.04E-05,0,3.48E-05,0
near-term Past,1,8.3.2,historical,3.32E-05,0,2.40E-05,0,3.98E-05,0,3.72E-05,0,3.16E-05,0
near-term Past,1,8.3.3,historical,3.98E-05,0,3.86E-05,0,4.53E-05,0,4.05E-05,0,3.48E-05,0
near-term Past,1,8.3.4,historical,3.86E-05,0,3.88E-05,0,3.91E-05,0,4.22E-05,0,3.40E-05,0
near-term Past,1,8.3.5,historical,4.32E-05,0,4.45E-05,0,4.36E-05,0,4.89E-05,0,3.54E-05,0
near-term Past,1,8.3.6,historical,4.42E-05,0,4.90E-05,0,4.84E-05,0,4.22E-05,0,3.76E-05,0
near-term Past,1,8.3.7,historical,4.08E-05,0,4.48E-05,0,4.19E-05,0,3.80E-05,0,3.94E-05,0
near-term Past,1,8.3.8,historical,3.10E-05,0,2.67E-05,0,3.39E-05,0,2.80E-05,0,3.58E-05,0
near-term Past,1,8.4.1,historical,3.70E-05,0,3.50E-05,0,3.81E-05,0,4.14E-05,0,3.34E-05,0
near-term Past,1,8.4.2,historical,3.60E-05,0,3.32E-05,0,3.78E-05,0,4.19E-05,0,3.10E-05,0
near-term Past,1,8.4.3,historical,3.40E-05,0,2.80E-05,0,3.60E-05,0,4.15E-05,0,3.02E-05,0
near-term Past,1,8.4.4,historical,4.35E-05,0,4.48E-05,0,4.55E-05,0,4.56E-05,0,3.82E-05,0
near-term Past,1,8.4.5,historical,3.52E-05,0,2.63E-05,0,4.18E-05,0,3.66E-05,0,3.61E-05,0
near-term Past,1,8.4.6,historical,3.64E-05,0,3.03E-05,0,4.27E-05,0,3.54E-05,0,3.74E-05,0
near-term Past,1,8.4.7,historical,3.64E-05,0,3.06E-05,0,4.31E-05,0,3.45E-05,0,3.76E-05,0
near-term Past,1,8.4.8,historical,3.94E-05,0,3.60E-05,0,4.57E-05,0,3.63E-05,0,4.02E-05,0
near-term Past,1,8.4.9,historical,4.47E-05,0,4.93E-05,0,4.82E-05,0,4.36E-05,0,3.78E-05,0
near-term Past,1,8.5.1,historical,3.93E-05,0,3.52E-05,0,3.50E-05,0,5.01E-05,0,3.65E-05,0
near-term Past,1,8.5.2,historical,4.33E-05,0,4.67E-05,0,4.63E-05,0,4.27E-05,0,3.80E-05,0
near-term Past,1,8.5.3,historical,4.22E-05,0,3.06E-05,0,3.31E-05,0,6.58E-05,0,3.93E-05,0
near-term Past,1,8.5.4,historical,3.63E-05,0,3.48E-05,0,3.49E-05,0,4.08E-05,0,3.47E-05,0
near-term Past,1,9.2.1,historical,1.51E-05,0,6.76E-06,0,1.52E-05,0,2.69E-05,0,1.13E-05,0
near-term Past,1,9.2.2,historical,1.72E-05,0,7.20E-06,0,1.67E-05,0,2.95E-05,0,1.50E-05,0
near-term Past,1,9.2.3,historical,2.49E-05,0,9.43E-06,0,2.90E-05,0,3.82E-05,0,2.28E-05,0
near-term Past,1,9.2.4,historical,3.13E-05,0,1.56E-05,0,3.70E-05,0,3.96E-05,0,3.28E-05,0
near-term Past,1,9.3.1,historical,1.19E-05,0,5.58E-06,0,1.34E-05,0,2.01E-05,0,8.50E-06,0
near-term Past,1,9.3.3,historical,1.25E-05,0,4.49E-06,0,1.64E-05,0,1.90E-05,0,1.02E-05,0
near-term Past,1,9.3.4,historical,1.62E-05,0,4.35E-06,0,2.08E-05,0,2.65E-05,0,1.29E-05,0
near-term Past,1,9.4.1,historical,1.37E-05,0,4.51E-06,0,1.52E-05,0,2.22E-05,0,1.27E-05,0
near-term Past,1,9.4.2,historical,2.14E-05,0,9.08E-06,0,2.61E-05,0,2.94E-05,0,2.09E-05,0
near-term Past,1,9.4.3,historical,1.41E-05,0,5.67E-06,0,1.36E-05,0,2.29E-05,0,1.43E-05,0
near-term Past,1,9.4.4,historical,2.87E-05,0,1.20E-05,0,3.47E-05,0,3.93E-05,0,2.87E-05,0
near-term Past,1,9.4.5,historical,2.71E-05,0,1.88E-05,0,3.26E-05,0,2.69E-05,0,3.03E-05,0
near-term Past,1,9.4.6,historical,1.85E-05,0,1.21E-05,0,1.93E-05,0,1.96E-05,0,2.31E-05,0
near-term Past,1,9.4.7,historical,3.01E-05,0,2.54E-05,0,3.45E-05,0,2.63E-05,0,3.46E-05,0
near-term Past,1,9.5.1,historical,3.00E-05,0,2.41E-05,0,2.56E-05,0,3.44E-05,0,3.63E-05,0
near-term Past,1,9.6.1,historical,1.70E-05,0,7.82E-06,0,1.47E-05,0,2.21E-05,0,2.33E-05,0
near-term Future,1,0.0.0,ssp126,2.79E-05,4.502056912,2.34E-05,18.09262733,2.67E-05,5.383563166,3.03E-05,-6.080004672,3.13E-05,6.181020922
mid-term Future,1,0.0.0,ssp126,2.87E-05,7.433114946,2.38E-05,20.32793554,2.74E-05,8.474297888,3.04E-05,-5.681753848,3.30E-05,11.75038598
long-term Future,1,0.0.0,ssp126,2.95E-05,10.31239852,2.38E-05,20.20566457,2.74E-05,8.455207726,3.26E-05,0.90643626,3.39E-05,14.85356153
near-term Future,1,1.1.1,ssp126,8.70E-06,26.02912188,5.28E-06,9.439484304,5.30E-06,31.69120893,1.37E-05,23.29616682,1.06E-05,39.33377896
mid-term Future,1,1.1.1,ssp126,9.16E-06,32.65987635,6.36E-06,31.95592942,5.59E-06,38.91691564,1.32E-05,18.01271617,1.16E-05,52.78779078
long-term Future,1,1.1.1,ssp126,9.25E-06,33.87641907,6.64E-06,37.6418794,4.55E-06,12.99934989,1.36E-05,21.62817543,1.22E-05,61.25658183
near-term Future,1,1.1.2,ssp126,1.42E-05,14.6885246,9.35E-06,8.779049867,9.31E-06,7.618391452,1.95E-05,16.0780192,1.87E-05,20.90271183
mid-term Future,1,1.1.2,ssp126,1.64E-05,31.92280829,1.25E-05,45.71587997,1.06E-05,22.82322667,2.10E-05,25.35288291,2.14E-05,38.06955325
long-term Future,1,1.1.2,ssp126,1.58E-05,27.15368867,1.18E-05,37.90543566,1.05E-05,21.28321855,2.03E-05,20.95399544,2.04E-05,31.57818987
near-term Future,1,10.1.1,ssp126,2.11E-05,5.833038315,2.53E-05,4.308910935,1.95E-05,10.58515317,1.76E-05,-2.850324947,2.23E-05,12.64449304
mid-term Future,1,10.1.1,ssp126,2.19E-05,9.87393111,2.66E-05,9.555869241,2.17E-05,23.32158927,1.52E-05,-16.29554641,2.46E-05,24.15448808
long-term Future,1,10.1.1,ssp126,2.28E-05,14.35838342,2.67E-05,9.958975543,2.45E-05,38.92542938,1.54E-05,-14.81223366,2.46E-05,24.56457757
near-term Future,1,10.1.2,ssp126,1.05E-05,4.954016581,1.57E-05,8.157470666,1.10E-05,7.757335068,5.03E-06,-9.415608731,1.06E-05,6.628686439
mid-term Future,1,10.1.2,ssp126,1.06E-05,5.056514591,1.57E-05,7.890710455,1.13E-05,11.46507571,4.17E-06,-24.77760458,1.13E-05,12.71137915
long-term Future,1,10.1.2,ssp126,1.11E-05,10.33634469,1.56E-05,7.373324689,1.28E-05,26.1074567,4.12E-06,-25.73227411,1.18E-05,17.74107652
near-term Future,1,10.1.3,ssp126,1.07E-05,11.44552156,1.50E-05,21.55934714,1.12E-05,1.674843334,5.95E-06,-5.116234548,1.11E-05,23.53785578
mid-term Future,1,10.1.3,ssp126,1.06E-05,9.572054446,1.46E-05,17.67097374,1.18E-05,7.590090329,5.50E-06,-12.34148558,1.04E-05,15.54173289
long-term Future,1,10.1.3,ssp126,1.11E-05,14.9166435,1.41E-05,13.85283331,1.22E-05,10.70254276,6.31E-06,0.551229206,1.20E-05,33.68636527
near-term Future,1,10.1.4,ssp126,1.03E-05,6.484805048,8.22E-06,16.47512654,1.29E-05,5.518811446,1.07E-05,13.04945703,9.33E-06,-4.486343797
mid-term Future,1,10.1.4,ssp126,1.05E-05,8.713842183,7.91E-06,12.08288138,1.32E-05,7.99600177,1.12E-05,17.79612516,9.61E-06,-1.571802695
long-term Future,1,10.1.4,ssp126,1.04E-05,7.954142988,8.11E-06,14.86614147,1.24E-05,1.826852395,1.16E-05,22.5550216,9.53E-06,-2.450575414
near-term Future,1,10.1.5,ssp126,1.05E-05,14.70825821,1.45E-05,32.79608759,1.12E-05,4.891771371,6.77E-06,20.54369951,9.49E-06,1.205918834
mid-term Future,1,10.1.5,ssp126,1.09E-05,19.86792535,1.46E-05,33.56540059,1.19E-05,10.80963197,6.74E-06,20.04685522,1.05E-05,11.712432
long-term Future,1,10.1.5,ssp126,1.07E-05,16.70793891,1.37E-05,24.72502201,1.11E-05,3.94301155,7.45E-06,32.76741977,1.07E-05,14.27295735
near-term Future,1,10.1.6,ssp126,1.14E-05,17.25228131,1.17E-05,28.72404466,9.23E-06,6.280740047,1.32E-05,49.47066655,1.17E-05,-6.595975147
mid-term Future,1,10.1.6,ssp126,1.20E-05,22.69416749,1.14E-05,25.26413328,9.45E-06,8.755223194,1.32E-05,49.21006318,1.38E-05,10.86595471
long-term Future,1,10.1.6,ssp126,1.17E-05,19.79051977,1.06E-05,15.98329982,8.90E-06,2.466790271,1.33E-05,50.80254841,1.41E-05,13.25895616
near-term Future,1,10.1.7,ssp126,1.11E-05,13.92658204,9.55E-06,22.46151963,6.66E-06,0.464931495,1.69E-05,29.76774878,1.14E-05,-3.140605376
mid-term Future,1,10.1.7,ssp126,1.18E-05,20.59043497,9.57E-06,22.6196242,7.25E-06,9.424263212,1.74E-05,33.1235209,1.29E-05,9.032257736
long-term Future,1,10.1.7,ssp126,1.16E-05,18.80028546,8.92E-06,14.32683246,6.59E-06,-0.593246872,1.77E-05,35.89427587,1.34E-05,13.26958321
