Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_Pr,Plot_index_Annual_Pr,Ave25yearSpan_Winter_pr,Plot_index_Winter_pr,Ave25yearSpan_Spring_pr,Plot_index_Spring_pr,Ave25yearSpan_Summer_pr,Plot_index_Summer_pr,Ave25yearSpan_Fall_pr,Plot_index_Fall_pr
near-term Past,15,8.1.4,historical,2.38E-05,0,1.03E-05,0,2.58E-05,0,3.51E-05,0,2.38E-05,0
near-term Past,15,8.1.5,historical,2.64E-05,0,1.11E-05,0,2.99E-05,0,3.96E-05,0,2.44E-05,0
near-term Past,15,8.1.6,historical,2.85E-05,0,2.12E-05,0,3.10E-05,0,3.34E-05,0,2.82E-05,0
near-term Past,15,8.1.7,historical,3.72E-05,0,3.60E-05,0,3.85E-05,0,3.60E-05,0,3.82E-05,0
near-term Past,15,8.1.8,historical,3.78E-05,0,3.80E-05,0,3.55E-05,0,3.90E-05,0,3.85E-05,0
near-term Past,15,8.1.9,historical,3.75E-05,0,3.99E-05,0,3.54E-05,0,3.61E-05,0,3.83E-05,0
near-term Past,15,8.2.1,historical,2.56E-05,0,1.41E-05,0,2.90E-05,0,3.40E-05,0,2.49E-05,0
near-term Past,15,8.2.2,historical,2.68E-05,0,2.10E-05,0,2.90E-05,0,3.12E-05,0,2.59E-05,0
near-term Past,15,8.2.3,historical,3.03E-05,0,1.96E-05,0,3.58E-05,0,3.71E-05,0,2.84E-05,0
near-term Past,15,8.2.4,historical,3.16E-05,0,2.56E-05,0,3.64E-05,0,3.77E-05,0,2.67E-05,0
near-term Past,15,8.3.1,historical,3.53E-05,0,3.05E-05,0,3.72E-05,0,4.00E-05,0,3.33E-05,0
near-term Past,15,8.3.2,historical,3.36E-05,0,2.55E-05,0,4.08E-05,0,3.76E-05,0,3.04E-05,0
near-term Past,15,8.3.3,historical,4.02E-05,0,4.00E-05,0,4.55E-05,0,4.17E-05,0,3.37E-05,0
near-term Past,15,8.3.4,historical,3.73E-05,0,3.55E-05,0,3.90E-05,0,4.26E-05,0,3.15E-05,0
near-term Past,15,8.3.5,historical,4.16E-05,0,4.13E-05,0,4.27E-05,0,4.90E-05,0,3.30E-05,0
near-term Past,15,8.3.6,historical,4.34E-05,0,4.67E-05,0,4.90E-05,0,4.09E-05,0,3.68E-05,0
near-term Past,15,8.3.7,historical,4.01E-05,0,4.04E-05,0,4.28E-05,0,3.62E-05,0,4.14E-05,0
near-term Past,15,8.3.8,historical,3.06E-05,0,2.47E-05,0,3.36E-05,0,2.84E-05,0,3.62E-05,0
near-term Past,15,8.4.1,historical,3.68E-05,0,3.44E-05,0,3.95E-05,0,4.14E-05,0,3.18E-05,0
near-term Past,15,8.4.2,historical,3.63E-05,0,3.38E-05,0,3.93E-05,0,4.23E-05,0,2.96E-05,0
near-term Past,15,8.4.3,historical,3.45E-05,0,2.98E-05,0,3.80E-05,0,4.13E-05,0,2.88E-05,0
near-term Past,15,8.4.4,historical,4.30E-05,0,4.25E-05,0,4.55E-05,0,4.71E-05,0,3.64E-05,0
near-term Past,15,8.4.5,historical,3.53E-05,0,2.64E-05,0,4.26E-05,0,3.66E-05,0,3.55E-05,0
near-term Past,15,8.4.6,historical,3.63E-05,0,2.93E-05,0,4.31E-05,0,3.45E-05,0,3.82E-05,0
near-term Past,15,8.4.7,historical,3.61E-05,0,2.90E-05,0,4.32E-05,0,3.36E-05,0,3.87E-05,0
near-term Past,15,8.4.8,historical,3.90E-05,0,3.27E-05,0,4.59E-05,0,3.54E-05,0,4.21E-05,0
near-term Past,15,8.4.9,historical,4.46E-05,0,4.86E-05,0,4.82E-05,0,4.49E-05,0,3.63E-05,0
near-term Past,15,8.5.1,historical,3.83E-05,0,3.14E-05,0,3.53E-05,0,5.17E-05,0,3.46E-05,0
near-term Past,15,8.5.2,historical,4.25E-05,0,4.36E-05,0,4.64E-05,0,4.22E-05,0,3.76E-05,0
near-term Past,15,8.5.3,historical,4.14E-05,0,2.70E-05,0,3.30E-05,0,6.95E-05,0,3.61E-05,0
near-term Past,15,8.5.4,historical,3.64E-05,0,3.42E-05,0,3.75E-05,0,3.95E-05,0,3.42E-05,0
near-term Past,15,9.2.1,historical,1.54E-05,0,6.81E-06,0,1.58E-05,0,2.69E-05,0,1.20E-05,0
near-term Past,15,9.2.2,historical,1.71E-05,0,7.09E-06,0,1.71E-05,0,2.90E-05,0,1.49E-05,0
near-term Past,15,9.2.3,historical,2.53E-05,0,9.58E-06,0,2.96E-05,0,3.84E-05,0,2.32E-05,0
near-term Past,15,9.2.4,historical,3.16E-05,0,1.53E-05,0,3.79E-05,0,4.05E-05,0,3.23E-05,0
near-term Past,15,9.3.1,historical,1.23E-05,0,5.69E-06,0,1.34E-05,0,2.10E-05,0,8.75E-06,0
near-term Past,15,9.3.3,historical,1.30E-05,0,4.81E-06,0,1.69E-05,0,1.99E-05,0,1.02E-05,0
near-term Past,15,9.3.4,historical,1.61E-05,0,4.42E-06,0,2.00E-05,0,2.75E-05,0,1.21E-05,0
near-term Past,15,9.4.1,historical,1.33E-05,0,4.43E-06,0,1.40E-05,0,2.23E-05,0,1.23E-05,0
near-term Past,15,9.4.2,historical,2.11E-05,0,8.48E-06,0,2.51E-05,0,3.00E-05,0,2.03E-05,0
near-term Past,15,9.4.3,historical,1.37E-05,0,5.53E-06,0,1.25E-05,0,2.24E-05,0,1.42E-05,0
near-term Past,15,9.4.4,historical,2.88E-05,0,1.13E-05,0,3.48E-05,0,3.99E-05,0,2.87E-05,0
near-term Past,15,9.4.5,historical,2.71E-05,0,1.73E-05,0,3.26E-05,0,2.78E-05,0,3.04E-05,0
near-term Past,15,9.4.6,historical,1.81E-05,0,1.10E-05,0,1.84E-05,0,2.05E-05,0,2.28E-05,0
near-term Past,15,9.4.7,historical,2.97E-05,0,2.31E-05,0,3.44E-05,0,2.68E-05,0,3.48E-05,0
near-term Past,15,9.5.1,historical,3.00E-05,0,2.25E-05,0,2.49E-05,0,3.51E-05,0,3.74E-05,0
near-term Past,15,9.6.1,historical,1.68E-05,0,7.16E-06,0,1.42E-05,0,2.15E-05,0,2.43E-05,0
near-term Future,15,0.0.0,ssp126,2.54E-05,-2.641724609,2.11E-05,1.507627733,2.49E-05,-1.744955971,2.72E-05,-7.168438137,2.84E-05,-1.459251693
mid-term Future,15,0.0.0,ssp126,2.64E-05,1.06434403,2.34E-05,12.75812085,2.31E-05,-9.05455206,2.86E-05,-2.305054636,3.04E-05,5.420579842
long-term Future,15,0.0.0,ssp126,2.67E-05,2.411973663,2.29E-05,10.53931641,2.49E-05,-1.801872507,2.78E-05,-5.143704003,3.13E-05,8.477571702
near-term Future,15,1.1.1,ssp126,7.99E-06,15.54224193,5.98E-06,24.8263748,4.31E-06,-1.570970744,1.13E-05,7.273723173,1.02E-05,30.36920575
mid-term Future,15,1.1.1,ssp126,8.82E-06,27.50447094,6.92E-06,44.31572098,4.94E-06,12.76115595,1.22E-05,15.63721601,1.12E-05,42.25327775
long-term Future,15,1.1.1,ssp126,9.26E-06,33.97393525,7.50E-06,56.37432071,5.16E-06,17.9288633,1.24E-05,17.36862306,1.20E-05,53.54830012
near-term Future,15,1.1.2,ssp126,1.23E-05,2.411520667,9.17E-06,15.16646075,8.60E-06,-2.626471315,1.48E-05,-5.165454147,1.66E-05,6.872709478
mid-term Future,15,1.1.2,ssp126,1.35E-05,12.79845238,9.92E-06,24.57759178,9.44E-06,6.946957171,1.70E-05,9.204893677,1.78E-05,14.42049785
long-term Future,15,1.1.2,ssp126,1.37E-05,14.18829709,1.05E-05,32.28627165,9.03E-06,2.200495235,1.67E-05,6.982482911,1.86E-05,19.76612463
near-term Future,15,10.1.1,ssp126,2.16E-05,6.18204996,2.49E-05,1.577323954,1.93E-05,4.069281445,2.08E-05,14.47740199,2.19E-05,6.171027883
mid-term Future,15,10.1.1,ssp126,2.11E-05,3.493667021,2.54E-05,3.604124122,1.94E-05,4.453016322,1.96E-05,7.730068787,2.02E-05,-2.110894708
long-term Future,15,10.1.1,ssp126,2.22E-05,9.077870101,2.64E-05,7.497105778,2.09E-05,12.4516118,1.97E-05,8.022002386,2.18E-05,5.549718845
near-term Future,15,10.1.2,ssp126,1.01E-05,-0.229025166,1.49E-05,-4.048384152,1.10E-05,4.316351717,4.97E-06,-2.153373886,9.88E-06,3.155478532
mid-term Future,15,10.1.2,ssp126,9.96E-06,-1.707353629,1.58E-05,1.533704768,1.04E-05,-1.51694054,4.71E-06,-7.317417613,9.22E-06,-3.759473551
long-term Future,15,10.1.2,ssp126,1.10E-05,8.617124707,1.68E-05,8.442096625,1.14E-05,7.958251404,5.03E-06,-0.96117826,1.08E-05,12.3102323
near-term Future,15,10.1.3,ssp126,9.93E-06,1.428895257,1.19E-05,-14.44283727,1.24E-05,15.27513924,7.05E-06,17.0330453,8.53E-06,0.955396878
mid-term Future,15,10.1.3,ssp126,1.03E-05,5.119186267,1.40E-05,0.633511367,1.12E-05,4.093908743,6.88E-06,14.21662705,9.16E-06,8.465481832
long-term Future,15,10.1.3,ssp126,1.16E-05,18.80678087,1.61E-05,15.82494137,1.23E-05,13.84907476,7.95E-06,32.01884026,1.00E-05,18.6471967
near-term Future,15,10.1.4,ssp126,1.05E-05,8.070482314,7.31E-06,-1.495625895,1.36E-05,13.52701976,1.14E-05,15.29370366,9.39E-06,0.485692919
mid-term Future,15,10.1.4,ssp126,1.09E-05,12.74320334,7.95E-06,7.018800278,1.36E-05,13.68186466,1.22E-05,22.97040706,9.90E-06,5.982659321
long-term Future,15,10.1.4,ssp126,1.14E-05,17.62504876,8.63E-06,16.26561305,1.39E-05,16.24742832,1.28E-05,29.31435866,1.01E-05,7.808875837
near-term Future,15,10.1.5,ssp126,9.48E-06,2.526250109,1.11E-05,-10.10591629,1.14E-05,11.41151415,6.79E-06,24.26908139,8.68E-06,-2.943932109
mid-term Future,15,10.1.5,ssp126,1.00E-05,8.131748438,1.34E-05,8.379473463,1.06E-05,3.231321133,7.30E-06,33.55662964,8.72E-06,-2.533038509
long-term Future,15,10.1.5,ssp126,1.11E-05,20.05983889,1.46E-05,18.12110164,1.16E-05,12.76119481,8.57E-06,56.81443577,9.57E-06,6.939052391
near-term Future,15,10.1.6,ssp126,1.04E-05,3.347534686,9.28E-06,-9.616791949,9.51E-06,6.695156247,1.12E-05,19.4953246,1.16E-05,-1.521511095
mid-term Future,15,10.1.6,ssp126,1.15E-05,13.98936957,1.07E-05,3.8129335,9.55E-06,7.132745037,1.42E-05,51.3404275,1.15E-05,-2.223765657
long-term Future,15,10.1.6,ssp126,1.16E-05,15.02206326,1.14E-05,10.80109634,9.46E-06,6.08631557,1.36E-05,44.85145437,1.18E-05,0.407251242
near-term Future,15,10.1.7,ssp126,9.99E-06,3.485951945,7.88E-06,-7.246866489,6.60E-06,5.91178343,1.56E-05,29.96799685,9.89E-06,-16.84773645
mid-term Future,15,10.1.7,ssp126,1.11E-05,14.49329108,8.69E-06,2.260362004,6.78E-06,8.810901449,1.83E-05,53.27285826,1.03E-05,-13.51827041
long-term Future,15,10.1.7,ssp126,1.06E-05,10.02450511,8.54E-06,0.509488176,6.27E-06,0.563121392,1.69E-05,41.36202797,1.07E-05,-9.758665417
near-term Future,15,10.1.8,ssp126,1.12E-05,1.411727257,1.35E-05,-14.91399987,1.33E-05,13.7615398,8.33E-06,18.24325275,9.84E-06,2.848526249
mid-term Future,15,10.1.8,ssp126,1.17E-05,6.056294963,1.61E-05,1.801741051,1.23E-05,5.270875025,8.13E-06,15.3343318,1.04E-05,8.198255888
long-term Future,15,10.1.8,ssp126,1.29E-05,16.83463007,1.78E-05,12.48672666,1.29E-05,11.11586305,9.12E-06,29.43148866,1.15E-05,20.46828839
near-term Future,15,10.2.1,ssp126,6.79E-06,-7.67346248,1.17E-05,-12.80379814,6.55E-06,4.496179384,2.63E-06,-12.54618084,6.45E-06,-7.174143358
mid-term Future,15,10.2.1,ssp126,7.15E-06,-2.844817936,1.48E-05,10.53759181,5.32E-06,-15.08490137,2.87E-06,-4.326114996,5.67E-06,-18.38579004
long-term Future,15,10.2.1,ssp126,7.76E-06,5.438493192,1.34E-05,0.089194112,6.68E-06,6.593211944,4.36E-06,44.9934036,6.61E-06,-4.868644142
near-term Future,15,10.2.2,ssp126,6.26E-06,-3.150209039,6.39E-06,-12.33484569,4.40E-06,50.12780708,8.07E-06,1.369697062,6.21E-06,-19.50196297
mid-term Future,15,10.2.2,ssp126,6.43E-06,-0.594179844,7.07E-06,-3.001173677,2.71E-06,-7.528568605,8.46E-06,6.278510178,7.49E-06,-2.921262566
long-term Future,15,10.2.2,ssp126,6.70E-06,3.510889038,6.44E-06,-11.64314023,3.14E-06,7.335442888,9.05E-06,13.67984657,8.11E-06,5.174906766
near-term Future,15,10.2.3,ssp126,4.10E-06,-14.51305747,4.59E-06,-18.71178635,1.15E-06,17.81725998,4.46E-06,-6.205936258,6.28E-06,-19.43865249
mid-term Future,15,10.2.3,ssp126,4.63E-06,-3.400008753,5.51E-06,-2.441845215,9.62E-07,-1.478639469,4.17E-06,-12.47014561,7.95E-06,2.021427444
long-term Future,15,10.2.3,ssp126,4.28E-06,-10.76741591,4.32E-06,-23.60572139,1.15E-06,17.47421226,4.28E-06,-10.11514971,7.27E-06,-6.735433255
near-term Future,15,10.2.4,ssp126,1.06E-05,7.340118289,4.13E-06,9.392944915,5.48E-06,14.67405149,1.99E-05,12.74719652,1.27E-05,-3.016187444
mid-term Future,15,10.2.4,ssp126,1.05E-05,7.282601297,3.83E-06,1.428926903,5.42E-06,13.41783037,1.95E-05,10.48708972,1.33E-05,2.024384925
long-term Future,15,10.2.4,ssp126,1.11E-05,13.09288144,4.15E-06,10.02243043,5.21E-06,9.062856319,2.12E-05,20.5511892,1.38E-05,5.638738845
near-term Future,15,11.1.1,ssp126,1.61E-05,-16.84462279,3.18E-05,-17.64387329,1.87E-05,-23.35822949,1.01E-06,-45.28817163,1.32E-05,4.047940501
mid-term Future,15,11.1.1,ssp126,2.04E-05,5.369176343,3.95E-05,2.392137377,2.90E-05,18.7281167,1.74E-06,-5.81282226,1.13E-05,-10.57447666
long-term Future,15,11.1.1,ssp126,1.92E-05,-0.622638268,4.22E-05,9.270712031,1.81E-05,-25.95878329,1.50E-06,-18.4725536,1.48E-05,16.67247714
near-term Future,15,11.1.2,ssp126,1.19E-05,-5.908697844,2.38E-05,-16.00045348,1.36E-05,9.207660657,3.74E-07,-19.92486944,1.04E-05,6.27978178
mid-term Future,15,11.1.2,ssp126,1.20E-05,-5.426840112,2.94E-05,3.729476172,9.68E-06,-22.40228392,5.00E-07,7.126167961,8.69E-06,-11.12077157
long-term Future,15,11.1.2,ssp126,1.49E-05,17.1724245,3.33E-05,17.71389213,1.36E-05,8.90343997,5.37E-07,15.17661867,1.18E-05,20.50004104
near-term Future,15,11.1.3,ssp126,1.36E-05,-11.86327636,2.64E-05,-19.35433646,1.53E-05,0.119828566,1.48E-06,-47.61760966,1.14E-05,2.712292971
mid-term Future,15,11.1.3,ssp126,1.46E-05,-5.382851511,3.56E-05,8.677461096,1.21E-05,-20.67870217,2.04E-06,-28.02804331,8.65E-06,-21.88407009
long-term Future,15,11.1.3,ssp126,1.55E-05,0.936289411,3.22E-05,-1.729401021,1.68E-05,10.36821107,2.61E-06,-7.851734614,1.06E-05,-4.723615467
near-term Future,15,12.1.1,ssp126,1.25E-05,8.034570515,1.01E-05,0.653141986,4.69E-06,18.68520451,2.46E-05,21.60191734,1.04E-05,-12.77407637
mid-term Future,15,12.1.1,ssp126,1.40E-05,21.15786225,1.07E-05,6.71759546,4.74E-06,20.01875316,2.75E-05,36.25614432,1.28E-05,8.021159939
long-term Future,15,12.1.1,ssp126,1.36E-05,18.02967191,9.18E-06,-8.782802269,4.84E-06,22.61856531,2.66E-05,31.7994987,1.37E-05,15.09312358
near-term Future,15,12.1.2,ssp126,1.50E-05,13.11940551,3.66E-06,14.89625911,4.46E-06,45.4122255,3.52E-05,12.8202261,1.65E-05,6.970902467
mid-term Future,15,12.1.2,ssp126,1.49E-05,12.41454184,3.31E-06,3.783744353,4.20E-06,37.00773605,3.43E-05,10.03516362,1.75E-05,13.57262021
long-term Future,15,12.1.2,ssp126,1.49E-05,12.78617829,3.36E-06,5.434370177,3.81E-06,24.25427365,3.50E-05,12.18534518,1.75E-05,13.30948033
near-term Future,15,12.2.1,ssp126,2.42E-05,9.6605286,3.28E-06,10.34269414,9.36E-06,28.83621002,5.54E-05,2.519054233,2.84E-05,20.30662774
mid-term Future,15,12.2.1,ssp126,2.30E-05,4.398098961,2.39E-06,-19.69210359,8.62E-06,18.61664432,5.19E-05,-4.044878884,2.89E-05,22.27288874
long-term Future,15,12.2.1,ssp126,2.20E-05,-0.09745424,2.75E-06,-7.651427248,7.84E-06,7.987423826,4.98E-05,-7.966864793,2.74E-05,16.15746321
near-term Future,15,13.1.1,ssp126,1.26E-05,1.409295294,1.06E-05,-7.606011508,7.23E-06,6.522921607,2.03E-05,26.58795563,1.23E-05,-20.34942631
mid-term Future,15,13.1.1,ssp126,1.42E-05,13.86801898,1.16E-05,1.711458279,7.24E-06,6.624793639,2.42E-05,50.64152909,1.34E-05,-12.73315419
long-term Future,15,13.1.1,ssp126,1.39E-05,11.52604446,1.11E-05,-2.854796836,6.67E-06,-1.822408694,2.28E-05,42.09530477,1.48E-05,-3.729007184
near-term Future,15,13.2.1,ssp126,2.63E-05,16.23520404,1.07E-05,16.68359017,6.13E-06,102.1474346,6.26E-05,14.37264699,2.54E-05,8.65175418
mid-term Future,15,13.2.1,ssp126,2.58E-05,14.16073143,9.59E-06,4.080927955,4.64E-06,52.98262899,6.17E-05,12.83028985,2.69E-05,15.07017057
long-term Future,15,13.2.1,ssp126,2.55E-05,12.63338476,8.78E-06,-4.716374112,4.74E-06,56.23959454,6.15E-05,12.39376364,2.67E-05,14.4101084
near-term Future,15,13.3.1,ssp126,2.55E-05,-0.824068114,6.76E-06,3.550452895,1.33E-05,1.447629147,4.47E-05,-4.468216191,3.70E-05,2.272257133
mid-term Future,15,13.3.1,ssp126,2.55E-05,-0.834569242,5.76E-06,-11.81210868,1.30E-05,-0.206487992,4.35E-05,-7.082688202,3.94E-05,8.795066688
long-term Future,15,13.3.1,ssp126,2.42E-05,-5.857559666,5.98E-06,-8.49378907,1.36E-05,3.705764135,3.99E-05,-14.7922197,3.73E-05,2.950768305
near-term Future,15,13.4.1,ssp126,2.58E-05,-2.749072947,3.59E-06,1.758317516,1.62E-05,1.216125253,4.96E-05,-7.042096928,3.34E-05,1.707675377
mid-term Future,15,13.4.1,ssp126,2.49E-05,-5.986104533,3.56E-06,1.091277956,1.58E-05,-1.017142347,4.66E-05,-12.62259117,3.34E-05,1.55614967
long-term Future,15,13.4.1,ssp126,2.50E-05,-5.859991536,3.52E-06,-0.22717449,1.64E-05,2.550599746,4.66E-05,-12.71564588,3.31E-05,0.666426435
near-term Future,15,13.4.2,ssp126,3.34E-05,0.961991679,4.36E-06,6.556670739,1.20E-05,-5.700129044,7.22E-05,-3.266371493,4.44E-05,10.54320117
mid-term Future,15,13.4.2,ssp126,3.21E-05,-2.848794125,3.93E-06,-4.00122063,1.23E-05,-3.7413935,6.73E-05,-9.934225552,4.45E-05,10.58779532
long-term Future,15,13.4.2,ssp126,3.20E-05,-3.268919513,4.19E-06,2.54035289,1.29E-05,1.371651701,6.67E-05,-10.61920222,4.36E-05,8.415222497
near-term Future,15,13.5.1,ssp126,3.56E-05,1.385907363,4.07E-06,-3.376965273,2.92E-06,-18.76636072,8.07E-05,-5.41434347,5.44E-05,16.20161631
mid-term Future,15,13.5.1,ssp126,3.36E-05,-4.304647073,3.15E-06,-25.22177007,2.41E-06,-32.83025272,7.46E-05,-12.64849127,5.38E-05,14.82228425
long-term Future,15,13.5.1,ssp126,3.34E-05,-4.919448867,3.27E-06,-22.38170263,3.52E-06,-1.857423491,7.38E-05,-13.5754722,5.26E-05,12.35593019
near-term Future,15,13.5.2,ssp126,3.75E-05,-14.14034963,4.01E-06,9.172864587,1.75E-05,-44.69797309,7.41E-05,-14.73360193,5.38E-05,4.288191949
mid-term Future,15,13.5.2,ssp126,3.53E-05,-19.11293119,3.82E-06,3.868236451,1.85E-05,-41.49703795,6.49E-05,-25.34472854,5.36E-05,3.89029397
long-term Future,15,13.5.2,ssp126,3.80E-05,-12.94515878,4.72E-06,28.28260022,2.64E-05,-16.7231473,6.73E-05,-22.51017327,5.31E-05,2.889897259
near-term Future,15,13.6.1,ssp126,4.94E-05,-13.10332716,3.53E-06,1.554164442,2.69E-05,-2.874705597,8.49E-05,-27.82393156,8.17E-05,5.104245694
mid-term Future,15,13.6.1,ssp126,4.35E-05,-23.419635,3.86E-06,11.18244911,2.14E-05,-22.64011176,7.33E-05,-37.70766753,7.52E-05,-3.2995765
long-term Future,15,13.6.1,ssp126,4.61E-05,-18.93027276,4.70E-06,35.37822875,2.55E-05,-7.961192545,7.58E-05,-35.57579444,7.79E-05,0.240622547
near-term Future,15,13.6.2,ssp126,5.64E-05,-7.957145572,1.81E-05,3.282127111,3.63E-05,-1.528848387,8.01E-05,-23.30941403,9.02E-05,5.493532013
mid-term Future,15,13.6.2,ssp126,5.10E-05,-16.65460467,1.95E-05,11.18307393,2.99E-05,-18.96971358,7.06E-05,-32.39181183,8.41E-05,-1.670059517
long-term Future,15,13.6.2,ssp126,5.37E-05,-12.24972531,1.93E-05,10.09643131,3.54E-05,-4.158572931,7.27E-05,-30.42597321,8.75E-05,2.279243795
near-term Future,15,14.1.1,ssp126,2.90E-05,-11.15416735,9.43E-06,6.159854147,1.51E-05,-3.860714886,4.73E-05,-15.06739263,4.40E-05,-12.14253529
mid-term Future,15,14.1.1,ssp126,2.86E-05,-12.48946935,7.77E-06,-12.46082107,1.50E-05,-4.421273352,4.48E-05,-19.5093303,4.65E-05,-7.298827623
long-term Future,15,14.1.1,ssp126,2.76E-05,-15.41522443,8.60E-06,-3.085273346,1.62E-05,3.224548614,3.99E-05,-28.36006032,4.58E-05,-8.612292355
near-term Future,15,14.1.2,ssp126,3.47E-05,-7.707859576,9.44E-06,4.731780751,1.69E-05,-2.902816734,6.36E-05,-10.17713565,4.84E-05,-8.050500657
mid-term Future,15,14.1.2,ssp126,3.45E-05,-8.247059584,8.13E-06,-9.792423126,1.66E-05,-4.606455834,6.08E-05,-14.0943637,5.19E-05,-1.31018661
long-term Future,15,14.1.2,ssp126,3.29E-05,-12.38010079,8.41E-06,-6.755325214,1.82E-05,4.057163453,5.52E-05,-22.02822828,4.98E-05,-5.416029619
near-term Future,15,14.2.1,ssp126,2.67E-05,-7.48777613,1.08E-05,21.71411094,1.71E-05,11.63555587,3.89E-05,-21.8072077,3.96E-05,-3.495499232
mid-term Future,15,14.2.1,ssp126,2.52E-05,-12.64192611,1.12E-05,26.5174891,1.35E-05,-12.27406165,3.68E-05,-26.0044164,3.93E-05,-4.120158069
long-term Future,15,14.2.1,ssp126,2.59E-05,-10.12954116,1.20E-05,35.83576786,1.44E-05,-6.489980686,3.82E-05,-23.22375227,3.91E-05,-4.577622073
near-term Future,15,14.3.1,ssp126,1.65E-05,4.903886467,7.18E-06,8.905959137,7.40E-07,3.114688367,3.75E-05,12.56770427,2.04E-05,-7.977516864
mid-term Future,15,14.3.1,ssp126,1.72E-05,9.701056033,6.26E-06,-5.039458898,7.45E-07,3.851809592,3.74E-05,12.25519494,2.44E-05,9.984283123
long-term Future,15,14.3.1,ssp126,1.67E-05,5.903381109,5.37E-06,-18.57704152,7.35E-07,2.515729102,3.68E-05,10.43944348,2.34E-05,5.619703822
near-term Future,15,14.3.2,ssp126,2.49E-05,13.49726617,1.03E-05,7.063377023,4.08E-06,106.056462,5.97E-05,16.13553095,2.52E-05,2.915589689
mid-term Future,15,14.3.2,ssp126,2.48E-05,12.93321401,9.55E-06,-0.544968869,2.32E-06,17.27003825,5.89E-05,14.49928881,2.79E-05,14.0929264
long-term Future,15,14.3.2,ssp126,2.42E-05,10.27405411,8.23E-06,-14.22091306,2.33E-06,18.02700347,5.84E-05,13.51030596,2.75E-05,12.45649133
near-term Future,15,14.4.1,ssp126,3.30E-05,-20.60100436,2.16E-06,21.57245633,1.10E-05,-77.04281135,7.25E-05,-3.554563423,4.61E-05,12.77666977
mid-term Future,15,14.4.1,ssp126,3.30E-05,-20.70011944,1.78E-06,0.293735023,1.77E-05,-63.09317433,6.50E-05,-13.49979497,4.70E-05,15.123009
long-term Future,15,14.4.1,ssp126,3.75E-05,-9.837131202,2.20E-06,23.85883732,3.51E-05,-26.63913145,6.65E-05,-11.53023797,4.56E-05,11.65672553
near-term Future,15,14.4.2,ssp126,4.27E-05,-12.41678298,4.85E-06,2.63598597,2.39E-05,-0.741409052,7.49E-05,-26.27902567,6.64E-05,4.327149769
mid-term Future,15,14.4.2,ssp126,3.77E-05,-22.66482562,5.25E-06,11.05361955,1.92E-05,-20.42708625,6.49E-05,-36.18827593,6.11E-05,-4.089436925
long-term Future,15,14.4.2,ssp126,3.96E-05,-18.74258816,5.65E-06,19.57029978,2.27E-05,-5.901061821,6.68E-05,-34.3176306,6.29E-05,-1.259880682
near-term Future,15,14.4.3,ssp126,2.62E-05,-18.91523451,3.31E-06,3.425900185,1.91E-05,-49.52935672,4.84E-05,-10.94649907,3.36E-05,1.146975966
mid-term Future,15,14.4.3,ssp126,2.56E-05,-20.91153115,3.25E-06,1.506946334,2.14E-05,-43.47378578,4.37E-05,-19.6591326,3.36E-05,1.032672386
long-term Future,15,14.4.3,ssp126,2.81E-05,-13.01539093,3.66E-06,14.59266784,3.09E-05,-18.24980773,4.43E-05,-18.58729712,3.32E-05,-0.217360482
near-term Future,15,14.5.1,ssp126,2.90E-05,-17.90805906,2.11E-06,6.868583249,1.20E-05,-4.723346859,5.78E-05,-27.86945361,4.36E-05,-4.9038792
mid-term Future,15,14.5.1,ssp126,2.58E-05,-26.79706514,2.16E-06,9.712798655,9.53E-06,-24.04840727,4.90E-05,-38.83948023,4.23E-05,-7.74666682
long-term Future,15,14.5.1,ssp126,2.66E-05,-24.46218431,2.61E-06,32.48495984,1.12E-05,-10.60212413,5.11E-05,-36.23324304,4.13E-05,-9.802933165
near-term Future,15,14.5.2,ssp126,3.73E-05,-3.087018989,3.07E-06,1.054037918,5.98E-06,-2.908818825,7.81E-05,-12.15261037,6.19E-05,11.40623639
mid-term Future,15,14.5.2,ssp126,3.50E-05,-9.229329228,2.50E-06,-17.63540946,4.94E-06,-19.87614541,7.03E-05,-20.92522146,6.18E-05,11.16399934
long-term Future,15,14.5.2,ssp126,3.55E-05,-7.932803035,2.77E-06,-8.748261603,6.19E-06,0.489000156,7.20E-05,-19.08425012,6.07E-05,9.125505632
near-term Future,15,14.6.1,ssp126,1.14E-05,-10.22555232,4.78E-06,4.027343095,5.97E-07,42.89250929,1.74E-05,-11.12352663,2.28E-05,-13.1845936
mid-term Future,15,14.6.1,ssp126,1.20E-05,-5.195361748,4.82E-06,4.887181456,4.58E-07,9.634071692,1.63E-05,-17.02443612,2.64E-05,0.688513273
long-term Future,15,14.6.1,ssp126,1.15E-05,-9.03884396,3.67E-06,-20.17174392,4.52E-07,8.081160202,1.56E-05,-20.42148719,2.67E-05,1.548319873
near-term Future,15,15.1.1,ssp126,6.23E-05,-5.646267533,3.69E-05,14.35495761,2.81E-05,-1.187117634,7.88E-05,-19.19369417,0.00010486,-0.906853447
mid-term Future,15,15.1.1,ssp126,5.94E-05,-10.12900323,3.66E-05,13.39931032,2.51E-05,-11.41797636,7.24E-05,-25.741,0.000104142,-1.58516608
long-term Future,15,15.1.1,ssp126,6.05E-05,-8.390489966,3.60E-05,11.66439841,2.77E-05,-2.555668746,7.42E-05,-23.88937808,0.000104546,-1.203854192
