Year,City,Scenario,WarmSpell3,WarmSpell3_min,WarmSpell3_min_model,WarmSpell3_max,WarmSpell3_max_model
1961,Calgary,historical,0.27777777777777773,0.0,CNRM-ESM2-1,0.4722222222222222,EC-Earth3
1962,Calgary,historical,0.8518518518518517,0.25,CNRM-ESM2-1,1.1666666666666667,ACCESS-CM2
1963,Calgary,historical,1.1018518518518519,0.4722222222222222,CNRM-ESM2-1,1.5277777777777777,EC-Earth3
1964,Calgary,historical,1.1018518518518519,0.0277777777777777,CNRM-ESM2-1,3.111111111111111,EC-Earth3
1965,Calgary,historical,1.5462962962962965,0.0,ACCESS-CM2,3.555555555555556,CNRM-ESM2-1
1966,Calgary,historical,0.3055555555555555,0.0555555555555555,ACCESS-CM2,0.6111111111111112,EC-Earth3
1967,Calgary,historical,1.25,0.6666666666666666,CNRM-ESM2-1,1.6111111111111112,EC-Earth3
1968,Calgary,historical,1.7037037037037035,0.8055555555555556,CNRM-ESM2-1,3.2222222222222223,EC-Earth3
1969,Calgary,historical,1.8518518518518519,0.8888888888888888,ACCESS-CM2,2.638888888888889,CNRM-ESM2-1
1970,Calgary,historical,0.7870370370370369,0.6944444444444444,EC-Earth3,0.9444444444444444,CNRM-ESM2-1
1971,Calgary,historical,2.6018518518518516,1.25,EC-Earth3,4.944444444444445,CNRM-ESM2-1
1972,Calgary,historical,0.5555555555555555,0.0,CNRM-ESM2-1,0.8888888888888888,ACCESS-CM2
1973,Calgary,historical,1.3333333333333333,0.8055555555555556,CNRM-ESM2-1,1.805555555555556,ACCESS-CM2
1974,Calgary,historical,1.2129629629629628,0.3055555555555556,CNRM-ESM2-1,2.25,ACCESS-CM2
1975,Calgary,historical,1.1759259259259258,0.0,ACCESS-CM2,2.111111111111111,EC-Earth3
1976,Calgary,historical,1.1666666666666667,0.5555555555555556,EC-Earth3,2.0,CNRM-ESM2-1
1977,Calgary,historical,1.3148148148148147,0.6388888888888888,CNRM-ESM2-1,2.2777777777777777,ACCESS-CM2
1978,Calgary,historical,0.3611111111111111,0.0,EC-Earth3,1.0555555555555556,ACCESS-CM2
1979,Calgary,historical,1.9537037037037035,1.1388888888888888,ACCESS-CM2,3.055555555555556,EC-Earth3
1980,Calgary,historical,1.111111111111111,0.3888888888888889,CNRM-ESM2-1,2.388888888888889,EC-Earth3
1981,Calgary,historical,0.9537037037037037,0.3055555555555556,CNRM-ESM2-1,1.6111111111111112,EC-Earth3
1982,Calgary,historical,0.7592592592592592,0.6666666666666666,CNRM-ESM2-1,0.9166666666666666,EC-Earth3
1983,Calgary,historical,1.9351851851851851,0.5555555555555556,EC-Earth3,2.7222222222222223,CNRM-ESM2-1
1984,Calgary,historical,0.611111111111111,0.0555555555555555,ACCESS-CM2,1.6111111111111112,EC-Earth3
1985,Calgary,historical,1.6666666666666667,0.0,ACCESS-CM2,2.805555555555556,EC-Earth3
1986,Calgary,historical,1.0092592592592593,0.0,ACCESS-CM2,1.6666666666666667,CNRM-ESM2-1
1987,Calgary,historical,0.6851851851851851,0.1388888888888889,EC-Earth3,1.25,CNRM-ESM2-1
1988,Calgary,historical,1.2685185185185184,0.9444444444444444,CNRM-ESM2-1,1.5277777777777777,EC-Earth3
1989,Calgary,historical,1.4907407407407407,0.3888888888888889,CNRM-ESM2-1,2.805555555555556,EC-Earth3
1990,Calgary,historical,0.8703703703703703,0.0,ACCESS-CM2,1.6944444444444444,CNRM-ESM2-1
1991,Calgary,historical,1.0648148148148149,0.0,EC-Earth3,1.7777777777777777,CNRM-ESM2-1
1992,Calgary,historical,1.0,0.0,ACCESS-CM2,2.4166666666666665,EC-Earth3
1993,Calgary,historical,1.3055555555555556,0.8888888888888888,ACCESS-CM2,1.8333333333333333,CNRM-ESM2-1
1994,Calgary,historical,1.8055555555555554,1.5,CNRM-ESM2-1,2.2777777777777777,ACCESS-CM2
1995,Calgary,historical,1.1944444444444444,0.0,CNRM-ESM2-1,3.333333333333333,EC-Earth3
1996,Calgary,historical,1.462962962962963,0.0,EC-Earth3,2.805555555555556,CNRM-ESM2-1
1997,Calgary,historical,0.9259259259259259,0.1666666666666666,CNRM-ESM2-1,2.361111111111111,EC-Earth3
1998,Calgary,historical,1.25,0.6944444444444444,CNRM-ESM2-1,1.8611111111111112,ACCESS-CM2
1999,Calgary,historical,1.7222222222222223,1.0,CNRM-ESM2-1,2.555555555555556,EC-Earth3
2000,Calgary,historical,1.3796296296296298,0.0,EC-Earth3,2.5277777777777777,CNRM-ESM2-1
2001,Calgary,historical,0.8611111111111112,0.3888888888888889,CNRM-ESM2-1,1.6666666666666667,EC-Earth3
2002,Calgary,historical,0.4444444444444444,0.0,ACCESS-CM2,1.25,CNRM-ESM2-1
2003,Calgary,historical,0.14814814814814814,0.0,ACCESS-CM2,0.3611111111111111,EC-Earth3
2004,Calgary,historical,1.6111111111111114,1.5,CNRM-ESM2-1,1.6944444444444444,ACCESS-CM2
2005,Calgary,historical,3.092592592592593,1.9722222222222223,EC-Earth3,4.277777777777778,CNRM-ESM2-1
2006,Calgary,historical,2.5,0.8888888888888888,ACCESS-CM2,3.9166666666666665,CNRM-ESM2-1
2007,Calgary,historical,1.6851851851851851,0.0277777777777777,CNRM-ESM2-1,2.6944444444444446,EC-Earth3
2008,Calgary,historical,2.064814814814815,1.1944444444444444,ACCESS-CM2,2.5277777777777777,EC-Earth3
2009,Calgary,historical,1.8425925925925928,1.3611111111111112,CNRM-ESM2-1,2.555555555555556,ACCESS-CM2
2010,Calgary,historical,0.8148148148148149,0.0,CNRM-ESM2-1,1.9722222222222223,ACCESS-CM2
2011,Calgary,historical,2.2037037037037037,1.8611111111111112,ACCESS-CM2,2.4166666666666665,EC-Earth3
2012,Calgary,historical,1.4907407407407407,0.7222222222222222,CNRM-ESM2-1,2.611111111111111,EC-Earth3
2013,Calgary,historical,1.1759259259259258,0.0,CNRM-ESM2-1,2.583333333333333,EC-Earth3
2014,Calgary,historical,2.240740740740741,0.9722222222222222,ACCESS-CM2,3.0277777777777777,EC-Earth3
1951,Charlotte,historical,4.839080459770115,4.0344827586206895,CNRM-ESM2-1,5.448275862068965,EC-Earth3
1952,Charlotte,historical,3.7126436781609193,2.1379310344827585,CNRM-ESM2-1,6.551724137931035,EC-Earth3
1953,Charlotte,historical,4.931034482758621,3.103448275862069,ACCESS-CM2,7.517241379310345,CNRM-ESM2-1
1954,Charlotte,historical,5.1724137931034475,4.068965517241379,EC-Earth3,5.793103448275862,ACCESS-CM2
1955,Charlotte,historical,4.9655172413793105,3.689655172413793,EC-Earth3,6.965517241379311,CNRM-ESM2-1
1956,Charlotte,historical,3.2758620689655173,2.310344827586207,CNRM-ESM2-1,4.482758620689655,EC-Earth3
1957,Charlotte,historical,4.505747126436781,4.0344827586206895,ACCESS-CM2,5.206896551724138,EC-Earth3
1958,Charlotte,historical,4.448275862068965,4.0344827586206895,EC-Earth3,5.0,ACCESS-CM2
1959,Charlotte,historical,3.7471264367816093,2.0689655172413794,EC-Earth3,5.172413793103448,ACCESS-CM2
1960,Charlotte,historical,3.839080459770115,2.689655172413793,CNRM-ESM2-1,5.827586206896552,ACCESS-CM2
1961,Charlotte,historical,4.747126436781609,3.4827586206896552,ACCESS-CM2,6.0,CNRM-ESM2-1
1962,Charlotte,historical,3.896551724137931,3.0,ACCESS-CM2,5.0344827586206895,CNRM-ESM2-1
1963,Charlotte,historical,3.149425287356322,2.2413793103448274,CNRM-ESM2-1,3.9655172413793114,EC-Earth3
1964,Charlotte,historical,5.505747126436781,4.758620689655173,ACCESS-CM2,6.448275862068965,EC-Earth3
1965,Charlotte,historical,4.045977011494252,2.4482758620689653,ACCESS-CM2,5.551724137931035,EC-Earth3
1966,Charlotte,historical,4.195402298850575,3.655172413793104,CNRM-ESM2-1,4.862068965517241,EC-Earth3
1967,Charlotte,historical,3.908045977011495,3.0,CNRM-ESM2-1,4.793103448275862,EC-Earth3
1968,Charlotte,historical,5.586206896551723,4.896551724137931,ACCESS-CM2,6.0,EC-Earth3
1969,Charlotte,historical,5.0919540229885065,4.793103448275862,EC-Earth3,5.517241379310345,CNRM-ESM2-1
1970,Charlotte,historical,5.885057471264368,4.689655172413793,EC-Earth3,6.758620689655173,CNRM-ESM2-1
1971,Charlotte,historical,5.379310344827586,4.827586206896552,CNRM-ESM2-1,6.275862068965517,EC-Earth3
1972,Charlotte,historical,4.67816091954023,3.4482758620689653,CNRM-ESM2-1,6.793103448275862,EC-Earth3
1973,Charlotte,historical,5.402298850574713,4.586206896551724,ACCESS-CM2,6.482758620689655,EC-Earth3
1974,Charlotte,historical,5.804597701149425,5.137931034482759,EC-Earth3,6.448275862068965,CNRM-ESM2-1
1975,Charlotte,historical,4.275862068965517,2.0,EC-Earth3,5.620689655172414,CNRM-ESM2-1
1976,Charlotte,historical,5.333333333333333,2.1379310344827585,ACCESS-CM2,8.827586206896552,EC-Earth3
1977,Charlotte,historical,3.4137931034482754,2.0,CNRM-ESM2-1,5.206896551724138,EC-Earth3
1978,Charlotte,historical,4.505747126436781,3.4482758620689653,ACCESS-CM2,6.379310344827586,EC-Earth3
1979,Charlotte,historical,3.8620689655172415,2.0689655172413794,CNRM-ESM2-1,5.413793103448276,ACCESS-CM2
1980,Charlotte,historical,4.310344827586207,3.9655172413793114,ACCESS-CM2,4.758620689655173,CNRM-ESM2-1
1981,Charlotte,historical,4.0344827586206895,3.4482758620689653,CNRM-ESM2-1,5.0344827586206895,ACCESS-CM2
1982,Charlotte,historical,6.045977011494252,4.827586206896552,ACCESS-CM2,8.10344827586207,CNRM-ESM2-1
1983,Charlotte,historical,4.068965517241379,2.862068965517241,CNRM-ESM2-1,5.068965517241379,EC-Earth3
1984,Charlotte,historical,6.206896551724138,5.0,EC-Earth3,7.137931034482759,CNRM-ESM2-1
1985,Charlotte,historical,5.7701149425287355,4.620689655172414,ACCESS-CM2,6.620689655172414,EC-Earth3
1986,Charlotte,historical,5.74712643678161,5.0,CNRM-ESM2-1,7.206896551724138,EC-Earth3
1987,Charlotte,historical,4.28735632183908,2.862068965517241,CNRM-ESM2-1,6.275862068965517,EC-Earth3
1988,Charlotte,historical,3.045977011494253,1.6206896551724137,EC-Earth3,4.793103448275862,ACCESS-CM2
1989,Charlotte,historical,6.172413793103448,5.068965517241379,CNRM-ESM2-1,7.275862068965517,ACCESS-CM2
1990,Charlotte,historical,5.080459770114943,4.103448275862069,CNRM-ESM2-1,6.137931034482759,ACCESS-CM2
1991,Charlotte,historical,4.712643678160919,3.6206896551724137,EC-Earth3,5.517241379310345,CNRM-ESM2-1
1992,Charlotte,historical,3.4827586206896552,2.4827586206896552,ACCESS-CM2,4.344827586206897,EC-Earth3
1993,Charlotte,historical,3.8045977011494254,3.3448275862068964,EC-Earth3,4.620689655172414,CNRM-ESM2-1
1994,Charlotte,historical,4.218390804597701,2.7241379310344827,ACCESS-CM2,6.103448275862069,CNRM-ESM2-1
1995,Charlotte,historical,4.586206896551724,1.9655172413793105,CNRM-ESM2-1,6.0,EC-Earth3
1996,Charlotte,historical,7.057471264367815,5.241379310344827,CNRM-ESM2-1,9.93103448275862,ACCESS-CM2
1997,Charlotte,historical,3.8735632183908044,3.3448275862068964,EC-Earth3,4.689655172413793,CNRM-ESM2-1
1998,Charlotte,historical,2.954022988505747,2.206896551724138,CNRM-ESM2-1,4.103448275862069,ACCESS-CM2
1999,Charlotte,historical,4.735632183908046,4.0,CNRM-ESM2-1,6.0344827586206895,EC-Earth3
2000,Charlotte,historical,3.057471264367816,3.0,CNRM-ESM2-1,3.1724137931034484,ACCESS-CM2
2001,Charlotte,historical,4.574712643678161,3.5517241379310347,EC-Earth3,5.310344827586207,CNRM-ESM2-1
2002,Charlotte,historical,4.264367816091954,2.0,CNRM-ESM2-1,5.896551724137931,EC-Earth3
2003,Charlotte,historical,4.632183908045977,4.448275862068965,EC-Earth3,4.793103448275862,CNRM-ESM2-1
2004,Charlotte,historical,3.494252873563218,2.2758620689655173,ACCESS-CM2,5.206896551724138,EC-Earth3
2005,Charlotte,historical,4.620689655172414,3.4482758620689653,CNRM-ESM2-1,5.241379310344827,ACCESS-CM2
2006,Charlotte,historical,3.804597701149426,2.9655172413793105,EC-Earth3,5.310344827586207,ACCESS-CM2
2007,Charlotte,historical,2.3333333333333335,1.0,CNRM-ESM2-1,4.0,EC-Earth3
2008,Charlotte,historical,3.8850574712643677,3.0,CNRM-ESM2-1,5.068965517241379,EC-Earth3
2009,Charlotte,historical,4.448275862068965,3.5517241379310347,CNRM-ESM2-1,5.275862068965517,EC-Earth3
2010,Charlotte,historical,3.310344827586207,2.896551724137931,ACCESS-CM2,3.793103448275862,CNRM-ESM2-1
2011,Charlotte,historical,3.8505747126436787,1.0,EC-Earth3,6.241379310344827,ACCESS-CM2
2012,Charlotte,historical,4.436781609195402,4.0,CNRM-ESM2-1,5.0,ACCESS-CM2
2013,Charlotte,historical,3.3333333333333335,2.5517241379310347,CNRM-ESM2-1,3.827586206896552,EC-Earth3
2014,Charlotte,historical,3.1149425287356323,2.5517241379310347,EC-Earth3,3.8620689655172415,ACCESS-CM2
1951,Chicago,historical,2.9677419354838706,2.0,CNRM-ESM2-1,3.5161290322580645,EC-Earth3
1952,Chicago,historical,3.1397849462365586,1.0,CNRM-ESM2-1,5.0,ACCESS-CM2
1953,Chicago,historical,3.1182795698924735,1.870967741935484,CNRM-ESM2-1,3.967741935483871,EC-Earth3
1954,Chicago,historical,1.978494623655914,0.9032258064516128,ACCESS-CM2,3.870967741935484,EC-Earth3
1955,Chicago,historical,2.2258064516129035,1.903225806451613,CNRM-ESM2-1,2.774193548387097,ACCESS-CM2
1956,Chicago,historical,2.1397849462365595,0.4193548387096774,CNRM-ESM2-1,4.741935483870968,ACCESS-CM2
1957,Chicago,historical,3.0537634408602146,1.6451612903225807,EC-Earth3,4.064516129032258,CNRM-ESM2-1
1958,Chicago,historical,3.8817204301075265,2.0,CNRM-ESM2-1,6.580645161290323,EC-Earth3
1959,Chicago,historical,4.526881720430108,4.354838709677419,ACCESS-CM2,4.838709677419355,EC-Earth3
1960,Chicago,historical,5.053763440860216,3.612903225806452,ACCESS-CM2,5.967741935483871,CNRM-ESM2-1
1961,Chicago,historical,4.096774193548387,2.0,CNRM-ESM2-1,5.67741935483871,ACCESS-CM2
1962,Chicago,historical,2.9892473118279574,0.1290322580645161,CNRM-ESM2-1,5.838709677419355,EC-Earth3
1963,Chicago,historical,3.4838709677419355,1.3548387096774193,ACCESS-CM2,5.096774193548387,CNRM-ESM2-1
1964,Chicago,historical,2.4838709677419355,0.6451612903225806,CNRM-ESM2-1,3.870967741935484,ACCESS-CM2
1965,Chicago,historical,3.8172043010752694,2.4838709677419355,EC-Earth3,4.548387096774194,ACCESS-CM2
1966,Chicago,historical,1.89247311827957,1.1290322580645162,ACCESS-CM2,3.0,CNRM-ESM2-1
1967,Chicago,historical,2.698924731182796,0.5483870967741935,ACCESS-CM2,6.193548387096774,CNRM-ESM2-1
1968,Chicago,historical,2.344086021505376,0.967741935483871,CNRM-ESM2-1,3.419354838709677,ACCESS-CM2
1969,Chicago,historical,2.6451612903225805,1.0,CNRM-ESM2-1,3.548387096774193,ACCESS-CM2
1970,Chicago,historical,2.698924731182796,1.2258064516129032,ACCESS-CM2,5.387096774193548,EC-Earth3
1971,Chicago,historical,3.3978494623655915,2.0,CNRM-ESM2-1,4.354838709677419,EC-Earth3
1972,Chicago,historical,4.419354838709677,2.2580645161290325,EC-Earth3,5.580645161290323,ACCESS-CM2
1973,Chicago,historical,2.9677419354838714,1.1290322580645162,EC-Earth3,4.709677419354839,ACCESS-CM2
1974,Chicago,historical,3.8602150537634414,1.032258064516129,CNRM-ESM2-1,7.548387096774194,EC-Earth3
1975,Chicago,historical,5.483870967741936,3.0,CNRM-ESM2-1,8.870967741935484,EC-Earth3
1976,Chicago,historical,2.193548387096774,0.0,CNRM-ESM2-1,4.0,ACCESS-CM2
1977,Chicago,historical,4.43010752688172,2.096774193548387,CNRM-ESM2-1,6.483870967741935,EC-Earth3
1978,Chicago,historical,2.7956989247311825,2.064516129032258,EC-Earth3,3.3225806451612905,CNRM-ESM2-1
1979,Chicago,historical,4.677419354838709,4.548387096774194,ACCESS-CM2,4.774193548387097,EC-Earth3
1980,Chicago,historical,4.720430107526881,3.612903225806452,CNRM-ESM2-1,6.161290322580645,EC-Earth3
1981,Chicago,historical,4.473118279569892,3.612903225806452,ACCESS-CM2,5.483870967741935,EC-Earth3
1982,Chicago,historical,2.2473118279569895,1.7419354838709675,ACCESS-CM2,2.935483870967742,CNRM-ESM2-1
1983,Chicago,historical,4.655913978494624,3.870967741935484,CNRM-ESM2-1,5.935483870967742,ACCESS-CM2
1984,Chicago,historical,2.7526881720430105,0.7096774193548387,CNRM-ESM2-1,4.774193548387097,ACCESS-CM2
1985,Chicago,historical,2.6666666666666665,1.8387096774193548,ACCESS-CM2,3.129032258064516,CNRM-ESM2-1
1986,Chicago,historical,3.0322580645161294,2.096774193548387,EC-Earth3,4.0,CNRM-ESM2-1
1987,Chicago,historical,4.043010752688172,2.225806451612903,EC-Earth3,5.161290322580645,ACCESS-CM2
1988,Chicago,historical,4.688172043010753,4.0,ACCESS-CM2,5.67741935483871,EC-Earth3
1989,Chicago,historical,2.5161290322580645,2.0,EC-Earth3,2.935483870967742,ACCESS-CM2
1990,Chicago,historical,3.387096774193548,1.935483870967742,ACCESS-CM2,4.225806451612903,CNRM-ESM2-1
1991,Chicago,historical,3.301075268817204,1.6129032258064515,CNRM-ESM2-1,5.0,EC-Earth3
1992,Chicago,historical,3.9247311827956985,3.0,EC-Earth3,4.741935483870968,CNRM-ESM2-1
1993,Chicago,historical,4.161290322580645,2.4516129032258065,ACCESS-CM2,6.258064516129032,CNRM-ESM2-1
1994,Chicago,historical,2.3655913978494625,0.0,CNRM-ESM2-1,3.838709677419355,EC-Earth3
1995,Chicago,historical,5.698924731182796,4.32258064516129,CNRM-ESM2-1,8.258064516129032,EC-Earth3
1996,Chicago,historical,1.6881720430107527,1.064516129032258,ACCESS-CM2,2.903225806451613,EC-Earth3
1997,Chicago,historical,3.612903225806452,1.5161290322580645,CNRM-ESM2-1,5.548387096774194,EC-Earth3
1998,Chicago,historical,4.344086021505376,4.032258064516129,CNRM-ESM2-1,4.741935483870968,EC-Earth3
1999,Chicago,historical,3.7096774193548385,2.935483870967742,ACCESS-CM2,4.67741935483871,EC-Earth3
2000,Chicago,historical,5.032258064516129,2.032258064516129,EC-Earth3,7.290322580645161,ACCESS-CM2
2001,Chicago,historical,2.4838709677419355,0.0,CNRM-ESM2-1,3.838709677419355,ACCESS-CM2
2002,Chicago,historical,3.978494623655914,1.6774193548387095,EC-Earth3,5.67741935483871,CNRM-ESM2-1
2003,Chicago,historical,4.032258064516129,3.0,ACCESS-CM2,5.290322580645161,EC-Earth3
2004,Chicago,historical,3.301075268817204,2.096774193548387,CNRM-ESM2-1,5.290322580645161,ACCESS-CM2
2005,Chicago,historical,4.56989247311828,3.0,ACCESS-CM2,6.096774193548387,CNRM-ESM2-1
2006,Chicago,historical,4.118279569892473,2.0,ACCESS-CM2,5.354838709677419,CNRM-ESM2-1
2007,Chicago,historical,3.655913978494624,2.419354838709677,EC-Earth3,4.935483870967742,CNRM-ESM2-1
2008,Chicago,historical,2.9032258064516125,1.1612903225806452,EC-Earth3,5.258064516129032,CNRM-ESM2-1
2009,Chicago,historical,4.795698924731183,1.3548387096774193,EC-Earth3,6.774193548387097,ACCESS-CM2
2010,Chicago,historical,4.247311827956989,3.096774193548387,EC-Earth3,6.32258064516129,CNRM-ESM2-1
2011,Chicago,historical,3.7526881720430105,2.0,ACCESS-CM2,6.645161290322581,EC-Earth3
2012,Chicago,historical,3.301075268817204,1.8387096774193548,ACCESS-CM2,5.290322580645161,CNRM-ESM2-1
2013,Chicago,historical,5.387096774193548,4.0,CNRM-ESM2-1,6.258064516129032,EC-Earth3
2014,Chicago,historical,4.967741935483871,3.806451612903226,ACCESS-CM2,6.096774193548387,CNRM-ESM2-1
1951,Cincinnati,historical,5.629629629629629,5.0,ACCESS-CM2,6.333333333333333,CNRM-ESM2-1
1952,Cincinnati,historical,6.3086419753086425,5.222222222222222,EC-Earth3,7.296296296296297,ACCESS-CM2
1953,Cincinnati,historical,3.7037037037037037,2.555555555555556,CNRM-ESM2-1,5.555555555555555,ACCESS-CM2
1954,Cincinnati,historical,4.567901234567901,2.555555555555556,CNRM-ESM2-1,5.777777777777778,ACCESS-CM2
1955,Cincinnati,historical,4.6419753086419755,3.259259259259259,CNRM-ESM2-1,5.62962962962963,EC-Earth3
1956,Cincinnati,historical,6.567901234567902,5.62962962962963,EC-Earth3,7.814814814814815,ACCESS-CM2
1957,Cincinnati,historical,5.296296296296297,4.555555555555555,CNRM-ESM2-1,5.962962962962963,EC-Earth3
1958,Cincinnati,historical,7.197530864197531,5.148148148148148,CNRM-ESM2-1,9.25925925925926,EC-Earth3
1959,Cincinnati,historical,7.271604938271605,7.074074074074074,CNRM-ESM2-1,7.481481481481482,ACCESS-CM2
1960,Cincinnati,historical,5.469135802469135,4.518518518518518,ACCESS-CM2,6.074074074074074,CNRM-ESM2-1
1961,Cincinnati,historical,5.839506172839506,3.5185185185185186,CNRM-ESM2-1,7.2592592592592595,EC-Earth3
1962,Cincinnati,historical,4.901234567901235,3.6666666666666665,CNRM-ESM2-1,6.148148148148148,ACCESS-CM2
1963,Cincinnati,historical,6.160493827160494,5.962962962962963,CNRM-ESM2-1,6.481481481481482,EC-Earth3
1964,Cincinnati,historical,5.864197530864197,5.518518518518518,EC-Earth3,6.296296296296297,CNRM-ESM2-1
1965,Cincinnati,historical,5.395061728395063,4.592592592592593,EC-Earth3,6.333333333333333,CNRM-ESM2-1
1966,Cincinnati,historical,4.08641975308642,2.888888888888889,EC-Earth3,5.0,ACCESS-CM2
1967,Cincinnati,historical,6.2592592592592595,5.0,CNRM-ESM2-1,8.555555555555555,ACCESS-CM2
1968,Cincinnati,historical,3.9382716049382718,2.6296296296296298,CNRM-ESM2-1,4.703703703703703,EC-Earth3
1969,Cincinnati,historical,5.358024691358025,2.6296296296296298,CNRM-ESM2-1,7.0,ACCESS-CM2
1970,Cincinnati,historical,5.827160493827161,4.925925925925926,CNRM-ESM2-1,6.962962962962963,EC-Earth3
1971,Cincinnati,historical,5.7407407407407405,4.518518518518518,CNRM-ESM2-1,7.111111111111111,ACCESS-CM2
1972,Cincinnati,historical,6.024691358024692,5.333333333333333,ACCESS-CM2,6.814814814814815,CNRM-ESM2-1
1973,Cincinnati,historical,4.901234567901234,3.074074074074074,CNRM-ESM2-1,6.333333333333333,EC-Earth3
1974,Cincinnati,historical,6.567901234567901,5.666666666666667,ACCESS-CM2,7.074074074074074,CNRM-ESM2-1
1975,Cincinnati,historical,4.91358024691358,2.962962962962963,CNRM-ESM2-1,8.518518518518519,EC-Earth3
1976,Cincinnati,historical,5.0,4.037037037037037,CNRM-ESM2-1,5.481481481481482,ACCESS-CM2
1977,Cincinnati,historical,6.061728395061729,5.925925925925926,CNRM-ESM2-1,6.25925925925926,ACCESS-CM2
1978,Cincinnati,historical,5.296296296296297,3.888888888888889,EC-Earth3,7.0,ACCESS-CM2
1979,Cincinnati,historical,7.098765432098766,6.851851851851852,ACCESS-CM2,7.444444444444445,EC-Earth3
1980,Cincinnati,historical,5.888888888888889,4.148148148148148,CNRM-ESM2-1,7.222222222222222,ACCESS-CM2
1981,Cincinnati,historical,5.530864197530865,3.962962962962963,ACCESS-CM2,8.185185185185185,CNRM-ESM2-1
1982,Cincinnati,historical,3.641975308641976,3.259259259259259,ACCESS-CM2,3.962962962962963,EC-Earth3
1983,Cincinnati,historical,5.530864197530864,4.518518518518518,ACCESS-CM2,6.518518518518518,CNRM-ESM2-1
1984,Cincinnati,historical,4.246913580246914,3.0,CNRM-ESM2-1,5.666666666666667,EC-Earth3
1985,Cincinnati,historical,5.197530864197531,4.555555555555555,CNRM-ESM2-1,5.777777777777778,ACCESS-CM2
1986,Cincinnati,historical,4.851851851851852,4.222222222222222,CNRM-ESM2-1,6.0,EC-Earth3
1987,Cincinnati,historical,5.172839506172839,3.6296296296296298,EC-Earth3,6.777777777777778,CNRM-ESM2-1
1988,Cincinnati,historical,6.604938271604937,5.555555555555555,ACCESS-CM2,7.518518518518518,CNRM-ESM2-1
1989,Cincinnati,historical,4.481481481481481,3.333333333333333,EC-Earth3,5.148148148148148,CNRM-ESM2-1
1990,Cincinnati,historical,4.308641975308642,3.4814814814814814,CNRM-ESM2-1,5.777777777777778,EC-Earth3
1991,Cincinnati,historical,5.888888888888889,5.444444444444445,ACCESS-CM2,6.37037037037037,CNRM-ESM2-1
1992,Cincinnati,historical,5.604938271604939,4.62962962962963,CNRM-ESM2-1,7.074074074074074,ACCESS-CM2
1993,Cincinnati,historical,5.407407407407407,4.666666666666667,EC-Earth3,6.037037037037037,CNRM-ESM2-1
