Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_tasmin,Plot_index_Annual_tasmin,Ave25yearSpan_Winter_tasmin,Plot_index_Winter_tasmin,Ave25yearSpan_Spring_tasmin,Plot_index_Spring_tasmin,Ave25yearSpan_Summer_tasmin,Plot_index_Summer_tasmin,Ave25yearSpan_Fall_tasmin,Plot_index_Fall_tasmin
near-term Future,1,8.2.3,ssp370,280.4087187547569,1.8023534745468188,267.9600181460735,1.950930051731584,279.7897074429944,1.4560592898672438,292.21855674888775,2.1886395828620238,281.43964939376445,1.6145863613640579
near-term Future,1,8.2.4,ssp370,280.6608763425839,1.8648606184092165,269.25977804544544,2.102333349059336,279.723119920741,1.5444955263587987,291.8700326498695,2.1676147872468725,281.5824842642657,1.6471756263400668
near-term Future,1,8.3.1,ssp370,282.2414678450119,2.1291358542413423,271.7545964227823,2.4962604143291443,280.7438211814075,1.9202083789886215,292.9759680123951,2.1077599690271462,283.3023992163786,1.9979115560065441
near-term Future,1,8.3.2,ssp370,282.171235441807,1.6272244220745105,269.9822812308423,1.4639343237023166,281.74214332213484,1.2474759165509406,293.82262681608614,2.234459513995958,282.91277056898963,1.5591643399701365
near-term Future,1,8.3.3,ssp370,283.0073780196062,1.6078075910213432,272.25226231825235,1.4931402604896715,282.0645686810832,1.084987587345303,293.94487072364143,2.2579975716704936,283.5681557257936,1.5927476132812544
near-term Future,1,8.3.4,ssp370,284.8928258705656,1.7037076094294665,274.9573441019857,1.442598617466824,283.43477352668157,1.028266338485281,295.12710563348685,2.24486301774564,285.87266051062306,2.0983974423578804
near-term Future,1,8.3.5,ssp370,286.69922013684703,1.6467116523997962,277.2562342563583,1.421074746704185,285.5448583437158,1.0789027477177253,296.1955975329357,2.00765288933464,287.62965541578336,2.0796050568252475
near-term Future,1,8.3.6,ssp370,286.41604426243185,1.5787758338731095,276.4263700671262,1.376607153597821,285.62349381972103,0.9527263093747838,296.4625918564589,2.1503217748973675,286.9665987840065,1.8343585963748321
near-term Future,1,8.3.7,ssp370,287.88403320624786,1.6530158306680836,278.3783032258086,1.658403067446251,287.0064395507344,1.0720810516776886,297.5585555949418,2.06878114845442,288.4167763928659,1.814658096425367
near-term Future,1,8.3.8,ssp370,288.93771555529565,1.6999308904076784,279.7280448698446,1.8126364597865559,288.49682641792555,1.3161827416345488,297.65801113294515,1.7843321986820406,289.7000813811133,1.8908029645300655
near-term Future,1,8.4.1,ssp370,281.881704769068,1.9092098534788002,271.7840142618687,2.1306725373187296,280.518231439276,1.4697820955244616,292.28700827142467,2.118943291384241,282.7538719722957,1.9218151815533444
near-term Future,1,8.4.2,ssp370,280.9005637231296,1.766160773561258,270.71547433408085,1.9632936470848201,279.5973845591501,1.3423668353879856,291.341631342946,1.98378493078458,281.7622860146764,1.7791096674143283
near-term Future,1,8.4.3,ssp370,280.88619673750424,1.8729702895094515,270.5565940625926,2.2283038629911127,279.6467889087238,1.6073883786411836,291.39394073227174,1.930546017042964,281.7593441892977,1.730896302650243
near-term Future,1,8.4.4,ssp370,281.4569113804687,1.6518998647380068,271.8829119271899,1.5113457238969064,279.9316154863493,0.9488649544990428,291.5065329394651,2.201988185307254,282.3329525837126,1.9459074682447612
near-term Future,1,8.4.5,ssp370,283.31067886842214,1.7051808321478017,271.65906007890055,1.325635236279008,282.77463165484306,1.3199628645347161,294.6953660593862,2.4533996334283223,283.8971316337739,1.7145667428488487
near-term Future,1,8.4.6,ssp370,284.53160881620187,1.7478112660718956,273.39003575598355,1.330673142484769,283.8876424721128,1.360215535263693,295.50947363770524,2.4802135920524613,285.13267357479515,1.8128699201009653
near-term Future,1,8.4.7,ssp370,285.7371530096992,1.7573801754630232,274.5108755183876,1.3656794871608489,285.1652422316951,1.3769748311339995,296.8149565675984,2.4525380758617246,286.2483304280026,1.8275981419902703
near-term Future,1,8.4.8,ssp370,285.78696644497273,1.7535140377407572,274.9519577521361,1.4540314570184694,285.0957460167615,1.317019916549322,296.5582811954747,2.4124968180449073,286.34062036575114,1.8255618558287772
near-term Future,1,8.4.9,ssp370,284.15830036207524,1.6324854318677566,274.1907637715682,1.4020182567202024,282.9118422228614,1.0095038230184716,294.4988582922065,2.2512092351395125,284.84855663859133,1.8653324208616855
near-term Future,1,8.5.1,ssp370,286.04414591648947,1.7342854754011796,276.36540708839294,1.7520286519092165,284.49429176034806,1.332773339898889,295.75193413651505,1.7761591666677745,287.3944696304464,2.08028099871545
near-term Future,1,8.5.2,ssp370,287.3086753642006,1.6005751771440622,277.39303769668686,1.4535192264465238,286.5891412411209,1.0270888573660155,297.2583682943427,2.1085682582855227,287.8099119891095,1.8126159128090276
near-term Future,1,8.5.3,ssp370,290.73449531317266,1.5773315435174098,283.52389752058747,1.6081046455467316,289.40879256751225,1.2016505844437546,297.41231281280517,1.5356321513134503,292.473943526771,1.9687823961593303
near-term Future,1,8.5.4,ssp370,282.7493132935345,2.0325568798250657,272.3409945100873,2.366856881199187,280.8242749972884,1.8521424348658435,293.26272921810977,1.7792595656021781,284.3879500541058,2.1395266569761944
near-term Future,1,9.2.1,ssp370,273.1330634494039,1.74286323725723,258.04674863581346,1.8781939239457088,272.4143694967076,0.8717160726260171,287.3665396754638,2.5533189190470633,274.43008630246925,1.6700212070884204
near-term Future,1,9.2.2,ssp370,273.55687199708495,1.9385595454135296,257.27155397998825,2.3095020413595257,272.69830728949046,1.0301549751838954,288.45540851162826,2.5487419915458442,275.51192355338725,1.8722143210485518
near-term Future,1,9.2.3,ssp370,278.67155754923573,1.8459420217327982,264.5792149559697,1.7637130298514716,278.0249897417796,1.213536478003446,292.077468963084,2.546743211538896,279.74664967921655,1.8583370194065383
near-term Future,1,9.2.4,ssp370,282.0721166408701,1.7601859609128976,268.96343464163095,1.3332386945290402,281.6305715201726,1.3686241497216818,294.52713468095527,2.5377504060579383,282.9258304323829,1.7933230927230923
near-term Future,1,9.3.1,ssp370,273.7512662616436,1.7808220793710967,260.3706789516551,2.1259127474493784,272.874120781347,0.8641144445689355,287.10120108005793,2.696033128474067,274.4102506544626,1.440126518897922
near-term Future,1,9.3.3,ssp370,275.8892864671313,1.956982930188407,264.2209506523401,2.5349957899048636,274.44476568099094,1.0513119087526674,288.7634091161645,2.83281274313512,275.9049705609843,1.4139665644760702
near-term Future,1,9.3.4,ssp370,277.1018556244119,1.987967475905998,264.8773173869825,2.040920413711003,275.7227941165925,1.2110261439687688,290.46168702104814,2.831395140730816,277.11187211643903,1.8682398304864156
near-term Future,1,9.4.1,ssp370,280.2197840441277,1.9032330074839772,269.38874174261565,1.6711724276983855,279.09130487031103,1.5276751724152788,291.8181091721161,2.491866424602012,280.37547008264045,1.9179384269489574
near-term Future,1,9.4.2,ssp370,282.65376120140314,1.835094234877018,270.0722417891667,1.2935766554975308,281.9494288547762,1.4480660962254692,295.15055190791253,2.5917279313958197,283.2081583733925,1.9984220924530334
near-term Future,1,9.4.3,ssp370,280.93264531174856,1.8252368488019366,270.2264069989674,1.421080789879826,279.8760108414446,1.5568422799794321,292.0981525748709,2.375795494577158,281.32950957994734,1.9407527573456846
near-term Future,1,9.4.4,ssp370,282.62093510948284,1.8119323412191086,269.40268636693236,1.161788950336652,282.0420194622426,1.3949751819542975,295.3797375048762,2.755897621279175,283.4150580292374,1.9238465442967971
near-term Future,1,9.4.5,ssp370,286.57210585370916,1.8427072783683514,275.447770855436,1.5524872849269764,286.1526673281144,1.6072123596898216,297.23740105214324,2.2132034658349085,287.2450858135218,1.9940186572656202
near-term Future,1,9.4.6,ssp370,287.46619853018893,1.8584459256685903,277.85854114466264,1.9030795686854836,287.3670833043495,1.5303416832585057,296.1439027160147,1.841882973961205,288.32075697141033,2.162639792843999
near-term Future,1,9.4.7,ssp370,288.37944728797214,1.7465796330068812,278.45728238468683,1.7299864276052004,287.9042136561992,1.4105824820585937,297.8311081629214,1.9111669092592969,289.14367645830447,1.9363277574845537
near-term Future,1,9.5.1,ssp370,291.7180558635092,1.5688222238829432,284.211633325882,1.9347400550490228,291.517941106195,1.2427920290698218,298.4250737430738,1.374231428063439,292.583379847558,1.7323025101881768
near-term Future,1,9.6.1,ssp370,291.614749373059,1.8215759012549526,283.91952483985864,2.0152517648121506,291.6610326542025,1.4698371676776745,298.32049541224603,1.7236637331091842,292.4194786522414,2.0841096708276794
mid-term Future,1,0.0.0,ssp370,278.68808556259944,3.95680022676268,267.98126506782137,6.216152238605829,275.5848880487638,2.2984976549423175,290.1024177335656,3.8082186434579928,280.90302065043204,3.543057553386623
mid-term Future,1,1.1.1,ssp370,254.46402457375493,5.2713196668515145,241.4641474992248,6.645172847289569,247.676078958304,4.6847828556143725,271.7242139681402,2.033067911643176,256.76800786544334,7.775759635096069
mid-term Future,1,1.1.2,ssp370,263.1907740663974,5.339204321718384,253.77698867455692,8.754200927579632,256.83236684280894,4.808243901211284,275.0379338516081,2.5939225352617648,266.97687030914966,5.264973435210074
mid-term Future,1,10.1.1,ssp370,274.8344781816615,2.8774771726242174,266.7717490053767,3.0121487506231572,273.2460191159679,2.2478413614931734,283.1198900451106,2.9516230803728103,276.05932459346843,3.3055245123226915
mid-term Future,1,10.1.2,ssp370,280.64531999207884,2.8845789999182196,273.2836931266294,2.7622148426965456,279.0181491458217,2.018162999043504,289.41296683456585,3.8312038173882836,280.72652237323274,2.924830982565603
mid-term Future,1,10.1.3,ssp370,277.2415633039176,3.2566677160805035,270.0649863400481,3.2976632770930228,274.5580029145953,1.7707791223739393,286.889406563523,4.623439693195017,277.317390569341,3.336440125978296
mid-term Future,1,10.1.4,ssp370,275.566156469121,3.7862860202845017,267.4131309519378,5.240155285228344,272.6358026405715,1.9312681599767028,286.08047267763345,4.480799885023709,275.9837881582861,3.517815746919426
mid-term Future,1,10.1.5,ssp370,277.7349260553415,3.1344772527147766,269.3781062887954,2.6748629380760596,275.1144189355318,1.8799325377975007,288.10481916717856,4.559756045302619,278.1874085220074,3.4176427538939596
mid-term Future,1,10.1.6,ssp370,277.86824512969406,3.082887352437764,267.93367073237386,3.145859028893466,275.56460078872396,1.7302400994639713,289.2487897978658,4.259433349140961,278.5432029704813,3.198478028190867
mid-term Future,1,10.1.7,ssp370,278.57656878065535,2.747988343050145,268.37349175227047,1.6614580005025728,276.54046906926555,2.1625389590412984,289.5313797444882,3.8626489744497388,279.6777142291905,3.2904176106495315
mid-term Future,1,10.1.8,ssp370,279.1867886303557,3.5770820980442006,271.4328633416139,4.1678540215967415,276.72025943578825,2.0950994016315647,289.0781541503253,4.674565460824448,279.3695279283673,3.379968694888137
mid-term Future,1,10.2.1,ssp370,285.60107380936574,2.9759227193922175,276.59334730416674,1.6868712398933527,283.63881425862724,2.5170933899429198,294.9260178250852,3.812465591430662,287.0899778648703,3.8723442533677748
mid-term Future,1,10.2.2,ssp370,290.00976875437203,3.115820671201261,281.54738083331563,2.2214850327064006,287.39946836715154,2.6978531094608087,298.80234631787175,3.475374715224561,292.1512674991901,4.06174255744032
mid-term Future,1,10.2.3,ssp370,289.8949538489185,2.7432163696458254,285.61686298035556,2.5358710643036133,287.16639748987944,2.4602860405134095,294.35677328648774,2.604538982640147,292.38500568138375,3.3750707678742433
mid-term Future,1,10.2.4,ssp370,286.45672687037626,2.91642867618687,277.4861775049166,1.955833749306068,286.4887593494874,3.0880835157009265,294.5725063792519,3.2660701880247665,287.11500897855547,3.3419761693444876
mid-term Future,1,11.1.1,ssp370,284.59356948789235,2.737255214132036,279.876942915225,2.245274888278902,282.63532214548275,2.134717945184396,289.5362121308368,3.1012341785430895,286.2536136007309,3.466306517674372
mid-term Future,1,11.1.2,ssp370,286.32804569866624,2.7915501016472213,280.2235702668275,2.046104398400627,284.5646556851138,2.0729411404029197,292.6236364406088,3.4474448199894105,287.7995335663282,3.5941735149215894
mid-term Future,1,11.1.3,ssp370,281.4912686665853,2.907059154537503,276.20832971090135,2.3030797592719283,279.2586045644254,2.3919495909061768,287.10999942655144,3.2265152066686866,283.30681019232986,3.703797876370232
mid-term Future,1,12.1.1,ssp370,284.38721066209104,2.9489710663783324,275.15131345010656,1.7458556489709864,282.42560610007166,2.7628526889943794,294.0463436329883,3.5441879651857455,285.76385627519767,3.728444377322079
mid-term Future,1,12.1.2,ssp370,284.5233243409134,2.8561095637703957,277.2658147931716,2.0791940263333477,284.4632917716257,3.1268684111916176,291.0982087520931,3.0271289421164482,285.1337781006294,3.179903644294898
mid-term Future,1,12.2.1,ssp370,286.2026290978639,2.766951943542688,281.6997327970757,2.408484764867346,286.8147584712999,3.0005364599516255,289.3745950234454,2.6574454521096254,286.842240028342,2.9969838106403
mid-term Future,1,13.1.1,ssp370,279.38790801685104,2.7634619336633914,269.54153139132876,1.2249638332518162,277.42004703549907,2.5244346895362106,289.6535164998925,3.762691921617675,280.7631196270895,3.5205544188177553
mid-term Future,1,13.2.1,ssp370,284.47268756654364,2.7775599902428105,278.1313080218557,2.2525154802985283,283.4327109005529,2.9235220181701056,290.4163774224986,2.7907336643467797,285.8035059911143,3.137335067061441
mid-term Future,1,13.3.1,ssp370,287.2750142675403,2.6905875736373233,282.6114305100932,2.398800708235453,287.96572349444676,2.678118482672648,290.7886206991776,2.754378213882447,287.6491324838701,2.9280520153962666
mid-term Future,1,13.4.1,ssp370,283.1971125322518,2.595758628162093,279.5496317343186,2.3992188012547153,283.8128439446376,2.6520978285943198,285.67952720538426,2.4971447264629862,283.68193920629363,2.8333962819717096
mid-term Future,1,13.4.2,ssp370,285.37939136679614,2.6267506371930214,281.6343203933259,2.3754683283871003,285.4926794380727,2.8092019510074824,287.9783461865135,2.4689703951711213,286.35113706651623,2.8509921420472004
mid-term Future,1,13.5.1,ssp370,289.3881571277367,2.459643513353438,285.58277039320757,2.3454871697760833,287.762457630116,2.48346793026046,292.7407959788778,2.3685968465390417,291.41584590136347,2.640807419242435
mid-term Future,1,13.5.2,ssp370,288.9170403240466,2.6502347874061734,286.35078269756855,2.6480268581856237,289.30575703392856,2.6957874372731077,290.3616124501435,2.4813181437616763,289.6084306021051,2.77714391883913
mid-term Future,1,13.6.1,ssp370,290.5538802225662,2.4433193015524797,287.84530005256335,2.1311804782731283,291.3084623195814,2.6038792176868597,291.73885170356084,2.2921836973273244,291.27897192986455,2.743323375366547
mid-term Future,1,13.6.2,ssp370,290.0522517727155,2.5327642117556106,287.6101372681716,2.18201209755337,290.6245998390861,2.7963350646392158,291.0909696342634,2.3353477430343634,290.8452006465786,2.8137056122245347
mid-term Future,1,14.1.1,ssp370,294.8629879600703,2.372336497839388,289.48968503519575,2.229924375987249,295.30684092521665,2.2155155447255055,299.0421948656828,2.427285662112027,295.51755222194794,2.6165505027770948
mid-term Future,1,14.1.2,ssp370,294.1220919455224,2.434844016715477,289.0932555259542,2.263220097579012,294.78106483998505,2.3290476094121537,297.80830299543294,2.492585137408714,294.7159960732093,2.653617959913319
mid-term Future,1,14.2.1,ssp370,296.88602969752725,2.2343329228154793,293.9185784295941,2.1372060268483253,297.1474634079311,2.4373267190352728,298.55570584089855,2.006772835772974,297.8763670147906,2.3554848991645514
mid-term Future,1,14.3.1,ssp370,293.1178274129231,2.5803085384700104,286.9353951653901,2.61572813066317,290.04785924310266,2.347140851850094,299.5587658177251,2.4340744586612892,295.8406122964293,2.928755774864783
mid-term Future,1,14.3.2,ssp370,291.2493302143517,2.77052874509182,284.6972411792857,2.462378169984577,289.3028967011493,2.7031016499063263,297.635938867486,2.725376863479614,293.25773023249025,3.1899218633672675
mid-term Future,1,14.4.1,ssp370,293.2880389581412,2.6496045143734044,290.1009239832983,2.558094354068979,293.8922428425498,2.774426372154899,295.0248388058206,2.4194780262656828,294.0818072216327,2.8468122380644374
mid-term Future,1,14.4.2,ssp370,293.3787491519641,2.5058269143013128,290.5600715581407,2.1460690897829977,294.19226356589274,2.7581044195009348,294.6529432595294,2.3216340736720866,294.06323576832864,2.7937473202799694
mid-term Future,1,14.4.3,ssp370,287.2161274644347,2.6912724889843602,284.10923968858964,2.56549019585602,288.1289440283568,2.874518833549125,288.8417674247078,2.480740195149961,287.7307159552731,2.8435900874976294
mid-term Future,1,14.5.1,ssp370,295.23121513967874,2.618806405443962,292.66870356383896,2.4592828095381982,296.0432907013271,2.713908204203072,296.5423367964703,2.5223778567106834,295.62579646393493,2.778339046017159
mid-term Future,1,14.5.2,ssp370,295.1580791094676,2.4392944701907737,292.4628228813198,2.473678008038945,293.9483924243761,2.3013846289593225,297.4941863482931,2.418051287609593,296.6920267038031,2.5661000497000472
mid-term Future,1,14.6.1,ssp370,295.24939451899667,2.1501185432110717,290.7060062383929,2.2658537710812077,293.00671018724853,1.9621856759942098,299.5107078079555,1.9398983109515626,297.71402632535154,2.437878303527828
mid-term Future,1,15.1.1,ssp370,297.06977947035824,2.321967535715558,294.13687400378234,2.1279947233538223,297.72101309817765,2.4231562759565257,298.70526062094643,2.2143266453950297,297.6663468295925,2.520843408186355
mid-term Future,1,15.1.2,ssp370,294.7828777983342,2.4932573329134655,291.58088700373963,2.2933631885981747,295.45722003978227,2.5699912212205938,296.70749541324113,2.4076016948534082,295.33060683701063,2.7005018225868973
mid-term Future,1,15.2.1,ssp370,295.9763257763731,2.2312053695668688,292.8569370180157,2.071359963070414,296.2812236441736,2.512549442622973,297.6337287977467,1.9455176117109225,297.0857978615394,2.3941072210374763
mid-term Future,1,15.2.2,ssp370,296.644559675615,1.986835733116454,293.89668950391996,1.8843197687297852,296.490867470451,2.1175919951563316,298.3119704147007,1.7832406193277102,297.8391277983948,2.162134798909282
mid-term Future,1,15.2.3,ssp370,296.02157380913815,2.3553074068130684,292.81261416504566,2.0537932942099566,296.66694669474725,2.6159157272007185,297.7386600486092,2.1819376626222073,296.8153131363418,2.566106137705372
mid-term Future,1,15.3.1,ssp370,294.8430674484089,2.3286334516027907,291.7344138547884,2.1605765143184783,295.5532338698014,2.301525824173641,296.74883318610813,2.3305246278514,295.281079994034,2.520780391483523
mid-term Future,1,15.4.1,ssp370,296.2713751506628,2.4734197516729033,291.2030083376042,2.374368805200495,294.9755675836231,2.048291506767278,300.4177223636793,2.545793826061743,298.41554848891036,2.9282740494445143
mid-term Future,1,15.5.1,ssp370,295.31475610771673,2.3507562170883993,291.4604321390179,2.350801413363598,292.98254459339637,2.3906862001833744,299.07304923596587,2.204923686151915,297.69513727754025,2.457777710380139
mid-term Future,1,15.5.2,ssp370,293.6611828282738,2.3992424073374394,289.810049237258,2.2832180988704067,291.5100271444735,2.4979394628690628,297.32700105169545,2.272121515274044,295.9488459228683,2.5430339079636823
mid-term Future,1,15.6.1,ssp370,295.2274540196712,2.394883080727819,292.82473156232356,2.1115077332401953,295.918942291011,2.4463020444952903,296.2634498156672,2.350579650713051,295.8636423752334,2.668698050530402
mid-term Future,1,2.1.1,ssp370,259.80896841071353,7.2250184516079905,246.51192677841118,9.723652214445956,252.57071307205632,5.923803886719366,273.5954903319306,1.0321369273977292,266.37473227119125,12.323701192691491
mid-term Future,1,2.1.2,ssp370,256.7606425433919,5.422497062335921,243.06097720400658,6.762230904601147,250.18444985026898,4.913205953577293,274.3556819189389,1.9469895377113868,259.2059601856239,8.122539835360492
mid-term Future,1,2.1.3,ssp370,260.6150329906093,6.568601208126378,247.69646841346793,9.147232229405262,253.69028736825382,5.766886072892532,274.5121866105996,1.3835423681947006,266.3766783934537,10.064068706533208
mid-term Future,1,2.1.4,ssp370,260.80946333024326,5.950618667025086,247.85207036767443,8.297112910037345,254.07398234647252,5.3274431835050144,276.1616791720528,2.1980151764019746,264.9472164511515,8.047585976165143
mid-term Future,1,2.1.5,ssp370,263.1012109795599,5.171878120267792,250.24532906780848,8.152741033346096,256.86070627077765,4.826317206051037,277.5277869411086,2.3917540259698264,267.57369700661405,5.375943521445458
mid-term Future,1,2.1.6,ssp370,262.6436653634614,4.893865488730745,251.69163038248445,7.642788497731086,256.30235170229616,4.550703375235852,275.9680869668171,2.629135627798753,266.4443874074377,4.804450646039344
mid-term Future,1,2.1.7,ssp370,264.08997836684824,5.428230100203647,251.89424390294025,8.430388687350227,258.0272299518015,5.1112946180416206,277.8651362800106,2.5797931355417774,268.38669709428154,5.651301245299154
mid-term Future,1,2.1.8,ssp370,261.36251392345287,5.838882256126736,247.35849082138097,8.019992870113533,254.43950109547893,5.3625792245372494,276.47731036613794,2.102710747842586,266.96777713419516,7.934752979887248
mid-term Future,1,2.1.9,ssp370,262.21394955924166,5.919287703306672,248.99466103881807,8.364838145303388,255.64279829933264,5.334381247366899,276.536503815031,2.2896499380495072,267.4862519819015,7.755019532585066
mid-term Future,1,2.2.1,ssp370,267.5542663010307,7.095814887045067,258.3750322943804,12.934259082950282,262.1832621010347,6.0915434625448235,279.8624296514006,2.987160137188571,269.6434469046101,6.475243500257525
mid-term Future,1,2.2.2,ssp370,267.01199223391444,6.038231317862494,256.3267740779761,10.284294994336598,262.19613495465626,5.236174064324132,280.8180411137122,3.149781179743636,268.51898629042245,5.558691690032174
mid-term Future,1,2.2.3,ssp370,273.05211008069017,5.37950143602684,265.60222622276603,9.404920211813993,269.43650642235065,4.996738903642197,283.6774117568913,3.242496740623661,273.3530474619629,3.935158519866917
mid-term Future,1,2.2.4,ssp370,271.4287973487604,6.222656971483909,264.21831726645837,11.387214907920423,267.0367346493002,5.962617102495103,282.3352810144726,3.044845254308485,271.99305002713135,4.5768617818474
mid-term Future,1,2.2.5,ssp370,275.321808592636,4.498514623780574,268.56209866852697,7.365956505030013,272.8576594985268,3.677564584118385,284.58122518912603,3.3916634412369007,275.1551230248619,3.6040064598134323
mid-term Future,1,2.2.6,ssp370,278.46612067813754,3.1139277133362566,274.28349578389566,3.080826924706866,275.6754823524612,2.9052475652082204,283.8233646813683,3.2241846099107168,280.0190036245263,3.2462568815653263
mid-term Future,1,2.3.1,ssp370,263.42573835220225,4.97101269703778,250.78293044656144,7.969385687195768,259.5421656969088,4.121601534436822,278.72534723786515,2.9485967717926096,264.42147079408164,4.901066690993668
mid-term Future,1,2.4.1,ssp370,264.63856380013453,5.152553346167915,250.49499681439804,7.937291575027693,259.10552840532165,4.517812110344352,280.1920630347399,2.89973328988817,268.5334298609253,5.310365006620637
mid-term Future,1,2.4.2,ssp370,263.73693233901537,4.963444533681185,248.50354651626964,7.687225991107045,257.6484933223705,4.448220565061533,280.20633307384924,2.65642035492458,268.34805605957786,5.11567300445598
mid-term Future,1,2.4.3,ssp370,268.02206689354955,5.078362667476554,257.57360421160485,9.334528552368278,263.0999065106272,5.189689494168041,279.28041492056326,2.6122928542071078,271.9774516096187,3.238362066515486
mid-term Future,1,2.4.4,ssp370,261.84083658943626,5.197991175376158,246.3698087182028,7.361293422626257,255.20101567086317,4.790612275023822,278.70845988500054,2.648712025148511,266.8424600665454,6.0419048661619685
mid-term Future,1,3.1.1,ssp370,268.9847617577827,4.677464416936073,256.7170963334347,7.5505531765116025,266.31101302237875,3.791798646376752,283.3419038806272,3.068918426145353,269.33818962864666,4.349991366168034
mid-term Future,1,3.1.2,ssp370,270.64674834834,4.495016082723618,258.1673933095206,7.16458137685116,268.6081302618976,3.6514231014798346,284.93485930647535,3.089321464021568,270.63777751874994,4.121751105283479
mid-term Future,1,3.1.3,ssp370,268.81745595818467,4.404193943417483,254.61509714241646,7.40067527275648,266.9565422421246,3.33380599998216,284.7257168878809,2.77819295083375,268.69948800082636,4.15875775610102
mid-term Future,1,3.2.1,ssp370,264.7027874067058,4.355357812055763,250.14459851728023,6.910343431299616,262.19477567237186,3.3830960723343964,280.4866798938657,2.781634206656447,265.7176218695825,4.3956737403034305
mid-term Future,1,3.2.2,ssp370,263.80609218338964,3.6111652181239133,248.8494945540073,5.2327110071977,261.71840580429415,2.7226799727065245,279.27995280484686,2.7014224935584177,265.10450251062235,3.8211507261723447
mid-term Future,1,3.2.3,ssp370,266.32617140717196,4.127509821693998,250.54240560833864,6.018184222122457,264.1831921248012,3.4337995982789646,282.7802000169002,2.992573597922151,267.5098031387085,4.101367132095416
mid-term Future,1,3.3.1,ssp370,266.94787220651824,4.666033194683765,250.85448652575622,7.040462340129185,264.0197719660608,4.220985881837246,283.65176859288596,3.0372919684996766,268.97967306814695,4.408011870571914
mid-term Future,1,3.3.2,ssp370,270.3938431418807,4.028018161005818,254.74133587739303,5.4894030281600195,269.30694162999725,3.3366723569205203,285.02372142605157,3.1989880874639613,272.22382547701187,4.115921571222339
mid-term Future,1,3.4.1,ssp370,266.75545107857045,4.684383000481478,250.63226598882716,7.169912652924975,262.2960602295998,3.811486250002245,283.1727552150222,3.135782044474441,270.6546620681328,4.6677191890554965
mid-term Future,1,3.4.2,ssp370,269.5215709386825,4.808944782412033,256.57198223505475,8.228860686444811,265.33816727340087,4.512671324640396,282.4612542753683,2.9039777990811233,273.51050670622305,3.6430207099012293
mid-term Future,1,3.4.3,ssp370,270.2270810606984,4.488055649555526,258.498552102493,7.406848184241756,267.33239820133366,4.539658453873747,282.2954734040157,2.9111019954426753,272.5831379910812,3.135752790775534
mid-term Future,1,3.4.4,ssp370,268.7197360723276,4.700832672219404,257.2077827750629,8.61583139937052,264.72729142183175,4.617638444492352,280.75912237482305,2.3389517437251612,272.00017600157145,3.2904747517165793
mid-term Future,1,3.4.5,ssp370,267.36213150666964,4.58651096814495,250.9847068116108,6.898975206387114,263.24552620006295,3.8355325287405364,283.74815156475677,3.0555352138108605,271.1985342247564,4.600390231496255
mid-term Future,1,4.1.1,ssp370,269.9837421070319,5.311869648365997,256.16681918592735,9.548875273225153,266.0113266323144,4.903430574574363,284.14032995892603,3.1575220331160905,273.3891845872541,3.7011991846795285
mid-term Future,1,4.1.2,ssp370,271.58742453565003,5.00551680915189,257.33187019019635,8.497021326921544,267.9238357702351,4.008427834620438,285.60584649200024,3.551969370616437,275.2552989374928,4.0207385928730055
mid-term Future,1,5.1.1,ssp370,270.4761312175706,4.104867242931515,254.2496299358547,6.043008752008703,268.1358434027496,2.8826499732515813,285.9602013580436,3.3550880135620087,273.2788949725383,4.176579200441663
mid-term Future,1,5.1.2,ssp370,273.0935160728277,4.220871480009415,258.1071096042224,6.668301687139937,269.91501720127513,2.1059270426905305,287.6095604397162,3.897298443097135,276.4926274371798,4.259195718886433
mid-term Future,1,5.1.3,ssp370,272.4658621583423,4.348948725849529,259.87938413918596,6.9107033317101205,269.7375650080309,3.695144283140392,285.0881998248949,3.440830186731789,274.94445610289716,3.3876759642584675
mid-term Future,1,5.1.4,ssp370,277.1163279120031,3.892384034126104,268.0451335537771,4.586170802649988,274.47259667070404,4.165075349318315,286.7809320655076,3.786274592717703,279.0137374830297,3.0359790848985644
mid-term Future,1,5.1.5,ssp370,271.54790494653713,4.5275845837326045,255.6939773979489,7.068107500922846,268.1064457917349,3.0882252373061982,286.921293590302,3.594305184537788,275.2063764740101,4.406990919445851
mid-term Future,1,5.1.6,ssp370,272.684845209202,4.507687748196355,259.14090112220487,7.656640644776402,269.3721085241146,2.932152133823125,285.79443166870135,3.5182407357960788,276.2111675736496,3.978203047930191
mid-term Future,1,5.2.1,ssp370,276.2410292540101,3.948112935606,263.851481252423,6.2139578085371685,273.4553238379925,1.9437597826676718,288.95228573477783,4.006736617554788,278.49248105297926,3.668302715800826
mid-term Future,1,5.2.2,ssp370,275.0788636252002,3.9569760985226523,260.83290781975285,6.254982120360449,272.7351799331205,1.7252177176664518,289.08457817595934,4.097668401507418,277.4156571733878,3.792207040869129
mid-term Future,1,5.2.3,ssp370,275.3578309815584,4.209459840611867,262.80584382808513,6.868336523592733,272.52508209858706,2.679155444351288,287.8462988038296,3.6847433829113196,278.0431626113808,3.6503926614056095
mid-term Future,1,5.3.1,ssp370,277.40343327797575,4.046177062311616,266.64568994479816,6.040944024585047,274.88094550817755,3.1726156492018944,288.7961627300926,3.6620670941795996,279.1036148561365,3.339561638121345
