Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_tas,Plot_index_Annual_tas,Ave25yearSpan_Winter_tas,Plot_index_Winter_tas,Ave25yearSpan_Spring_tas,Plot_index_Spring_tas,Ave25yearSpan_Summer_tas,Plot_index_Summer_tas,Ave25yearSpan_Fall_tas,Plot_index_Fall_tas
long-term Future,10,8.1.8,ssp245,280.48843,1.6973572,267.6944849,2.202475586,278.7139917,1.418916016,292.4717041,1.435167236,282.7883618,1.807264404
near-term Future,10,8.1.9,ssp245,280.47556,1.3945007,268.1151563,1.911560059,278.2727673,1.278199463,292.5364221,1.275638428,282.7553467,1.231843262
mid-term Future,10,8.1.9,ssp245,280.22028,1.1392212,267.8109729,1.607376709,278.0698169,1.075249023,292.3737695,1.11298584,282.4254504,0.901947021
long-term Future,10,8.1.9,ssp245,280.71545,1.6343994,268.2845825,2.080986328,278.3604443,1.365876465,292.6091138,1.348330078,283.3346838,1.81118042
near-term Future,10,8.2.1,ssp245,283.6253,1.7246399,271.1151636,3.144534912,282.903429,1.627475586,295.4189282,1.108990479,284.8226306,1.08572876
mid-term Future,10,8.2.1,ssp245,283.81213,1.9114685,271.463562,3.49293335,282.9728174,1.696864014,295.6053857,1.295447998,284.9713611,1.234459229
long-term Future,10,8.2.1,ssp245,284.2712,2.3705444,272.409491,4.438862305,283.7264673,2.450513916,295.6118481,1.3019104,285.1460095,1.409107666
near-term Future,10,8.2.2,ssp245,284.6208,1.5895691,272.8759766,2.6687854,283.4297534,1.487727051,295.875426,1.1012854,286.0896741,1.21513916
mid-term Future,10,8.2.2,ssp245,284.60086,1.5696411,272.8562207,2.649029541,283.2260181,1.283991699,295.9954175,1.221276855,286.1098962,1.235361328
long-term Future,10,8.2.2,ssp245,285.09274,2.0615234,273.5830957,3.375904541,284.1065491,2.164522705,296.1840381,1.409897461,286.2863953,1.411860352
near-term Future,10,8.2.3,ssp245,286.1237,1.7102051,273.9259058,3.113343506,285.8555627,1.659384766,297.2955566,1.037867432,287.1907373,1.155571289
mid-term Future,10,8.2.3,ssp245,286.16208,1.7485962,273.8138513,3.001289063,285.7677991,1.571621094,297.5194092,1.261719971,287.3038037,1.268637695
long-term Future,10,8.2.3,ssp245,286.56696,2.153473,274.6848608,3.872298584,286.4810925,2.284914551,297.5120752,1.254385986,287.3955786,1.360412598
near-term Future,10,8.2.4,ssp245,286.12766,1.4388123,274.1978394,2.223164063,285.6212866,1.459857178,297.0007935,1.008310547,287.4816992,1.182056885
mid-term Future,10,8.2.4,ssp245,286.0998,1.4109497,273.9899438,2.015268555,285.4702307,1.30880127,297.2407605,1.248277588,287.4661536,1.16651123
long-term Future,10,8.2.4,ssp245,286.47928,1.7904358,274.6091638,2.634488525,286.1874475,2.026018066,297.349823,1.357340088,287.5624084,1.262766113
near-term Future,10,8.3.1,ssp245,287.44196,1.2388,276.2420447,1.590931396,286.3798572,1.198277588,298.0686755,1.03993042,288.8860706,1.228720703
mid-term Future,10,8.3.1,ssp245,287.396,1.1928406,275.9286279,1.277514648,286.4148718,1.233292236,298.3139966,1.285251465,288.718772,1.061422119
long-term Future,10,8.3.1,ssp245,287.73416,1.5310059,276.3429797,1.691866455,286.826571,1.644991455,298.4431653,1.414420166,289.102749,1.44539917
near-term Future,10,8.3.2,ssp245,288.13437,1.5186157,276.3900208,2.556639404,287.9860864,1.45484375,298.8260339,0.99026001,289.1259595,1.205355225
mid-term Future,10,8.3.2,ssp245,288.18402,1.5682678,276.2940918,2.460710449,287.8777148,1.346472168,299.0763464,1.24057251,289.2480347,1.32743042
long-term Future,10,8.3.2,ssp245,288.5109,1.8951416,276.906145,3.072763672,288.5380481,2.00680542,299.1613306,1.325556641,289.2327502,1.312145996
near-term Future,10,8.3.3,ssp245,289.027,1.2625732,278.224856,1.704388428,288.6876733,1.21510498,298.918407,0.997498779,290.0961279,1.231229248
mid-term Future,10,8.3.3,ssp245,289.00732,1.2428894,278.0041699,1.483702393,288.6121375,1.139569092,299.1351904,1.214282227,290.0587939,1.193895264
long-term Future,10,8.3.3,ssp245,289.334,1.5695801,278.4010156,1.880548096,289.3144373,1.841868896,299.3376086,1.416700439,290.0767725,1.211873779
near-term Future,10,8.3.4,ssp245,290.65164,1.0454407,280.9711108,1.223017578,290.1914111,0.967232666,299.7282043,0.94755127,291.5654749,1.116906738
mid-term Future,10,8.3.4,ssp245,290.66928,1.0630798,280.647522,0.899428711,290.2455737,1.021395264,300.0236548,1.243001709,291.5403479,1.091779785
long-term Future,10,8.3.4,ssp245,290.96024,1.3540344,280.8862842,1.138190918,290.8393652,1.615186768,300.2084338,1.427780762,291.7195581,1.27098999
near-term Future,10,8.3.5,ssp245,292.4838,0.89712524,283.5024048,1.160510254,292.122251,0.770935059,300.7834229,0.805881348,293.3942151,0.922584229
mid-term Future,10,8.3.5,ssp245,292.57764,0.9909668,283.301239,0.959344482,292.2308411,0.879525146,301.0367126,1.059171143,293.5271997,1.055568848
long-term Future,10,8.3.5,ssp245,292.83304,1.2463684,283.4353149,1.09342041,292.766814,1.415498047,301.3396753,1.362133789,293.6207825,1.149151611
near-term Future,10,8.3.6,ssp245,292.15027,1.0720825,282.6214795,1.504138184,291.9828503,0.996514893,300.8457568,0.860618896,293.0022363,1.025911865
mid-term Future,10,8.3.6,ssp245,292.23227,1.1540833,282.5614844,1.444143066,291.9302771,0.94394165,301.0819629,1.096824951,293.144165,1.167840576
long-term Future,10,8.3.6,ssp245,292.49173,1.4135437,282.8017395,1.684398193,292.4898975,1.503562012,301.3811682,1.396030273,293.1117078,1.135383301
near-term Future,10,8.3.7,ssp245,293.42987,1.0419617,284.3708594,1.410585938,293.2112976,1.017814941,301.7874756,0.841135254,294.2040332,0.999193115
mid-term Future,10,8.3.7,ssp245,293.59116,1.2032471,284.4546021,1.494328613,293.2131396,1.019656982,302.0480225,1.101682129,294.4418213,1.236981201
long-term Future,10,8.3.7,ssp245,293.82584,1.4379272,284.6674805,1.707207031,293.6382385,1.444755859,302.4065674,1.460227051,294.4235876,1.218747559
near-term Future,10,8.3.8,ssp245,294.5528,1.0267944,285.6676477,1.285621338,294.390271,1.017357178,302.5168518,0.837838135,295.4877661,1.06300415
mid-term Future,10,8.3.8,ssp245,294.77762,1.2516174,285.8037659,1.421739502,294.4519189,1.079005127,302.8793054,1.200291748,295.7732397,1.348477783
long-term Future,10,8.3.8,ssp245,294.98376,1.4577637,286.0002808,1.618254395,294.8452344,1.472320557,303.1445569,1.465543213,295.7849097,1.360147705
near-term Future,10,8.4.1,ssp245,287.33005,1.1878662,276.658678,1.439943848,286.7217163,1.200339355,297.2497632,1.00609375,288.5133154,1.198168945
mid-term Future,10,8.4.1,ssp245,287.31232,1.1701355,276.3663904,1.14765625,286.702738,1.181361084,297.5282434,1.284573975,288.437854,1.12270752
long-term Future,10,8.4.1,ssp245,287.64908,1.506897,276.7361353,1.517401123,287.2733569,1.75197998,297.7001147,1.456445312,288.6805713,1.365424805
near-term Future,10,8.4.2,ssp245,286.57816,1.216156,275.7143689,1.458138428,286.1050049,1.298106689,296.4821143,0.955272217,287.8306665,1.247385254
mid-term Future,10,8.4.2,ssp245,286.54587,1.1838684,275.3966711,1.140440674,286.0350513,1.228153076,296.8018787,1.275036621,287.7288831,1.145601807
long-term Future,10,8.4.2,ssp245,286.8907,1.5286865,275.7929419,1.536711426,286.6579944,1.851096191,296.9550952,1.428253174,287.9504382,1.367156982
near-term Future,10,8.4.3,ssp245,286.58646,1.2701721,275.3819446,1.653006592,286.0600793,1.359797363,296.817511,0.963447266,287.8973718,1.206228027
mid-term Future,10,8.4.3,ssp245,286.53754,1.2212524,275.105979,1.377041016,285.9650671,1.264785156,297.0515796,1.197515869,287.8091821,1.11803833
long-term Future,10,8.4.3,ssp245,286.90762,1.5913391,275.5366785,1.807740479,286.6020813,1.901799316,297.2219373,1.367873535,288.0590869,1.367943115
near-term Future,10,8.4.4,ssp245,287.18216,1.1039124,277.5223389,1.241732178,286.7055066,1.085823975,296.2019922,0.998404541,288.1464685,1.166459961
mid-term Future,10,8.4.4,ssp245,287.20367,1.1254272,277.2237427,0.943135986,286.6874817,1.067799072,296.5599646,1.356376953,288.1304858,1.150477295
long-term Future,10,8.4.4,ssp245,287.5101,1.4318542,277.5055334,1.224926758,287.3707544,1.751071777,296.7155701,1.511982422,288.2619177,1.28190918
near-term Future,10,8.4.5,ssp245,289.36533,1.3760986,278.4762305,2.137419434,289.1807629,1.294462891,299.4521106,1.003815918,290.1601038,1.192718506
mid-term Future,10,8.4.5,ssp245,289.49954,1.510315,278.5190637,2.180252686,289.0914868,1.205186768,299.7827551,1.334460449,290.3742773,1.40689209
long-term Future,10,8.4.5,ssp245,289.80664,1.8174133,278.9578796,2.619068604,289.7154834,1.82918335,300.0435754,1.595280762,290.3054114,1.338026123
near-term Future,10,8.4.6,ssp245,290.33624,1.2569275,280.0383777,1.7981604,290.1160144,1.212584229,299.8782654,0.968409424,291.1360767,1.162062988
mid-term Future,10,8.4.6,ssp245,290.46625,1.3869324,280.105271,1.865053711,290.0347644,1.131334229,300.1793115,1.269455566,291.3210193,1.347005615
long-term Future,10,8.4.6,ssp245,290.7734,1.6940918,280.4586462,2.218428955,290.6496631,1.74623291,300.5160193,1.60616333,291.2770337,1.30302002
near-term Future,10,8.4.7,ssp245,291.56113,1.2411194,281.1230981,1.702282715,291.3859302,1.197414551,301.2041882,0.992364502,292.3533618,1.185744629
mid-term Future,10,8.4.7,ssp245,291.70584,1.3858337,281.2197131,1.798897705,291.3106238,1.122108154,301.5037292,1.291905518,292.5574841,1.389866943
long-term Future,10,8.4.7,ssp245,292.0101,1.690094,281.5525793,2.131763916,291.9251538,1.736638184,301.8722913,1.660467529,292.496134,1.328516846
near-term Future,10,8.4.8,ssp245,291.4827,1.2160645,281.3940466,1.638968506,291.3042786,1.186408691,300.814342,0.977272949,292.2484644,1.172722168
mid-term Future,10,8.4.8,ssp245,291.6216,1.3549805,281.4844238,1.729345703,291.2281909,1.110321045,301.085946,1.248876953,292.4613464,1.385604248
long-term Future,10,8.4.8,ssp245,291.90854,1.6419067,281.7750586,2.019980469,291.7908118,1.672941895,301.4808069,1.643737793,292.400603,1.32486084
near-term Future,10,8.4.9,ssp245,289.8802,1.1130676,280.0353149,1.383317871,289.5243311,1.021689453,299.0142798,0.990761719,290.7901135,1.137125244
mid-term Future,10,8.4.9,ssp245,289.91348,1.1463623,279.8266077,1.174610596,289.5434351,1.040793457,299.2713818,1.24786377,290.7995264,1.146538086
long-term Future,10,8.4.9,ssp245,290.21396,1.4468384,280.0550513,1.403054199,290.2100012,1.707359619,299.5461133,1.522595215,290.8491211,1.196132813
near-term Future,10,8.5.1,ssp245,291.2219,0.8921509,281.8432031,1.211320801,290.2712415,0.778511963,300.0956165,0.687564697,292.5343115,0.96375
mid-term Future,10,8.5.1,ssp245,291.2004,0.8706665,281.4601038,0.828221436,290.3424622,0.849732666,300.338783,0.930731201,292.4568201,0.886258545
long-term Future,10,8.5.1,ssp245,291.4715,1.1417542,281.6963513,1.064468994,290.795802,1.30307251,300.5375977,1.129545898,292.6739404,1.103378906
near-term Future,10,8.5.2,ssp245,292.67975,1.0432129,283.2515918,1.477781982,292.5232153,0.973231201,301.3098181,0.814957275,293.4840918,1.002967529
mid-term Future,10,8.5.2,ssp245,292.77563,1.1390991,283.2299097,1.456099854,292.4758704,0.92588623,301.5371741,1.042313232,293.649104,1.167979736
long-term Future,10,8.5.2,ssp245,293.02585,1.3893127,283.4664526,1.692642822,293.0257275,1.475743408,301.8333899,1.338529053,293.6002026,1.119078369
near-term Future,10,8.5.3,ssp245,295.6915,0.5766907,288.919082,0.6684729,295.205094,0.433192139,301.6614551,0.572424316,296.8936145,0.663903809
mid-term Future,10,8.5.3,ssp245,295.86423,0.74942017,288.7932251,0.542615967,295.4030713,0.631169434,301.9320593,0.843028564,297.1563586,0.926647949
long-term Future,10,8.5.3,ssp245,296.03757,0.92276,288.7134949,0.462885742,295.8703784,1.098476563,302.2238074,1.134776611,297.2240491,0.994338379
near-term Future,10,8.5.4,ssp245,287.36185,1.097229,276.5219092,1.451918945,285.6686914,0.925032959,297.9190198,0.935192871,289.1456921,1.157807617
mid-term Future,10,8.5.4,ssp245,287.41708,1.1524658,276.3671838,1.297193604,285.8527112,1.109052734,298.2192139,1.235386963,289.0358337,1.047949219
long-term Future,10,8.5.4,ssp245,287.70297,1.4383545,276.670614,1.600623779,286.1437915,1.400133057,298.3255554,1.341728516,289.4509521,1.463067627
near-term Future,10,9.2.1,ssp245,279.46176,1.7817383,264.4500928,2.585388184,279.6404773,1.738973389,293.2885535,1.744754639,280.1200818,1.068826904
mid-term Future,10,9.2.1,ssp245,280.33832,2.6582947,266.4489355,4.584230957,280.3474695,2.445965576,293.3476428,1.803843994,280.8982056,1.846950684
long-term Future,10,9.2.1,ssp245,280.47073,2.7907104,266.8479541,4.983249512,280.4917041,2.590200195,293.4447388,1.900939941,280.9004309,1.849176025
near-term Future,10,9.2.2,ssp245,279.39932,1.6766663,263.0181335,2.625999756,279.504209,1.598371582,294.0189404,1.497089844,280.7204333,1.029545898
mid-term Future,10,9.2.2,ssp245,280.0952,2.3725586,264.6130396,4.220905762,279.8504004,1.944562988,294.1229834,1.601132812,281.4513855,1.760498047
long-term Future,10,9.2.2,ssp245,280.31305,2.590393,265.0222131,4.630079346,280.3574146,2.451577148,294.2656213,1.743770752,281.3757434,1.684855957
near-term Future,10,9.2.3,ssp245,284.9561,1.8654175,271.9124744,3.530765381,284.9998718,1.843094482,297.0774878,1.136452637,285.576145,1.074467773
mid-term Future,10,9.2.3,ssp245,285.34772,2.2570496,272.6371033,4.255394287,285.0690833,1.912305908,297.3615552,1.42052002,286.0603503,1.558673096
long-term Future,10,9.2.3,ssp245,285.6128,2.5221252,273.3064124,4.924703369,285.6154797,2.458702393,297.3521191,1.411083984,285.9769495,1.475272217
near-term Future,10,9.2.4,ssp245,288.1947,1.5876465,276.3882092,2.798074951,288.0348499,1.490662842,299.169386,1.036589355,288.9662756,1.16432373
mid-term Future,10,9.2.4,ssp245,288.41556,1.8085022,276.5957996,3.005665283,287.9673877,1.423200684,299.4989709,1.366174316,289.3532336,1.551281738
long-term Future,10,9.2.4,ssp245,288.71567,2.108612,277.1810437,3.590909424,288.5750085,2.030821533,299.6834473,1.550650635,289.2150818,1.413129883
near-term Future,10,9.3.1,ssp245,280.5834,1.8570251,267.0607983,2.73994873,280.5794409,1.85835083,293.6505359,1.845874023,280.7299438,1.039157715
mid-term Future,10,9.3.1,ssp245,281.44217,2.7157898,269.0210339,4.700184326,281.2523108,2.531220703,293.729657,1.924995117,281.4796887,1.788902588
long-term Future,10,9.3.1,ssp245,281.61493,2.8885498,269.4953223,5.174472656,281.3964136,2.675323486,293.8255359,2.020874023,281.5595972,1.868811035
near-term Future,10,9.3.3,ssp245,283.10953,1.8035278,271.2325281,3.008276367,282.3144214,1.669511719,295.6469397,1.689910889,283.00104,0.967119141
mid-term Future,10,9.3.3,ssp245,283.64523,2.3392334,272.5619543,4.337702637,282.3901416,1.745231934,295.7609058,1.803876953,283.6010034,1.56708252
long-term Future,10,9.3.3,ssp245,283.91882,2.6128235,273.1199512,4.895699463,282.8654846,2.220574951,295.8711377,1.914108887,283.6447986,1.610877686
near-term Future,10,9.3.4,ssp245,284.4541,1.570282,272.8790051,2.731015625,283.6281738,1.319381104,296.7115491,1.423925781,284.4129675,0.97697876
mid-term Future,10,9.3.4,ssp245,284.84906,1.9652405,273.7369116,3.588922119,283.474967,1.166174316,296.9184802,1.630856934,284.9727307,1.536741943
long-term Future,10,9.3.4,ssp245,285.15802,2.2742004,274.1725623,4.024572754,284.0781165,1.76932373,297.1948218,1.907198486,284.9875085,1.551519775
near-term Future,10,9.4.1,ssp245,287.53998,1.2359314,276.9584607,1.531196289,286.9578601,1.245332031,298.364624,1.265628662,287.696593,1.020828857
mid-term Future,10,9.4.1,ssp245,287.77637,1.4723206,277.3021802,1.874915771,286.8566125,1.144084473,298.5782922,1.479296875,288.1011401,1.425375977
long-term Future,10,9.4.1,ssp245,288.1304,1.826355,277.7294165,2.3021521,287.4260632,1.713535156,299.0434839,1.944488525,288.1359204,1.46015625
near-term Future,10,9.4.2,ssp245,289.38867,1.4257202,277.8469031,2.099848633,289.080813,1.324272461,300.6157361,1.26513916,289.8041797,1.14442627
mid-term Future,10,9.4.2,ssp245,289.66913,1.7061768,278.2393237,2.492269287,288.9314331,1.174892578,300.927041,1.576444092,290.3146228,1.654869385
long-term Future,10,9.4.2,ssp245,289.98706,2.024109,278.6869385,2.939884033,289.5118445,1.755303955,301.3261536,1.975556641,290.212854,1.553100586
near-term Future,10,9.4.3,ssp245,288.31335,1.1965332,278.1469397,1.459475098,287.8714746,1.240986328,298.4720508,1.159630127,288.573446,1.024969482
mid-term Future,10,9.4.3,ssp245,288.54843,1.4316101,278.4490369,1.761572266,287.8328186,1.202330322,298.7168567,1.404436035,288.9521741,1.40369751
long-term Future,10,9.4.3,ssp245,288.85733,1.740509,278.76323,2.075765381,288.3028015,1.672313232,299.2008704,1.888449707,288.9832947,1.434818115
near-term Future,10,9.4.4,ssp245,289.01294,1.4839172,277.1470129,2.316577148,288.7831873,1.392099609,300.212832,1.184470215,289.688988,1.176966553
mid-term Future,10,9.4.4,ssp245,289.30322,1.7742004,277.4871838,2.656748047,288.6857629,1.294675293,300.5677087,1.539346924,290.2190625,1.707041016
long-term Future,10,9.4.4,ssp245,289.63525,2.1062317,278.0591687,3.22873291,289.2847827,1.893695068,300.930332,1.901970215,290.0538879,1.541866455
near-term Future,10,9.4.5,ssp245,292.57764,1.230835,282.2895239,1.582938232,292.4209265,1.187852783,302.1000403,1.01795166,293.3215381,1.248299561
mid-term Future,10,9.4.5,ssp245,292.8285,1.4816895,282.5130554,1.806469727,292.3883044,1.155230713,302.4901294,1.408040771,293.688573,1.615334473
long-term Future,10,9.4.5,ssp245,293.1109,1.7640991,282.7709924,2.064406738,292.9432703,1.710196533,302.9494971,1.867408447,293.5876123,1.514373779
near-term Future,10,9.4.6,ssp245,293.67703,1.0994568,284.4851306,1.23708374,294.2046436,1.171434326,301.6641748,0.854921875,294.19245,1.231314697
mid-term Future,10,9.4.6,ssp245,293.93045,1.3528748,284.6825049,1.434458008,294.2612927,1.228083496,302.1118823,1.302629395,294.4582288,1.497093506
long-term Future,10,9.4.6,ssp245,294.13434,1.5567627,284.7769885,1.52894165,294.6696387,1.636429443,302.3878149,1.578562012,294.5288721,1.567736816
near-term Future,10,9.4.7,ssp245,293.9875,1.0982056,284.5560742,1.393692627,293.7532532,1.067543945,302.5844543,0.889433594,294.8970459,1.145982666
mid-term Future,10,9.4.7,ssp245,294.21872,1.3294373,284.7087207,1.546339111,293.7868909,1.101181641,302.9519482,1.25692749,295.2126343,1.461571045
long-term Future,10,9.4.7,ssp245,294.45035,1.5610657,284.9213367,1.758955078,294.2340259,1.54831665,303.3155591,1.62053833,295.1561938,1.405130615
near-term Future,10,9.5.1,ssp245,296.5447,0.7669983,289.2333997,1.035064697,296.5917004,0.779407959,302.7885071,0.555550537,297.4485095,0.777485352
mid-term Future,10,9.5.1,ssp245,296.7318,0.95410156,289.273186,1.074851074,296.6964966,0.884204102,303.1080542,0.875097656,297.6756055,1.004581299
long-term Future,10,9.5.1,ssp245,296.88846,1.1107483,289.4046399,1.206304932,297.0180774,1.205784912,303.2268738,0.993917236,297.7803638,1.1093396
near-term Future,10,9.6.1,ssp245,297.41754,0.9758911,289.7774084,1.067619629,298.1882458,1.079705811,303.8098584,0.71038208,297.7615222,1.125292969
mid-term Future,10,9.6.1,ssp245,297.5812,1.1395569,289.7931128,1.083323975,298.2512439,1.142703857,304.2055493,1.106072998,297.8951135,1.258884277
long-term Future,10,9.6.1,ssp245,297.72476,1.2831116,289.8383484,1.12855957,298.5691028,1.460562744,304.3077808,1.208304443,298.0376758,1.401446533
near-term Future,10,0.0.0,ssp370,282.08304,1.741394,270.1088989,3.208037109,280.9422852,1.769637451,293.644751,1.111676025,283.4450464,1.005960693
mid-term Future,10,0.0.0,ssp370,283.09927,2.7576294,271.2543726,4.353510742,281.5928271,2.420179443,294.7715698,2.238494873,284.4831653,2.04407959
long-term Future,10,0.0.0,ssp370,284.33817,3.996521,272.9957031,6.094841309,283.3300403,4.157392578,295.526626,2.993551025,285.2456677,2.806582031
near-term Future,10,1.1.1,ssp370,253.47194,1.8646088,239.6325134,1.907050781,247.2116492,1.200189819,272.5321765,1.568679199,254.1289069,2.737240601
mid-term Future,10,1.1.1,ssp370,254.89183,3.2845001,241.2362018,3.510739136,248.7066357,2.695176392,273.3569092,2.393411865,256.0300592,4.638392944
long-term Future,10,1.1.1,ssp370,256.85767,5.2503357,243.2730151,5.54755249,250.2423492,4.230889893,274.9902563,4.026759033,258.6021783,7.210512085
near-term Future,10,1.1.2,ssp370,262.6459,1.8466797,249.6885126,1.602584229,256.695321,1.014368896,277.1135547,1.942012939,266.7962756,2.854741211
mid-term Future,10,1.1.2,ssp370,263.25385,2.4546204,250.4632983,2.377369995,257.2362341,1.555281982,277.2837573,2.112215576,267.8045911,3.863056641
long-term Future,10,1.1.2,ssp370,265.38623,4.5870056,253.7387073,5.652778931,258.9355322,3.254580078,278.0911084,2.91956665,270.5832458,6.641711426
near-term Future,10,10.1.1,ssp370,279.21555,1.7492676,269.9335352,1.660715332,278.4133411,1.590549316,288.703092,1.913693848,279.5973462,1.832229004
mid-term Future,10,10.1.1,ssp370,279.95874,2.4924622,271.0200427,2.7472229,279.5115161,2.688724365,289.2032642,2.413865967,279.8396838,2.07456665
long-term Future,10,10.1.1,ssp370,281.04877,3.582489,272.1706335,3.897813721,280.5612268,3.738435059,290.2808557,3.49145752,280.9986975,3.233580322
near-term Future,10,10.1.2,ssp370,285.83527,1.6288452,276.2786963,1.528546143,284.9831116,1.353503418,295.8371851,2.013756104,286.0317041,1.638503418
mid-term Future,10,10.1.2,ssp370,286.5765,2.3700867,277.3438867,2.593736572,285.9213892,2.291781006,296.3490747,2.525645752,286.4453284,2.052127686
long-term Future,10,10.1.2,ssp370,287.48544,3.2790222,278.1073914,3.357241211,286.6770227,3.047414551,297.4392627,3.61583374,287.5270911,3.133890381
near-term Future,10,10.1.3,ssp370,283.32776,1.6534119,273.9526917,1.618569336,281.9583862,1.594658203,293.5251575,1.790249023,283.6570825,1.617392578
mid-term Future,10,10.1.3,ssp370,284.14542,2.4710693,275.272948,2.938825684,283.0255994,2.661871338,293.9777649,2.242856445,284.1054773,2.065787354
long-term Future,10,10.1.3,ssp370,284.99524,3.3208923,276.1061548,3.772032471,283.3663281,3.002600098,295.1938062,3.458897705,285.1246423,3.084952393
near-term Future,10,10.1.4,ssp370,281.27585,1.7928162,270.6388721,1.994592285,280.0842639,2.007752686,292.3502783,1.661619873,281.8210425,1.593775635
mid-term Future,10,10.1.4,ssp370,282.23462,2.751587,272.1068481,3.462568359,281.2429529,3.16644165,293.0863745,2.397716064,282.2462366,2.018969727
long-term Future,10,10.1.4,ssp370,283.16843,3.6853943,272.7888379,4.144558105,282.0734167,3.996905518,294.1655762,3.476917725,283.4052332,3.177966309
near-term Future,10,10.1.5,ssp370,284.89798,1.6221619,275.4188367,1.714979248,283.3983899,1.655181885,295.1506067,1.599907227,285.4125989,1.542935791
mid-term Future,10,10.1.5,ssp370,285.75018,2.4743652,276.697478,2.993620605,284.4259863,2.68277832,295.7631006,2.212401123,285.9163892,2.046726074
long-term Future,10,10.1.5,ssp370,286.61884,3.3430176,277.5689539,3.865096436,284.7079688,2.964760742,297.0266748,3.475975342,286.9825293,3.112866211
near-term Future,10,10.1.6,ssp370,284.49188,1.7657471,273.4925781,2.134066162,283.9836597,1.999498291,295.4364001,1.619921875,284.8148096,1.367388916
mid-term Future,10,10.1.6,ssp370,285.44278,2.7166443,274.8693567,3.510844727,285.141344,3.157182617,296.1216858,2.30520752,285.3963782,1.94895752
long-term Future,10,10.1.6,ssp370,286.3862,3.6600647,275.873075,4.514562988,285.668811,3.684649658,297.3393262,3.5228479,286.422301,2.974880371
near-term Future,10,10.1.7,ssp370,286.081,1.4885559,276.4402795,1.675456543,285.1932959,1.614040527,295.8783264,1.439493408,286.602771,1.27619751
mid-term Future,10,10.1.7,ssp370,286.92343,2.3309937,277.6106006,2.845777588,286.0944763,2.515220947,296.5313586,2.092525635,287.2534265,1.926853027
long-term Future,10,10.1.7,ssp370,287.7299,3.1374512,278.3276282,3.562805176,286.5694922,2.990236816,297.6259045,3.187071533,288.1874707,2.860897217
near-term Future,10,10.1.8,ssp370,284.55673,1.8347168,274.3223657,1.836118164,283.5210059,1.973095703,295.2623474,1.91076416,284.9041321,1.668255615
mid-term Future,10,10.1.8,ssp370,285.49164,2.7696228,275.7523853,3.266137695,284.8279456,3.2800354,295.8010901,2.449506836,285.3442688,2.108392334
long-term Future,10,10.1.8,ssp370,286.41516,3.6931458,276.6276086,4.141361084,285.3986499,3.850739746,296.9805554,3.628972168,286.4323682,3.196491699
near-term Future,10,10.2.1,ssp370,291.96835,1.278717,283.0227051,1.06541626,290.3831006,1.344035645,301.2667859,1.276704102,293.0141345,1.45114502
mid-term Future,10,10.2.1,ssp370,292.74274,2.0531006,284.0153284,2.058039551,291.278446,2.239381104,301.8618518,1.87177002,293.6321338,2.069144287
long-term Future,10,10.2.1,ssp370,293.51218,2.8225403,284.6450403,2.687751465,291.5586084,2.519543457,302.9846985,2.994616699,294.6770557,3.114066162
near-term Future,10,10.2.2,ssp370,296.42996,1.2762146,288.268833,1.134364014,294.905061,1.344755859,304.5138379,1.228669434,297.8536169,1.412060547
mid-term Future,10,10.2.2,ssp370,297.2336,2.0798645,289.3368896,2.202420654,295.703844,2.143538818,305.1566479,1.871479492,298.5825037,2.140947266
long-term Future,10,10.2.2,ssp370,297.9417,2.7879639,289.8586047,2.724135742,296.1139307,2.553625488,306.0876685,2.8025,299.5306372,3.089080811
near-term Future,10,10.2.3,ssp370,296.06546,1.7401733,291.404928,1.557215576,294.0982031,1.757696533,300.57026,1.795307617,298.097605,1.864880371
mid-term Future,10,10.2.3,ssp370,296.8187,2.4934082,292.4395288,2.591816406,294.759657,2.419150391,301.2060437,2.431091309,298.7985876,2.565863037
long-term Future,10,10.2.3,ssp370,297.34207,3.0167847,292.9068555,3.059143066,295.1215942,2.781087646,301.7818433,3.006890869,299.4598511,3.227126465
near-term Future,10,10.2.4,ssp370,293.07266,1.0202026,285.1049561,0.895999756,293.9181873,1.160522461,300.1261279,1.015820313,292.959071,1.024489746
mid-term Future,10,10.2.4,ssp370,293.83163,1.7791748,285.9626599,1.753703613,294.536637,1.778972168,300.8619336,1.751625977,293.8128247,1.878243408
long-term Future,10,10.2.4,ssp370,294.72287,2.6704102,286.6805432,2.471586914,295.5672388,2.809573975,301.7234521,2.613144531,294.7127661,2.778184814
near-term Future,10,11.1.1,ssp370,290.22482,1.528717,284.8376929,1.26204834,288.6224915,1.441362305,295.5318164,1.641682129,291.7986499,1.773179932
mid-term Future,10,11.1.1,ssp370,290.9521,2.2559814,285.7769617,2.201317139,289.4368384,2.255709229,296.1195239,2.229389648,292.3718079,2.346337891
long-term Future,10,11.1.1,ssp370,291.59683,2.9007263,286.3338123,2.758167725,289.700061,2.518931885,296.9491394,3.059005127,293.3006177,3.275147705
near-term Future,10,11.1.2,ssp370,292.0796,1.3363953,284.5950183,1.04635498,290.8730408,1.221107178,299.2682275,1.45529541,293.4235339,1.623288574
mid-term Future,10,11.1.2,ssp370,292.8159,2.0726929,285.5664832,2.017819824,291.7788403,2.126906738,299.845481,2.032548828,293.9206775,2.120432129
