Year,Ecoregion,Scenario,CDDMmean,CDDMmean_min,CDDMmean_min_model,CDDMmean_max,CDDMmean_max_model,CDDMmax,CDDMmax_min,CDDMmax_min_model,CDDMmax_max,CDDMmax_max_model
1973,1.1.2,historical,0.5997473336121505,0.0002864136289588,EC-Earth3,1.794614687521919,CNRM-ESM2-1,1.9906271667936792,0.1044646943096645,EC-Earth3,3.1684361479207865,CNRM-ESM2-1
1974,1.1.2,historical,0.027964684638920767,0.0,CNRM-ESM2-1,0.0838940539167623,ACCESS-CM2,0.22973148363053864,0.0,CNRM-ESM2-1,0.477474373445388,ACCESS-CM2
1975,1.1.2,historical,1.420367148817047,0.0,ACCESS-CM2,4.261101446451141,CNRM-ESM2-1,0.9189559229464553,0.0,ACCESS-CM2,2.756867768839366,CNRM-ESM2-1
1976,1.1.2,historical,0.6735492426896563,0.0,ACCESS-CM2,2.01885434822119,EC-Earth3,0.946975233594051,0.0,ACCESS-CM2,2.83782808449239,EC-Earth3
1977,1.1.2,historical,0.4557671471383424,0.0,CNRM-ESM2-1,0.8647046418468114,ACCESS-CM2,0.9326093551111274,0.005977038738439,CNRM-ESM2-1,1.4085086976466346,ACCESS-CM2
1978,1.1.2,historical,2.6820246675089585,0.0,CNRM-ESM2-1,4.835648185148396,ACCESS-CM2,2.9176864646832055,0.0036324539526696,CNRM-ESM2-1,7.243701664535502,ACCESS-CM2
1979,1.1.2,historical,0.3991469424579949,0.060113238005361,EC-Earth3,0.8979125292312005,ACCESS-CM2,0.710867770299081,0.0282694042530834,EC-Earth3,1.1177395260387597,CNRM-ESM2-1
1980,1.1.2,historical,0.7918976331862021,0.0,ACCESS-CM2,2.1850634792995294,CNRM-ESM2-1,0.9728556315104272,0.0004285324849355,ACCESS-CM2,2.465104613710438,CNRM-ESM2-1
1981,1.1.2,historical,0.3186183501786776,0.1518502821302225,CNRM-ESM2-1,0.5422807975734913,ACCESS-CM2,0.7366998966143017,0.478195655720127,EC-Earth3,1.047572169282523,ACCESS-CM2
1982,1.1.2,historical,0.754780496503216,0.0041210157454283,CNRM-ESM2-1,1.9382283642687852,ACCESS-CM2,2.488255015830848,0.3758378375271555,CNRM-ESM2-1,5.380888537761932,ACCESS-CM2
1983,1.1.2,historical,4.525527162651714,3.3233557252071724,ACCESS-CM2,5.7927903316481295,CNRM-ESM2-1,6.902790437935071,2.7759157326189783,ACCESS-CM2,10.72126419683218,EC-Earth3
1984,1.1.2,historical,3.43661869659199,0.2785869102307035,ACCESS-CM2,6.480600276656261,CNRM-ESM2-1,4.910646178013225,0.28877871389347,ACCESS-CM2,8.082170070768008,CNRM-ESM2-1
1985,1.1.2,historical,0.6540942752307931,0.02425101925974,EC-Earth3,1.5974607390673394,ACCESS-CM2,0.9350518744088211,0.0802585071512419,EC-Earth3,2.3741625730232614,ACCESS-CM2
1986,1.1.2,historical,3.4450756671717637,0.1056439797439934,EC-Earth3,8.098301402549637,CNRM-ESM2-1,3.0687639815212493,0.1945185229382737,EC-Earth3,6.409517775736644,CNRM-ESM2-1
1987,1.1.2,historical,1.3535173926474753,0.0510523637848599,ACCESS-CM2,3.8950995612037898,EC-Earth3,1.5764620520074433,0.1207250894452454,ACCESS-CM2,4.441529948829043,EC-Earth3
1988,1.1.2,historical,2.9737327495854564,0.1009896316870471,EC-Earth3,8.575512366872253,ACCESS-CM2,4.799509305626148,0.5766079752969206,EC-Earth3,9.467773574350202,ACCESS-CM2
1989,1.1.2,historical,2.0703371991669495,1.2070094703024457,EC-Earth3,3.4168623988404114,CNRM-ESM2-1,2.917500886788845,1.6416156717480224,EC-Earth3,4.0921233446609095,CNRM-ESM2-1
1990,1.1.2,historical,3.043292626351008,0.4361258810411264,ACCESS-CM2,4.915751812169403,CNRM-ESM2-1,3.169552005602483,0.120087107842283,ACCESS-CM2,5.792170544269405,CNRM-ESM2-1
1991,1.1.2,historical,0.5174969546285323,0.008387653710062,EC-Earth3,1.4310061262327596,CNRM-ESM2-1,1.5822174437199443,0.1099286135002128,ACCESS-CM2,2.908433690092509,EC-Earth3
1992,1.1.2,historical,0.061391607492672966,0.0,ACCESS-CM2,0.1837613435069567,EC-Earth3,0.2870772699604149,0.0,ACCESS-CM2,0.8232435970563062,EC-Earth3
1993,1.1.2,historical,0.28290387711004966,0.0,CNRM-ESM2-1,0.6358000819458618,EC-Earth3,1.0086158877887461,0.0,CNRM-ESM2-1,1.5496941947081864,EC-Earth3
1994,1.1.2,historical,1.5845090241710313,0.0,ACCESS-CM2,4.749860645516615,CNRM-ESM2-1,1.520229281438323,0.0,ACCESS-CM2,4.560687844314969,CNRM-ESM2-1
1995,1.1.2,historical,1.950282668497193,0.0,ACCESS-CM2,5.850848005491579,CNRM-ESM2-1,2.0460482017163764,0.0,ACCESS-CM2,6.127880325659569,CNRM-ESM2-1
1996,1.1.2,historical,4.354958730107505,1.935973122087858,CNRM-ESM2-1,7.929280706157658,EC-Earth3,6.968904303078922,0.7909980944988589,CNRM-ESM2-1,15.625641799721574,EC-Earth3
1997,1.1.2,historical,4.620558884967108,0.0,ACCESS-CM2,13.769367337761556,EC-Earth3,5.517970045514571,0.004310710547751,ACCESS-CM2,16.543293946954833,EC-Earth3
1998,1.1.2,historical,4.712195615668684,1.0788316187837352,CNRM-ESM2-1,11.227304918776792,ACCESS-CM2,3.9601223750321544,0.4300834895249518,CNRM-ESM2-1,8.782200602031155,ACCESS-CM2
1999,1.1.2,historical,3.45305461798016,0.0,ACCESS-CM2,9.529106229089365,EC-Earth3,4.201751179830583,5.356313936384022e-05,ACCESS-CM2,11.115717442260266,EC-Earth3
2000,1.1.2,historical,0.87709502261495,0.0,ACCESS-CM2,2.587935504998892,EC-Earth3,0.9647538349054802,0.0,ACCESS-CM2,2.583706446078894,EC-Earth3
2001,1.1.2,historical,4.730565199688104,2.9096391754835103,ACCESS-CM2,8.086925728973325,CNRM-ESM2-1,6.5923621344460015,2.9717711718093587,ACCESS-CM2,11.287330620598963,EC-Earth3
2002,1.1.2,historical,0.42879547210374797,0.0013317501598411,ACCESS-CM2,1.0341379892665878,EC-Earth3,1.0951020609994064,0.0853578576058031,ACCESS-CM2,2.8315899630833443,EC-Earth3
2003,1.1.2,historical,0.5490435864002436,0.196439303410965,EC-Earth3,1.1827236500556304,CNRM-ESM2-1,2.8031150418725086,0.6283007566169928,ACCESS-CM2,6.601815535883226,EC-Earth3
2004,1.1.2,historical,1.4516209235996944,0.0746944615659173,EC-Earth3,3.9879859958529367,ACCESS-CM2,2.26111859833359,0.0810998754116481,CNRM-ESM2-1,6.5266554212357,ACCESS-CM2
2005,1.1.2,historical,1.8850534778361439,0.1424032168538067,CNRM-ESM2-1,2.893875806320983,ACCESS-CM2,2.804907272179245,0.7532448533404627,CNRM-ESM2-1,4.205010521037751,ACCESS-CM2
2006,1.1.2,historical,4.464064342915072,0.6431195451539864,CNRM-ESM2-1,8.279022962630126,ACCESS-CM2,6.205111178867175,0.2294888483569264,CNRM-ESM2-1,9.92878003312875,ACCESS-CM2
2007,1.1.2,historical,0.2527572244093958,0.1501165210398899,ACCESS-CM2,0.3836586716998386,EC-Earth3,0.4612221163306427,0.2509706779445814,ACCESS-CM2,0.8689202141868781,CNRM-ESM2-1
2008,1.1.2,historical,8.939331980706738,0.1066824874535837,EC-Earth3,18.018661875361385,ACCESS-CM2,9.244599442417902,0.168231502242156,EC-Earth3,20.549245805270047,ACCESS-CM2
2009,1.1.2,historical,4.928606609806398,0.854947713672328,CNRM-ESM2-1,12.020451101807843,EC-Earth3,4.192781516219157,0.2474205940828258,CNRM-ESM2-1,9.743009038677233,EC-Earth3
2010,1.1.2,historical,2.330266610959565,1.201989609243642,ACCESS-CM2,4.054311784821276,CNRM-ESM2-1,3.1707738354602015,1.89289160758393,ACCESS-CM2,4.492557706961225,EC-Earth3
2011,1.1.2,historical,5.694045470826517,0.8167055685958636,ACCESS-CM2,13.671703246249308,CNRM-ESM2-1,5.923748396116575,0.5151186545333609,ACCESS-CM2,12.004539770288956,CNRM-ESM2-1
2012,1.1.2,historical,5.634640046762658,3.85845971898652,ACCESS-CM2,6.734877027845232,EC-Earth3,8.163661766337425,3.717701358538626,CNRM-ESM2-1,10.8134709379599,EC-Earth3
2013,1.1.2,historical,4.7332780983416365,0.0614194587741761,EC-Earth3,8.803088283111215,CNRM-ESM2-1,4.884120299106969,1.046904285926998,EC-Earth3,10.265074985658153,CNRM-ESM2-1
2014,1.1.2,historical,2.8309781631903346,0.481151139468896,EC-Earth3,7.128762461572546,CNRM-ESM2-1,3.0785299897016003,1.0942851113631704,EC-Earth3,6.81164460460172,CNRM-ESM2-1
1951,10.1.1,historical,70.44598740350698,49.849232323056654,CNRM-ESM2-1,101.30825828915636,ACCESS-CM2,82.55311228918727,68.2092232840408,CNRM-ESM2-1,109.62135358538043,ACCESS-CM2
1952,10.1.1,historical,98.06015083434153,35.54844903855134,CNRM-ESM2-1,199.41690888904483,ACCESS-CM2,81.98136199466829,32.07830723353834,CNRM-ESM2-1,164.7876730492011,ACCESS-CM2
1953,10.1.1,historical,117.96493413047274,105.72911411830432,ACCESS-CM2,128.75871378580834,EC-Earth3,116.71307917519317,114.53716012137372,CNRM-ESM2-1,120.7865197172628,ACCESS-CM2
1954,10.1.1,historical,74.81731371682852,59.715500372024266,CNRM-ESM2-1,94.49777172270346,ACCESS-CM2,67.35090386284791,48.18905145554365,CNRM-ESM2-1,96.47599516369137,ACCESS-CM2
1955,10.1.1,historical,154.6210125054264,110.64107355027056,EC-Earth3,196.62602422805188,ACCESS-CM2,162.3497405908989,95.64987234933125,EC-Earth3,226.6236132231226,ACCESS-CM2
1956,10.1.1,historical,107.0803435698018,90.8933323160815,ACCESS-CM2,136.3058626302094,CNRM-ESM2-1,93.7186896817655,72.00409691220312,ACCESS-CM2,115.27483543759406,CNRM-ESM2-1
1957,10.1.1,historical,98.19614866226512,74.57832769484801,ACCESS-CM2,140.71726795014976,EC-Earth3,103.1062052408862,88.34683529808494,CNRM-ESM2-1,125.20058797200616,EC-Earth3
1958,10.1.1,historical,109.59898990691738,95.31904962448914,ACCESS-CM2,136.395240827289,EC-Earth3,102.6397149367569,81.82318644205802,ACCESS-CM2,136.2252146112364,EC-Earth3
1959,10.1.1,historical,100.15710467626258,69.48924566359815,ACCESS-CM2,147.42861543201366,EC-Earth3,95.80623300703833,64.81532621837874,ACCESS-CM2,147.53432448614325,EC-Earth3
1960,10.1.1,historical,86.43616930764888,52.73373523530553,ACCESS-CM2,147.8062863885799,EC-Earth3,74.09819985041621,50.89914376395157,CNRM-ESM2-1,110.93217535109854,EC-Earth3
1961,10.1.1,historical,67.50232350182971,49.31055576869464,CNRM-ESM2-1,84.71353367396834,ACCESS-CM2,63.767888764881604,44.65992745535764,CNRM-ESM2-1,88.31580490838996,ACCESS-CM2
1962,10.1.1,historical,85.23687637571379,73.6549035353894,CNRM-ESM2-1,106.147858508883,ACCESS-CM2,98.8898396228617,70.7869188871845,EC-Earth3,143.78511933826346,CNRM-ESM2-1
1963,10.1.1,historical,94.24113424634253,86.97049580891998,EC-Earth3,107.87076000395356,ACCESS-CM2,84.52239213247226,68.88442353748209,CNRM-ESM2-1,94.86818929036536,ACCESS-CM2
1964,10.1.1,historical,85.51991445390074,60.9447029913046,CNRM-ESM2-1,108.51459928966771,EC-Earth3,87.10172783745737,79.2186083403096,CNRM-ESM2-1,102.15595046270532,EC-Earth3
1965,10.1.1,historical,112.47506910536107,46.35290879022552,ACCESS-CM2,188.3562570335764,CNRM-ESM2-1,110.96186831519806,39.61802885509718,ACCESS-CM2,192.57015997023927,CNRM-ESM2-1
1966,10.1.1,historical,93.67029350159741,81.65048293340848,EC-Earth3,107.52015119280222,ACCESS-CM2,103.95129441034312,90.17982683454326,EC-Earth3,124.78898280552544,ACCESS-CM2
1967,10.1.1,historical,92.9561623903313,81.32759373256211,ACCESS-CM2,105.2620893496568,CNRM-ESM2-1,81.20074133494629,71.63399460565552,EC-Earth3,99.2348530505962,CNRM-ESM2-1
1968,10.1.1,historical,95.4883238486645,44.85709870838029,CNRM-ESM2-1,157.15061939057946,EC-Earth3,85.00886676122349,41.13138567243354,CNRM-ESM2-1,126.34765003022798,EC-Earth3
1969,10.1.1,historical,110.35754006037723,105.0704559616824,ACCESS-CM2,120.85977344331374,CNRM-ESM2-1,120.20953433082316,105.89653151739309,ACCESS-CM2,148.12078816731875,CNRM-ESM2-1
1970,10.1.1,historical,85.29170883905395,72.46293587820935,EC-Earth3,99.07160028366896,CNRM-ESM2-1,73.7869108847974,61.21743867420084,EC-Earth3,88.66521147228502,CNRM-ESM2-1
1971,10.1.1,historical,125.0744693719782,67.8108209519166,ACCESS-CM2,229.41264468238603,CNRM-ESM2-1,127.2469271220868,69.27822079613176,ACCESS-CM2,233.28453683035852,CNRM-ESM2-1
1972,10.1.1,historical,121.58757005479696,92.62793741862062,CNRM-ESM2-1,178.78216512044392,EC-Earth3,116.3715075683604,89.9334612165188,ACCESS-CM2,162.77319091797,EC-Earth3
1973,10.1.1,historical,84.14229489281136,83.94283002580991,ACCESS-CM2,84.45198922293608,CNRM-ESM2-1,91.96701162186964,81.72106956845303,EC-Earth3,102.77428536551432,CNRM-ESM2-1
1974,10.1.1,historical,129.25134801471134,115.25195013137171,EC-Earth3,150.55826439267213,ACCESS-CM2,113.27867137121876,96.89147792271308,CNRM-ESM2-1,133.0566574823299,ACCESS-CM2
1975,10.1.1,historical,72.07672364250114,2.590937122163373,ACCESS-CM2,120.51114013671948,EC-Earth3,65.72072874038993,3.709399355933865,ACCESS-CM2,112.14760503859829,EC-Earth3
1976,10.1.1,historical,99.15569175114787,81.48162530808293,EC-Earth3,108.44561930338624,ACCESS-CM2,108.11513268849298,97.12930495489292,ACCESS-CM2,117.3483528064557,CNRM-ESM2-1
1977,10.1.1,historical,124.10366934640167,89.2413591076087,CNRM-ESM2-1,166.11774626232446,ACCESS-CM2,124.26313123915035,92.68660063244135,CNRM-ESM2-1,169.166322777159,ACCESS-CM2
1978,10.1.1,historical,83.17906174432734,39.3286571684342,EC-Earth3,129.84065124511812,ACCESS-CM2,85.03889634874213,53.96310901460247,EC-Earth3,115.88692964099803,ACCESS-CM2
1979,10.1.1,historical,100.16489113459595,90.65906683059046,EC-Earth3,115.88408136277064,ACCESS-CM2,124.92949656653131,86.93838890439079,EC-Earth3,185.347828776043,ACCESS-CM2
1980,10.1.1,historical,115.78907521081437,54.92542521158916,CNRM-ESM2-1,176.58023524693206,EC-Earth3,105.35633335658581,53.347104492188166,CNRM-ESM2-1,138.85276297433165,EC-Earth3
1981,10.1.1,historical,102.8305760943709,64.80724615187935,CNRM-ESM2-1,147.1288991292329,EC-Earth3,95.94890756758525,57.81860863095306,CNRM-ESM2-1,127.1556760951462,EC-Earth3
1982,10.1.1,historical,91.67323940701034,66.81818461100323,CNRM-ESM2-1,129.4734429350363,EC-Earth3,88.08157542395303,71.44653808593823,CNRM-ESM2-1,104.93875761486332,EC-Earth3
1983,10.1.1,historical,146.9553877282531,120.21601725260496,EC-Earth3,170.34599144345356,ACCESS-CM2,129.42006374783097,123.2990359933046,EC-Earth3,140.84974464053326,ACCESS-CM2
1984,10.1.1,historical,118.08985759432444,103.69558800107022,CNRM-ESM2-1,140.9000130789632,ACCESS-CM2,131.01020029219475,109.50982142857244,EC-Earth3,147.27788091750483,ACCESS-CM2
1985,10.1.1,historical,104.94229356553903,37.15329595656656,ACCESS-CM2,150.94623206729096,EC-Earth3,124.98794224330452,85.04205967494461,ACCESS-CM2,168.514738246374,EC-Earth3
1986,10.1.1,historical,115.1909728325747,82.60821536109624,EC-Earth3,131.5888677687883,ACCESS-CM2,119.21492960612073,97.24672909691292,EC-Earth3,139.00151942661944,ACCESS-CM2
1987,10.1.1,historical,89.09203174409487,42.62349475678991,CNRM-ESM2-1,151.48366158621764,EC-Earth3,82.14017985026118,58.76248465401845,ACCESS-CM2,128.5575260997965,EC-Earth3
1988,10.1.1,historical,98.63667787582234,76.68228893461743,CNRM-ESM2-1,139.96821100144257,ACCESS-CM2,103.01244330512242,69.80311593192032,CNRM-ESM2-1,166.14608927408966,ACCESS-CM2
1989,10.1.1,historical,129.67010327536056,76.3379666864311,CNRM-ESM2-1,214.60770679292344,EC-Earth3,119.24120276072769,63.77737723214359,CNRM-ESM2-1,175.27656325567455,EC-Earth3
1990,10.1.1,historical,106.27165962340422,39.91237371535573,ACCESS-CM2,180.9313576834555,CNRM-ESM2-1,119.85259502108232,86.33541323707293,ACCESS-CM2,167.41633201962568,CNRM-ESM2-1
1991,10.1.1,historical,107.76911983429518,75.62767392113166,EC-Earth3,137.5652949451274,CNRM-ESM2-1,116.59040932307265,99.27549246651884,EC-Earth3,135.2405226934534,CNRM-ESM2-1
1992,10.1.1,historical,75.71987102205856,41.98675275530186,CNRM-ESM2-1,114.44781168619868,EC-Earth3,80.86738773406576,48.970062720889786,ACCESS-CM2,104.2217396763402,EC-Earth3
1993,10.1.1,historical,102.3305806768517,60.44662565685517,ACCESS-CM2,134.4289290945881,EC-Earth3,111.00615600586032,70.79319399879162,ACCESS-CM2,139.09764340355397,EC-Earth3
1994,10.1.1,historical,127.59978410024586,84.14084760393489,EC-Earth3,154.358888084776,ACCESS-CM2,130.9175873093388,73.01776524135123,EC-Earth3,160.96137660435383,CNRM-ESM2-1
1995,10.1.1,historical,107.72126893058736,52.21049098423603,CNRM-ESM2-1,167.73503464471827,EC-Earth3,95.19496835860078,52.791845819382985,CNRM-ESM2-1,156.37708815801827,EC-Earth3
1996,10.1.1,historical,147.42725930834675,78.2167819359196,EC-Earth3,197.878648042226,CNRM-ESM2-1,137.85647110227663,69.80802391415624,EC-Earth3,198.68926432291804,CNRM-ESM2-1
1997,10.1.1,historical,82.32476581876305,43.26675057547478,ACCESS-CM2,143.697341657367,EC-Earth3,94.027642221603,37.51215779622449,ACCESS-CM2,145.6701343354735,EC-Earth3
1998,10.1.1,historical,99.28408124651304,73.25350952148501,CNRM-ESM2-1,137.6280181303489,EC-Earth3,111.08843651181265,80.61458164760123,ACCESS-CM2,148.80181855701375,EC-Earth3
1999,10.1.1,historical,122.97740564739979,111.90588297526132,EC-Earth3,132.61881740025197,CNRM-ESM2-1,111.50872903490915,103.7475047084272,ACCESS-CM2,120.20698614211398,CNRM-ESM2-1
2000,10.1.1,historical,99.12952481708912,88.32464529854994,EC-Earth3,118.0516067068926,CNRM-ESM2-1,108.7552303059905,81.59185843331562,EC-Earth3,124.8040649414072,ACCESS-CM2
2001,10.1.1,historical,91.45253764803523,56.84634663899791,EC-Earth3,133.76918759300696,CNRM-ESM2-1,90.26333513532448,51.88989757719549,EC-Earth3,141.15641903831954,CNRM-ESM2-1
2002,10.1.1,historical,94.74732888842459,68.14328685942216,CNRM-ESM2-1,134.5164277866917,EC-Earth3,87.71271813771165,65.37110130673432,CNRM-ESM2-1,111.267246907553,EC-Earth3
2003,10.1.1,historical,109.66199267190684,75.44554643903527,EC-Earth3,131.1043604678209,ACCESS-CM2,120.67476417178307,63.93839279901493,EC-Earth3,164.9931322079626,ACCESS-CM2
2004,10.1.1,historical,140.36524828714138,101.72012924921025,EC-Earth3,166.9489149402448,ACCESS-CM2,125.54849316793884,86.10109991164519,EC-Earth3,152.5387666248152,ACCESS-CM2
2005,10.1.1,historical,152.27366414388123,146.68487031482616,ACCESS-CM2,157.32586739676435,EC-Earth3,154.712082887681,152.6260675339483,EC-Earth3,156.0503764415935,CNRM-ESM2-1
2006,10.1.1,historical,111.9541855585016,80.90339367094558,ACCESS-CM2,130.5732069033679,CNRM-ESM2-1,118.29516028025891,93.66717622302896,ACCESS-CM2,139.33968395414925,EC-Earth3
2007,10.1.1,historical,113.7629988316135,74.44524012974408,CNRM-ESM2-1,141.41945126488164,EC-Earth3,116.81459751674191,67.60062965029839,CNRM-ESM2-1,145.47554978143688,EC-Earth3
2008,10.1.1,historical,93.81613415914946,72.28997715541358,ACCESS-CM2,124.83304460798094,CNRM-ESM2-1,96.07140045650506,70.8347184826086,ACCESS-CM2,109.92234415690189,EC-Earth3
2009,10.1.1,historical,135.2252007475363,90.36418445405566,EC-Earth3,186.3319840494804,ACCESS-CM2,127.1092559136295,100.65915893554764,EC-Earth3,168.5042940848227,ACCESS-CM2
2010,10.1.1,historical,108.9250632924891,103.17602204822444,EC-Earth3,120.31186909993568,ACCESS-CM2,118.12257326156477,105.70169009254208,CNRM-ESM2-1,135.37411278134397,ACCESS-CM2
2011,10.1.1,historical,128.7046451532282,83.15689020066108,CNRM-ESM2-1,161.6708151681093,EC-Earth3,125.3493973795583,107.89256981259392,CNRM-ESM2-1,138.25878720238208,ACCESS-CM2
2012,10.1.1,historical,123.6272553071531,101.0477473377053,EC-Earth3,161.2397439429885,CNRM-ESM2-1,121.01197614397427,84.28585269019793,EC-Earth3,156.42197562081597,CNRM-ESM2-1
2013,10.1.1,historical,74.52758811345235,42.50833397274975,CNRM-ESM2-1,100.47377092633997,EC-Earth3,82.36191417875811,32.771476062593486,CNRM-ESM2-1,151.99484171549562,EC-Earth3
2014,10.1.1,historical,121.67771340022101,105.3512535167885,ACCESS-CM2,152.55713457380122,CNRM-ESM2-1,160.59611903599435,140.36332839239313,EC-Earth3,200.54905941917892,CNRM-ESM2-1
1951,10.1.2,historical,376.3544043604549,267.11905483245994,CNRM-ESM2-1,466.7769968032853,ACCESS-CM2,441.8629984156308,321.1742142105119,CNRM-ESM2-1,512.653446731569,ACCESS-CM2
1952,10.1.2,historical,349.39584293365607,281.3608231925976,EC-Earth3,479.0895058822645,ACCESS-CM2,382.61562871297355,307.88256000518965,CNRM-ESM2-1,526.0852481460588,ACCESS-CM2
1953,10.1.2,historical,415.5362428855911,346.6284823608411,ACCESS-CM2,496.5062603950517,EC-Earth3,469.397975311281,398.3786888122573,ACCESS-CM2,558.2472959899922,EC-Earth3
1954,10.1.2,historical,325.79022844314716,281.68735670089853,CNRM-ESM2-1,363.3454857063308,ACCESS-CM2,363.45286101023515,304.9893846893325,CNRM-ESM2-1,428.8542499542253,ACCESS-CM2
1955,10.1.2,historical,487.2883973566707,389.87899007797387,EC-Earth3,601.4522166633624,ACCESS-CM2,536.2335610326148,419.3603147506728,EC-Earth3,614.9687996292133,ACCESS-CM2
1956,10.1.2,historical,403.4592857933059,278.5868177604687,EC-Earth3,506.6439004707354,CNRM-ESM2-1,454.4683870569882,368.7439477157608,EC-Earth3,531.0801156234761,CNRM-ESM2-1
1957,10.1.2,historical,363.1883331998204,266.25829044342163,ACCESS-CM2,473.88039499283,EC-Earth3,402.68976504008134,323.1075781631484,ACCESS-CM2,496.7745442962664,EC-Earth3
1958,10.1.2,historical,456.9181469535844,391.46002502441553,CNRM-ESM2-1,537.2524161529559,EC-Earth3,525.3154987971005,453.783134269716,CNRM-ESM2-1,642.1425811767597,EC-Earth3
1959,10.1.2,historical,434.83057268778657,320.7914060592666,ACCESS-CM2,551.2355176925678,EC-Earth3,495.4012354787208,377.5055970764177,ACCESS-CM2,653.4897422409076,EC-Earth3
1960,10.1.2,historical,416.9057781600968,253.9727114295972,ACCESS-CM2,613.6914316368122,EC-Earth3,460.66795426686787,331.7331657028215,ACCESS-CM2,654.7975794601462,EC-Earth3
1961,10.1.2,historical,312.4041313489292,226.19700235366943,CNRM-ESM2-1,435.55351997375647,ACCESS-CM2,346.75707767486733,266.46018848419334,CNRM-ESM2-1,465.35711315155214,ACCESS-CM2
1962,10.1.2,historical,398.8167259470638,240.2527200317396,CNRM-ESM2-1,534.183025627138,ACCESS-CM2,446.5165497080502,339.9541234207168,CNRM-ESM2-1,545.3472919845601,ACCESS-CM2
1963,10.1.2,historical,355.51148021062363,305.7068221473709,CNRM-ESM2-1,399.2665689849868,ACCESS-CM2,381.60872094472415,318.5533948898332,CNRM-ESM2-1,416.31198463440097,ACCESS-CM2
1964,10.1.2,historical,361.94285671234275,336.32128732681394,ACCESS-CM2,385.4078358078021,CNRM-ESM2-1,413.53205673217946,377.5748075485244,ACCESS-CM2,436.9734703826922,EC-Earth3
1965,10.1.2,historical,406.9161920038876,252.45676406860477,ACCESS-CM2,519.8391268730184,CNRM-ESM2-1,478.97999861399506,275.7715284729018,ACCESS-CM2,627.6790332412738,CNRM-ESM2-1
1966,10.1.2,historical,443.70890808105634,331.7213841438309,EC-Earth3,525.5186419677751,ACCESS-CM2,480.7377237701433,365.2614234542863,EC-Earth3,563.285910720827,ACCESS-CM2
1967,10.1.2,historical,435.25745123545494,378.9057769393936,ACCESS-CM2,504.5248054885883,CNRM-ESM2-1,467.8692708206195,383.15932933807545,ACCESS-CM2,552.8473456573505,CNRM-ESM2-1
1968,10.1.2,historical,386.5662790743525,260.0097935485854,CNRM-ESM2-1,518.6534689903277,EC-Earth3,437.16558799743825,306.7864696502702,CNRM-ESM2-1,576.6066434478779,EC-Earth3
1969,10.1.2,historical,419.8635969098425,383.6209279823318,ACCESS-CM2,442.8535851287858,CNRM-ESM2-1,495.7449448521949,431.352288818361,ACCESS-CM2,556.2620232772845,CNRM-ESM2-1
1970,10.1.2,historical,429.3515072631853,410.1160453033464,ACCESS-CM2,451.8958041954058,CNRM-ESM2-1,444.34486658732277,430.7731004714984,ACCESS-CM2,462.730464324953,CNRM-ESM2-1
1971,10.1.2,historical,427.9753257370011,347.26014593124535,ACCESS-CM2,559.6441991615313,CNRM-ESM2-1,509.90656979878923,416.15748004913513,ACCESS-CM2,663.4326877212543,CNRM-ESM2-1
1972,10.1.2,historical,531.5306245358803,368.4711921882646,CNRM-ESM2-1,643.8733391571064,EC-Earth3,564.6637478764872,412.9051210784931,CNRM-ESM2-1,680.2738267517109,EC-Earth3
1973,10.1.2,historical,384.443722839357,351.3699114990247,EC-Earth3,426.5337064552324,CNRM-ESM2-1,431.93052037557135,356.2518896102919,EC-Earth3,509.4697433471698,CNRM-ESM2-1
1974,10.1.2,historical,427.23459265391193,402.3283309555069,ACCESS-CM2,459.69900152206594,CNRM-ESM2-1,481.1971983846047,461.6950732803363,ACCESS-CM2,499.1221408462543,CNRM-ESM2-1
1975,10.1.2,historical,321.84704360326265,119.20438753128128,ACCESS-CM2,433.0834379768388,CNRM-ESM2-1,354.20497305552317,166.89012657165637,ACCESS-CM2,454.9057860565202,CNRM-ESM2-1
1976,10.1.2,historical,390.7911866633114,310.589922199251,EC-Earth3,451.332027111055,CNRM-ESM2-1,429.32939773559747,346.8889424514789,EC-Earth3,505.251168556215,CNRM-ESM2-1
1977,10.1.2,historical,486.80815144221157,441.64085103988816,CNRM-ESM2-1,565.0459202766436,ACCESS-CM2,519.9723209508278,471.503589134218,CNRM-ESM2-1,592.7566067886371,ACCESS-CM2
1978,10.1.2,historical,378.4547528775547,250.6709290313732,EC-Earth3,468.5666215705887,ACCESS-CM2,418.8964287312842,307.06844127655165,EC-Earth3,500.3411118316668,ACCESS-CM2
