Year,City,Scenario,CDDMmean,CDDMmean_min,CDDMmean_min_model,CDDMmean_max,CDDMmean_max_model,CDDMmax,CDDMmax_min,CDDMmax_min_model,CDDMmax_max,CDDMmax_max_model
1951,Atlanta,historical,897.8030293104403,678.5237503051776,EC-Earth3,1067.3599062093117,CNRM-ESM2-1,1169.7934284125442,960.5523006184914,EC-Earth3,1386.5434783935548,CNRM-ESM2-1
1952,Atlanta,historical,959.8299225192618,865.5510007731137,EC-Earth3,1116.1718528238948,ACCESS-CM2,1230.8226771375878,1115.6908636474625,EC-Earth3,1413.8370829264322,ACCESS-CM2
1953,Atlanta,historical,788.0548103162996,759.903475850425,EC-Earth3,844.0019588216165,ACCESS-CM2,1007.1115596516943,943.5091945393898,EC-Earth3,1080.0086222330744,ACCESS-CM2
1954,Atlanta,historical,804.0189153374585,756.4317066446957,ACCESS-CM2,845.9573029581724,EC-Earth3,1059.3341132269982,986.4466491699236,ACCESS-CM2,1121.0460681152358,EC-Earth3
1955,Atlanta,historical,881.7851417371982,738.5262188720721,CNRM-ESM2-1,1020.4471391805032,EC-Earth3,1110.8641603597016,965.213415730796,CNRM-ESM2-1,1287.243767903646,EC-Earth3
1956,Atlanta,historical,904.2550081719313,821.0620006306983,EC-Earth3,954.83840535482,CNRM-ESM2-1,1183.1388679334866,1064.3501802571634,EC-Earth3,1247.583529663087,CNRM-ESM2-1
1957,Atlanta,historical,958.2579404364711,802.6280241902689,EC-Earth3,1044.6645629882833,ACCESS-CM2,1239.196126234267,1083.100670979819,EC-Earth3,1360.3611785888672,ACCESS-CM2
1958,Atlanta,historical,900.1122449408658,868.2625620524108,EC-Earth3,940.3580492146832,CNRM-ESM2-1,1154.988278808595,1101.590319010418,EC-Earth3,1219.82078104655,CNRM-ESM2-1
1959,Atlanta,historical,960.9069791666683,784.3362630208354,ACCESS-CM2,1138.469230550131,EC-Earth3,1209.0530217149528,1011.346961873374,ACCESS-CM2,1368.334278361002,EC-Earth3
1960,Atlanta,historical,942.3859597100172,892.2852583821633,ACCESS-CM2,1011.2619245402036,CNRM-ESM2-1,1209.394400295682,1145.5334358723974,ACCESS-CM2,1279.6773921712245,CNRM-ESM2-1
1961,Atlanta,historical,1036.6545505438926,936.9312549845394,CNRM-ESM2-1,1113.057135518393,ACCESS-CM2,1278.0257796223966,1134.6318534342463,CNRM-ESM2-1,1381.5191101074224,ACCESS-CM2
1962,Atlanta,historical,960.886209106447,815.89729227702,CNRM-ESM2-1,1093.802365824383,EC-Earth3,1220.3888632541245,1080.0561421712257,CNRM-ESM2-1,1330.8817468261725,EC-Earth3
1963,Atlanta,historical,1007.8331278822174,917.8212267049172,ACCESS-CM2,1062.514884541831,EC-Earth3,1264.8574361165372,1209.7692423502615,ACCESS-CM2,1295.6635231526702,CNRM-ESM2-1
1964,Atlanta,historical,907.6880336168097,839.1475195312521,CNRM-ESM2-1,1028.9177975463886,ACCESS-CM2,1161.9043591986774,1085.941551310223,CNRM-ESM2-1,1275.891075236003,ACCESS-CM2
1965,Atlanta,historical,905.2382521565772,787.5619665527361,EC-Earth3,1077.206907958986,ACCESS-CM2,1145.7663760715068,1024.3542694091814,EC-Earth3,1348.175942993163,ACCESS-CM2
1966,Atlanta,historical,848.8944095187735,838.4814879353858,EC-Earth3,862.2746855672219,CNRM-ESM2-1,1106.2232506646064,1080.7013539632178,CNRM-ESM2-1,1128.653812866212,ACCESS-CM2
1967,Atlanta,historical,898.6358526272264,801.7731229654964,CNRM-ESM2-1,1001.2686833699566,ACCESS-CM2,1151.2370723470062,1065.060031941733,CNRM-ESM2-1,1273.3015096028653,ACCESS-CM2
1968,Atlanta,historical,825.3336226399759,684.4239271036801,CNRM-ESM2-1,939.8251734415712,EC-Earth3,1076.3714080132393,918.436383666994,CNRM-ESM2-1,1214.0819590250665,EC-Earth3
1969,Atlanta,historical,895.03849806044,813.3725785319027,CNRM-ESM2-1,1000.5363400268571,EC-Earth3,1140.191605088977,1050.4539644368506,CNRM-ESM2-1,1277.195684814454,EC-Earth3
1970,Atlanta,historical,789.0072401597782,713.0739197794614,CNRM-ESM2-1,883.2438694254575,EC-Earth3,1040.384855414498,958.2826129150408,CNRM-ESM2-1,1152.094644571941,EC-Earth3
1971,Atlanta,historical,997.1084572347023,925.1042984008812,ACCESS-CM2,1064.2253353881852,EC-Earth3,1225.1391906738293,1151.788102213543,ACCESS-CM2,1265.710326131186,EC-Earth3
1972,Atlanta,historical,943.0363793945331,776.695067342124,EC-Earth3,1035.2166394042986,CNRM-ESM2-1,1173.6592588297533,1002.1183587646502,EC-Earth3,1260.656342773438,ACCESS-CM2
1973,Atlanta,historical,789.9715861341706,732.5790210978207,EC-Earth3,873.6631149292009,ACCESS-CM2,1002.8251626247849,988.3935854085304,EC-Earth3,1026.260048828127,ACCESS-CM2
1974,Atlanta,historical,828.910290052628,807.7624995931008,ACCESS-CM2,851.3218638102236,CNRM-ESM2-1,1097.181630113391,1084.1413515218114,EC-Earth3,1113.568787434897,CNRM-ESM2-1
1975,Atlanta,historical,1018.6592010498061,900.4971112060567,CNRM-ESM2-1,1202.526176757813,EC-Earth3,1290.7548534478083,1159.5951070149752,CNRM-ESM2-1,1479.0617808024074,EC-Earth3
1976,Atlanta,historical,970.6961836751319,841.4598745727559,EC-Earth3,1167.6997767130547,ACCESS-CM2,1243.0173178439675,1105.624842529298,EC-Earth3,1433.7103068033855,ACCESS-CM2
1977,Atlanta,historical,954.1339441935239,876.129233703615,ACCESS-CM2,1045.876839599611,CNRM-ESM2-1,1198.3827912055128,1099.743620198569,ACCESS-CM2,1266.4121988932295,CNRM-ESM2-1
1978,Atlanta,historical,865.6576930406378,730.3788760375994,EC-Earth3,974.0934791056334,ACCESS-CM2,1147.59228732639,985.471978556317,EC-Earth3,1297.0679581705729,ACCESS-CM2
1979,Atlanta,historical,897.5370214843766,788.1346943155943,EC-Earth3,1046.0898889160171,CNRM-ESM2-1,1149.6070220947274,1021.5026711018896,EC-Earth3,1316.8579087320957,CNRM-ESM2-1
1980,Atlanta,historical,1019.3288081020797,971.9039264424664,CNRM-ESM2-1,1061.1296895345067,ACCESS-CM2,1276.5863172743059,1224.063306070964,CNRM-ESM2-1,1332.4474924723306,ACCESS-CM2
1981,Atlanta,historical,888.0036474609393,630.7690332031266,ACCESS-CM2,1043.189337158205,CNRM-ESM2-1,1115.984789225261,799.8574719238301,ACCESS-CM2,1316.626736857096,CNRM-ESM2-1
1982,Atlanta,historical,739.9329324679921,692.9108863321957,ACCESS-CM2,811.7225230916359,EC-Earth3,995.5421943495026,920.358013305666,ACCESS-CM2,1059.465138549806,EC-Earth3
1983,Atlanta,historical,912.204746500653,806.7953780110694,ACCESS-CM2,984.844146931968,EC-Earth3,1166.5267449951182,1016.849014485679,ACCESS-CM2,1259.2549322509767,CNRM-ESM2-1
1984,Atlanta,historical,818.0786582099084,630.4221485392269,CNRM-ESM2-1,947.6726516723652,ACCESS-CM2,1061.471139797636,875.3307021077493,CNRM-ESM2-1,1197.9592386881518,ACCESS-CM2
1985,Atlanta,historical,809.6231663004577,673.7566082763692,EC-Earth3,896.3640926106789,ACCESS-CM2,1055.8331688096803,938.2973368326842,EC-Earth3,1124.557651570639,CNRM-ESM2-1
1986,Atlanta,historical,835.4556766086174,775.4356021118183,EC-Earth3,931.6021528116884,CNRM-ESM2-1,1069.7962381998714,1030.1627752685563,EC-Earth3,1146.6963090006525,CNRM-ESM2-1
1987,Atlanta,historical,936.5683941311322,597.8114028930681,EC-Earth3,1111.7656046549494,ACCESS-CM2,1181.3842711724176,816.6855067952494,EC-Earth3,1389.6371175130198,ACCESS-CM2
1988,Atlanta,historical,1040.2163740709111,928.1273826090516,ACCESS-CM2,1110.0068785603855,CNRM-ESM2-1,1329.6723527018232,1251.6121490478524,ACCESS-CM2,1369.163891805013,CNRM-ESM2-1
1989,Atlanta,historical,782.5892518785282,746.2382523600278,CNRM-ESM2-1,805.128235982261,EC-Earth3,1031.3437631564686,979.4026023356136,CNRM-ESM2-1,1058.374236857098,ACCESS-CM2
1990,Atlanta,historical,819.6514938015425,726.8560739135761,ACCESS-CM2,973.3908062744158,EC-Earth3,1035.2682278781483,921.1206020100929,ACCESS-CM2,1186.1193631998708,EC-Earth3
1991,Atlanta,historical,968.9166776529966,891.5036659749366,ACCESS-CM2,1054.1417543538428,EC-Earth3,1203.6561025661902,1134.010958048504,ACCESS-CM2,1281.651955159506,EC-Earth3
1992,Atlanta,historical,992.9162326727992,883.8235774739603,EC-Earth3,1081.9828112792986,ACCESS-CM2,1252.2420762803824,1085.5577134195978,EC-Earth3,1392.850372111003,ACCESS-CM2
1993,Atlanta,historical,889.1579120551236,822.9225524902363,ACCESS-CM2,937.6597747802754,CNRM-ESM2-1,1124.4039675564247,1050.2696199544284,ACCESS-CM2,1175.535019327801,CNRM-ESM2-1
1994,Atlanta,historical,898.5153290473108,689.0817486572287,CNRM-ESM2-1,1047.2732631429053,EC-Earth3,1158.937530992297,953.8925168863952,CNRM-ESM2-1,1303.730730794271,EC-Earth3
1995,Atlanta,historical,942.5151126437737,855.5399715169291,ACCESS-CM2,1069.1518793741882,CNRM-ESM2-1,1223.1037730577266,1106.2297281901058,ACCESS-CM2,1376.8296691894534,CNRM-ESM2-1
1996,Atlanta,historical,726.9776507229293,697.3116344197609,ACCESS-CM2,748.1992968750018,EC-Earth3,969.0294460042337,963.9479671223976,ACCESS-CM2,972.389749959312,EC-Earth3
1997,Atlanta,historical,1009.710974968806,932.6815043131528,EC-Earth3,1118.475525716147,ACCESS-CM2,1284.8273522271054,1192.9180310058605,EC-Earth3,1439.367619425455,ACCESS-CM2
1998,Atlanta,historical,908.2964303249801,878.7120633951841,CNRM-ESM2-1,925.8685541788752,EC-Earth3,1151.2432368299708,1127.855204264324,CNRM-ESM2-1,1171.520620117189,ACCESS-CM2
1999,Atlanta,historical,923.3861550225171,883.2893962605815,EC-Earth3,968.50281555176,CNRM-ESM2-1,1149.7634406873929,1105.5989402262387,ACCESS-CM2,1220.3861745198576,CNRM-ESM2-1
2000,Atlanta,historical,1104.7776595052096,1045.7033721923844,ACCESS-CM2,1181.773377787273,CNRM-ESM2-1,1379.8658921983506,1322.9098347981774,EC-Earth3,1449.8372039794915,CNRM-ESM2-1
2001,Atlanta,historical,809.6986865912562,604.8414477539079,CNRM-ESM2-1,1033.0872493489603,EC-Earth3,1041.3754664442288,797.2882700602233,CNRM-ESM2-1,1274.368771362305,EC-Earth3
2002,Atlanta,historical,1051.9978675333675,802.6270076497414,EC-Earth3,1258.9775244140635,CNRM-ESM2-1,1305.8127821180562,1051.0183278401707,EC-Earth3,1511.8948333740234,CNRM-ESM2-1
2003,Atlanta,historical,910.6884052191857,839.8183980306009,ACCESS-CM2,980.8052848307308,EC-Earth3,1158.408667331273,1045.1713226318377,ACCESS-CM2,1223.818763834636,EC-Earth3
2004,Atlanta,historical,933.0760213216163,727.8199713134783,EC-Earth3,1141.8161795043957,ACCESS-CM2,1175.1386950005437,981.9239168294292,EC-Earth3,1356.8379974365234,ACCESS-CM2
2005,Atlanta,historical,1019.4740011257613,934.4176271565776,ACCESS-CM2,1144.4129557291676,EC-Earth3,1266.059505547418,1167.0498209635427,ACCESS-CM2,1396.4460723876948,EC-Earth3
2006,Atlanta,historical,940.0217743598108,774.7168395996113,ACCESS-CM2,1031.6166160074888,CNRM-ESM2-1,1198.8811406792538,1009.3751324462912,ACCESS-CM2,1295.6644755045568,CNRM-ESM2-1
2007,Atlanta,historical,1050.0784772406698,823.2554454549171,EC-Earth3,1187.8947903442393,ACCESS-CM2,1317.694672783746,1056.7139601643896,EC-Earth3,1490.9513366699214,ACCESS-CM2
2008,Atlanta,historical,1000.6063729858414,867.6946908569354,ACCESS-CM2,1136.775835978191,CNRM-ESM2-1,1249.3762710910378,1107.1343491617854,ACCESS-CM2,1404.2635223388672,CNRM-ESM2-1
2009,Atlanta,historical,900.6447456529426,799.672905883791,EC-Earth3,984.6258415730816,ACCESS-CM2,1154.9097913954008,1031.7265136718768,EC-Earth3,1282.0470316569017,ACCESS-CM2
2010,Atlanta,historical,1104.4767917548297,942.677962443036,CNRM-ESM2-1,1234.1817525227866,ACCESS-CM2,1365.7051697455508,1223.7169110107425,CNRM-ESM2-1,1483.378588867186,ACCESS-CM2
2011,Atlanta,historical,1054.255156046551,912.139778137209,ACCESS-CM2,1228.1720280965178,EC-Earth3,1308.1632400173612,1155.3485253906258,ACCESS-CM2,1443.3741139729818,EC-Earth3
2012,Atlanta,historical,948.5197255452495,744.6890634155293,ACCESS-CM2,1098.4320750935888,EC-Earth3,1199.5772611490895,949.1524176025408,ACCESS-CM2,1335.6498575846358,EC-Earth3
2013,Atlanta,historical,937.1914736938497,912.7742134602886,EC-Earth3,983.517475484214,ACCESS-CM2,1203.182648315431,1166.430645751955,CNRM-ESM2-1,1249.0470314534512,ACCESS-CM2
2014,Atlanta,historical,1045.6860122341598,983.8999724324566,ACCESS-CM2,1164.5878809611015,EC-Earth3,1281.298709988065,1205.6097861735036,ACCESS-CM2,1412.0858388264974,EC-Earth3
1951,Austin,historical,1241.4245510394765,1130.1361195490929,EC-Earth3,1418.7490039531997,CNRM-ESM2-1,1526.6762723482564,1392.2298565204323,ACCESS-CM2,1731.747571974532,CNRM-ESM2-1
1952,Austin,historical,1161.763014886319,1021.2188570462756,EC-Earth3,1232.2868161715,CNRM-ESM2-1,1454.5858382004953,1245.595277287411,EC-Earth3,1582.4429243821355,CNRM-ESM2-1
1953,Austin,historical,1066.750540474135,1018.2796614426848,CNRM-ESM2-1,1091.455261113095,EC-Earth3,1332.124823702299,1298.2620661808896,ACCESS-CM2,1362.69331242488,CNRM-ESM2-1
1954,Austin,historical,1053.4520183074185,987.1503950852632,CNRM-ESM2-1,1170.274143981935,EC-Earth3,1335.741361569136,1206.63366370568,ACCESS-CM2,1490.5439399132358,EC-Earth3
1955,Austin,historical,1139.3608632796859,1025.5327619112472,CNRM-ESM2-1,1256.741823519193,EC-Earth3,1408.9724435659548,1292.9809906005864,CNRM-ESM2-1,1593.403705772985,EC-Earth3
1956,Austin,historical,1238.544072742952,1215.4726941622228,ACCESS-CM2,1256.1621319110584,CNRM-ESM2-1,1559.6929713322559,1512.2333125187797,ACCESS-CM2,1635.275552837664,CNRM-ESM2-1
1957,Austin,historical,1346.0452723967721,1209.6333226130564,EC-Earth3,1418.2029940091645,CNRM-ESM2-1,1664.5834329458366,1559.027007821889,EC-Earth3,1729.8840677114613,ACCESS-CM2
1958,Austin,historical,1216.1170081896666,1165.150569504959,CNRM-ESM2-1,1292.1153140728295,ACCESS-CM2,1536.6535731388965,1482.648763099083,CNRM-ESM2-1,1634.0053351769066,ACCESS-CM2
1959,Austin,historical,1185.305794153459,1080.6581601656417,ACCESS-CM2,1238.5583706195544,CNRM-ESM2-1,1486.8310586782598,1374.4429079495944,ACCESS-CM2,1567.2717947152937,EC-Earth3
1960,Austin,historical,1239.4919634696769,1163.1340431800268,CNRM-ESM2-1,1332.7484027569103,EC-Earth3,1556.3913568741227,1456.0811570387618,CNRM-ESM2-1,1678.802099609373,EC-Earth3
1961,Austin,historical,1222.6566840538624,1047.4632108248215,CNRM-ESM2-1,1441.637160550631,ACCESS-CM2,1523.1590207613424,1278.9975128173833,CNRM-ESM2-1,1851.5448002741864,ACCESS-CM2
1962,Austin,historical,1247.956247065618,1178.2691220797035,CNRM-ESM2-1,1362.308760305551,EC-Earth3,1587.806493201622,1499.375974684495,ACCESS-CM2,1699.8953885591932,EC-Earth3
1963,Austin,historical,1236.2281478490593,1188.5074273916398,ACCESS-CM2,1263.5101244412942,EC-Earth3,1542.3517554649934,1535.5238323505098,ACCESS-CM2,1552.924597402719,CNRM-ESM2-1
1964,Austin,historical,1253.9752695328154,1178.9312302809506,CNRM-ESM2-1,1327.396198800894,ACCESS-CM2,1589.8981154221744,1498.8771331787102,CNRM-ESM2-1,1661.5779386080212,EC-Earth3
1965,Austin,historical,1220.154819664589,1172.607103318435,EC-Earth3,1291.1672970111556,ACCESS-CM2,1536.6637144431077,1509.6980513352598,EC-Earth3,1571.623159085786,ACCESS-CM2
1966,Austin,historical,1161.9860369560058,1017.3559578528792,EC-Earth3,1260.1441312349764,CNRM-ESM2-1,1501.5030320387614,1336.363399564303,EC-Earth3,1626.7331512451156,CNRM-ESM2-1
1967,Austin,historical,1326.0442262698443,1282.71365638146,EC-Earth3,1359.4897606482873,ACCESS-CM2,1680.2562679975445,1619.8351773775523,EC-Earth3,1795.3689227764405,ACCESS-CM2
1968,Austin,historical,1116.6648521227726,942.918216881387,CNRM-ESM2-1,1244.0419038038997,EC-Earth3,1437.4000809889567,1270.600832425631,CNRM-ESM2-1,1596.7332096980156,EC-Earth3
1969,Austin,historical,1115.5804189633116,1096.4347877502455,CNRM-ESM2-1,1149.7972563523529,ACCESS-CM2,1438.2143132918918,1406.115588378906,CNRM-ESM2-1,1468.2503432053782,EC-Earth3
1970,Austin,historical,1239.0996355105679,1108.7077249380277,ACCESS-CM2,1378.589026113657,EC-Earth3,1550.1551084078267,1336.44941781851,ACCESS-CM2,1699.5294440636253,EC-Earth3
1971,Austin,historical,1235.6365160428566,1206.0642299945537,ACCESS-CM2,1274.458348318247,EC-Earth3,1499.4327386318098,1461.1090714674729,CNRM-ESM2-1,1558.7418912447404,EC-Earth3
1972,Austin,historical,1338.4679444924377,1278.0343683096082,EC-Earth3,1453.6296928992629,ACCESS-CM2,1668.5121952937182,1548.0527538592987,CNRM-ESM2-1,1873.538815072864,ACCESS-CM2
1973,Austin,historical,1096.7904086773224,1052.283412287787,ACCESS-CM2,1139.5324973473191,EC-Earth3,1355.011409739959,1282.945845853366,ACCESS-CM2,1454.195411564753,EC-Earth3
1974,Austin,historical,1196.3333290686983,1165.9292688223045,ACCESS-CM2,1256.7790338369518,EC-Earth3,1487.8874040652536,1457.5363081711985,CNRM-ESM2-1,1530.4380380483765,EC-Earth3
1975,Austin,historical,1196.5288756932976,1120.5827317457947,ACCESS-CM2,1329.7870482224682,EC-Earth3,1496.55828943497,1376.9167506291317,ACCESS-CM2,1619.3733910193791,EC-Earth3
1976,Austin,historical,1288.415467091096,1160.525191556491,EC-Earth3,1464.0238872821512,ACCESS-CM2,1606.724717203775,1491.476747013971,EC-Earth3,1717.5652444692746,ACCESS-CM2
1977,Austin,historical,1245.5573245317512,1205.3360371516308,ACCESS-CM2,1276.4680732140175,CNRM-ESM2-1,1568.4635521521923,1515.224436129056,ACCESS-CM2,1600.2269134521468,EC-Earth3
1978,Austin,historical,1138.6355201134327,1028.9801994910622,EC-Earth3,1308.013881272536,ACCESS-CM2,1498.7665812956973,1326.503224534255,EC-Earth3,1792.7580620398862,ACCESS-CM2
1979,Austin,historical,1265.9367344000405,1125.6880873460052,ACCESS-CM2,1425.336114619328,CNRM-ESM2-1,1555.8742685953766,1380.0753230168266,ACCESS-CM2,1704.231181687573,CNRM-ESM2-1
1980,Austin,historical,1354.194938385792,1278.3571682269762,CNRM-ESM2-1,1398.4212238018324,ACCESS-CM2,1690.9803948035594,1587.5616602970997,CNRM-ESM2-1,1752.6382014347942,ACCESS-CM2
1981,Austin,historical,1161.1439628796713,1028.75186450665,ACCESS-CM2,1265.097118553749,EC-Earth3,1459.3201667981268,1288.652031296951,ACCESS-CM2,1582.8315035306475,EC-Earth3
1982,Austin,historical,1072.0506459554051,1016.5205413818378,ACCESS-CM2,1111.5876149104206,CNRM-ESM2-1,1413.8690127641719,1329.5964141845702,ACCESS-CM2,1483.4163391113268,CNRM-ESM2-1
1983,Austin,historical,1228.3578331189285,1180.7429660503692,ACCESS-CM2,1273.4704089824977,EC-Earth3,1519.2350408309537,1435.8870450533348,ACCESS-CM2,1585.7754544771624,CNRM-ESM2-1
1984,Austin,historical,1197.1459248860685,1021.5196682269774,CNRM-ESM2-1,1316.5997005756085,ACCESS-CM2,1505.5052781325112,1339.8848430926978,CNRM-ESM2-1,1621.6637352576608,ACCESS-CM2
1985,Austin,historical,1090.690927945652,1066.8693071805533,EC-Earth3,1117.4565862802372,ACCESS-CM2,1352.8154798458784,1325.1734259972204,ACCESS-CM2,1379.1487513615536,EC-Earth3
1986,Austin,historical,1158.7931268154057,1120.482351332446,EC-Earth3,1227.169552612305,CNRM-ESM2-1,1479.6086793557186,1453.8295149583075,ACCESS-CM2,1498.3928492619436,CNRM-ESM2-1
1987,Austin,historical,1291.324679995806,1096.420929424581,EC-Earth3,1468.5639717688923,ACCESS-CM2,1575.0823609963434,1380.7829453688405,EC-Earth3,1736.9061166616566,ACCESS-CM2
1988,Austin,historical,1336.7551610310873,1262.2535948533282,CNRM-ESM2-1,1427.1576393714315,ACCESS-CM2,1679.5054620987314,1515.147307410606,CNRM-ESM2-1,1872.723635394755,ACCESS-CM2
1989,Austin,historical,1203.212375425682,1113.6944550734313,CNRM-ESM2-1,1295.388110351563,EC-Earth3,1480.861154800806,1369.620063899114,CNRM-ESM2-1,1657.3622525728651,EC-Earth3
1990,Austin,historical,1130.134528409519,1017.7823185847374,ACCESS-CM2,1207.2155151367197,CNRM-ESM2-1,1389.8821736653647,1219.2472329946672,ACCESS-CM2,1514.1388563889718,CNRM-ESM2-1
1991,Austin,historical,1194.2679569342206,1116.1869099543658,ACCESS-CM2,1301.41811312162,EC-Earth3,1489.0381233410951,1399.5001314603358,ACCESS-CM2,1593.2272413987375,EC-Earth3
1992,Austin,historical,1174.6144302368173,905.914851614147,EC-Earth3,1364.2826610858626,ACCESS-CM2,1440.1568548740481,1179.6255270151005,EC-Earth3,1643.1719843937792,ACCESS-CM2
1993,Austin,historical,1150.829797637158,1069.3536949744607,ACCESS-CM2,1227.781038020208,EC-Earth3,1441.986540026542,1353.4461338923525,ACCESS-CM2,1574.9060063288753,EC-Earth3
1994,Austin,historical,1213.816309924004,1038.1158177302452,CNRM-ESM2-1,1333.0263165987456,EC-Earth3,1532.6044285700864,1368.9880683312044,CNRM-ESM2-1,1670.7594045785745,EC-Earth3
1995,Austin,historical,1290.6671460665189,1225.8810100848864,ACCESS-CM2,1375.0774606557986,CNRM-ESM2-1,1602.8895920973544,1510.2762725830062,EC-Earth3,1748.3695094181917,CNRM-ESM2-1
1996,Austin,historical,1212.7266970120952,1136.6732027494004,ACCESS-CM2,1291.8930331890397,CNRM-ESM2-1,1554.880026010366,1510.5338329608617,ACCESS-CM2,1623.9399615948005,CNRM-ESM2-1
1997,Austin,historical,1249.627099765876,1121.9600673968987,EC-Earth3,1384.469161283053,ACCESS-CM2,1524.083972637469,1390.650177236703,EC-Earth3,1695.265458796573,ACCESS-CM2
1998,Austin,historical,1227.0154512845563,1067.4349166870134,CNRM-ESM2-1,1444.2184834406928,EC-Earth3,1512.1681082701064,1349.971490713266,CNRM-ESM2-1,1739.6132911095233,EC-Earth3
1999,Austin,historical,1221.6947581364564,1193.2637658926164,ACCESS-CM2,1244.648582927998,CNRM-ESM2-1,1505.2684265919215,1474.5317011906543,EC-Earth3,1546.9763169508706,CNRM-ESM2-1
2000,Austin,historical,1284.1815251277046,1140.3098712627718,EC-Earth3,1375.7417464036205,ACCESS-CM2,1585.2052624824707,1425.4452312762917,EC-Earth3,1742.8291111872727,ACCESS-CM2
2001,Austin,historical,1177.323181230595,1045.3722237220195,CNRM-ESM2-1,1328.5817130455605,EC-Earth3,1455.1627964900083,1289.9372528076174,CNRM-ESM2-1,1577.4100956843445,EC-Earth3
2002,Austin,historical,1332.3691787719729,1086.800685823882,EC-Earth3,1487.6010658851033,CNRM-ESM2-1,1648.8439815423415,1366.251442542443,EC-Earth3,1849.8885807917648,CNRM-ESM2-1
2003,Austin,historical,1290.8983808859805,1183.0290721013007,ACCESS-CM2,1435.8716834435093,CNRM-ESM2-1,1590.6455243232913,1467.1733907846303,ACCESS-CM2,1764.9318089411788,CNRM-ESM2-1
2004,Austin,historical,1275.4277418870192,1180.0286088209891,EC-Earth3,1346.0053543090814,ACCESS-CM2,1605.911366389346,1514.013799344575,EC-Earth3,1728.9464148888187,ACCESS-CM2
2005,Austin,historical,1255.431473365197,1158.3333533653858,CNRM-ESM2-1,1335.2810859093292,EC-Earth3,1551.1090029985462,1403.6409482515776,CNRM-ESM2-1,1636.3109205979547,ACCESS-CM2
2006,Austin,historical,1238.1031807532684,1043.9172249427224,ACCESS-CM2,1405.7368098332329,EC-Earth3,1500.7352099296365,1312.148914982722,ACCESS-CM2,1626.8293614314132,EC-Earth3
2007,Austin,historical,1353.3428475013145,1071.0917663574237,EC-Earth3,1566.7866139338555,CNRM-ESM2-1,1684.1443860176266,1383.7622164212737,EC-Earth3,1895.780642465442,CNRM-ESM2-1
2008,Austin,historical,1310.697343327449,1229.8544178889356,ACCESS-CM2,1433.6421693068282,CNRM-ESM2-1,1613.3112505008003,1525.8296144925628,ACCESS-CM2,1752.823349233773,CNRM-ESM2-1
2009,Austin,historical,1276.5154722947345,1201.3223077627338,EC-Earth3,1341.4841876690205,ACCESS-CM2,1550.3939315404632,1486.3362114539502,EC-Earth3,1623.9074347862809,ACCESS-CM2
2010,Austin,historical,1346.1171985332783,1259.1475864116967,CNRM-ESM2-1,1389.914393967848,EC-Earth3,1633.2974056146065,1556.2899503267718,CNRM-ESM2-1,1683.626962984523,ACCESS-CM2
2011,Austin,historical,1345.5068882086334,1234.911368619479,ACCESS-CM2,1466.4757096510662,EC-Earth3,1652.5940525152726,1546.1961815467223,ACCESS-CM2,1728.642903724082,EC-Earth3
2012,Austin,historical,1230.1745284642934,1076.472143906815,ACCESS-CM2,1403.2392382108242,CNRM-ESM2-1,1534.307476571889,1317.8958087627705,ACCESS-CM2,1774.693671828048,CNRM-ESM2-1
2013,Austin,historical,1222.180266551483,1172.7535888671885,CNRM-ESM2-1,1265.8763496985805,ACCESS-CM2,1504.5105629162902,1471.2261857252852,EC-Earth3,1530.0398752065796,ACCESS-CM2
2014,Austin,historical,1379.7543286837063,1237.882954406739,ACCESS-CM2,1475.7242894099304,EC-Earth3,1661.8957062550064,1457.2039940467246,ACCESS-CM2,1775.8782189002382,EC-Earth3
1951,Baltimore,historical,531.1786155700698,434.80651489257934,EC-Earth3,642.75913208008,CNRM-ESM2-1,691.7516361490901,582.2202081298842,EC-Earth3,852.3751425170916,CNRM-ESM2-1
1952,Baltimore,historical,465.6581947326675,355.2097973632826,EC-Earth3,669.7110023498551,ACCESS-CM2,617.6638984171567,496.8587658691422,EC-Earth3,836.9118627929705,ACCESS-CM2
1953,Baltimore,historical,382.6588016001396,275.1321864318859,CNRM-ESM2-1,449.33290313720846,ACCESS-CM2,486.470719401043,386.9181280517591,CNRM-ESM2-1,556.4294857788101,ACCESS-CM2
1954,Baltimore,historical,378.8022816467298,319.67882431030387,ACCESS-CM2,448.1267282104507,EC-Earth3,522.4024559529638,459.3512298583998,ACCESS-CM2,581.7433663940448,EC-Earth3
1955,Baltimore,historical,431.8443302917496,348.0633120727551,CNRM-ESM2-1,585.7653089904803,EC-Earth3,590.2204971313495,484.9966107177749,CNRM-ESM2-1,763.1238653564473,EC-Earth3
1956,Baltimore,historical,416.3895115153009,291.25668167114355,EC-Earth3,480.7361895751969,ACCESS-CM2,578.8536629231787,461.83231903076313,EC-Earth3,651.826249694826,ACCESS-CM2
1957,Baltimore,historical,439.0839591471369,401.011006469728,EC-Earth3,459.8342312622084,ACCESS-CM2,599.2735956827815,589.0329724121111,EC-Earth3,605.9176608276383,CNRM-ESM2-1
1958,Baltimore,historical,401.4275638834651,389.7302690124527,ACCESS-CM2,414.2038781738296,CNRM-ESM2-1,590.0042266845722,561.051859436037,ACCESS-CM2,639.7738354492205,CNRM-ESM2-1
