Year,City,Scenario,CDDMmean,CDDMmean_min,CDDMmean_min_model,CDDMmean_max,CDDMmean_max_model,CDDMmax,CDDMmax_min,CDDMmax_min_model,CDDMmax_max,CDDMmax_max_model
2003,Sacramento,historical,1152.296172304508,1087.9895147252985,EC-Earth3,1229.6735922354246,CNRM-ESM2-1,1342.043489960094,1299.1534636320894,EC-Earth3,1400.4481108488862,CNRM-ESM2-1
2004,Sacramento,historical,1150.3384932153033,1036.259319842305,EC-Earth3,1252.3595579924413,CNRM-ESM2-1,1337.4360020767026,1242.6167686179842,EC-Earth3,1405.346780734592,CNRM-ESM2-1
2005,Sacramento,historical,1138.118368718655,1050.3067823621982,CNRM-ESM2-1,1227.1230042634195,ACCESS-CM2,1376.1409118652348,1362.4789313422314,EC-Earth3,1395.7326748318144,ACCESS-CM2
2006,Sacramento,historical,1041.0356819812182,987.7154617874731,ACCESS-CM2,1097.9458271167914,CNRM-ESM2-1,1243.0503601827747,1149.2529882360404,ACCESS-CM2,1321.592634186922,CNRM-ESM2-1
2007,Sacramento,historical,1140.1605821397582,1036.738491821291,ACCESS-CM2,1273.6686003508396,EC-Earth3,1296.1154296875004,1179.7938727484816,CNRM-ESM2-1,1424.6435408980756,EC-Earth3
2008,Sacramento,historical,1024.4722145739916,991.5188761393248,ACCESS-CM2,1048.307600685404,CNRM-ESM2-1,1211.2455957483373,1190.1664964463987,CNRM-ESM2-1,1248.7596575701689,EC-Earth3
2009,Sacramento,historical,1097.5459762008115,1032.6532370108164,EC-Earth3,1154.4551982738365,ACCESS-CM2,1256.7603271484384,1154.9378038194457,EC-Earth3,1388.1380262586808,ACCESS-CM2
2010,Sacramento,historical,1115.1127745828526,1071.2748269540311,ACCESS-CM2,1166.9602023654527,EC-Earth3,1296.1790919927907,1280.831897650825,ACCESS-CM2,1307.4537984212243,EC-Earth3
2011,Sacramento,historical,1185.888459721319,1113.0374962700753,CNRM-ESM2-1,1236.8484732168697,ACCESS-CM2,1363.9619515124664,1314.4544788501885,EC-Earth3,1435.8394230595338,ACCESS-CM2
2012,Sacramento,historical,1083.4610471749027,921.8873961272084,EC-Earth3,1299.522364185475,CNRM-ESM2-1,1241.5574469672317,1113.145308204935,EC-Earth3,1481.0102430555548,CNRM-ESM2-1
2013,Sacramento,historical,1039.1203148735913,936.2168004919002,CNRM-ESM2-1,1116.1637321189612,EC-Earth3,1240.112397596572,1141.6180055971508,CNRM-ESM2-1,1306.2130884241185,EC-Earth3
2014,Sacramento,historical,1184.5882113609796,1158.1870211000808,CNRM-ESM2-1,1233.43205001266,EC-Earth3,1400.421483696832,1351.356511773004,CNRM-ESM2-1,1463.269464337384,EC-Earth3
1951,San Antonio,historical,1352.2641033935545,1239.7490002441416,EC-Earth3,1544.458738403319,CNRM-ESM2-1,1652.8742500813787,1510.4583068847644,ACCESS-CM2,1866.1195324707007,CNRM-ESM2-1
1952,San Antonio,historical,1286.8742537028,1135.8125581054703,EC-Earth3,1378.9601635742183,CNRM-ESM2-1,1581.812487874348,1362.0381823730472,EC-Earth3,1729.437126953123,CNRM-ESM2-1
1953,San Antonio,historical,1175.7861396891283,1110.936034301759,CNRM-ESM2-1,1210.713313110352,ACCESS-CM2,1441.8633275553384,1431.4995261230465,ACCESS-CM2,1449.8647204589845,EC-Earth3
1954,San Antonio,historical,1190.0283881835946,1131.896752319337,ACCESS-CM2,1302.946017456055,EC-Earth3,1493.3154417317703,1368.7810510253903,ACCESS-CM2,1633.1681896972646,EC-Earth3
1955,San Antonio,historical,1257.9004929606124,1146.8422668457044,CNRM-ESM2-1,1374.497402954101,EC-Earth3,1535.2226376953113,1419.1461503906248,CNRM-ESM2-1,1717.6254919433572,EC-Earth3
1956,San Antonio,historical,1356.579621459961,1335.2774086914062,ACCESS-CM2,1379.0519641113278,EC-Earth3,1668.9527718098946,1631.2286865234364,ACCESS-CM2,1721.4742053222642,CNRM-ESM2-1
1957,San Antonio,historical,1457.720156209309,1337.3433269042964,EC-Earth3,1519.8597174072254,ACCESS-CM2,1768.6735739746073,1696.8836735839825,EC-Earth3,1808.391669921873,CNRM-ESM2-1
1958,San Antonio,historical,1331.5355478922527,1291.8680859375,EC-Earth3,1407.7722772216796,ACCESS-CM2,1651.96650838216,1602.329514160155,CNRM-ESM2-1,1748.0404077148416,ACCESS-CM2
1959,San Antonio,historical,1286.161870524089,1177.4146270751964,ACCESS-CM2,1347.7266967773437,EC-Earth3,1589.2511315917957,1465.643470458984,ACCESS-CM2,1682.4329565429673,EC-Earth3
1960,San Antonio,historical,1361.992796386719,1290.269022705079,CNRM-ESM2-1,1454.0557434082025,EC-Earth3,1676.9921237792953,1592.8595915527335,CNRM-ESM2-1,1816.5616040039035,EC-Earth3
1961,San Antonio,historical,1358.5281506754561,1182.5087543945324,CNRM-ESM2-1,1574.2534960937494,ACCESS-CM2,1676.6390491536442,1417.4144545898432,CNRM-ESM2-1,2020.167244873044,ACCESS-CM2
1962,San Antonio,historical,1365.6911434326173,1301.9616785888677,CNRM-ESM2-1,1488.651549072265,EC-Earth3,1705.558439534504,1613.5857543945306,ACCESS-CM2,1826.6982604980449,EC-Earth3
1963,San Antonio,historical,1365.7261160888672,1330.145267944336,ACCESS-CM2,1391.8862072753907,CNRM-ESM2-1,1699.2946752929674,1671.1093029785147,EC-Earth3,1720.3527954101542,ACCESS-CM2
1964,San Antonio,historical,1395.4775002034503,1314.4985223388676,CNRM-ESM2-1,1465.399252929687,ACCESS-CM2,1732.981781412759,1649.0501904296862,CNRM-ESM2-1,1798.973245849607,EC-Earth3
1965,San Antonio,historical,1335.2743011067705,1288.2074694824216,EC-Earth3,1421.7980400390618,ACCESS-CM2,1659.142795979816,1623.3726762695294,CNRM-ESM2-1,1710.4488183593733,ACCESS-CM2
1966,San Antonio,historical,1291.468493204753,1151.2708439941418,EC-Earth3,1382.2881323242189,CNRM-ESM2-1,1641.4387219238272,1479.6667163085938,EC-Earth3,1756.3451586914043,CNRM-ESM2-1
1967,San Antonio,historical,1449.6764341227208,1405.2166839599604,EC-Earth3,1500.716522827148,ACCESS-CM2,1804.4153206380188,1727.988925781248,EC-Earth3,1942.9657031249972,ACCESS-CM2
1968,San Antonio,historical,1254.8583367919925,1124.1788774414076,CNRM-ESM2-1,1367.774930908203,EC-Earth3,1600.4238879394518,1484.5391601562487,CNRM-ESM2-1,1756.0634106445298,EC-Earth3
1969,San Antonio,historical,1237.3730963541673,1207.9538026123057,CNRM-ESM2-1,1265.6595721435554,ACCESS-CM2,1563.9577211914054,1525.70499633789,CNRM-ESM2-1,1606.69245361328,EC-Earth3
1970,San Antonio,historical,1365.17867964681,1229.454566772462,ACCESS-CM2,1484.3109790039057,EC-Earth3,1685.3246984049465,1466.587654296875,ACCESS-CM2,1808.5168737792949,EC-Earth3
1971,San Antonio,historical,1335.0117130940753,1310.4242840576164,ACCESS-CM2,1381.5524134521484,EC-Earth3,1600.105987711587,1538.50730102539,CNRM-ESM2-1,1668.014770996092,EC-Earth3
1972,San Antonio,historical,1459.3978590901686,1384.9710284423825,EC-Earth3,1605.9156921386702,ACCESS-CM2,1796.8972286783835,1660.4677639160143,CNRM-ESM2-1,2046.680655517575,ACCESS-CM2
1973,San Antonio,historical,1214.0009045817062,1178.2603083496103,ACCESS-CM2,1239.7056492919926,EC-Earth3,1484.7860742187488,1435.5416926269525,ACCESS-CM2,1542.7787658691398,EC-Earth3
1974,San Antonio,historical,1310.8118127441408,1271.7708776855472,CNRM-ESM2-1,1368.186625366211,EC-Earth3,1606.3848714192693,1560.718908691405,CNRM-ESM2-1,1648.9185522460923,EC-Earth3
1975,San Antonio,historical,1339.0222115478516,1235.1833137207038,ACCESS-CM2,1470.017596435546,EC-Earth3,1651.926890299478,1496.3170905761715,ACCESS-CM2,1764.1758642578104,EC-Earth3
1976,San Antonio,historical,1409.4475037434893,1269.1353078613283,EC-Earth3,1586.8245800781242,ACCESS-CM2,1724.5642008463522,1602.4632434082014,EC-Earth3,1833.7170654296851,ACCESS-CM2
1977,San Antonio,historical,1359.3229375813798,1320.2320599365237,ACCESS-CM2,1396.0784875488275,CNRM-ESM2-1,1708.811769449868,1672.750529785155,ACCESS-CM2,1743.2456379394512,EC-Earth3
1978,San Antonio,historical,1256.3253332112636,1153.0919665527356,CNRM-ESM2-1,1446.0426862792965,ACCESS-CM2,1621.2440021158843,1439.494217529297,CNRM-ESM2-1,1944.4964428710905,ACCESS-CM2
1979,San Antonio,historical,1370.5442333984374,1204.5580810546885,ACCESS-CM2,1531.1942553710926,CNRM-ESM2-1,1674.2428865559878,1476.3135693359363,ACCESS-CM2,1806.0968359374972,CNRM-ESM2-1
1980,San Antonio,historical,1484.3721063639316,1425.0722303466796,CNRM-ESM2-1,1531.011507568358,ACCESS-CM2,1825.1532088216127,1757.1656762695295,CNRM-ESM2-1,1859.178261718748,EC-Earth3
1981,San Antonio,historical,1291.8758474121098,1174.2794739990247,ACCESS-CM2,1391.7440844726557,EC-Earth3,1611.7817440592437,1457.4772817382814,ACCESS-CM2,1739.6402209472635,EC-Earth3
1982,San Antonio,historical,1204.602740071615,1145.3816341552745,ACCESS-CM2,1249.2012401123052,CNRM-ESM2-1,1557.7622364095034,1462.512197265624,ACCESS-CM2,1631.8458300781235,CNRM-ESM2-1
1983,San Antonio,historical,1357.5206146240234,1278.682247070313,ACCESS-CM2,1415.5891323242183,EC-Earth3,1652.7366601562487,1543.076667480468,ACCESS-CM2,1752.329443359373,CNRM-ESM2-1
1984,San Antonio,historical,1328.0090946451821,1168.363585205079,CNRM-ESM2-1,1454.015632934569,ACCESS-CM2,1650.2708212890611,1504.8554350585928,CNRM-ESM2-1,1775.3410119628886,ACCESS-CM2
1985,San Antonio,historical,1209.6173592122402,1190.6320977783212,EC-Earth3,1237.2272375488285,ACCESS-CM2,1473.476045166015,1434.204112060546,ACCESS-CM2,1508.3157031249991,EC-Earth3
1986,San Antonio,historical,1299.7123365478517,1258.6974727783206,ACCESS-CM2,1344.1503533935545,CNRM-ESM2-1,1647.4789986979151,1622.181361328123,ACCESS-CM2,1687.6507128906237,EC-Earth3
1987,San Antonio,historical,1400.4228781738282,1216.0770463867198,EC-Earth3,1562.3702331542956,ACCESS-CM2,1684.3104230957015,1517.9498728027338,EC-Earth3,1809.7865417480448,ACCESS-CM2
1988,San Antonio,historical,1462.948304443359,1369.8802746582028,CNRM-ESM2-1,1565.943494873046,ACCESS-CM2,1806.3683793131495,1627.064331054686,CNRM-ESM2-1,1994.5436962890608,ACCESS-CM2
1989,San Antonio,historical,1343.8138987630211,1241.68153869629,CNRM-ESM2-1,1478.9124129638667,EC-Earth3,1638.8839711914054,1512.3738732910151,CNRM-ESM2-1,1878.932138183592,EC-Earth3
1990,San Antonio,historical,1254.8920565999354,1150.1968012695324,ACCESS-CM2,1328.464102783203,CNRM-ESM2-1,1513.2804103190101,1347.8505546875,ACCESS-CM2,1637.4353088378894,CNRM-ESM2-1
1991,San Antonio,historical,1323.9286946207683,1256.5708972167972,ACCESS-CM2,1404.399314453125,EC-Earth3,1629.4826241861965,1556.594444580077,ACCESS-CM2,1707.2124804687485,EC-Earth3
1992,San Antonio,historical,1285.7964394938156,999.2091381835957,EC-Earth3,1482.756644287109,ACCESS-CM2,1555.4695192057281,1278.6201555175785,EC-Earth3,1770.9561486816392,ACCESS-CM2
1993,San Antonio,historical,1263.4954950358076,1189.7957984619147,ACCESS-CM2,1341.5011694335938,EC-Earth3,1556.8362816569004,1477.493732666015,ACCESS-CM2,1672.9394763183582,EC-Earth3
1994,San Antonio,historical,1321.55544124349,1149.5706846923838,CNRM-ESM2-1,1435.163286743164,EC-Earth3,1637.902906494139,1470.8317126464835,CNRM-ESM2-1,1774.182635498045,EC-Earth3
1995,San Antonio,historical,1416.296138102213,1355.6985003662105,EC-Earth3,1529.823056030272,CNRM-ESM2-1,1735.7360861002583,1600.3132543945292,EC-Earth3,1910.2775100097629,CNRM-ESM2-1
1996,San Antonio,historical,1338.1850810139974,1228.798785522462,ACCESS-CM2,1433.7429937744132,CNRM-ESM2-1,1680.8618784993475,1596.5619050292962,ACCESS-CM2,1762.9765539550765,CNRM-ESM2-1
1997,San Antonio,historical,1365.8346547037763,1237.679576293946,EC-Earth3,1502.156768188476,ACCESS-CM2,1649.7583203124987,1546.3216723632802,EC-Earth3,1798.453100585936,ACCESS-CM2
1998,San Antonio,historical,1340.7228940633138,1203.843168273926,CNRM-ESM2-1,1555.366254882812,EC-Earth3,1626.2076802571603,1503.5502282714838,CNRM-ESM2-1,1841.2602526855449,EC-Earth3
1999,San Antonio,historical,1348.531674519857,1327.42933984375,EC-Earth3,1371.061646850586,CNRM-ESM2-1,1636.9296957194001,1569.489824218749,EC-Earth3,1673.256335449218,ACCESS-CM2
2000,San Antonio,historical,1408.2882688395177,1276.0085504150395,EC-Earth3,1495.613713989257,ACCESS-CM2,1717.8081302897117,1565.6375659179682,EC-Earth3,1881.242987060544,ACCESS-CM2
2001,San Antonio,historical,1308.75953116862,1184.117282104493,CNRM-ESM2-1,1432.8288146972657,EC-Earth3,1590.8375989583326,1435.1426699218746,CNRM-ESM2-1,1682.773942871093,EC-Earth3
2002,San Antonio,historical,1458.9218484700516,1214.0473972167974,EC-Earth3,1616.7483288574208,CNRM-ESM2-1,1789.4401974283835,1504.0835866699213,EC-Earth3,1976.9800634765604,CNRM-ESM2-1
2003,San Antonio,historical,1407.3559275309244,1313.713601074219,ACCESS-CM2,1529.262757568359,CNRM-ESM2-1,1711.2977274576808,1604.5829589843745,ACCESS-CM2,1859.7088488769512,CNRM-ESM2-1
2004,San Antonio,historical,1404.3494062093093,1325.2619466552735,EC-Earth3,1481.050229492186,ACCESS-CM2,1733.4582583821593,1644.7912033691389,EC-Earth3,1878.324769287106,ACCESS-CM2
2005,San Antonio,historical,1375.3884885660802,1254.9762664794928,CNRM-ESM2-1,1478.0728448486316,EC-Earth3,1670.0018054199206,1509.0669177246089,CNRM-ESM2-1,1753.4810888671857,ACCESS-CM2
2006,San Antonio,historical,1350.9560467936196,1171.6364161376955,ACCESS-CM2,1512.699102783202,EC-Earth3,1621.2555004068993,1447.3321005859364,ACCESS-CM2,1738.9577307128886,EC-Earth3
2007,San Antonio,historical,1486.206178019205,1195.4276362304695,EC-Earth3,1690.3191827392557,CNRM-ESM2-1,1825.4701098632788,1518.0499755859366,EC-Earth3,2016.0055249023403,CNRM-ESM2-1
2008,San Antonio,historical,1442.0745273844398,1350.171133422852,ACCESS-CM2,1574.2342297363273,CNRM-ESM2-1,1747.94583658854,1644.8404846191395,ACCESS-CM2,1911.1184216308573,CNRM-ESM2-1
2009,San Antonio,historical,1410.625872802734,1341.604452514648,EC-Earth3,1454.8445928955073,ACCESS-CM2,1686.635224202472,1627.7050488281236,EC-Earth3,1725.039747314451,ACCESS-CM2
2010,San Antonio,historical,1461.9924849446609,1383.8670349121094,CNRM-ESM2-1,1504.9216772460925,EC-Earth3,1748.4833821614563,1686.191074218748,CNRM-ESM2-1,1785.9015637207006,EC-Earth3
2011,San Antonio,historical,1467.8230023193348,1359.917246093749,ACCESS-CM2,1577.2499597167955,EC-Earth3,1774.035950520831,1652.316328124998,ACCESS-CM2,1849.284999999998,EC-Earth3
2012,San Antonio,historical,1376.632649536133,1211.460930541993,ACCESS-CM2,1531.536424560546,CNRM-ESM2-1,1693.9562743326808,1487.9382009277338,ACCESS-CM2,1898.1467358398413,CNRM-ESM2-1
2013,San Antonio,historical,1341.0105341389974,1258.9740112304694,CNRM-ESM2-1,1406.9023657226558,ACCESS-CM2,1624.0566084798158,1596.8958093261704,CNRM-ESM2-1,1662.175079345701,ACCESS-CM2
2014,San Antonio,historical,1500.9669514973948,1358.5830603027343,ACCESS-CM2,1580.324303588866,EC-Earth3,1784.428918050128,1577.9900854492175,ACCESS-CM2,1902.037097167966,CNRM-ESM2-1
1951,San Diego,historical,872.1448950195312,852.5302551269531,CNRM-ESM2-1,900.6074432373044,ACCESS-CM2,1031.5773674858935,990.2120096842442,CNRM-ESM2-1,1075.6277160644524,EC-Earth3
1952,San Diego,historical,846.5162304009333,737.2755446370448,EC-Earth3,971.6605397542316,ACCESS-CM2,993.5331319173173,860.7064798990885,EC-Earth3,1155.3016886393218,ACCESS-CM2
1953,San Diego,historical,888.6355085584852,843.2693664550782,CNRM-ESM2-1,922.7130411783852,ACCESS-CM2,1045.468146430121,1022.7693766276036,ACCESS-CM2,1074.538771565754,CNRM-ESM2-1
1954,San Diego,historical,853.5102566189236,774.1781901041671,EC-Earth3,894.1898406982419,CNRM-ESM2-1,982.2100986056852,903.4789815266925,EC-Earth3,1024.6397216796863,CNRM-ESM2-1
1955,San Diego,historical,877.2382750786674,829.8371539306638,EC-Earth3,903.0642171223956,ACCESS-CM2,1055.957915174695,1026.739936116535,EC-Earth3,1101.5733581542956,CNRM-ESM2-1
1956,San Diego,historical,930.9964992947047,929.9252716064452,CNRM-ESM2-1,932.7944376627604,ACCESS-CM2,1126.3209513346344,1070.9062967936188,EC-Earth3,1176.183697509765,ACCESS-CM2
1957,San Diego,historical,863.5486423068578,788.4903371175135,ACCESS-CM2,901.2236541748048,CNRM-ESM2-1,1007.7350884331594,925.4140889485676,ACCESS-CM2,1059.9762451171869,EC-Earth3
1958,San Diego,historical,883.3358547634548,860.9664947509766,ACCESS-CM2,927.0620981852212,EC-Earth3,1043.8541944715705,999.9441914876296,CNRM-ESM2-1,1119.1234903971342,EC-Earth3
1959,San Diego,historical,889.1825792100693,826.4652160644533,ACCESS-CM2,969.424603271484,EC-Earth3,1077.6377516004768,1009.9087178548174,ACCESS-CM2,1192.7933369954417,EC-Earth3
1960,San Diego,historical,940.7416113959415,837.306658935547,CNRM-ESM2-1,1088.460205078124,EC-Earth3,1116.932564968532,995.9961914062494,CNRM-ESM2-1,1282.020843505858,EC-Earth3
1961,San Diego,historical,793.9127417670358,712.303201293946,EC-Earth3,877.2516021728513,ACCESS-CM2,933.8833557128902,853.0915995279948,EC-Earth3,1036.5778767903637,ACCESS-CM2
1962,San Diego,historical,883.7395192464191,869.1969604492188,EC-Earth3,906.450891113281,ACCESS-CM2,1047.0359198676206,1006.1007283528636,EC-Earth3,1088.8684875488273,ACCESS-CM2
1963,San Diego,historical,801.6191297064892,773.3545522054042,CNRM-ESM2-1,847.8857777913412,ACCESS-CM2,948.0124816894527,901.2076029459632,CNRM-ESM2-1,992.6686258951815,ACCESS-CM2
1964,San Diego,historical,852.2919813368056,832.5553812662762,CNRM-ESM2-1,885.1164642333983,EC-Earth3,997.6903672960061,961.8559814453118,CNRM-ESM2-1,1049.2468892415352,EC-Earth3
1965,San Diego,historical,902.385966322157,820.8200531005862,ACCESS-CM2,971.328174845377,EC-Earth3,1049.87295735677,958.0217488606768,ACCESS-CM2,1137.4697916666653,EC-Earth3
1966,San Diego,historical,864.7428941514755,838.7326426188151,ACCESS-CM2,902.492400105794,CNRM-ESM2-1,1029.7684421115443,989.9123514811192,ACCESS-CM2,1052.5847310384108,EC-Earth3
1967,San Diego,historical,932.0419284396697,890.5336914062498,ACCESS-CM2,989.21968383789,EC-Earth3,1077.587636990016,1056.8490865071603,ACCESS-CM2,1114.95391845703,EC-Earth3
1968,San Diego,historical,883.5709543863932,851.2750264485677,CNRM-ESM2-1,900.9066833496094,ACCESS-CM2,1054.824139404296,996.3435852050771,CNRM-ESM2-1,1110.5134358723944,EC-Earth3
1969,San Diego,historical,890.0240953911675,840.0085819498698,EC-Earth3,938.0331276448566,CNRM-ESM2-1,1088.9445271809889,1046.4671712239576,EC-Earth3,1135.0205708821602,CNRM-ESM2-1
1970,San Diego,historical,863.4095570203993,836.3126584879558,EC-Earth3,889.7251271565755,CNRM-ESM2-1,1043.7115960015183,994.4362935384108,EC-Earth3,1088.6436686197906,ACCESS-CM2
1971,San Diego,historical,855.4475670708549,803.4604644775391,EC-Earth3,913.5996775309244,CNRM-ESM2-1,1025.8517042371952,949.6001098632806,EC-Earth3,1097.5650329589832,CNRM-ESM2-1
1972,San Diego,historical,931.4052578396263,843.9402486165365,CNRM-ESM2-1,1010.776958211262,ACCESS-CM2,1075.0521341959627,945.8973653157548,CNRM-ESM2-1,1142.883695475259,ACCESS-CM2
1973,San Diego,historical,876.2178205023871,845.3481577555336,CNRM-ESM2-1,903.8442087809242,ACCESS-CM2,999.8531745062925,954.0539652506504,CNRM-ESM2-1,1025.218823242187,EC-Earth3
1974,San Diego,historical,875.032739325629,862.0233571370443,ACCESS-CM2,889.295710245768,CNRM-ESM2-1,1016.1671936035149,991.5936279296868,ACCESS-CM2,1054.8876037597647,CNRM-ESM2-1
1975,San Diego,historical,819.3611806233727,734.5467854817715,ACCESS-CM2,899.3639424641927,CNRM-ESM2-1,987.1022766113277,847.5291300455732,ACCESS-CM2,1094.179148356119,CNRM-ESM2-1
1976,San Diego,historical,895.2578592936197,843.3650980631512,ACCESS-CM2,933.741758219401,CNRM-ESM2-1,1038.1952087402335,947.9635437011716,ACCESS-CM2,1114.0297037760408,CNRM-ESM2-1
1977,San Diego,historical,901.6027279324,877.7378712972005,CNRM-ESM2-1,916.7939392089842,ACCESS-CM2,1046.691867404513,1022.7057149251297,CNRM-ESM2-1,1060.6106892903636,EC-Earth3
1978,San Diego,historical,858.797022365994,796.1393776448571,EC-Earth3,924.8301574707028,ACCESS-CM2,1029.9768669976122,916.7455912272133,EC-Earth3,1108.5602742513008,ACCESS-CM2
1979,San Diego,historical,899.02469414605,875.9997263590492,EC-Earth3,934.9498341878252,CNRM-ESM2-1,1058.911607530381,1043.3937642415358,ACCESS-CM2,1089.368013509113,CNRM-ESM2-1
1980,San Diego,historical,872.6938307020399,841.6172190348308,ACCESS-CM2,931.8536590576168,EC-Earth3,1024.4360100640185,981.60527750651,ACCESS-CM2,1102.9103515624988,EC-Earth3
1981,San Diego,historical,884.4141632080077,866.6305196126302,CNRM-ESM2-1,896.9468790690102,ACCESS-CM2,1036.008367919921,1016.8134155273432,CNRM-ESM2-1,1068.262607828775,EC-Earth3
1982,San Diego,historical,927.2606431070959,854.5612050374349,ACCESS-CM2,995.62542215983,CNRM-ESM2-1,1123.0017896864138,1022.6580342610667,ACCESS-CM2,1197.217659505207,CNRM-ESM2-1
1983,San Diego,historical,877.8058163113063,840.9813405354818,EC-Earth3,920.5698221842446,CNRM-ESM2-1,1035.6918524848081,995.9558898925776,EC-Earth3,1110.4913431803373,CNRM-ESM2-1
1984,San Diego,historical,928.5318613688147,881.9643920898435,ACCESS-CM2,968.5873077392577,CNRM-ESM2-1,1083.4423550075944,1017.2657999674468,ACCESS-CM2,1161.4477498372385,CNRM-ESM2-1
1985,San Diego,historical,885.9547312418617,807.3513743082684,ACCESS-CM2,947.3806620279944,EC-Earth3,1068.0968492296,980.6601725260412,ACCESS-CM2,1147.704345703124,EC-Earth3
1986,San Diego,historical,876.8224663628471,834.1544423421224,CNRM-ESM2-1,911.2836324055988,ACCESS-CM2,1018.1460944281677,962.2369344075518,CNRM-ESM2-1,1047.9164184570302,ACCESS-CM2
1987,San Diego,historical,872.1635887993707,808.1683827718101,CNRM-ESM2-1,947.0070098876952,ACCESS-CM2,1024.2083428276903,940.2651814778644,CNRM-ESM2-1,1116.877638753254,ACCESS-CM2
1988,San Diego,historical,874.1823204888236,816.5577016194662,EC-Earth3,960.0052581787104,ACCESS-CM2,1035.1628004286015,982.5254007975254,EC-Earth3,1129.5555114746082,ACCESS-CM2
1989,San Diego,historical,912.1666164822045,827.096145629883,CNRM-ESM2-1,970.5899790445956,EC-Earth3,1066.5873799641915,956.65161336263,CNRM-ESM2-1,1125.1516459147122,EC-Earth3
1990,San Diego,historical,898.7764370388453,836.5993387858073,ACCESS-CM2,983.9927093505852,CNRM-ESM2-1,1040.8120144314228,948.8619934082028,ACCESS-CM2,1153.0096801757795,CNRM-ESM2-1
1991,San Diego,historical,899.2213690863713,867.9324574788411,ACCESS-CM2,921.3561299641924,EC-Earth3,1040.0154778374556,1036.4911153157543,ACCESS-CM2,1041.8792826334627,CNRM-ESM2-1
1992,San Diego,historical,858.0104214138455,814.6204711914064,CNRM-ESM2-1,908.303389485677,EC-Earth3,1005.0644958496086,941.548704020182,CNRM-ESM2-1,1062.9507568359363,EC-Earth3
1993,San Diego,historical,851.8245802137586,791.1372772216802,ACCESS-CM2,907.5986643473304,EC-Earth3,1019.0075703938795,933.7528564453124,ACCESS-CM2,1079.7119791666655,EC-Earth3
1994,San Diego,historical,868.2530907524956,831.5086639404296,EC-Earth3,925.8031677246092,ACCESS-CM2,1034.7798583984365,967.1222534179682,EC-Earth3,1116.7887084960926,ACCESS-CM2
1995,San Diego,historical,911.3061319986977,880.4196980794269,CNRM-ESM2-1,971.1855590820307,EC-Earth3,1075.3760477701815,1008.8142923990875,CNRM-ESM2-1,1181.492043050129,EC-Earth3
1996,San Diego,historical,934.7532307942703,853.5577301025388,EC-Earth3,983.9979787190748,CNRM-ESM2-1,1115.7543097601986,971.5866333007806,EC-Earth3,1210.1533732096343,ACCESS-CM2
1997,San Diego,historical,858.737302992079,852.9011057535807,ACCESS-CM2,866.2512959798177,CNRM-ESM2-1,999.8781046549474,992.9369730631504,EC-Earth3,1007.8483703613276,CNRM-ESM2-1
1998,San Diego,historical,869.6252745903863,807.1125069173179,CNRM-ESM2-1,910.816704305013,EC-Earth3,1040.7479248046866,962.332389322916,CNRM-ESM2-1,1114.26114501953,ACCESS-CM2
1999,San Diego,historical,899.467137315538,849.2865610758464,EC-Earth3,948.7585550944008,ACCESS-CM2,1051.3555352105025,997.7052815755202,EC-Earth3,1102.9829935709624,ACCESS-CM2
2000,San Diego,historical,865.6772779676648,807.3000864664716,EC-Earth3,909.0424224853512,ACCESS-CM2,995.7169413248689,959.464292399088,EC-Earth3,1027.0817891438792,ACCESS-CM2
2001,San Diego,historical,878.8953504774305,813.7584971110028,EC-Earth3,939.2723561604816,ACCESS-CM2,1027.190558539496,949.3291605631508,EC-Earth3,1093.6649068196602,ACCESS-CM2
2002,San Diego,historical,929.0064312744139,922.064709472656,ACCESS-CM2,933.9367136637368,CNRM-ESM2-1,1099.1333007812489,1064.9374572753893,EC-Earth3,1122.1165242513007,CNRM-ESM2-1
2003,San Diego,historical,948.655146280924,900.9245361328122,EC-Earth3,1003.8694030761712,CNRM-ESM2-1,1111.6063944498685,1081.671134440103,ACCESS-CM2,1168.6634826660145,CNRM-ESM2-1
2004,San Diego,historical,962.4179385715056,915.282416788737,EC-Earth3,1023.390247599283,CNRM-ESM2-1,1120.9380432128894,1092.3593383789052,EC-Earth3,1169.2596496582016,CNRM-ESM2-1
2005,San Diego,historical,935.4618665907115,895.340663655599,CNRM-ESM2-1,971.1257456461584,ACCESS-CM2,1102.7496066623253,1075.7439656575514,CNRM-ESM2-1,1118.5465535481758,ACCESS-CM2
2006,San Diego,historical,869.3187204996747,842.165065511068,ACCESS-CM2,898.2069122314454,CNRM-ESM2-1,1041.0978861490878,979.2459452311194,ACCESS-CM2,1105.6833251953112,CNRM-ESM2-1
2007,San Diego,historical,935.2347381591794,880.358388264974,ACCESS-CM2,998.2715606689447,EC-Earth3,1087.0786499023427,1058.5506998697904,CNRM-ESM2-1,1131.2129374186186,EC-Earth3
2008,San Diego,historical,881.5755906846788,862.6265553792317,ACCESS-CM2,902.3555114746092,CNRM-ESM2-1,1036.4556199815534,1023.1433451334628,ACCESS-CM2,1059.683040364583,CNRM-ESM2-1
2009,San Diego,historical,914.9529134114582,870.3565948486328,EC-Earth3,963.6629404703772,ACCESS-CM2,1057.2437872992612,988.9963521321608,EC-Earth3,1139.567120361327,ACCESS-CM2
