Year,City,Scenario,TRCmax,TRCmax_min,TRCmax_min_model,TRCmax_max,TRCmax_max_model,TRCmaxmin,TRCmaxmin_min,TRCmaxmin_min_model,TRCmaxmin_max,TRCmaxmin_max_model
2028,Baltimore,ssp126,3.233333333333334,2.65,EC-Earth3,3.85,ACCESS-CM2,52.76666666666667,46.9,ACCESS-CM2,62.7,CNRM-ESM2-1
2029,Baltimore,ssp126,4.483333333333333,2.75,EC-Earth3,6.0,ACCESS-CM2,45.48333333333333,39.55,EC-Earth3,49.95,CNRM-ESM2-1
2030,Baltimore,ssp126,3.1333333333333333,1.0,EC-Earth3,6.4,CNRM-ESM2-1,41.6,29.7,ACCESS-CM2,50.85,CNRM-ESM2-1
2031,Baltimore,ssp126,2.016666666666667,1.0,EC-Earth3,2.7,ACCESS-CM2,46.20000000000001,44.95,EC-Earth3,47.3,CNRM-ESM2-1
2032,Baltimore,ssp126,5.183333333333333,3.05,CNRM-ESM2-1,6.9,EC-Earth3,44.78333333333333,37.9,EC-Earth3,57.3,CNRM-ESM2-1
2033,Baltimore,ssp126,2.766666666666667,2.6,EC-Earth3,2.95,ACCESS-CM2,44.98333333333333,28.95,ACCESS-CM2,60.55,EC-Earth3
2034,Baltimore,ssp126,3.216666666666667,1.65,EC-Earth3,4.85,CNRM-ESM2-1,43.76666666666667,33.65,ACCESS-CM2,60.85,CNRM-ESM2-1
2035,Baltimore,ssp126,2.3166666666666664,0.4,ACCESS-CM2,4.55,EC-Earth3,36.01666666666667,35.5,ACCESS-CM2,36.35,EC-Earth3
2036,Baltimore,ssp126,1.866666666666667,0.0,ACCESS-CM2,4.15,CNRM-ESM2-1,45.4,31.7,ACCESS-CM2,53.8,CNRM-ESM2-1
2037,Baltimore,ssp126,2.5166666666666666,1.05,CNRM-ESM2-1,4.1,EC-Earth3,43.25,28.0,ACCESS-CM2,52.55,EC-Earth3
2038,Baltimore,ssp126,2.2333333333333334,0.75,EC-Earth3,3.0,CNRM-ESM2-1,47.23333333333333,39.55,CNRM-ESM2-1,53.55,EC-Earth3
2039,Baltimore,ssp126,1.9333333333333333,0.5,EC-Earth3,4.3,ACCESS-CM2,37.4,32.8,EC-Earth3,43.9,CNRM-ESM2-1
2040,Baltimore,ssp126,1.9666666666666668,0.9,ACCESS-CM2,3.45,CNRM-ESM2-1,47.01666666666667,39.05,ACCESS-CM2,58.3,CNRM-ESM2-1
2041,Baltimore,ssp126,4.45,0.9,EC-Earth3,6.75,CNRM-ESM2-1,44.13333333333333,33.75,EC-Earth3,54.75,CNRM-ESM2-1
2042,Baltimore,ssp126,2.4333333333333336,0.0,EC-Earth3,4.15,ACCESS-CM2,46.300000000000004,37.4,EC-Earth3,52.2,CNRM-ESM2-1
2043,Baltimore,ssp126,0.3666666666666667,0.0,EC-Earth3,1.0,CNRM-ESM2-1,29.666666666666668,14.95,EC-Earth3,47.9,CNRM-ESM2-1
2044,Baltimore,ssp126,2.5833333333333335,1.75,ACCESS-CM2,3.0,CNRM-ESM2-1,43.416666666666664,38.05,EC-Earth3,50.75,CNRM-ESM2-1
2045,Baltimore,ssp126,1.2,0.0,ACCESS-CM2,3.25,CNRM-ESM2-1,38.0,32.1,ACCESS-CM2,48.05,CNRM-ESM2-1
2046,Baltimore,ssp126,2.0833333333333335,0.05,EC-Earth3,4.2,CNRM-ESM2-1,46.18333333333334,39.6,ACCESS-CM2,50.15,CNRM-ESM2-1
2047,Baltimore,ssp126,2.183333333333333,1.45,ACCESS-CM2,3.25,EC-Earth3,44.29999999999999,41.1,CNRM-ESM2-1,46.3,EC-Earth3
2048,Baltimore,ssp126,2.866666666666667,1.55,CNRM-ESM2-1,4.45,EC-Earth3,38.583333333333336,33.6,EC-Earth3,47.0,CNRM-ESM2-1
2049,Baltimore,ssp126,2.6666666666666665,1.35,ACCESS-CM2,4.15,CNRM-ESM2-1,48.78333333333334,46.15,ACCESS-CM2,52.0,CNRM-ESM2-1
2050,Baltimore,ssp126,2.033333333333333,1.55,CNRM-ESM2-1,2.65,ACCESS-CM2,41.38333333333333,32.8,EC-Earth3,52.05,CNRM-ESM2-1
2051,Baltimore,ssp126,2.2333333333333334,0.65,ACCESS-CM2,3.55,CNRM-ESM2-1,43.29999999999999,32.75,ACCESS-CM2,58.35,CNRM-ESM2-1
2052,Baltimore,ssp126,3.0,0.7,EC-Earth3,5.7,CNRM-ESM2-1,38.76666666666667,31.05,ACCESS-CM2,50.85,CNRM-ESM2-1
2053,Baltimore,ssp126,1.8666666666666665,1.05,ACCESS-CM2,2.5,EC-Earth3,43.76666666666667,36.5,ACCESS-CM2,54.8,EC-Earth3
2054,Baltimore,ssp126,2.2666666666666666,1.0,ACCESS-CM2,3.25,EC-Earth3,46.98333333333333,30.95,ACCESS-CM2,63.75,CNRM-ESM2-1
2055,Baltimore,ssp126,2.483333333333333,0.2,CNRM-ESM2-1,4.1,EC-Earth3,41.6,37.2,CNRM-ESM2-1,47.7,EC-Earth3
2056,Baltimore,ssp126,2.9333333333333336,0.0,ACCESS-CM2,7.7,EC-Earth3,37.15,25.7,ACCESS-CM2,51.95,EC-Earth3
2057,Baltimore,ssp126,2.3000000000000003,0.9,ACCESS-CM2,3.75,CNRM-ESM2-1,42.550000000000004,39.25,EC-Earth3,46.25,CNRM-ESM2-1
2058,Baltimore,ssp126,1.8166666666666667,0.0,ACCESS-CM2,2.75,EC-Earth3,41.86666666666667,40.9,EC-Earth3,43.15,CNRM-ESM2-1
2059,Baltimore,ssp126,0.7000000000000001,0.0,CNRM-ESM2-1,2.1,ACCESS-CM2,38.88333333333333,32.5,EC-Earth3,42.7,ACCESS-CM2
2060,Baltimore,ssp126,1.8833333333333335,0.65,ACCESS-CM2,3.0,EC-Earth3,44.65,35.55,ACCESS-CM2,50.95,EC-Earth3
2061,Baltimore,ssp126,1.2166666666666666,0.0,EC-Earth3,2.0,ACCESS-CM2,32.166666666666664,26.05,EC-Earth3,36.45,ACCESS-CM2
2062,Baltimore,ssp126,2.4499999999999997,0.55,ACCESS-CM2,4.45,CNRM-ESM2-1,41.949999999999996,34.4,EC-Earth3,45.85,ACCESS-CM2
2063,Baltimore,ssp126,1.6000000000000003,1.05,CNRM-ESM2-1,2.65,EC-Earth3,52.51666666666667,47.6,ACCESS-CM2,55.8,CNRM-ESM2-1
2064,Baltimore,ssp126,1.2333333333333334,0.55,EC-Earth3,2.35,ACCESS-CM2,37.733333333333334,29.3,ACCESS-CM2,48.2,CNRM-ESM2-1
2065,Baltimore,ssp126,2.1333333333333333,0.25,ACCESS-CM2,5.3,EC-Earth3,41.35,21.8,ACCESS-CM2,55.0,EC-Earth3
2066,Baltimore,ssp126,0.8833333333333333,0.5,ACCESS-CM2,1.15,EC-Earth3,38.81666666666666,36.75,EC-Earth3,42.65,CNRM-ESM2-1
2067,Baltimore,ssp126,1.5666666666666667,0.15,EC-Earth3,3.5,ACCESS-CM2,40.9,37.1,ACCESS-CM2,44.55,EC-Earth3
2068,Baltimore,ssp126,2.3166666666666664,0.25,ACCESS-CM2,5.6,EC-Earth3,42.25,40.1,EC-Earth3,44.8,CNRM-ESM2-1
2069,Baltimore,ssp126,2.8666666666666667,0.4,EC-Earth3,4.85,CNRM-ESM2-1,50.383333333333326,43.7,ACCESS-CM2,55.4,CNRM-ESM2-1
2070,Baltimore,ssp126,1.7166666666666668,0.45,EC-Earth3,2.7,ACCESS-CM2,38.75,32.7,ACCESS-CM2,50.25,CNRM-ESM2-1
2071,Baltimore,ssp126,0.4166666666666667,0.05,EC-Earth3,1.0,ACCESS-CM2,33.48333333333333,24.25,EC-Earth3,40.8,ACCESS-CM2
2072,Baltimore,ssp126,0.3333333333333333,0.0,ACCESS-CM2,1.0,CNRM-ESM2-1,35.43333333333333,17.55,ACCESS-CM2,46.95,CNRM-ESM2-1
2073,Baltimore,ssp126,1.3333333333333333,1.05,CNRM-ESM2-1,1.55,ACCESS-CM2,36.916666666666664,35.3,ACCESS-CM2,38.15,EC-Earth3
2074,Baltimore,ssp126,2.283333333333333,1.0,EC-Earth3,4.3,CNRM-ESM2-1,43.083333333333336,32.5,ACCESS-CM2,52.9,EC-Earth3
2075,Baltimore,ssp126,2.3333333333333335,0.0,ACCESS-CM2,6.05,CNRM-ESM2-1,34.233333333333334,20.15,ACCESS-CM2,50.85,CNRM-ESM2-1
2076,Baltimore,ssp126,2.483333333333333,0.0,ACCESS-CM2,6.05,CNRM-ESM2-1,36.75,26.15,EC-Earth3,54.0,CNRM-ESM2-1
2077,Baltimore,ssp126,2.1,0.0,EC-Earth3,3.75,ACCESS-CM2,43.6,31.05,EC-Earth3,54.15,CNRM-ESM2-1
2078,Baltimore,ssp126,2.9000000000000004,0.8,EC-Earth3,5.05,CNRM-ESM2-1,47.21666666666667,44.1,CNRM-ESM2-1,51.85,ACCESS-CM2
2079,Baltimore,ssp126,1.866666666666667,0.45,EC-Earth3,3.55,CNRM-ESM2-1,42.483333333333334,33.8,EC-Earth3,56.9,CNRM-ESM2-1
2080,Baltimore,ssp126,1.8499999999999999,0.25,ACCESS-CM2,2.9,CNRM-ESM2-1,33.083333333333336,25.4,ACCESS-CM2,37.65,CNRM-ESM2-1
2081,Baltimore,ssp126,1.6500000000000001,0.0,EC-Earth3,4.2,CNRM-ESM2-1,40.28333333333334,32.8,ACCESS-CM2,46.35,CNRM-ESM2-1
2082,Baltimore,ssp126,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,35.949999999999996,31.6,CNRM-ESM2-1,42.65,EC-Earth3
2083,Baltimore,ssp126,2.983333333333333,1.5,CNRM-ESM2-1,5.15,EC-Earth3,45.61666666666667,39.45,ACCESS-CM2,50.75,EC-Earth3
2084,Baltimore,ssp126,0.9500000000000001,0.0,EC-Earth3,2.1,ACCESS-CM2,42.18333333333334,32.65,EC-Earth3,54.05,ACCESS-CM2
2085,Baltimore,ssp126,1.3333333333333333,0.05,ACCESS-CM2,2.9,EC-Earth3,41.5,31.25,ACCESS-CM2,49.25,EC-Earth3
2086,Baltimore,ssp126,2.9333333333333336,1.35,EC-Earth3,4.9,CNRM-ESM2-1,48.63333333333333,45.95,ACCESS-CM2,54.0,CNRM-ESM2-1
2087,Baltimore,ssp126,2.766666666666667,1.6,ACCESS-CM2,4.25,EC-Earth3,39.51666666666667,34.75,ACCESS-CM2,44.65,EC-Earth3
2088,Baltimore,ssp126,2.1333333333333333,0.0,ACCESS-CM2,3.2,CNRM-ESM2-1,43.81666666666666,34.7,ACCESS-CM2,54.15,CNRM-ESM2-1
2089,Baltimore,ssp126,2.1999999999999997,1.25,ACCESS-CM2,4.1,EC-Earth3,45.18333333333334,42.7,CNRM-ESM2-1,47.95,EC-Earth3
2090,Baltimore,ssp126,2.9500000000000006,1.85,ACCESS-CM2,4.45,EC-Earth3,42.0,21.25,ACCESS-CM2,52.45,EC-Earth3
2091,Baltimore,ssp126,3.466666666666667,2.55,CNRM-ESM2-1,4.9,ACCESS-CM2,46.93333333333334,43.1,CNRM-ESM2-1,49.0,ACCESS-CM2
2092,Baltimore,ssp126,1.5833333333333333,0.05,CNRM-ESM2-1,2.5,ACCESS-CM2,40.03333333333334,33.45,EC-Earth3,48.2,ACCESS-CM2
2093,Baltimore,ssp126,2.1,0.6,ACCESS-CM2,3.7,CNRM-ESM2-1,47.15,35.5,ACCESS-CM2,63.0,CNRM-ESM2-1
2094,Baltimore,ssp126,1.0166666666666666,0.5,ACCESS-CM2,1.7,EC-Earth3,41.1,37.1,ACCESS-CM2,43.2,EC-Earth3
2095,Baltimore,ssp126,0.9500000000000001,0.0,CNRM-ESM2-1,2.75,EC-Earth3,34.26666666666667,20.35,ACCESS-CM2,46.1,EC-Earth3
2096,Baltimore,ssp126,1.9333333333333336,0.0,ACCESS-CM2,4.45,CNRM-ESM2-1,38.550000000000004,30.6,ACCESS-CM2,43.2,EC-Earth3
2097,Baltimore,ssp126,1.9333333333333333,0.65,ACCESS-CM2,3.65,EC-Earth3,42.46666666666667,29.95,ACCESS-CM2,52.7,EC-Earth3
2098,Baltimore,ssp126,2.466666666666667,0.0,ACCESS-CM2,5.25,CNRM-ESM2-1,39.21666666666667,23.4,ACCESS-CM2,52.65,CNRM-ESM2-1
2099,Baltimore,ssp126,1.3,0.9,ACCESS-CM2,2.0,EC-Earth3,37.25000000000001,34.85,ACCESS-CM2,39.45,CNRM-ESM2-1
2016,Boston,ssp126,4.978494623655913,4.419354838709677,ACCESS-CM2,5.483870967741935,CNRM-ESM2-1,48.26881720430108,42.87096774193548,CNRM-ESM2-1,57.16129032258065,ACCESS-CM2
2017,Boston,ssp126,4.537634408602151,4.129032258064516,EC-Earth3,4.967741935483871,ACCESS-CM2,49.88172043010753,44.74193548387097,ACCESS-CM2,53.774193548387096,CNRM-ESM2-1
2018,Boston,ssp126,5.526881720430107,2.290322580645161,CNRM-ESM2-1,7.387096774193548,EC-Earth3,45.935483870967744,38.064516129032256,ACCESS-CM2,61.45161290322581,CNRM-ESM2-1
2019,Boston,ssp126,5.397849462365592,2.6129032258064515,CNRM-ESM2-1,7.741935483870968,EC-Earth3,47.87096774193549,46.32258064516129,ACCESS-CM2,48.774193548387096,EC-Earth3
2020,Boston,ssp126,5.720430107526881,4.258064516129032,EC-Earth3,6.67741935483871,CNRM-ESM2-1,47.892473118279575,40.193548387096776,EC-Earth3,55.935483870967744,CNRM-ESM2-1
2021,Boston,ssp126,7.763440860215053,5.064516129032258,ACCESS-CM2,9.935483870967742,CNRM-ESM2-1,49.24731182795699,43.193548387096776,CNRM-ESM2-1,55.87096774193548,ACCESS-CM2
2022,Boston,ssp126,8.204301075268818,7.645161290322581,EC-Earth3,9.096774193548388,CNRM-ESM2-1,47.24731182795699,42.41935483870968,ACCESS-CM2,55.45161290322581,CNRM-ESM2-1
2023,Boston,ssp126,7.161290322580645,5.193548387096774,ACCESS-CM2,8.516129032258064,EC-Earth3,44.69892473118279,41.354838709677416,CNRM-ESM2-1,47.29032258064516,ACCESS-CM2
2024,Boston,ssp126,4.290322580645161,2.806451612903226,EC-Earth3,5.129032258064516,CNRM-ESM2-1,46.946236559139784,46.064516129032256,ACCESS-CM2,48.096774193548384,EC-Earth3
2025,Boston,ssp126,4.677419354838709,2.806451612903226,ACCESS-CM2,5.645161290322581,EC-Earth3,42.892473118279575,34.41935483870968,EC-Earth3,51.32258064516129,CNRM-ESM2-1
2026,Boston,ssp126,5.838709677419355,5.387096774193548,EC-Earth3,6.387096774193548,CNRM-ESM2-1,47.52688172043011,44.935483870967744,EC-Earth3,50.45161290322581,ACCESS-CM2
2027,Boston,ssp126,4.301075268817204,2.677419354838709,CNRM-ESM2-1,5.161290322580645,ACCESS-CM2,48.25806451612903,45.935483870967744,EC-Earth3,51.0,CNRM-ESM2-1
2028,Boston,ssp126,6.602150537634408,5.0,EC-Earth3,8.0,CNRM-ESM2-1,49.34408602150537,43.61290322580645,EC-Earth3,54.354838709677416,CNRM-ESM2-1
2029,Boston,ssp126,6.118279569892473,4.354838709677419,EC-Earth3,7.612903225806452,CNRM-ESM2-1,43.95698924731183,36.74193548387097,EC-Earth3,50.38709677419355,CNRM-ESM2-1
2030,Boston,ssp126,5.817204301075269,2.064516129032258,ACCESS-CM2,10.548387096774194,CNRM-ESM2-1,44.04301075268817,41.29032258064516,EC-Earth3,46.80645161290322,CNRM-ESM2-1
2031,Boston,ssp126,5.032258064516128,4.419354838709677,EC-Earth3,6.225806451612903,CNRM-ESM2-1,49.064516129032256,44.193548387096776,EC-Earth3,57.58064516129032,CNRM-ESM2-1
2032,Boston,ssp126,5.376344086021505,4.129032258064516,CNRM-ESM2-1,6.419354838709677,ACCESS-CM2,50.29032258064515,46.80645161290322,ACCESS-CM2,54.87096774193548,CNRM-ESM2-1
2033,Boston,ssp126,5.344086021505376,4.0,ACCESS-CM2,7.161290322580645,EC-Earth3,44.354838709677416,35.806451612903224,ACCESS-CM2,55.096774193548384,CNRM-ESM2-1
2034,Boston,ssp126,4.720430107526881,3.6774193548387095,ACCESS-CM2,6.225806451612903,CNRM-ESM2-1,46.655913978494624,41.193548387096776,ACCESS-CM2,51.03225806451613,CNRM-ESM2-1
2035,Boston,ssp126,4.462365591397849,2.677419354838709,CNRM-ESM2-1,7.032258064516129,EC-Earth3,46.96774193548387,40.96774193548387,EC-Earth3,55.16129032258065,CNRM-ESM2-1
2036,Boston,ssp126,6.139784946236559,3.3225806451612905,ACCESS-CM2,7.967741935483871,EC-Earth3,49.537634408602145,44.32258064516129,EC-Earth3,56.25806451612903,ACCESS-CM2
2037,Boston,ssp126,4.129032258064516,2.806451612903226,ACCESS-CM2,6.612903225806452,EC-Earth3,45.82795698924732,38.483870967741936,ACCESS-CM2,57.29032258064516,CNRM-ESM2-1
2038,Boston,ssp126,4.0,2.419354838709677,EC-Earth3,6.354838709677419,CNRM-ESM2-1,51.48387096774193,47.64516129032258,EC-Earth3,55.38709677419355,ACCESS-CM2
2039,Boston,ssp126,3.21505376344086,1.6451612903225807,EC-Earth3,4.612903225806452,ACCESS-CM2,49.41935483870967,45.064516129032256,ACCESS-CM2,52.61290322580645,CNRM-ESM2-1
2040,Boston,ssp126,4.860215053763441,3.5806451612903225,EC-Earth3,7.129032258064516,CNRM-ESM2-1,45.612903225806456,40.70967741935484,EC-Earth3,52.193548387096776,CNRM-ESM2-1
2041,Boston,ssp126,4.548387096774194,2.935483870967742,EC-Earth3,5.67741935483871,CNRM-ESM2-1,45.70967741935484,42.2258064516129,EC-Earth3,49.354838709677416,CNRM-ESM2-1
2042,Boston,ssp126,4.602150537634408,2.548387096774193,EC-Earth3,5.67741935483871,ACCESS-CM2,51.51612903225807,44.83870967741935,EC-Earth3,57.516129032258064,ACCESS-CM2
2043,Boston,ssp126,1.9139784946236558,0.4516129032258064,EC-Earth3,4.0,CNRM-ESM2-1,39.763440860215056,30.387096774193548,EC-Earth3,54.483870967741936,CNRM-ESM2-1
2044,Boston,ssp126,5.086021505376344,4.387096774193548,CNRM-ESM2-1,5.838709677419355,EC-Earth3,49.634408602150536,38.70967741935484,EC-Earth3,59.41935483870968,CNRM-ESM2-1
2045,Boston,ssp126,3.0107526881720426,1.032258064516129,ACCESS-CM2,4.806451612903226,CNRM-ESM2-1,42.50537634408602,34.32258064516129,EC-Earth3,51.80645161290322,CNRM-ESM2-1
2046,Boston,ssp126,4.860215053763441,3.612903225806452,EC-Earth3,6.032258064516129,CNRM-ESM2-1,47.43010752688173,40.67741935483871,EC-Earth3,52.935483870967744,ACCESS-CM2
2047,Boston,ssp126,5.602150537634409,4.096774193548387,ACCESS-CM2,7.967741935483871,EC-Earth3,44.913978494623656,39.29032258064516,EC-Earth3,47.96774193548387,ACCESS-CM2
2048,Boston,ssp126,4.935483870967743,4.096774193548387,ACCESS-CM2,5.838709677419355,EC-Earth3,44.51612903225807,36.54838709677419,EC-Earth3,49.193548387096776,ACCESS-CM2
2049,Boston,ssp126,5.075268817204301,2.290322580645161,ACCESS-CM2,7.225806451612903,CNRM-ESM2-1,48.935483870967744,43.32258064516129,ACCESS-CM2,54.193548387096776,CNRM-ESM2-1
2050,Boston,ssp126,3.7741935483870965,3.3870967741935485,ACCESS-CM2,4.258064516129032,CNRM-ESM2-1,46.17204301075268,38.12903225806452,EC-Earth3,54.58064516129032,CNRM-ESM2-1
2051,Boston,ssp126,3.8817204301075265,0.8064516129032258,ACCESS-CM2,6.838709677419355,CNRM-ESM2-1,44.88172043010753,36.935483870967744,ACCESS-CM2,52.67741935483871,CNRM-ESM2-1
2052,Boston,ssp126,5.075268817204301,2.838709677419355,ACCESS-CM2,6.290322580645161,CNRM-ESM2-1,43.344086021505376,40.25806451612903,ACCESS-CM2,45.193548387096776,EC-Earth3
2053,Boston,ssp126,4.0,1.967741935483871,ACCESS-CM2,5.838709677419355,EC-Earth3,48.52688172043011,39.193548387096776,ACCESS-CM2,56.38709677419355,CNRM-ESM2-1
2054,Boston,ssp126,4.129032258064516,0.2903225806451613,ACCESS-CM2,6.354838709677419,EC-Earth3,49.26881720430108,41.67741935483871,ACCESS-CM2,58.16129032258065,CNRM-ESM2-1
2055,Boston,ssp126,3.440860215053764,2.096774193548387,ACCESS-CM2,5.516129032258065,EC-Earth3,49.5483870967742,42.096774193548384,EC-Earth3,56.38709677419355,ACCESS-CM2
2056,Boston,ssp126,4.225806451612903,1.1290322580645162,ACCESS-CM2,8.580645161290322,EC-Earth3,44.1505376344086,41.903225806451616,EC-Earth3,47.96774193548387,CNRM-ESM2-1
2057,Boston,ssp126,3.6129032258064515,2.7096774193548385,ACCESS-CM2,4.67741935483871,CNRM-ESM2-1,44.88172043010752,37.354838709677416,EC-Earth3,48.83870967741935,CNRM-ESM2-1
2058,Boston,ssp126,3.2473118279569895,1.0,ACCESS-CM2,5.419354838709677,CNRM-ESM2-1,44.87096774193548,37.354838709677416,EC-Earth3,51.935483870967744,ACCESS-CM2
2059,Boston,ssp126,2.3655913978494625,0.967741935483871,EC-Earth3,3.967741935483871,CNRM-ESM2-1,47.72043010752688,40.83870967741935,EC-Earth3,52.96774193548387,CNRM-ESM2-1
2060,Boston,ssp126,3.21505376344086,0.3548387096774194,ACCESS-CM2,5.903225806451613,EC-Earth3,47.39784946236559,39.903225806451616,EC-Earth3,55.935483870967744,CNRM-ESM2-1
2061,Boston,ssp126,3.612903225806452,0.967741935483871,EC-Earth3,5.67741935483871,ACCESS-CM2,45.26881720430108,40.70967741935484,EC-Earth3,47.61290322580645,ACCESS-CM2
2062,Boston,ssp126,3.978494623655914,1.935483870967742,ACCESS-CM2,5.193548387096774,CNRM-ESM2-1,45.344086021505376,42.61290322580645,EC-Earth3,49.03225806451613,CNRM-ESM2-1
2063,Boston,ssp126,5.78494623655914,2.5806451612903225,ACCESS-CM2,9.193548387096774,EC-Earth3,47.2258064516129,44.32258064516129,EC-Earth3,49.70967741935484,ACCESS-CM2
2064,Boston,ssp126,3.8172043010752685,3.2580645161290325,EC-Earth3,4.709677419354839,CNRM-ESM2-1,43.9247311827957,34.935483870967744,ACCESS-CM2,52.774193548387096,CNRM-ESM2-1
2065,Boston,ssp126,5.118279569892473,1.5806451612903225,ACCESS-CM2,8.96774193548387,EC-Earth3,46.20430107526882,39.80645161290322,EC-Earth3,57.38709677419355,CNRM-ESM2-1
2066,Boston,ssp126,3.2688172043010746,2.5806451612903225,EC-Earth3,4.483870967741935,CNRM-ESM2-1,46.39784946236559,41.935483870967744,EC-Earth3,51.03225806451613,ACCESS-CM2
2067,Boston,ssp126,4.204301075268817,3.5161290322580645,CNRM-ESM2-1,4.967741935483871,EC-Earth3,46.30107526881721,42.70967741935484,EC-Earth3,49.38709677419355,CNRM-ESM2-1
2068,Boston,ssp126,5.204301075268817,3.5806451612903225,ACCESS-CM2,7.612903225806452,EC-Earth3,48.09677419354839,43.516129032258064,ACCESS-CM2,57.193548387096776,CNRM-ESM2-1
2069,Boston,ssp126,5.623655913978493,3.419354838709677,ACCESS-CM2,7.0,CNRM-ESM2-1,52.17204301075268,51.38709677419355,EC-Earth3,53.32258064516129,CNRM-ESM2-1
2070,Boston,ssp126,4.172043010752689,1.064516129032258,EC-Earth3,7.709677419354839,CNRM-ESM2-1,44.18279569892473,37.32258064516129,EC-Earth3,47.83870967741935,CNRM-ESM2-1
2071,Boston,ssp126,1.4623655913978493,0.1935483870967742,ACCESS-CM2,2.677419354838709,EC-Earth3,43.58064516129033,40.064516129032256,ACCESS-CM2,50.54838709677419,CNRM-ESM2-1
2072,Boston,ssp126,2.086021505376344,1.1935483870967742,ACCESS-CM2,3.032258064516129,CNRM-ESM2-1,45.39784946236559,35.96774193548387,ACCESS-CM2,53.935483870967744,CNRM-ESM2-1
2073,Boston,ssp126,3.0752688172043015,2.6129032258064515,CNRM-ESM2-1,3.6774193548387095,EC-Earth3,47.24731182795699,40.45161290322581,ACCESS-CM2,54.064516129032256,CNRM-ESM2-1
2074,Boston,ssp126,4.344086021505377,1.8387096774193548,ACCESS-CM2,5.645161290322581,EC-Earth3,43.784946236559136,34.645161290322584,ACCESS-CM2,48.38709677419355,CNRM-ESM2-1
2075,Boston,ssp126,2.8602150537634405,0.0,ACCESS-CM2,7.129032258064516,CNRM-ESM2-1,38.064516129032256,27.35483870967742,ACCESS-CM2,47.774193548387096,CNRM-ESM2-1
2076,Boston,ssp126,3.7526881720430105,0.0,ACCESS-CM2,8.387096774193548,CNRM-ESM2-1,38.795698924731184,22.61290322580645,EC-Earth3,48.354838709677416,CNRM-ESM2-1
2077,Boston,ssp126,4.763440860215054,3.193548387096774,EC-Earth3,6.548387096774194,CNRM-ESM2-1,48.2258064516129,40.25806451612903,EC-Earth3,57.64516129032258,CNRM-ESM2-1
2078,Boston,ssp126,4.666666666666667,4.129032258064516,ACCESS-CM2,5.161290322580645,CNRM-ESM2-1,44.053763440860216,38.25806451612903,EC-Earth3,51.483870967741936,ACCESS-CM2
2079,Boston,ssp126,3.4086021505376345,2.3225806451612905,EC-Earth3,5.0,CNRM-ESM2-1,45.59139784946237,36.83870967741935,EC-Earth3,56.16129032258065,CNRM-ESM2-1
2080,Boston,ssp126,2.67741935483871,0.9032258064516128,ACCESS-CM2,4.741935483870968,CNRM-ESM2-1,45.225806451612904,37.67741935483871,ACCESS-CM2,52.96774193548387,CNRM-ESM2-1
2081,Boston,ssp126,3.7741935483870974,1.096774193548387,ACCESS-CM2,5.548387096774194,CNRM-ESM2-1,41.26881720430108,38.12903225806452,EC-Earth3,46.70967741935484,CNRM-ESM2-1
2082,Boston,ssp126,2.827956989247312,0.7096774193548387,ACCESS-CM2,4.935483870967742,EC-Earth3,41.666666666666664,29.41935483870968,ACCESS-CM2,51.32258064516129,CNRM-ESM2-1
2083,Boston,ssp126,5.236559139784946,1.6129032258064515,ACCESS-CM2,10.451612903225806,EC-Earth3,45.365591397849464,36.903225806451616,EC-Earth3,51.354838709677416,CNRM-ESM2-1
2084,Boston,ssp126,4.247311827956989,2.4838709677419355,EC-Earth3,5.903225806451613,CNRM-ESM2-1,48.24731182795699,35.0,EC-Earth3,55.74193548387097,ACCESS-CM2
2085,Boston,ssp126,2.559139784946236,0.6774193548387096,ACCESS-CM2,4.451612903225806,EC-Earth3,48.72043010752689,42.483870967741936,EC-Earth3,53.16129032258065,CNRM-ESM2-1
2086,Boston,ssp126,4.903225806451613,2.967741935483871,ACCESS-CM2,7.741935483870968,CNRM-ESM2-1,44.989247311827945,42.61290322580645,EC-Earth3,48.096774193548384,CNRM-ESM2-1
2087,Boston,ssp126,4.301075268817204,2.290322580645161,ACCESS-CM2,7.193548387096774,EC-Earth3,42.50537634408602,36.29032258064516,ACCESS-CM2,51.935483870967744,CNRM-ESM2-1
2088,Boston,ssp126,3.4193548387096775,2.419354838709677,ACCESS-CM2,4.580645161290323,CNRM-ESM2-1,48.04301075268817,42.774193548387096,EC-Earth3,52.774193548387096,CNRM-ESM2-1
2089,Boston,ssp126,4.35483870967742,2.838709677419355,ACCESS-CM2,5.741935483870968,CNRM-ESM2-1,50.32258064516129,43.935483870967744,EC-Earth3,56.483870967741936,ACCESS-CM2
2090,Boston,ssp126,5.096774193548387,1.903225806451613,ACCESS-CM2,7.225806451612903,CNRM-ESM2-1,39.827956989247305,28.806451612903224,ACCESS-CM2,52.45161290322581,CNRM-ESM2-1
2091,Boston,ssp126,5.591397849462365,4.354838709677419,EC-Earth3,6.516129032258065,ACCESS-CM2,48.97849462365591,47.935483870967744,EC-Earth3,50.25806451612903,CNRM-ESM2-1
2092,Boston,ssp126,2.9247311827956985,2.2580645161290325,CNRM-ESM2-1,3.4838709677419355,ACCESS-CM2,47.95698924731183,41.70967741935484,EC-Earth3,51.29032258064516,ACCESS-CM2
