Year,Model,Ecoregion,Scenario,WarmSpell3,WarmSpell3_min,WarmSpell3_max
1971,1,10.1.7,historical,4.751037344,0,7
1972,1,10.1.7,historical,4.460580913,1,8
1973,1,10.1.7,historical,5.410788382,0,9
1974,1,10.1.7,historical,5.385892116,2,9
1975,1,10.1.7,historical,3.390041494,2,5
1976,1,10.1.7,historical,4.427385892,1,8
1977,1,10.1.7,historical,4.813278008,1,9
1978,1,10.1.7,historical,5.863070539,1,9
1979,1,10.1.7,historical,3.336099585,1,6
1980,1,10.1.7,historical,4.319502075,0,8
1981,1,10.1.7,historical,4.804979253,1,8
1982,1,10.1.7,historical,5.145228216,0,8
1983,1,10.1.7,historical,5,1,8
1984,1,10.1.7,historical,4.780082988,0,8
1985,1,10.1.7,historical,5.55186722,0,8
1986,1,10.1.7,historical,4.995850622,1,9
1987,1,10.1.7,historical,5.124481328,2,8
1988,1,10.1.7,historical,5.132780083,1,8
1989,1,10.1.7,historical,3.979253112,0,7
1990,1,10.1.7,historical,5.078838174,0,8
1991,1,10.1.7,historical,6.066390041,0,10
1992,1,10.1.7,historical,6.497925311,1,10
1993,1,10.1.7,historical,5.203319502,1,8
1994,1,10.1.7,historical,5.605809129,1,12
1995,1,10.1.7,historical,5.31120332,0,10
1996,1,10.1.7,historical,4.485477178,1,7
1997,1,10.1.7,historical,6.053941909,2,8
1998,1,10.1.7,historical,4.634854772,2,8
1999,1,10.1.7,historical,5.128630705,1,9
2000,1,10.1.7,historical,5.203319502,1,8
2001,1,10.1.7,historical,4.979253112,1,8
2002,1,10.1.7,historical,4.269709544,1,7
2003,1,10.1.7,historical,4.742738589,1,7
2004,1,10.1.7,historical,4.477178423,1,9
2005,1,10.1.7,historical,4.053941909,1,8
2006,1,10.1.7,historical,4.531120332,0,8
2007,1,10.1.7,historical,4.55186722,2,8
2008,1,10.1.7,historical,4.647302905,0,8
2009,1,10.1.7,historical,4.871369295,2,9
2010,1,10.1.7,historical,4.784232365,1,8
2011,1,10.1.7,historical,4.829875519,1,8
2012,1,10.1.7,historical,5.79253112,1,10
2013,1,10.1.7,historical,4.987551867,0,9
2014,1,10.1.7,historical,3.921161826,1,7
1951,1,10.1.8,historical,5.440860215,3,8
1952,1,10.1.8,historical,3.849462366,2,6
1953,1,10.1.8,historical,4.870967742,1,8
1954,1,10.1.8,historical,5.666666667,1,8
1955,1,10.1.8,historical,5.870967742,3,9
1956,1,10.1.8,historical,4.376344086,3,7
1957,1,10.1.8,historical,1.784946237,0,6
1958,1,10.1.8,historical,4.397849462,2,7
1959,1,10.1.8,historical,3.397849462,1,7
1960,1,10.1.8,historical,3.494623656,1,5
1961,1,10.1.8,historical,5.462365591,3,9
1962,1,10.1.8,historical,5.268817204,2,7
1963,1,10.1.8,historical,3.838709677,2,6
1964,1,10.1.8,historical,3.129032258,1,5
1965,1,10.1.8,historical,4.010752688,0,6
1966,1,10.1.8,historical,5.032258065,3,7
1967,1,10.1.8,historical,5.064516129,3,7
1968,1,10.1.8,historical,4.397849462,3,6
1969,1,10.1.8,historical,4.935483871,2,8
1970,1,10.1.8,historical,4.440860215,1,8
1971,1,10.1.8,historical,3.774193548,0,7
1972,1,10.1.8,historical,4.602150538,2,6
1973,1,10.1.8,historical,3.967741935,2,6
1974,1,10.1.8,historical,4.268817204,2,6
1975,1,10.1.8,historical,1.903225806,1,3
1976,1,10.1.8,historical,4.580645161,3,8
1977,1,10.1.8,historical,4.946236559,2,7
1978,1,10.1.8,historical,5.688172043,3,8
1979,1,10.1.8,historical,4.47311828,2,7
1980,1,10.1.8,historical,5.333333333,1,8
1981,1,10.1.8,historical,3.795698925,1,6
1982,1,10.1.8,historical,4.989247312,1,9
1983,1,10.1.8,historical,5.096774194,3,8
1984,1,10.1.8,historical,6.193548387,2,11
1985,1,10.1.8,historical,1.946236559,0,5
1986,1,10.1.8,historical,4.247311828,2,7
1987,1,10.1.8,historical,6.741935484,4,9
1988,1,10.1.8,historical,4.688172043,4,7
1989,1,10.1.8,historical,6.88172043,1,9
1990,1,10.1.8,historical,3.408602151,0,7
1991,1,10.1.8,historical,4.903225806,2,6
1992,1,10.1.8,historical,5.709677419,3,10
1993,1,10.1.8,historical,2.494623656,1,4
1994,1,10.1.8,historical,5.709677419,2,10
1995,1,10.1.8,historical,5.322580645,0,7
1996,1,10.1.8,historical,4.279569892,2,8
1997,1,10.1.8,historical,5.064516129,2,7
1998,1,10.1.8,historical,4.204301075,2,7
1999,1,10.1.8,historical,5.88172043,2,9
2000,1,10.1.8,historical,5.290322581,3,7
2001,1,10.1.8,historical,3.290322581,0,6
2002,1,10.1.8,historical,4.52688172,3,6
2003,1,10.1.8,historical,5.247311828,3,8
2004,1,10.1.8,historical,4.559139785,3,7
2005,1,10.1.8,historical,5.784946237,4,8
2006,1,10.1.8,historical,4.612903226,3,8
2007,1,10.1.8,historical,3.086021505,2,4
2008,1,10.1.8,historical,3.709677419,2,6
2009,1,10.1.8,historical,5.075268817,2,8
2010,1,10.1.8,historical,5.279569892,2,7
2011,1,10.1.8,historical,4.924731183,3,8
2012,1,10.1.8,historical,4.752688172,1,9
2013,1,10.1.8,historical,3.806451613,1,8
2014,1,10.1.8,historical,4.784946237,1,8
1951,1,10.2.1,historical,1.411764706,1,4
1952,1,10.2.1,historical,2.147058824,1,5
1953,1,10.2.1,historical,1.323529412,1,6
1954,1,10.2.1,historical,1.87254902,1,7
1955,1,10.2.1,historical,1.161764706,1,4
1956,1,10.2.1,historical,2.843137255,1,7
1957,1,10.2.1,historical,3.117647059,1,8
1958,1,10.2.1,historical,2.200980392,1,7
1959,1,10.2.1,historical,2.921568627,1,6
1960,1,10.2.1,historical,2.583333333,1,7
1961,1,10.2.1,historical,2.137254902,1,6
1962,1,10.2.1,historical,1.62254902,1,5
1963,1,10.2.1,historical,2.352941176,1,9
1964,1,10.2.1,historical,2.789215686,1,7
1965,1,10.2.1,historical,2.514705882,1,5
1966,1,10.2.1,historical,1.632352941,1,7
1967,1,10.2.1,historical,1.818627451,1,7
1968,1,10.2.1,historical,1.995098039,1,6
1969,1,10.2.1,historical,2.235294118,1,6
1970,1,10.2.1,historical,2.156862745,1,8
1971,1,10.2.1,historical,2.593137255,1,7
1972,1,10.2.1,historical,1.161764706,1,5
1973,1,10.2.1,historical,1.348039216,1,6
1974,1,10.2.1,historical,1.882352941,1,6
1975,1,10.2.1,historical,4.009803922,1,6
1976,1,10.2.1,historical,1.906862745,1,7
1977,1,10.2.1,historical,1.352941176,1,5
1978,1,10.2.1,historical,1.446078431,1,5
1979,1,10.2.1,historical,1.730392157,1,4
1980,1,10.2.1,historical,1.931372549,1,5
1981,1,10.2.1,historical,1.299019608,1,5
1982,1,10.2.1,historical,1.784313725,1,6
1983,1,10.2.1,historical,1.617647059,1,7
1984,1,10.2.1,historical,1.68627451,1,7
1985,1,10.2.1,historical,2.87745098,1,7
1986,1,10.2.1,historical,1.514705882,1,5
1987,1,10.2.1,historical,1.612745098,1,5
1988,1,10.2.1,historical,1.784313725,1,6
1989,1,10.2.1,historical,1.642156863,1,5
1990,1,10.2.1,historical,1.504901961,1,6
1991,1,10.2.1,historical,2.37254902,1,7
1992,1,10.2.1,historical,1.62254902,1,7
1993,1,10.2.1,historical,2.598039216,1,5
1994,1,10.2.1,historical,1.617647059,1,6
1995,1,10.2.1,historical,1.676470588,1,5
1996,1,10.2.1,historical,1.916666667,1,4
1997,1,10.2.1,historical,2.078431373,1,8
1998,1,10.2.1,historical,2.333333333,1,7
1999,1,10.2.1,historical,1.205882353,1,5
2000,1,10.2.1,historical,1.558823529,1,5
2001,1,10.2.1,historical,1.196078431,1,9
2002,1,10.2.1,historical,1.357843137,1,6
2003,1,10.2.1,historical,1.196078431,1,5
2004,1,10.2.1,historical,1.406862745,1,5
2005,1,10.2.1,historical,1.191176471,1,3
2006,1,10.2.1,historical,1.81372549,1,4
2007,1,10.2.1,historical,2.200980392,1,6
2008,1,10.2.1,historical,2.200980392,1,7
2009,1,10.2.1,historical,1.558823529,1,3
2010,1,10.2.1,historical,1.828431373,1,6
2011,1,10.2.1,historical,1.176470588,1,6
2012,1,10.2.1,historical,1.573529412,1,7
2013,1,10.2.1,historical,1.441176471,1,6
2014,1,10.2.1,historical,1.343137255,1,5
1951,1,10.2.2,historical,1.002949853,1,2
1952,1,10.2.2,historical,1.03539823,1,2
1953,1,10.2.2,historical,1,1,1
1954,1,10.2.2,historical,1.017699115,1,2
1955,1,10.2.2,historical,1,1,1
1956,1,10.2.2,historical,1.056047198,1,4
1957,1,10.2.2,historical,1.029498525,1,3
1958,1,10.2.2,historical,1.014749263,1,3
1959,1,10.2.2,historical,1.100294985,1,3
1960,1,10.2.2,historical,1.297935103,1,2
1961,1,10.2.2,historical,1.01179941,1,2
1962,1,10.2.2,historical,1.017699115,1,2
1963,1,10.2.2,historical,1,1,1
1964,1,10.2.2,historical,1.044247788,1,3
1965,1,10.2.2,historical,1.150442478,1,4
1966,1,10.2.2,historical,1,1,1
1967,1,10.2.2,historical,1,1,1
1968,1,10.2.2,historical,1.017699115,1,2
1969,1,10.2.2,historical,1.04719764,1,3
1970,1,10.2.2,historical,1.020648968,1,3
1971,1,10.2.2,historical,1.02359882,1,3
1972,1,10.2.2,historical,1,1,1
1973,1,10.2.2,historical,1.005899705,1,2
1974,1,10.2.2,historical,1.014749263,1,3
1975,1,10.2.2,historical,1.710914454,1,6
1976,1,10.2.2,historical,1,1,1
1977,1,10.2.2,historical,1,1,1
1978,1,10.2.2,historical,1,1,1
1979,1,10.2.2,historical,1.002949853,1,2
1980,1,10.2.2,historical,1.067846608,1,4
1981,1,10.2.2,historical,1,1,1
1982,1,10.2.2,historical,1.050147493,1,2
1983,1,10.2.2,historical,1,1,1
1984,1,10.2.2,historical,1.002949853,1,2
1985,1,10.2.2,historical,1.038348083,1,4
1986,1,10.2.2,historical,1,1,1
1987,1,10.2.2,historical,1.014749263,1,2
1988,1,10.2.2,historical,1.041297935,1,2
1989,1,10.2.2,historical,1.01179941,1,2
1990,1,10.2.2,historical,1,1,1
1991,1,10.2.2,historical,1.05899705,1,2
1992,1,10.2.2,historical,1,1,1
1993,1,10.2.2,historical,1.274336283,1,4
1994,1,10.2.2,historical,1.026548673,1,2
1995,1,10.2.2,historical,1,1,1
1996,1,10.2.2,historical,1.04719764,1,2
1997,1,10.2.2,historical,1.02359882,1,3
1998,1,10.2.2,historical,1.002949853,1,2
1999,1,10.2.2,historical,1.020648968,1,2
2000,1,10.2.2,historical,1.002949853,1,2
2001,1,10.2.2,historical,1,1,1
2002,1,10.2.2,historical,1,1,1
2003,1,10.2.2,historical,1,1,1
2004,1,10.2.2,historical,1,1,1
2005,1,10.2.2,historical,1,1,1
2006,1,10.2.2,historical,1.017699115,1,3
2007,1,10.2.2,historical,1.026548673,1,2
2008,1,10.2.2,historical,1.014749263,1,3
2009,1,10.2.2,historical,1.02359882,1,2
2010,1,10.2.2,historical,1.014749263,1,2
2011,1,10.2.2,historical,1,1,1
2012,1,10.2.2,historical,1.002949853,1,2
2013,1,10.2.2,historical,1.014749263,1,2
2014,1,10.2.2,historical,1,1,1
1951,1,10.2.3,historical,1,1,1
1952,1,10.2.3,historical,1,1,1
1953,1,10.2.3,historical,1,1,1
1954,1,10.2.3,historical,1,1,1
1955,1,10.2.3,historical,1,1,1
1956,1,10.2.3,historical,1,1,1
1957,1,10.2.3,historical,1,1,1
1958,1,10.2.3,historical,1,1,1
1959,1,10.2.3,historical,1,1,1
1960,1,10.2.3,historical,1,1,1
1961,1,10.2.3,historical,1,1,1
1962,1,10.2.3,historical,1,1,1
1963,1,10.2.3,historical,1,1,1
1964,1,10.2.3,historical,1,1,1
1965,1,10.2.3,historical,1,1,1
1966,1,10.2.3,historical,1,1,1
1967,1,10.2.3,historical,1,1,1
1968,1,10.2.3,historical,1,1,1
1969,1,10.2.3,historical,1,1,1
1970,1,10.2.3,historical,1,1,1
1971,1,10.2.3,historical,1,1,1
1972,1,10.2.3,historical,1,1,1
1973,1,10.2.3,historical,1,1,1
1974,1,10.2.3,historical,1,1,1
1975,1,10.2.3,historical,1.007518797,1,2
1976,1,10.2.3,historical,1,1,1
1977,1,10.2.3,historical,1,1,1
1978,1,10.2.3,historical,1,1,1
1979,1,10.2.3,historical,1,1,1
1980,1,10.2.3,historical,1,1,1
1981,1,10.2.3,historical,1,1,1
1982,1,10.2.3,historical,1,1,1
1983,1,10.2.3,historical,1,1,1
1984,1,10.2.3,historical,1,1,1
1985,1,10.2.3,historical,1,1,1
1986,1,10.2.3,historical,1,1,1
1987,1,10.2.3,historical,1,1,1
1988,1,10.2.3,historical,1,1,1
1989,1,10.2.3,historical,1,1,1
1990,1,10.2.3,historical,1,1,1
1991,1,10.2.3,historical,1,1,1
1992,1,10.2.3,historical,1,1,1
1993,1,10.2.3,historical,1,1,1
1994,1,10.2.3,historical,1,1,1
1995,1,10.2.3,historical,1,1,1
1996,1,10.2.3,historical,1,1,1
1997,1,10.2.3,historical,1,1,1
1998,1,10.2.3,historical,1,1,1
1999,1,10.2.3,historical,1,1,1
2000,1,10.2.3,historical,1,1,1
2001,1,10.2.3,historical,1,1,1
2002,1,10.2.3,historical,1,1,1
2003,1,10.2.3,historical,1,1,1
2004,1,10.2.3,historical,1,1,1
2005,1,10.2.3,historical,1,1,1
2006,1,10.2.3,historical,1,1,1
2007,1,10.2.3,historical,1,1,1
2008,1,10.2.3,historical,1,1,1
2009,1,10.2.3,historical,1,1,1
2010,1,10.2.3,historical,1,1,1
2011,1,10.2.3,historical,1,1,1
2012,1,10.2.3,historical,1,1,1
2013,1,10.2.3,historical,1,1,1
2014,1,10.2.3,historical,1,1,1
1951,1,10.2.4,historical,1.107238606,1,5
1952,1,10.2.4,historical,1.638069705,1,5
1953,1,10.2.4,historical,1.388739946,1,6
1954,1,10.2.4,historical,1.333780161,1,6
1955,1,10.2.4,historical,1.032171582,1,4
1956,1,10.2.4,historical,2.31233244,1,5
1957,1,10.2.4,historical,1.139410188,1,7
1958,1,10.2.4,historical,1.179624665,1,7
1959,1,10.2.4,historical,2.022788204,1,7
1960,1,10.2.4,historical,1.746648794,1,7
1961,1,10.2.4,historical,1.241286863,1,5
1962,1,10.2.4,historical,1.207774799,1,4
1963,1,10.2.4,historical,1.474530831,1,7
1964,1,10.2.4,historical,1.313672922,1,6
1965,1,10.2.4,historical,1.357908847,1,5
1966,1,10.2.4,historical,1.167560322,1,7
1967,1,10.2.4,historical,1.296246649,1,7
1968,1,10.2.4,historical,1.324396783,1,6
1969,1,10.2.4,historical,1.339142091,1,5
1970,1,10.2.4,historical,1.804289544,1,7
1971,1,10.2.4,historical,1.461126005,1,6
1972,1,10.2.4,historical,1.016085791,1,3
1973,1,10.2.4,historical,1.268096515,1,4
1974,1,10.2.4,historical,1.278820375,1,5
1975,1,10.2.4,historical,2.848525469,1,8
1976,1,10.2.4,historical,1.139410188,1,7
1977,1,10.2.4,historical,1.143431635,1,6
1978,1,10.2.4,historical,1.262734584,1,4
1979,1,10.2.4,historical,1.76541555,1,5
1980,1,10.2.4,historical,1.028150134,1,3
1981,1,10.2.4,historical,1.644772118,1,7
1982,1,10.2.4,historical,1.395442359,1,7
1983,1,10.2.4,historical,1.878016086,1,7
1984,1,10.2.4,historical,1.131367292,1,5
1985,1,10.2.4,historical,1.715817694,1,5
1986,1,10.2.4,historical,1.278820375,1,5
1987,1,10.2.4,historical,1.040214477,1,5
1988,1,10.2.4,historical,1.172922252,1,5
1989,1,10.2.4,historical,1.396782842,1,7
1990,1,10.2.4,historical,1.427613941,1,6
1991,1,10.2.4,historical,1.09919571,1,4
1992,1,10.2.4,historical,1.298927614,1,4
1993,1,10.2.4,historical,1.534852547,1,6
1994,1,10.2.4,historical,1.329758713,1,3
1995,1,10.2.4,historical,1.55227882,1,4
1996,1,10.2.4,historical,2.986595174,1,6
1997,1,10.2.4,historical,1.262734584,1,5
1998,1,10.2.4,historical,1.540214477,1,7
1999,1,10.2.4,historical,1.504021448,1,3
2000,1,10.2.4,historical,1.257372654,1,7
2001,1,10.2.4,historical,1.487935657,1,7
2002,1,10.2.4,historical,1,1,1
2003,1,10.2.4,historical,1.365951743,1,4
2004,1,10.2.4,historical,1.219839142,1,5
2005,1,10.2.4,historical,1.123324397,1,3
2006,1,10.2.4,historical,1.363270777,1,6
2007,1,10.2.4,historical,1.128686327,1,6
2008,1,10.2.4,historical,1.313672922,1,6
2009,1,10.2.4,historical,1.081769437,1,2
2010,1,10.2.4,historical,1.058981233,1,3
2011,1,10.2.4,historical,1.245308311,1,4
2012,1,10.2.4,historical,1.197050938,1,5
2013,1,10.2.4,historical,1.14075067,1,5
2014,1,10.2.4,historical,1.089812332,1,3
1951,1,11.1.1,historical,1.076923077,1,2
1952,1,11.1.1,historical,1.025641026,1,2
1953,1,11.1.1,historical,1.01025641,1,2
1954,1,11.1.1,historical,1.251282051,1,3
1955,1,11.1.1,historical,1,1,1
1956,1,11.1.1,historical,1.292307692,1,4
1957,1,11.1.1,historical,1.466666667,1,6
1958,1,11.1.1,historical,1.035897436,1,3
1959,1,11.1.1,historical,1.333333333,1,6
1960,1,11.1.1,historical,1.256410256,1,3
1961,1,11.1.1,historical,1.082051282,1,3
1962,1,11.1.1,historical,1.025641026,1,2
1963,1,11.1.1,historical,1.21025641,1,4
1964,1,11.1.1,historical,1.553846154,1,4
1965,1,11.1.1,historical,1.338461538,1,5
1966,1,11.1.1,historical,1,1,1
1967,1,11.1.1,historical,1.261538462,1,3
1968,1,11.1.1,historical,1.015384615,1,2
1969,1,11.1.1,historical,1.071794872,1,4
1970,1,11.1.1,historical,1.015384615,1,2
1971,1,11.1.1,historical,1.282051282,1,3
1972,1,11.1.1,historical,1,1,1
1973,1,11.1.1,historical,1.01025641,1,2
1974,1,11.1.1,historical,1.076923077,1,3
1975,1,11.1.1,historical,2.723076923,1,6
1976,1,11.1.1,historical,1.082051282,1,5
1977,1,11.1.1,historical,1,1,1
1978,1,11.1.1,historical,1,1,1
1979,1,11.1.1,historical,1,1,1
1980,1,11.1.1,historical,1.21025641,1,4
1981,1,11.1.1,historical,1,1,1
1982,1,11.1.1,historical,1.020512821,1,2
1983,1,11.1.1,historical,1.005128205,1,2
1984,1,11.1.1,historical,1.21025641,1,4
1985,1,11.1.1,historical,1.41025641,1,6
1986,1,11.1.1,historical,1.01025641,1,3
1987,1,11.1.1,historical,1.015384615,1,2
1988,1,11.1.1,historical,1.082051282,1,3
1989,1,11.1.1,historical,1,1,1
1990,1,11.1.1,historical,1,1,1
1991,1,11.1.1,historical,1.051282051,1,3
1992,1,11.1.1,historical,1.005128205,1,2
1993,1,11.1.1,historical,1.446153846,1,4
1994,1,11.1.1,historical,1.046153846,1,2
1995,1,11.1.1,historical,1,1,1
1996,1,11.1.1,historical,1.030769231,1,2
1997,1,11.1.1,historical,1.025641026,1,3
1998,1,11.1.1,historical,1.030769231,1,4
1999,1,11.1.1,historical,1.005128205,1,2
2000,1,11.1.1,historical,1.025641026,1,4
2001,1,11.1.1,historical,1.015384615,1,2
2002,1,11.1.1,historical,1.030769231,1,2
2003,1,11.1.1,historical,1,1,1
2004,1,11.1.1,historical,1.020512821,1,2
2005,1,11.1.1,historical,1,1,1
2006,1,11.1.1,historical,1.128205128,1,3
2007,1,11.1.1,historical,1.266666667,1,5
2008,1,11.1.1,historical,1.087179487,1,4
2009,1,11.1.1,historical,1.051282051,1,2
2010,1,11.1.1,historical,1.056410256,1,3
2011,1,11.1.1,historical,1,1,1
2012,1,11.1.1,historical,1.051282051,1,2
2013,1,11.1.1,historical,1.005128205,1,2
2014,1,11.1.1,historical,1,1,1
1951,1,11.1.2,historical,1.027027027,1,2
1952,1,11.1.2,historical,1,1,1
1953,1,11.1.2,historical,1,1,1
1954,1,11.1.2,historical,1.175675676,1,2
1955,1,11.1.2,historical,1,1,1
1956,1,11.1.2,historical,1.121621622,1,2
1957,1,11.1.2,historical,1.27027027,1,3
1958,1,11.1.2,historical,1,1,1
1959,1,11.1.2,historical,1.135135135,1,2
1960,1,11.1.2,historical,1.148648649,1,2
1961,1,11.1.2,historical,1,1,1
1962,1,11.1.2,historical,1,1,1
1963,1,11.1.2,historical,1.148648649,1,2
1964,1,11.1.2,historical,2.635135135,1,3
1965,1,11.1.2,historical,1.081081081,1,3
1966,1,11.1.2,historical,1,1,1
1967,1,11.1.2,historical,1.337837838,1,2
1968,1,11.1.2,historical,1,1,1
1969,1,11.1.2,historical,1,1,1
1970,1,11.1.2,historical,1,1,1
1971,1,11.1.2,historical,1.175675676,1,2
1972,1,11.1.2,historical,1,1,1
1973,1,11.1.2,historical,1,1,1
1974,1,11.1.2,historical,1,1,1
1975,1,11.1.2,historical,3.878378378,1,5
1976,1,11.1.2,historical,1,1,1
1977,1,11.1.2,historical,1,1,1
1978,1,11.1.2,historical,1,1,1
1979,1,11.1.2,historical,1,1,1
1980,1,11.1.2,historical,1.148648649,1,2
1981,1,11.1.2,historical,1,1,1
1982,1,11.1.2,historical,1,1,1
1983,1,11.1.2,historical,1,1,1
1984,1,11.1.2,historical,1.216216216,1,2
1985,1,11.1.2,historical,1.608108108,1,2
1986,1,11.1.2,historical,1,1,1
1987,1,11.1.2,historical,1,1,1
1988,1,11.1.2,historical,1,1,1
1989,1,11.1.2,historical,1,1,1
1990,1,11.1.2,historical,1,1,1
1991,1,11.1.2,historical,1,1,1
1992,1,11.1.2,historical,1,1,1
1993,1,11.1.2,historical,1.824324324,1,3
1994,1,11.1.2,historical,1,1,1
1995,1,11.1.2,historical,1,1,1
1996,1,11.1.2,historical,1,1,1
1997,1,11.1.2,historical,1,1,1
1998,1,11.1.2,historical,1,1,1
1999,1,11.1.2,historical,1,1,1
2000,1,11.1.2,historical,1,1,1
2001,1,11.1.2,historical,1,1,1
2002,1,11.1.2,historical,1,1,1
2003,1,11.1.2,historical,1,1,1
2004,1,11.1.2,historical,1,1,1
2005,1,11.1.2,historical,1,1,1
2006,1,11.1.2,historical,1.013513514,1,2
2007,1,11.1.2,historical,1.108108108,1,2
2008,1,11.1.2,historical,1,1,1
2009,1,11.1.2,historical,1,1,1
2010,1,11.1.2,historical,1,1,1
2011,1,11.1.2,historical,1,1,1
2012,1,11.1.2,historical,1,1,1
2013,1,11.1.2,historical,1,1,1
2014,1,11.1.2,historical,1,1,1
1951,1,11.1.3,historical,1.233333333,1,6
1952,1,11.1.3,historical,1.4,1,5
1953,1,11.1.3,historical,1.233333333,1,8
1954,1,11.1.3,historical,1.7,1,8
1955,1,11.1.3,historical,1.133333333,1,5
1956,1,11.1.3,historical,2.066666667,1,6
1957,1,11.1.3,historical,3.366666667,1,8
1958,1,11.1.3,historical,1.766666667,1,5
1959,1,11.1.3,historical,2.5,1,6
1960,1,11.1.3,historical,2.366666667,1,7
1961,1,11.1.3,historical,1.533333333,1,5
1962,1,11.1.3,historical,1.5,1,4
1963,1,11.1.3,historical,2.133333333,1,6
1964,1,11.1.3,historical,2.333333333,1,5
1965,1,11.1.3,historical,2.2,1,5
1966,1,11.1.3,historical,1.3,1,6
1967,1,11.1.3,historical,1.366666667,1,7
1968,1,11.1.3,historical,1.466666667,1,5
1969,1,11.1.3,historical,1.733333333,1,4
1970,1,11.1.3,historical,1.633333333,1,6
1971,1,11.1.3,historical,2.033333333,1,5
1972,1,11.1.3,historical,1.133333333,1,3
1973,1,11.1.3,historical,1.3,1,3
1974,1,11.1.3,historical,1.6,1,5
1975,1,11.1.3,historical,4.4,1,6
1976,1,11.1.3,historical,1.866666667,1,6
1977,1,11.1.3,historical,1.4,1,5
1978,1,11.1.3,historical,1.4,1,6
1979,1,11.1.3,historical,1.566666667,1,6
1980,1,11.1.3,historical,1.666666667,1,4
1981,1,11.1.3,historical,1.1,1,4
1982,1,11.1.3,historical,1.4,1,8
1983,1,11.1.3,historical,1.3,1,5
1984,1,11.1.3,historical,1.666666667,1,4
1985,1,11.1.3,historical,2.2,1,4
1986,1,11.1.3,historical,1.133333333,1,5
1987,1,11.1.3,historical,1.233333333,1,5
1988,1,11.1.3,historical,1.5,1,6
1989,1,11.1.3,historical,1.233333333,1,5
1990,1,11.1.3,historical,1.633333333,1,5
1991,1,11.1.3,historical,1.933333333,1,9
1992,1,11.1.3,historical,1.6,1,5
1993,1,11.1.3,historical,2.333333333,1,5
1994,1,11.1.3,historical,1.5,1,4
1995,1,11.1.3,historical,1.466666667,1,4
1996,1,11.1.3,historical,1.366666667,1,3
1997,1,11.1.3,historical,1.733333333,1,7
1998,1,11.1.3,historical,1.633333333,1,6
1999,1,11.1.3,historical,1.266666667,1,4
2000,1,11.1.3,historical,1.5,1,5
2001,1,11.1.3,historical,1.166666667,1,6
2002,1,11.1.3,historical,1.166666667,1,5
2003,1,11.1.3,historical,1.166666667,1,6
2004,1,11.1.3,historical,1.366666667,1,4
2005,1,11.1.3,historical,1.166666667,1,4
2006,1,11.1.3,historical,1.6,1,5
2007,1,11.1.3,historical,1.633333333,1,5
2008,1,11.1.3,historical,1.7,1,4
2009,1,11.1.3,historical,1.566666667,1,4
2010,1,11.1.3,historical,1.366666667,1,5
2011,1,11.1.3,historical,1.1,1,4
2012,1,11.1.3,historical,1.266666667,1,5
2013,1,11.1.3,historical,1.166666667,1,5
2014,1,11.1.3,historical,1.1,1,4
1951,1,12.1.1,historical,1.026315789,1,2
1952,1,12.1.1,historical,1.00877193,1,2
1953,1,12.1.1,historical,1,1,1
1954,1,12.1.1,historical,1.157894737,1,4
1955,1,12.1.1,historical,1,1,1
1956,1,12.1.1,historical,2.342105263,1,5
1957,1,12.1.1,historical,1.228070175,1,3
1958,1,12.1.1,historical,1.421052632,1,5
1959,1,12.1.1,historical,1.622807018,1,5
1960,1,12.1.1,historical,1.921052632,1,3
1961,1,12.1.1,historical,1.184210526,1,3
1962,1,12.1.1,historical,1.254385965,1,2
1963,1,12.1.1,historical,1.263157895,1,5
1964,1,12.1.1,historical,1.675438596,1,4
1965,1,12.1.1,historical,2.412280702,1,5
1966,1,12.1.1,historical,1.201754386,1,5
1967,1,12.1.1,historical,1.333333333,1,4
1968,1,12.1.1,historical,1.184210526,1,4
1969,1,12.1.1,historical,1.815789474,1,4
1970,1,12.1.1,historical,2.114035088,1,6
1971,1,12.1.1,historical,1.631578947,1,5
1972,1,12.1.1,historical,1,1,1
1973,1,12.1.1,historical,1.271929825,1,3
1974,1,12.1.1,historical,1.140350877,1,4
1975,1,12.1.1,historical,4.578947368,1,7
1976,1,12.1.1,historical,1.070175439,1,4
1977,1,12.1.1,historical,1.043859649,1,3
1978,1,12.1.1,historical,1.052631579,1,3
