Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_tas,Plot_index_Annual_tas,Ave25yearSpan_Winter_tas,Plot_index_Winter_tas,Ave25yearSpan_Spring_tas,Plot_index_Spring_tas,Ave25yearSpan_Summer_tas,Plot_index_Summer_tas,Ave25yearSpan_Fall_tas,Plot_index_Fall_tas
near-term Past,1,5.2.1,historical,278.1999941553366,0.0,263.0202831622861,0.0,277.90212714310104,0.0,291.57378824938894,0.0,280.0333109518829,0.0
near-term Past,1,5.2.2,historical,277.18288144425065,0.0,260.2521957165183,0.0,277.5755428671711,0.0,291.686663317473,0.0,278.9120275632114,0.0
near-term Past,1,5.2.3,historical,276.9345800455274,0.0,261.5567612850756,0.0,276.19075478043595,0.0,290.54865605748216,0.0,279.1722865975246,0.0
near-term Past,1,5.3.1,historical,278.69849845748246,0.0,265.6513028092941,0.0,277.2249372926867,0.0,290.9567172000719,0.0,280.7335582172132,0.0
near-term Past,1,5.3.3,historical,281.9962810035282,0.0,269.7767161874272,0.0,281.06907968085176,0.0,293.31464319560837,0.0,283.60844286088883,0.0
near-term Past,1,5.4.1,historical,274.67679364912294,0.0,258.3674943229976,0.0,275.34781492485877,0.0,288.9543049721096,0.0,275.7370812546953,0.0
near-term Past,1,5.4.2,historical,274.9897588379812,0.0,261.71596796445675,0.0,275.3244356284859,0.0,286.95580607953275,0.0,275.7167948542193,0.0
near-term Past,1,5.4.3,historical,274.62486073778797,0.0,256.65694115384827,0.0,274.54639671521386,0.0,290.53316239916757,0.0,276.4389266771793,0.0
near-term Past,1,6.1.1,historical,267.82332121716536,0.0,251.59851230909214,0.0,267.6985953649542,0.0,284.4115906540207,0.0,267.26816458065184,0.0
near-term Past,1,6.1.2,historical,269.30203528513965,0.0,256.7547967521817,0.0,268.8695025791899,0.0,282.78114699669504,0.0,268.5545356884188,0.0
near-term Past,1,6.1.3,historical,271.1989769635325,0.0,256.8650667637784,0.0,271.7855292558191,0.0,285.54102140913835,0.0,270.3205281342985,0.0
near-term Past,1,6.1.4,historical,266.9570013403313,0.0,254.94683266448,0.0,266.30642184258335,0.0,279.4800733115532,0.0,266.863905887026,0.0
near-term Past,1,6.1.5,historical,270.0061577265377,0.0,253.94782141396337,0.0,270.59921685884825,0.0,284.95438675901164,0.0,270.2183089099063,0.0
near-term Past,1,6.1.6,historical,271.6104820293756,0.0,259.46588515764967,0.0,271.3830055582493,0.0,283.2569563975023,0.0,272.10917010828234,0.0
near-term Past,1,6.2.1,historical,274.7562352448317,0.0,263.4189347656183,0.0,274.5203015877035,0.0,285.5354054653126,0.0,275.3397542713787,0.0
near-term Past,1,6.2.10,historical,278.119240796785,0.0,267.85508290075074,0.0,276.7722112564546,0.0,289.0002079130255,0.0,278.65896993474547,0.0
near-term Past,1,6.2.11,historical,284.22097912571,0.0,278.3273033619648,0.0,282.550548798582,0.0,290.8794070127736,0.0,285.02262226204294,0.0
near-term Past,1,6.2.12,historical,282.4969362719611,0.0,275.5573986134994,0.0,280.48661200590897,0.0,290.59645085863446,0.0,283.2224128522077,0.0
near-term Past,1,6.2.13,historical,278.3101976921709,0.0,268.11796734747514,0.0,276.8793988451334,0.0,288.9411871414599,0.0,279.11601451522824,0.0
near-term Past,1,6.2.14,historical,277.0506628781069,0.0,266.9235392866445,0.0,275.6197457907272,0.0,287.4878171563148,0.0,277.98800146423173,0.0
near-term Past,1,6.2.15,historical,278.9056723263361,0.0,269.6188486706305,0.0,277.3983155307157,0.0,289.01443348003465,0.0,279.41901041147554,0.0
near-term Past,1,6.2.2,historical,276.4200302897789,0.0,266.3097330590182,0.0,275.8662499176329,0.0,286.06890599893484,0.0,277.2508484337232,0.0
near-term Past,1,6.2.3,historical,277.5154249601318,0.0,267.7965496258362,0.0,276.7584775930536,0.0,287.601607540794,0.0,277.72137738339666,0.0
near-term Past,1,6.2.4,historical,274.1900333677154,0.0,264.3318588790271,0.0,273.29502633099827,0.0,284.18324325477295,0.0,274.76769274824187,0.0
near-term Past,1,6.2.5,historical,278.5724836417184,0.0,270.70107549839884,0.0,277.4890836954675,0.0,286.7310169493634,0.0,279.2252704725415,0.0
near-term Past,1,6.2.6,historical,277.4074541537684,0.0,263.3478705994626,0.0,277.32290102129394,0.0,290.4516742076044,0.0,278.24753616668363,0.0
near-term Past,1,6.2.7,historical,281.7712144334944,0.0,274.71538675350433,0.0,280.32568937169145,0.0,289.4810823766045,0.0,282.43493250780256,0.0
near-term Past,1,6.2.8,historical,281.8220493749098,0.0,273.7379530924212,0.0,280.2527950747141,0.0,290.7802937599887,0.0,282.36844234988257,0.0
near-term Past,1,6.2.9,historical,281.66157934566877,0.0,272.90891783918414,0.0,280.26194934329584,0.0,291.29211167490996,0.0,282.0197898981225,0.0
near-term Past,1,7.1.1,historical,272.2460785019564,0.0,261.1219812512787,0.0,270.3451344548338,0.0,284.45889608481656,0.0,272.8520803768279,0.0
near-term Past,1,7.1.2,historical,275.3914270324821,0.0,268.36798630033263,0.0,273.51190447830146,0.0,283.4000223498759,0.0,276.15978524625757,0.0
near-term Past,1,7.1.3,historical,275.10879071544315,0.0,264.44269357319155,0.0,274.58935922782297,0.0,286.6081868497185,0.0,274.5851847662619,0.0
near-term Past,1,7.1.4,historical,272.3635424965554,0.0,262.5022441341601,0.0,271.65233148400165,0.0,282.5877933558174,0.0,272.5249040166146,0.0
near-term Past,1,7.1.5,historical,279.3936663832622,0.0,272.76499871377337,0.0,278.3164484911221,0.0,286.25792997339494,0.0,280.1163341445738,0.0
near-term Past,1,7.1.6,historical,277.672072670075,0.0,270.15151709265484,0.0,276.47070315803194,0.0,285.50843417727424,0.0,278.42191521680064,0.0
near-term Past,1,7.1.7,historical,283.30347780501575,0.0,277.165785557249,0.0,282.18760530020876,0.0,289.80145330864445,0.0,283.94866321761856,0.0
near-term Past,1,7.1.8,historical,284.46486354133003,0.0,279.7224059737482,0.0,283.19239829713234,0.0,289.4435282980877,0.0,285.4207867912539,0.0
near-term Past,1,7.1.9,historical,285.3132718714677,0.0,279.05910826706827,0.0,284.07564993503297,0.0,291.98703383238416,0.0,286.0193250737609,0.0
